"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link"
747130,"2024-04-23",1,"2024-04-24T01:13:29.450Z","2024-04-24T01:13:37.093Z",TRUE,"pitch","e8282266-27f9-4384-bc90-4873a990865c",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.53,1.72,NA,94.9,188.45,"ground_ball","medium","6",106.72,156.06,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Bryan De La Cruz grounds out, shortstop Orlando Arcia to first baseman Matt Olson.",0,0,5,66,"top",9,"2024-04-24T01:12:48.831Z","2024-04-24T01:13:37.093Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,650559,"Bryan De La Cruz","/api/v1/people/650559","R","Right",608331,"Max Fried","/api/v1/people/608331","L","Left","vs_LHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.9,79,9,2,0.4411,6.5727,22.3146,-34.8798,-3.2435,-1.7296,0.5798,1.864,-1.0521,-123.704,-2.587,1.4309,50.0026,5.8183,-5.0776,8.4,9.6,24,2560,293,72,-5,18,NA,NA,NA,TRUE,-41,-3.5,6.1,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747130,"2024-04-23",0,"2024-04-24T01:13:04.227Z","2024-04-24T01:13:07.227Z",TRUE,"pitch","0323fb20-9675-4825-8ac9-b460103931db",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.53,1.72,NA,89.01,187.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Bryan De La Cruz grounds out, shortstop Orlando Arcia to first baseman Matt Olson.",0,0,5,66,"top",9,"2024-04-24T01:12:48.831Z","2024-04-24T01:13:37.093Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,650559,"Bryan De La Cruz","/api/v1/people/650559","R","Right",608331,"Max Fried","/api/v1/people/608331","L","Left","vs_LHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96,87,9,2,0.3944,6.6667,35.0809,-20.0455,8.5338,6.2267,0.7343,1.8937,-3.9172,-139.538,-7.3808,1.0575,50.0013,5.9219,16.615,36,6,24,2195,152,NA,NA,NA,NA,NA,NA,FALSE,-20.3,9.7,-14.5,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747130,"2024-04-23",0,"2024-04-24T01:12:29.556Z","2024-04-24T01:12:41.504Z",TRUE,"pitch","0fcf5b07-0e7f-4338-8a25-22dfdea538ab",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,2,NA,NA,3.18,1.51,NA,122.58,147.96,"line_drive","medium","7",74.31,144.53,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Single","single","Luis Arraez singles on a line drive to left fielder Adam Duvall.",0,0,5,65,"top",9,"2024-04-24T01:12:23.744Z","2024-04-24T01:12:41.504Z",TRUE,FALSE,FALSE,FALSE,33,0,0,2,650333,"Luis Arraez","/api/v1/people/650333","L","Left",608331,"Max Fried","/api/v1/people/608331","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.9,87.1,11,2,0.3958,6.5855,30.1313,-18.1391,-0.2685,7.2359,-0.1465,3.3638,-3.4075,-138.2513,-3.8426,1.1358,50.0064,5.9854,-0.521,3.6,3.6,24,2176,165,87.2,13,190,NA,NA,NA,FALSE,-17.8,12.5,1.2,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,650333,"Luis Arraez","/api/v1/people/650333"
747130,"2024-04-23",1,"2024-04-24T01:12:01.451Z","2024-04-24T01:12:08.909Z",TRUE,"pitch","05880391-aa6d-4b6a-9d4a-eaacfa1b8819",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.41,1.61,NA,89.44,179.83,"ground_ball","medium","5",97.63,168.19,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Groundout","field_out","Nick Fortes grounds out, third baseman Austin Riley to first baseman Matt Olson.",0,0,5,64,"top",9,"2024-04-24T01:11:37.735Z","2024-04-24T01:12:08.909Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,663743,"Nick Fortes","/api/v1/people/663743","R","Right",608331,"Max Fried","/api/v1/people/608331","L","Left","vs_LHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86,79.5,6,2,0.436,6.9754,23.509,-26.146,5.8789,3.7625,0.7231,2.1835,-3.5455,-125.2606,-3.5785,1.3877,50.0006,5.7504,9.4116,18,7.2,24,1349,143,90.2,-19,7,NA,NA,NA,TRUE,-30.4,6.2,-10,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747130,"2024-04-23",0,"2024-04-24T01:11:48.812Z","2024-04-24T01:11:52.202Z",TRUE,"pitch","1c4961ff-89d9-4bf6-8017-d742bd595493",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.521,1.634,NA,88.48,188.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Groundout","field_out","Nick Fortes grounds out, third baseman Austin Riley to first baseman Matt Olson.",0,0,5,64,"top",9,"2024-04-24T01:11:37.735Z","2024-04-24T01:12:08.909Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,663743,"Nick Fortes","/api/v1/people/663743","R","Right",608331,"Max Fried","/api/v1/people/608331","L","Left","vs_LHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.4,86.8,9,2,0.3983,6.7645,29.2146,-17.0109,6.4184,7.9085,0.7481,1.8787,-3.3898,-137.2942,-7.6746,1.1622,50.0015,5.8591,12.303,32.4,4.8,24,2063,160,NA,NA,NA,NA,NA,NA,FALSE,-17.6,13,-10.9,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747130,"2024-04-23",3,"2024-04-24T01:11:20.521Z","2024-04-24T01:11:27.135Z",TRUE,"pitch","8552b75f-8a24-4c96-b791-234660b0d303",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,0,NA,NA,3.301,1.504,NA,84.8,172.02,"ground_ball","medium","3",151.62,171.45,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Groundout","field_out","Otto Lopez grounds out to first baseman Matt Olson.",0,0,5,63,"top",9,"2024-04-24T01:10:52.336Z","2024-04-24T01:11:27.135Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,672640,"Otto Lopez","/api/v1/people/672640","R","Right",608331,"Max Fried","/api/v1/people/608331","L","Left","vs_LHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.1,78.5,12,2,0.4412,6.6241,23.899,-29.5608,5.4837,1.6736,0.8447,2.4725,-3.7342,-123.9759,-1.895,1.6551,50.0048,5.7052,8.5699,14.4,8.4,24,1439,133,62.4,-42,5,NA,NA,NA,TRUE,-34.7,2.9,-9.1,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747130,"2024-04-23",2,"2024-04-24T01:11:07.223Z","2024-04-24T01:11:12.458Z",TRUE,"pitch","467be6b3-1d06-4215-b783-4fe1dfe28da0",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.3285,1.579,NA,51.73,173.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Groundout","field_out","Otto Lopez grounds out to first baseman Matt Olson.",0,0,5,63,"top",9,"2024-04-24T01:10:52.336Z","2024-04-24T01:11:27.135Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,672640,"Otto Lopez","/api/v1/people/672640","R","Right",608331,"Max Fried","/api/v1/people/608331","L","Left","vs_LHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.4,77.5,14,2,0.4457,6.6804,24.3786,-27.5043,6.9161,3.0526,1.7122,2.4201,-2.3339,-122.8876,-2.2328,1.7758,50.0027,5.6773,10.576,20.4,8.4,24,1380,129,NA,NA,NA,NA,NA,NA,FALSE,-33.1,5.3,-12,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747130,"2024-04-23",1,"2024-04-24T01:10:54.628Z","2024-04-24T01:10:58.159Z",TRUE,"pitch","8bf717cc-c4c1-4e20-8aaa-2b9e431f88dc",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.3008,1.6061,NA,80.57,157.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Groundout","field_out","Otto Lopez grounds out to first baseman Matt Olson.",0,0,5,63,"top",9,"2024-04-24T01:10:52.336Z","2024-04-24T01:11:27.135Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,672640,"Otto Lopez","/api/v1/people/672640","R","Right",608331,"Max Fried","/api/v1/people/608331","L","Left","vs_LHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.5,76,12,2,0.4554,6.1234,23.1387,-34.8166,-0.9254,-1.805,0.9557,3.0191,-1.4481,-120.2373,0.4862,1.6858,50.0026,5.9018,-1.3556,2.4,9.6,24,2374,263,NA,NA,NA,NA,NA,NA,FALSE,-43,-2.9,2,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747130,"2024-04-23",0,"2024-04-24T01:09:42.715Z","2024-04-24T01:10:54.628Z",FALSE,"action",NA,NA,"Defensive Substitution: Luis Guillorme replaces Jarred Kelenic, batting 9th, playing second base.","Defensive Sub",0,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,641645,"/api/v1/people/641645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_substitution",NA,"4","Second Base","Infielder","2B","902","63","atBat","Groundout","field_out","Otto Lopez grounds out to first baseman Matt Olson.",0,0,5,63,"top",9,"2024-04-24T01:10:52.336Z","2024-04-24T01:11:27.135Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,672640,"Otto Lopez","/api/v1/people/672640","R","Right",608331,"Max Fried","/api/v1/people/608331","L","Left","vs_LHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,672284,"/api/v1/people/672284",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747130,"2024-04-23",1,"2024-04-24T01:08:25.583Z","2024-04-24T01:08:34.774Z",TRUE,"pitch","7f1a1e9a-06cb-44ba-80fc-094dcb645636",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.5,1.65,NA,134.46,158.85,"fly_ball","medium","8",115.45,51.18,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Flyout","field_out","Orlando Arcia flies out to center fielder Jazz Chisholm Jr.",0,0,5,62,"bottom",8,"2024-04-24T01:07:58.844Z","2024-04-24T01:08:34.774Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,606115,"Orlando Arcia","/api/v1/people/606115","R","Right",686539,"Declan Cronin","/api/v1/people/686539","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Miami Marlins","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.6,81.8,1,2,0.4258,6.2789,21.6451,-33.7467,5.2616,-0.9313,-0.4582,2.9604,2.0698,-127.7184,0.6103,-1.9586,50.0048,5.3331,8.8574,15.6,8.4,24,2811,55,95.8,34,368,NA,NA,NA,TRUE,-36.4,-1.4,-10,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
