"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718187,"2023-05-14",1,"2023-05-15T00:52:30.908Z","2023-05-15T00:52:41.333Z",TRUE,"pitch","9a8f44a9-309c-4cc6-bdea-e187de3cef3e",2,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,0,1,NA,NA,3.11,1.48,NA,101.72,156.66,"ground_ball","medium","8",128.34,143.2,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Single","single","Andrew Knizner singles on a ground ball to center fielder Jarren Duran.",0,4,1,46,"top",6,"2023-05-15T00:52:08.984Z","2023-05-15T00:52:41.333Z",TRUE,FALSE,FALSE,FALSE,33,1,0,1,668800,"Andrew Knizner","/api/v1/people/668800","R","Right",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Boston Red Sox","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.5,82.4,3,2,0.417,5.7556,28.9568,-25.0916,9.007,4.0568,0.4009,3.0417,-8.7985,-131.5516,-0.3707,2.6251,50.0016,5.0508,15.7221,28.8,7.2,24,1998,135,108.6,-3,36,NA,NA,NA,FALSE,-26,7.4,-14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,668800,"Andrew Knizner","/api/v1/people/668800",668800,"Andrew Knizner","/api/v1/people/668800",NA,NA,NA
718187,"2023-05-14",0,"2023-05-15T00:52:16.650Z","2023-05-15T00:52:21.449Z",TRUE,"pitch","fc9ff240-db0e-4d3c-b9fb-61177cbd517b",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.0578,1.4411,NA,123.75,204.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Single","single","Andrew Knizner singles on a ground ball to center fielder Jarren Duran.",0,4,1,46,"top",6,"2023-05-15T00:52:08.984Z","2023-05-15T00:52:41.333Z",TRUE,FALSE,FALSE,FALSE,33,1,0,1,668800,"Andrew Knizner","/api/v1/people/668800","R","Right",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Boston Red Sox","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",76.9,70.8,13,2,0.4907,5.6449,21.3245,-33.3612,-7.5731,-0.9436,-0.1771,1.2728,-5.0516,-111.8927,-0.4736,3.0983,50.0026,4.9234,-9.5429,16.8,10.8,24,2580,303,NA,NA,NA,NA,NA,NA,FALSE,-48,-1.6,15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,668800,"Andrew Knizner","/api/v1/people/668800",NA,NA,NA,NA,NA,NA
718187,"2023-05-14",3,"2023-05-15T00:51:41.475Z","2023-05-15T00:51:52.396Z",TRUE,"pitch","3f443372-3ffc-4189-823e-0bab514da998",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,0,NA,NA,3.45,1.62,NA,91.94,148.48,"fly_ball","medium","8",145.58,86.2,NA,NA,NA,NA,NA,NA,NA,NA,"45","atBat","Flyout","field_out","Alec Burleson flies out to center fielder Jarren Duran.",0,4,1,45,"top",6,"2023-05-15T00:51:04.542Z","2023-05-15T00:51:52.396Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,676475,"Alec Burleson","/api/v1/people/676475","L","Left",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Boston Red Sox",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",76.8,70.2,3,2,0.4917,5.4567,21.5389,-34.406,-9.5432,-1.7773,0.6575,3.3446,-2.7222,-111.7128,3.9517,3.134,50.0035,5.106,-11.9713,20.4,12,24,2373,298,91.7,46,287,NA,NA,NA,TRUE,-48.5,-1.8,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,668800,"Andrew Knizner","/api/v1/people/668800",NA,NA,NA,NA,NA,NA
718187,"2023-05-14",2,"2023-05-15T00:51:20.685Z","2023-05-15T00:51:25.184Z",TRUE,"pitch","65f9d187-7099-44c7-b03d-632608a9a79d",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.45,1.62,NA,99.2,160.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","atBat","Flyout","field_out","Alec Burleson flies out to center fielder Jarren Duran.",0,4,1,45,"top",6,"2023-05-15T00:51:04.542Z","2023-05-15T00:51:52.396Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,676475,"Alec Burleson","/api/v1/people/676475","L","Left",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.4,82.1,3,2,0.418,5.7374,29.3416,-24.1091,11.1224,4.6436,0.467,2.8901,-9.1246,-131.3372,-0.9024,2.5513,50.002,5.0407,19.3159,36,7.2,24,2112,127,NA,NA,NA,NA,NA,NA,FALSE,-25.3,8.4,-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,668800,"Andrew Knizner","/api/v1/people/668800",NA,NA,NA,NA,NA,NA
718187,"2023-05-14",1,"2023-05-15T00:51:06.879Z","2023-05-15T00:51:10.342Z",TRUE,"pitch","e8fcb5d9-3ea0-4eaf-8d84-d0423bdeb0cb",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.4604,1.5344,NA,133.67,152.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","atBat","Flyout","field_out","Alec Burleson flies out to center fielder Jarren Duran.",0,4,1,45,"top",6,"2023-05-15T00:51:04.542Z","2023-05-15T00:51:52.396Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,676475,"Alec Burleson","/api/v1/people/676475","L","Left",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.8,82.5,1,2,0.4167,5.7231,29.2274,-27.4221,11.3278,2.7192,-0.4373,3.2088,-11.3955,-131.7009,0.3442,2.4839,50.0037,5.1124,19.8051,32.4,7.2,24,2081,128,NA,NA,NA,NA,NA,NA,FALSE,-28.3,5.3,-17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,668800,"Andrew Knizner","/api/v1/people/668800",NA,NA,NA,NA,NA,NA
718187,"2023-05-14",0,"2023-05-15T00:50:04.991Z","2023-05-15T00:51:06.879Z",FALSE,"action",NA,NA,"Pitching Change: Brennan Bernardino replaces Corey Kluber.","Pitching Substitution",4,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,657514,"/api/v1/people/657514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"45","atBat","Flyout","field_out","Alec Burleson flies out to center fielder Jarren Duran.",0,4,1,45,"top",6,"2023-05-15T00:51:04.542Z","2023-05-15T00:51:52.396Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,676475,"Alec Burleson","/api/v1/people/676475","L","Left",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,668800,"Andrew Knizner","/api/v1/people/668800",NA,NA,NA,NA,NA,NA
718187,"2023-05-14",3,"2023-05-15T00:48:22.807Z","2023-05-15T00:48:30.814Z",TRUE,"pitch","16ca844c-0bc2-4200-991a-208c554e9abc",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.17,1.41,NA,119.95,185.4,"ground_ball","medium","4",146.94,146.65,NA,NA,NA,NA,NA,NA,NA,NA,"44","atBat","Groundout","field_out","Masataka Yoshida grounds out, second baseman Nolan Gorman to first baseman Paul Goldschmidt.",0,4,1,44,"bottom",5,"2023-05-15T00:47:44.932Z","2023-05-15T00:48:30.814Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,807799,"Masataka Yoshida","/api/v1/people/807799","L","Left",571945,"Miles Mikolas","/api/v1/people/571945","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","St. Louis Cardinals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.4,86.3,5,2,0.402,6.5831,27.1029,-16.5141,-4.5908,8.3092,-0.0774,1.9772,5.1639,-135.7673,-8.5274,-1.3991,50.0019,6.2868,-8.6509,22.8,4.8,24,2257,205,100.4,-13,9,NA,NA,NA,TRUE,-17.6,13.6,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,668800,"Andrew Knizner","/api/v1/people/668800",NA,NA,NA,NA,NA,NA
718187,"2023-05-14",2,"2023-05-15T00:48:03.266Z","2023-05-15T00:48:07.830Z",TRUE,"pitch","611d30f6-d46a-4b2f-af0e-b851778f98d5",2,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,1,2,NA,NA,3.1817,1.3478,NA,71.02,222.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44","atBat","Groundout","field_out","Masataka Yoshida grounds out, second baseman Nolan Gorman to first baseman Paul Goldschmidt.",0,4,1,44,"bottom",5,"2023-05-15T00:47:44.932Z","2023-05-15T00:48:30.814Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,807799,"Masataka Yoshida","/api/v1/people/807799","L","Left",571945,"Miles Mikolas","/api/v1/people/571945","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","St. Louis Cardinals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.9,80.8,14,0.86,0.4326,6.535,23.9307,-28.5482,2.0292,2.2335,1.2063,0.6183,5.8725,-126.26,-8.3258,-1.4067,50.0052,6.2318,3.3013,8.4,7.2,24,2366,153,NA,NA,NA,NA,NA,NA,FALSE,-33.6,2.5,-4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,668800,"Andrew Knizner","/api/v1/people/668800",NA,NA,NA,NA,NA,NA
718187,"2023-05-14",1,"2023-05-15T00:47:47.196Z","2023-05-15T00:47:50.931Z",TRUE,"pitch","e44709aa-0d1a-4adc-9b52-8af3484e3857",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.0268,1.3167,NA,121.67,191.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44","atBat","Groundout","field_out","Masataka Yoshida grounds out, second baseman Nolan Gorman to first baseman Paul Goldschmidt.",0,4,1,44,"bottom",5,"2023-05-15T00:47:44.932Z","2023-05-15T00:48:30.814Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,807799,"Masataka Yoshida","/api/v1/people/807799","L","Left",571945,"Miles Mikolas","/api/v1/people/571945","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","St. Louis Cardinals",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",75.9,69.8,8,0.86,0.4982,6.239,22.2277,-42.4537,2.5137,-8.4271,-0.1226,1.7495,2.3905,-110.5228,-0.9541,-1.5503,50.0024,6.6995,3.0664,4.8,14.4,24,2423,31,NA,NA,NA,NA,NA,NA,FALSE,-63,-15.1,-5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,668800,"Andrew Knizner","/api/v1/people/668800",NA,NA,NA,NA,NA,NA
718187,"2023-05-14",0,"2023-05-15T00:46:52.061Z","2023-05-15T00:47:47.196Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",4,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"44","atBat","Groundout","field_out","Masataka Yoshida grounds out, second baseman Nolan Gorman to first baseman Paul Goldschmidt.",0,4,1,44,"bottom",5,"2023-05-15T00:47:44.932Z","2023-05-15T00:48:30.814Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,807799,"Masataka Yoshida","/api/v1/people/807799","L","Left",571945,"Miles Mikolas","/api/v1/people/571945","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","St. Louis Cardinals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,668800,"Andrew Knizner","/api/v1/people/668800",NA,NA,NA,NA,NA,NA
718187,"2023-05-14",8,"2023-05-15T00:46:12.868Z","2023-05-15T00:46:20.398Z",TRUE,"pitch","923de797-ac9d-4cc1-b8ec-5e941aa3b36d",7,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,1,NA,NA,3.41,1.52,NA,150.37,181.61,"ground_ball","medium","4",153.02,146.15,NA,NA,TRUE,NA,NA,NA,NA,NA,"43","atBat","Groundout","field_out","Alex Verdugo grounds out, second baseman Nolan Gorman to first baseman Paul Goldschmidt. Pablo Reyes to 2nd.",0,4,1,43,"bottom",5,"2023-05-15T00:43:40.065Z","2023-05-15T00:46:20.398Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,657077,"Alex Verdugo","/api/v1/people/657077","L","Left",571945,"Miles Mikolas","/api/v1/people/571945","R","Right","vs_RHP","vs_LHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","St. Louis Cardinals",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.9,79,13,0.9,0.4382,6.9154,24.883,-27.3702,-11.9643,3.0323,-0.8753,2.1176,6.3632,-124.9482,-3.9874,-1.899,50.0022,5.9801,-18.9399,32.4,8.4,24,1656,232,93.6,-11,12,NA,NA,NA,TRUE,-32.3,4.8,20.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,622569,"Pablo Reyes","/api/v1/people/622569",NA,NA,NA,NA,NA,NA
718187,"2023-05-14",7,"2023-05-15T00:45:46.459Z","2023-05-15T00:45:50.007Z",TRUE,"pitch","f23e7c6a-7c3a-48df-95e3-753e3be408a6",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.41,1.52,NA,133.72,180.32,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"43","atBat","Groundout","field_out","Alex Verdugo grounds out, second baseman Nolan Gorman to first baseman Paul Goldschmidt. Pablo Reyes to 2nd.",0,4,1,43,"bottom",5,"2023-05-15T00:43:40.065Z","2023-05-15T00:46:20.398Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,657077,"Alex Verdugo","/api/v1/people/657077","L","Left",571945,"Miles Mikolas","/api/v1/people/571945","R","Right","vs_RHP","vs_LHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","St. Louis Cardinals",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.5,83.7,4,0.91,0.4099,6.6082,32.6479,-21.4841,-11.5873,5.9269,-0.4386,2.1651,6.8942,-134.3096,-6.684,-1.551,50.0019,6.2446,-20.8909,39.6,7.2,24,2272,212,NA,NA,NA,NA,NA,NA,FALSE,-23.2,9.2,19.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,622569,"Pablo Reyes","/api/v1/people/622569",NA,NA,NA,NA,NA,NA
718187,"2023-05-14",6,"2023-05-15T00:45:30.024Z","2023-05-15T00:45:35.647Z",TRUE,"pitch","051dbfa4-6152-442c-aea4-94956819a9f4",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.4297,1.5658,NA,99.99,194.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43","atBat","Groundout","field_out","Alex Verdugo grounds out, second baseman Nolan Gorman to first baseman Paul Goldschmidt. Pablo Reyes to 2nd.",0,4,1,43,"bottom",5,"2023-05-15T00:43:40.065Z","2023-05-15T00:46:20.398Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,657077,"Alex Verdugo","/api/v1/people/657077","L","Left",571945,"Miles Mikolas","/api/v1/people/571945","R","Right","vs_RHP","vs_LHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","St. Louis Cardinals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.7,80.5,9,0.89,0.4329,6.4106,24.0977,-29.0095,1.7582,1.9462,0.4462,1.6425,4.2845,-126.1959,-5.9991,-1.4975,50.0011,6.368,2.8532,7.2,7.2,24,2418,105,NA,NA,NA,NA,NA,NA,FALSE,-33.7,2.5,-4.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,622569,"Pablo Reyes","/api/v1/people/622569",NA,NA,NA,NA,NA,NA
718187,"2023-05-14",4,"2023-05-15T00:44:54.903Z","2023-05-15T00:44:58.520Z",TRUE,"pitch","785b7df7-dfd9-4919-ac01-7ef4f5f4b8ec",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,2,1,NA,NA,3.3675,1.4411,NA,96.63,164.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43","atBat","Groundout","field_out","Alex Verdugo grounds out, second baseman Nolan Gorman to first baseman Paul Goldschmidt. Pablo Reyes to 2nd.",0,4,1,43,"bottom",5,"2023-05-15T00:43:40.065Z","2023-05-15T00:46:20.398Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,657077,"Alex Verdugo","/api/v1/people/657077","L","Left",571945,"Miles Mikolas","/api/v1/people/571945","R","Right","vs_RHP","vs_LHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","St. Louis Cardinals",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.8,84.2,6,0.91,0.4102,6.451,27.7515,-17.6841,-8.6351,8.0154,0.5343,2.738,8.1442,-133.365,-5.8891,-1.432,50.0008,6.2433,-15.6072,36,4.8,24,2250,209,NA,NA,NA,NA,NA,NA,FALSE,-19,13.4,13.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,622569,"Pablo Reyes","/api/v1/people/622569",NA,NA,NA,NA,NA,NA
718187,"2023-05-14",3,"2023-05-15T00:44:35.910Z","2023-05-15T00:44:41.045Z",TRUE,"pitch","b722ff1f-4b64-4b76-b9a8-796e478d41a2",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.3985,1.5033,NA,73.88,188.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43","atBat","Groundout","field_out","Alex Verdugo grounds out, second baseman Nolan Gorman to first baseman Paul Goldschmidt. Pablo Reyes to 2nd.",0,4,1,43,"bottom",5,"2023-05-15T00:43:40.065Z","2023-05-15T00:46:20.398Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,657077,"Alex Verdugo","/api/v1/people/657077","L","Left",571945,"Miles Mikolas","/api/v1/people/571945","R","Right","vs_RHP","vs_LHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","St. Louis Cardinals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,85.9,14,0.89,0.4017,6.4705,30.3037,-10.3586,-3.5215,11.5847,1.1312,1.8619,7.9703,-136.4185,-9.9467,-1.3721,50.001,6.2716,-6.6311,21.6,2.4,24,2349,211,NA,NA,NA,NA,NA,NA,FALSE,-12.1,19,4.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,622569,"Pablo Reyes","/api/v1/people/622569",NA,NA,NA,NA,NA,NA
718187,"2023-05-14",2,"2023-05-15T00:44:18.076Z","2023-05-15T00:44:21.542Z",TRUE,"pitch","5c51c875-f66c-43d3-bd68-27b6ae2856fd",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.4294,1.5033,NA,124.75,151.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43","atBat","Groundout","field_out","Alex Verdugo grounds out, second baseman Nolan Gorman to first baseman Paul Goldschmidt. Pablo Reyes to 2nd.",0,4,1,43,"bottom",5,"2023-05-15T00:43:40.065Z","2023-05-15T00:46:20.398Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,657077,"Alex Verdugo","/api/v1/people/657077","L","Left",571945,"Miles Mikolas","/api/v1/people/571945","R","Right","vs_RHP","vs_LHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","St. Louis Cardinals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.4,84.2,2,0.86,0.408,6.3779,30.085,-10.738,-3.5587,11.7553,-0.2032,3.2344,4.5284,-134.4307,-6.5921,-1.45,50.0066,6.4865,-6.4921,24,2.4,24,2317,215,NA,NA,NA,NA,NA,NA,FALSE,-12.1,20,5.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,622569,"Pablo Reyes","/api/v1/people/622569",NA,NA,NA,NA,NA,NA
