"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","details.disengagementNum","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
717637,"2023-06-24",5,"2023-06-24T19:53:05.132Z","2023-06-24T19:53:13.633Z",TRUE,"pitch","d0a1b995-4d37-4451-82c5-cbcd7c046add",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.41,1.57,NA,109.97,127.57,"popup","medium","3",156.88,157.76,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Pop Out","field_out","Paul DeJong pops out to first baseman Trey Mancini.",0,9,1,76,"bottom",9,"2023-06-24T19:51:26.208Z","2023-06-24T19:53:13.633Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,657557,"Paul DeJong","/api/v1/people/657557","R","Right",641743,"Anthony Kay","/api/v1/people/641743","L","Left","vs_LHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Chicago Cubs","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,87,12,2,0.3954,NA,30.7174,-19.1337,5.3347,6.7061,0.1844,4.119,-6.21,-138.4993,-0.8415,1.7618,50.0008,5.7055,10.3709,25.2,4.8,24,NA,NA,79.1,71,163,NA,NA,NA,TRUE,-18,12.1,-8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717637,"2023-06-24",4,"2023-06-24T19:52:45.311Z","2023-06-24T19:52:48.311Z",TRUE,"pitch","4bb009c3-2eb5-43a9-8f1c-4bd738632b76",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.41,1.57,NA,131.52,233.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Pop Out","field_out","Paul DeJong pops out to first baseman Trey Mancini.",0,9,1,76,"bottom",9,"2023-06-24T19:51:26.208Z","2023-06-24T19:53:13.633Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,657557,"Paul DeJong","/api/v1/people/657557","R","Right",641743,"Anthony Kay","/api/v1/people/641743","L","Left","vs_LHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Chicago Cubs","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.6,79.8,13,2,0.4326,NA,28.681,-26.9539,8.2102,3.2254,-0.3809,0.1821,-7.9979,-127.1409,-7.3733,1.7551,50.0063,5.2917,13.3002,22.8,7.2,24,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-31.9,4.2,-12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717637,"2023-06-24",3,"2023-06-24T19:52:32.006Z","2023-06-24T19:52:38.925Z",TRUE,"pitch","573faf80-ca11-4c6f-8912-763ee6146b03",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.41,1.57,NA,147.04,126.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Pop Out","field_out","Paul DeJong pops out to first baseman Trey Mancini.",0,9,1,76,"bottom",9,"2023-06-24T19:51:26.208Z","2023-06-24T19:53:13.633Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,657557,"Paul DeJong","/api/v1/people/657557","R","Right",641743,"Anthony Kay","/api/v1/people/641743","L","Left","vs_LHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Chicago Cubs","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,86.7,11,2,0.3962,NA,31.5132,-15.7126,5.3943,8.5111,-0.7881,4.1418,-8.3663,-138.3574,-1.4168,1.5772,50.0046,5.716,10.4364,27.6,3.6,24,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-15,15.2,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717637,"2023-06-24",2,"2023-06-24T19:52:06.514Z","2023-06-24T19:52:10.345Z",TRUE,"pitch","643787d4-8b46-4652-9e19-b6ae5ec5cd70",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.41,1.57,NA,97.57,144.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Pop Out","field_out","Paul DeJong pops out to first baseman Trey Mancini.",0,9,1,76,"bottom",9,"2023-06-24T19:51:26.208Z","2023-06-24T19:53:13.633Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,657557,"Paul DeJong","/api/v1/people/657557","R","Right",641743,"Anthony Kay","/api/v1/people/641743","L","Left","vs_LHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Chicago Cubs","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.6,86.6,3,2,0.3974,NA,29.9124,-16.1403,4.5339,8.3302,0.5097,3.481,-4.9286,-137.7016,-2.8167,1.7317,50.0019,5.606,8.7267,25.2,3.6,24,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-15.7,14.8,-7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717637,"2023-06-24",1,"2023-06-24T19:51:47.905Z","2023-06-24T19:51:50.905Z",TRUE,"pitch","0a88cc97-f2f4-4861-badd-fca6b6064bc9",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.41,1.57,NA,139.38,173.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Pop Out","field_out","Paul DeJong pops out to first baseman Trey Mancini.",0,9,1,76,"bottom",9,"2023-06-24T19:51:26.208Z","2023-06-24T19:53:13.633Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,657557,"Paul DeJong","/api/v1/people/657557","R","Right",641743,"Anthony Kay","/api/v1/people/641743","L","Left","vs_LHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Chicago Cubs","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.9,88.1,4,2,0.392,NA,29.7995,-16.2509,6.4883,8.0424,-0.5872,2.4234,-8.4307,-139.4572,-5.5094,1.6247,50.0061,5.4875,12.8514,32.4,4.8,24,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-16,13.7,-10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717637,"2023-06-24",0,"2023-06-24T19:51:34.458Z","2023-06-24T19:51:37.603Z",TRUE,"pitch","8691559e-69a2-4393-9554-b612edfde33b",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.41,1.57,NA,95.37,159.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Pop Out","field_out","Paul DeJong pops out to first baseman Trey Mancini.",0,9,1,76,"bottom",9,"2023-06-24T19:51:26.208Z","2023-06-24T19:53:13.633Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,657557,"Paul DeJong","/api/v1/people/657557","R","Right",641743,"Anthony Kay","/api/v1/people/641743","L","Left","vs_LHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Chicago Cubs","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.6,87.5,3,2,0.3936,NA,30.6416,-15.7148,6.126,8.3875,0.5674,2.9483,-5.7416,-139.0736,-4.1936,1.8608,50.0044,5.5153,12.024,32.4,3.6,24,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-15.4,14.5,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717637,"2023-06-24",1,"2023-06-24T19:51:03.785Z","2023-06-24T19:51:10.746Z",TRUE,"pitch","c41003c2-1ea1-4a4a-928d-69ccc3c73acd",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,1,NA,NA,3.28,1.58,NA,95.14,144.44,"line_drive","medium","8",146.88,82.5,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Lineout","field_out","Lars Nootbaar lines out to center fielder Mike Tauchman.",0,9,1,75,"bottom",9,"2023-06-24T19:50:41.593Z","2023-06-24T19:51:10.746Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,663457,"Lars Nootbaar","/api/v1/people/663457","L","Left",641743,"Anthony Kay","/api/v1/people/641743","L","Left","vs_LHP","vs_LHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Chicago Cubs","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,85.7,12,2,0.4008,NA,30.9407,-18.1357,6.4983,7.4264,0.5734,3.494,-5.5823,-136.8016,-2.3439,1.7988,50.0032,5.6089,12.284,31.2,4.8,24,NA,NA,96.8,22,296,NA,NA,NA,TRUE,-17.9,13.1,-10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717637,"2023-06-24",0,"2023-06-24T19:50:50.524Z","2023-06-24T19:50:53.839Z",TRUE,"pitch","0ffa2859-3f60-4724-a244-2637dc55184a",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.28,1.58,NA,123.89,142.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Lineout","field_out","Lars Nootbaar lines out to center fielder Mike Tauchman.",0,9,1,75,"bottom",9,"2023-06-24T19:50:41.593Z","2023-06-24T19:51:10.746Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,663457,"Lars Nootbaar","/api/v1/people/663457","L","Left",641743,"Anthony Kay","/api/v1/people/641743","L","Left","vs_LHP","vs_LHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Chicago Cubs","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.3,83.3,11,2,0.4153,NA,26.2534,-28.822,0.1568,1.8992,-0.1808,3.5552,-5.3762,-131.5728,-0.1591,1.8632,50.0023,5.7409,0.2775,1.2,7.2,24,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-29.6,3.6,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717637,"2023-06-24",4,"2023-06-24T19:50:08.339Z","2023-06-24T19:50:28.760Z",TRUE,"pitch","418e8b85-171c-41ef-94da-099eb0d87e55",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,0,NA,NA,3.46,1.65,NA,98.05,156.92,"popup","medium","4",183.23,166.38,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Pop Out","field_out","Dylan Carlson pops out to second baseman Nico Hoerner in foul territory.",0,9,1,74,"bottom",9,"2023-06-24T19:49:23.917Z","2023-06-24T19:50:28.760Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,666185,"Dylan Carlson","/api/v1/people/666185","R","Right",641743,"Anthony Kay","/api/v1/people/641743","L","Left","vs_LHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.9,86.2,3,2,0.3999,NA,28.8541,-16.4114,6.4708,8.2903,0.4972,3.0317,-6.0088,-136.7267,-3.7215,1.8777,50.0056,5.5298,12.3093,32.4,4.8,24,NA,NA,89,63,247,NA,NA,NA,TRUE,-16.4,14.4,-10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717637,"2023-06-24",3,"2023-06-24T19:49:55.316Z","2023-06-24T19:49:58.416Z",TRUE,"pitch","9e0ada5e-b212-4e13-ab46-ada5805624df",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.46,1.65,NA,176.76,169.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Pop Out","field_out","Dylan Carlson pops out to second baseman Nico Hoerner in foul territory.",0,9,1,74,"bottom",9,"2023-06-24T19:49:23.917Z","2023-06-24T19:50:28.760Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,666185,"Dylan Carlson","/api/v1/people/666185","R","Right",641743,"Anthony Kay","/api/v1/people/641743","L","Left","vs_LHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Chicago Cubs",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.3,83.3,11,2,0.4185,NA,22.8021,-26.5772,-0.2977,3.2103,-1.5679,2.5619,-8.4222,-130.0299,-2.7386,1.7282,50.0008,5.6087,-0.5176,3.6,6,24,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-28.3,5.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
