"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
716430,"2023-09-27",6,"2023-09-28T02:31:15.824Z","2023-09-28T02:31:19.642Z",TRUE,"pitch","7642bef9-dd81-4494-9422-d90af04a32ea",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,2,NA,NA,3.36,1.57,NA,116.36,152.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Francisco Alvarez strikes out swinging.",0,4,2,78,"bottom",9,"2023-09-28T02:30:02.759Z","2023-09-28T02:31:19.642Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,682626,"Francisco Alvarez","/api/v1/people/682626","R","Right",677053,"Andrew Nardi","/api/v1/people/677053","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,86.7,2,0.91,0.3958,6.8912,32.8033,-14.3,2.8431,9.23,0.0167,3.2069,-8.4879,-138.7006,-4.3006,2.7554,50.0012,5.74,5.5056,13.2,3.6,24,2257,154,NA,NA,NA,NA,NA,NA,TRUE,-14.3,16,-3.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716430,"2023-09-27",4,"2023-09-28T02:30:36.525Z","2023-09-28T02:30:40.277Z",TRUE,"pitch","c9e78447-333f-4a2c-857c-a84a06c1317d",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.36,1.57,NA,84.46,156.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Francisco Alvarez strikes out swinging.",0,4,2,78,"bottom",9,"2023-09-28T02:30:02.759Z","2023-09-28T02:31:19.642Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,682626,"Francisco Alvarez","/api/v1/people/682626","R","Right",677053,"Andrew Nardi","/api/v1/people/677053","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.8,86.6,12,0.9,0.3972,6.9353,30.933,-13.796,4.6398,9.5476,0.8537,3.0477,-6.6047,-137.9247,-4.4088,2.6775,50.0018,5.5985,8.9307,26.4,3.6,24,2239,147,NA,NA,NA,NA,NA,NA,FALSE,-13.9,16.6,-7,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716430,"2023-09-27",3,"2023-09-28T02:30:18.519Z","2023-09-28T02:30:23.442Z",TRUE,"pitch","65049801-50d2-4dd9-819d-1b8fe08b88ff",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.36,1.57,NA,118.06,160.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Francisco Alvarez strikes out swinging.",0,4,2,78,"bottom",9,"2023-09-28T02:30:02.759Z","2023-09-28T02:31:19.642Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,682626,"Francisco Alvarez","/api/v1/people/682626","R","Right",677053,"Andrew Nardi","/api/v1/people/677053","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Miami Marlins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.3,74.2,2,0.9,0.4651,7.0796,24.9941,-30.8335,-10.4388,0.9553,-0.0278,2.9106,-3.4004,-118.2845,0.0801,2.7888,50.0018,5.7307,-14.6187,26.4,9.6,24,2478,294,NA,NA,NA,NA,NA,NA,FALSE,-39.7,2,19.8,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716430,"2023-09-27",2,"2023-09-28T02:30:05.077Z","2023-09-28T02:30:08.890Z",TRUE,"pitch","b3aff2b0-592b-498e-bf64-6d87ec7d7d40",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3025,1.5405,NA,115.43,176.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Francisco Alvarez strikes out swinging.",0,4,2,78,"bottom",9,"2023-09-28T02:30:02.759Z","2023-09-28T02:31:19.642Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,682626,"Francisco Alvarez","/api/v1/people/682626","R","Right",677053,"Andrew Nardi","/api/v1/people/677053","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.3,86,5,0.91,0.4002,7.0229,31.135,-11.6903,3.4939,10.8037,0.0412,2.322,-8.389,-137.0232,-6.7784,2.6926,50.0016,5.6318,6.6247,20.4,3.6,24,2260,149,NA,NA,NA,NA,NA,NA,FALSE,-12.7,18.2,-4.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716430,"2023-09-27",0,"2023-09-28T02:28:57.691Z","2023-09-28T02:29:02.607Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Francisco Alvarez replaces Omar Narvaez.","Offensive Substitution",4,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,682626,"/api/v1/people/682626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","901","78","atBat","Strikeout","strikeout","Francisco Alvarez strikes out swinging.",0,4,2,78,"bottom",9,"2023-09-28T02:30:02.759Z","2023-09-28T02:31:19.642Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,682626,"Francisco Alvarez","/api/v1/people/682626","R","Right",677053,"Andrew Nardi","/api/v1/people/677053","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Miami Marlins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,553882,"/api/v1/people/553882",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716430,"2023-09-27",1,"2023-09-28T02:29:02.607Z","2023-09-28T02:30:05.077Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",4,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Francisco Alvarez strikes out swinging.",0,4,2,78,"bottom",9,"2023-09-28T02:30:02.759Z","2023-09-28T02:31:19.642Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,682626,"Francisco Alvarez","/api/v1/people/682626","R","Right",677053,"Andrew Nardi","/api/v1/people/677053","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Miami Marlins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716430,"2023-09-27",5,"2023-09-28T02:30:58.154Z","2023-09-28T02:31:15.824Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",4,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,682626,"/api/v1/people/682626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Francisco Alvarez strikes out swinging.",0,4,2,78,"bottom",9,"2023-09-28T02:30:02.759Z","2023-09-28T02:31:19.642Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,682626,"Francisco Alvarez","/api/v1/people/682626","R","Right",677053,"Andrew Nardi","/api/v1/people/677053","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Miami Marlins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716430,"2023-09-27",7,"2023-09-28T02:28:31.277Z","2023-09-28T02:28:37.401Z",TRUE,"pitch","b5f663c2-52a5-4028-a21c-3b93e1f1fa5a",7,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,2,NA,NA,3.3606,1.5786,NA,134.69,117.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Walk","walk","Rafael Ortega walks.",0,4,2,77,"bottom",9,"2023-09-28T02:26:40.784Z","2023-09-28T02:28:37.401Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,542364,"Rafael Ortega","/api/v1/people/542364","L","Left",677053,"Andrew Nardi","/api/v1/people/677053","L","Left","vs_LHP","vs_LHB","Men_On",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.9,86.4,11,0.91,0.3974,6.9084,31.3986,-14.6173,2.4245,9.1299,-0.4641,4.5072,-8.9729,-137.963,-0.8621,2.5189,50.002,5.8112,4.6632,9.6,3.6,24,2270,153,NA,NA,NA,NA,NA,NA,FALSE,-13.9,16.6,-2.5,NA,NA,NA,NA,NA,FALSE,FALSE,542364,"Rafael Ortega","/api/v1/people/542364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716430,"2023-09-27",6,"2023-09-28T02:28:12.966Z","2023-09-28T02:28:17.188Z",TRUE,"pitch","48e25fef-2aae-4340-9abe-eca1140744c2",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.39,1.58,NA,118.39,184.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Walk","walk","Rafael Ortega walks.",0,4,2,77,"bottom",9,"2023-09-28T02:26:40.784Z","2023-09-28T02:28:37.401Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,542364,"Rafael Ortega","/api/v1/people/542364","L","Left",677053,"Andrew Nardi","/api/v1/people/677053","L","Left","vs_LHP","vs_LHB","Men_On",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.5,86.7,8,0.9,0.3985,7.0703,29.9437,-15.954,1.3253,8.477,-0.0365,2.0159,-7.8665,-137.3592,-6.9297,2.6904,50.0062,5.653,2.5369,2.4,3.6,24,2307,153,NA,NA,NA,NA,NA,NA,FALSE,-16.6,14,-0.7,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716430,"2023-09-27",5,"2023-09-28T02:27:55.570Z","2023-09-28T02:28:00.114Z",TRUE,"pitch","5ebd49dc-1eb0-471a-95f7-d93f4e59e32f",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.3044,1.5786,NA,139.7,145.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Walk","walk","Rafael Ortega walks.",0,4,2,77,"bottom",9,"2023-09-28T02:26:40.784Z","2023-09-28T02:28:37.401Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,542364,"Rafael Ortega","/api/v1/people/542364","L","Left",677053,"Andrew Nardi","/api/v1/people/677053","L","Left","vs_LHP","vs_LHB","Men_On",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.7,86.3,11,0.91,0.3985,6.8499,31.3642,-13.493,3.4903,9.7701,-0.5955,3.4614,-9.6356,-137.6076,-3.6946,2.5026,50.0049,5.7395,6.6766,18,3.6,24,2276,153,NA,NA,NA,NA,NA,NA,FALSE,-13.6,17,-4.2,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
