"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718476,"2023-04-22",0,"2023-04-22T19:21:16.806Z","2023-04-22T19:21:37.837Z",TRUE,"pitch","214b5dd1-5166-4142-8150-5ac4f221caad",1,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,0,2,NA,NA,3.07,1.51,NA,118.18,167.35,"fly_ball","medium","89",195.86,69.6,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Home Run","home_run","Anthony Volpe homers (2) on a fly ball to right center field. Oswald Peraza scores.",2,0,2,60,"bottom",8,"2023-04-22T19:20:58.920Z","2023-04-22T19:21:37.837Z",TRUE,TRUE,FALSE,FALSE,75,0,0,2,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",554340,"Yimi García","/api/v1/people/554340","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Toronto Blue Jays","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.5,86.7,2,2,0.398,6.4407,29.0932,-18.2876,-9.3268,7.2306,-0.0309,2.6456,9.4975,-137.3891,-2.9835,-2.313,50.005,4.9816,-17.9174,39.6,4.8,24,2349,232,98.9,33,364,NA,NA,NA,FALSE,-17.9,12.7,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,672386,"Alejandro Kirk","/api/v1/people/672386",NA,NA,NA,NA,NA,NA
718476,"2023-04-22",2,"2023-04-22T19:20:36.005Z","2023-04-22T19:20:45.864Z",TRUE,"pitch","6e6a394d-aa4a-4b92-a098-b2e49d5ea781",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,1,2,NA,NA,3.29,1.5,NA,122.21,173,"line_drive","medium","7",57.14,104.49,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Single","single","Oswald Peraza singles on a line drive to left fielder Whit Merrifield.",0,0,0,59,"bottom",8,"2023-04-22T19:20:00.645Z","2023-04-22T19:20:45.864Z",TRUE,FALSE,FALSE,FALSE,33,1,1,2,672724,"Oswald Peraza","/api/v1/people/672724","R","Right",554340,"Yimi García","/api/v1/people/554340","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Toronto Blue Jays","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.1,80.3,5,2,0.4283,6.2616,28.1952,-25.3205,2.8669,4.1438,-0.1367,2.4363,4.9491,-128.2217,-1.6055,-2.4694,50.0024,5.0593,4.7402,13.2,6,24,2540,147,88.6,12,216,NA,NA,NA,FALSE,-28.1,7.3,-6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,672724,"Oswald Peraza","/api/v1/people/672724",NA,NA,NA,NA,NA,NA
718476,"2023-04-22",1,"2023-04-22T19:20:22.641Z","2023-04-22T19:20:26.078Z",TRUE,"pitch","38900009-a771-4fe7-8644-6f37ab7257ab",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.416,1.5385,NA,104.81,146.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Single","single","Oswald Peraza singles on a line drive to left fielder Whit Merrifield.",0,0,0,59,"bottom",8,"2023-04-22T19:20:00.645Z","2023-04-22T19:20:45.864Z",TRUE,FALSE,FALSE,FALSE,33,1,1,2,672724,"Oswald Peraza","/api/v1/people/672724","R","Right",554340,"Yimi García","/api/v1/people/554340","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Toronto Blue Jays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.3,80.6,3,2,0.4271,6.2481,27.199,-26.0542,-0.3054,3.6733,0.3198,3.4114,6.9412,-128.3735,0.6047,-2.3821,50.0002,5.2049,-0.5094,2.4,6,24,2486,145,NA,NA,NA,NA,NA,NA,FALSE,-28.2,7.1,-1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,672724,"Oswald Peraza","/api/v1/people/672724",NA,NA,NA,NA,NA,NA
718476,"2023-04-22",0,"2023-04-22T19:20:10.509Z","2023-04-22T19:20:14.940Z",TRUE,"pitch","1dca0aaf-cb50-47f5-a57b-1c8fff6e9bae",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3633,1.5385,NA,73.98,166.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Single","single","Oswald Peraza singles on a line drive to left fielder Whit Merrifield.",0,0,0,59,"bottom",8,"2023-04-22T19:20:00.645Z","2023-04-22T19:20:45.864Z",TRUE,FALSE,FALSE,FALSE,33,1,1,2,672724,"Oswald Peraza","/api/v1/people/672724","R","Right",554340,"Yimi García","/api/v1/people/554340","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Toronto Blue Jays","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.5,74.1,12,2,0.4652,6.4944,25.7428,-32.0585,8.8365,0.0844,1.1285,2.6718,5.8583,-118.4214,1.2242,-2.5382,50.0033,5.1141,12.3647,22.8,9.6,24,2777,78,NA,NA,NA,NA,NA,NA,FALSE,-40.9,0.8,-17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,672724,"Oswald Peraza","/api/v1/people/672724",NA,NA,NA,NA,NA,NA
718476,"2023-04-22",2,"2023-04-22T19:19:43.581Z","2023-04-22T19:19:55.438Z",TRUE,"pitch","134afd3f-f25c-4e24-81b8-71932d14a9ae",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.2,1.5,NA,141.93,169.07,"fly_ball","medium","8",117.64,85.24,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Flyout","field_out","Oswaldo Cabrera flies out to center fielder Daulton Varsho.",0,0,0,58,"bottom",8,"2023-04-22T19:19:04.830Z","2023-04-22T19:19:55.438Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,665828,"Oswaldo Cabrera","/api/v1/people/665828","L","Left",554340,"Yimi García","/api/v1/people/554340","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Toronto Blue Jays","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.6,78.9,4,2,0.4335,6.0765,30.5516,-29.8237,-13.1888,1.458,-0.654,2.5819,7.9598,-127.2386,-0.6537,-2.1391,50.0008,5.2438,-21.228,32.4,9.6,24,2029,245,93,41,286,NA,NA,NA,TRUE,-33.6,2.8,21.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,672724,"Oswald Peraza","/api/v1/people/672724",NA,NA,NA,NA,NA,NA
718476,"2023-04-22",1,"2023-04-22T19:19:26.795Z","2023-04-22T19:19:30.303Z",TRUE,"pitch","10482c33-7428-48e0-95e5-2b98b7ca5905",2,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",1,1,1,NA,NA,3.2,1.5,NA,164.85,185.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Flyout","field_out","Oswaldo Cabrera flies out to center fielder Daulton Varsho.",0,0,0,58,"bottom",8,"2023-04-22T19:19:04.830Z","2023-04-22T19:19:55.438Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,665828,"Oswaldo Cabrera","/api/v1/people/665828","L","Left",554340,"Yimi García","/api/v1/people/554340","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Toronto Blue Jays","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.5,79,13,2,0.4337,6.2254,30.2999,-28.4187,-11.6478,2.3384,-1.2554,1.98,6.8505,-127.1436,-2.3334,-2.4958,50.0053,5.2048,-18.7408,31.2,8.4,24,1874,244,NA,NA,NA,NA,NA,NA,FALSE,-32.5,3.8,19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,672724,"Oswald Peraza","/api/v1/people/672724",NA,NA,NA,NA,NA,NA
718476,"2023-04-22",0,"2023-04-22T19:19:12.569Z","2023-04-22T19:19:20.192Z",TRUE,"pitch","6e85979e-7ef7-4d54-ba86-7528fbf7b286",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.3897,1.6438,NA,69.73,216.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Flyout","field_out","Oswaldo Cabrera flies out to center fielder Daulton Varsho.",0,0,0,58,"bottom",8,"2023-04-22T19:19:04.830Z","2023-04-22T19:19:55.438Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,665828,"Oswaldo Cabrera","/api/v1/people/665828","L","Left",554340,"Yimi García","/api/v1/people/554340","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Toronto Blue Jays","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",80,74,14,2,0.4714,6.3792,22.7786,-36.934,8.9641,-3.4819,1.2401,0.8345,6.06,-116.3908,-1.4545,-2.5663,50.0046,4.9796,12.2433,19.2,12,24,2611,78,NA,NA,NA,NA,NA,NA,FALSE,-49.3,-6.4,-17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,672724,"Oswald Peraza","/api/v1/people/672724",NA,NA,NA,NA,NA,NA
718476,"2023-04-22",5,"2023-04-22T19:18:43.634Z","2023-04-22T19:18:52.045Z",TRUE,"pitch","bde08165-5659-44e6-b67e-cc2721b9cc98",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,0,NA,NA,2.93,1.38,NA,76.18,179.56,"ground_ball","medium","4",142.97,145.41,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Groundout","field_out","Jose Trevino grounds out, second baseman Cavan Biggio to first baseman Vladimir Guerrero Jr.",0,0,0,57,"bottom",8,"2023-04-22T19:17:42.977Z","2023-04-22T19:18:52.045Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,624431,"Jose Trevino","/api/v1/people/624431","R","Right",554340,"Yimi García","/api/v1/people/554340","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Toronto Blue Jays",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",84.1,77.5,12,2,0.4478,6.5872,24.0291,-35.4153,5.0858,-2.1343,1.071,2.1934,6.4349,-122.3051,0.1857,-2.2547,50.0048,5.1526,7.7094,14.4,9.6,24,2657,82,68,3,53,NA,NA,NA,TRUE,-42.2,-3.6,-10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,672724,"Oswald Peraza","/api/v1/people/672724",NA,NA,NA,NA,NA,NA
718476,"2023-04-22",4,"2023-04-22T19:18:25.187Z","2023-04-22T19:18:29.171Z",TRUE,"pitch","df360ed8-4c02-40c3-8f2e-cb5c356d5fbf",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,2.93,1.38,NA,166.68,191.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Groundout","field_out","Jose Trevino grounds out, second baseman Cavan Biggio to first baseman Vladimir Guerrero Jr.",0,0,0,57,"bottom",8,"2023-04-22T19:17:42.977Z","2023-04-22T19:18:52.045Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,624431,"Jose Trevino","/api/v1/people/624431","R","Right",554340,"Yimi García","/api/v1/people/554340","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Toronto Blue Jays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.1,84.4,13,2,0.4066,6.1138,32.4118,-23.7478,-13.8066,4.5977,-1.3033,1.7407,7.4243,-135.264,-4.3175,-2.3052,50.0062,5.0448,-25.3183,43.2,7.2,24,2199,224,NA,NA,NA,NA,NA,NA,FALSE,-24.5,7.4,23.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,672724,"Oswald Peraza","/api/v1/people/672724",NA,NA,NA,NA,NA,NA
718476,"2023-04-22",3,"2023-04-22T19:18:11.166Z","2023-04-22T19:18:15.184Z",TRUE,"pitch","e6433413-1677-43bb-98ef-87298ea3d032",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,0,NA,NA,2.8621,1.3542,NA,116.82,180.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Groundout","field_out","Jose Trevino grounds out, second baseman Cavan Biggio to first baseman Vladimir Guerrero Jr.",0,0,0,57,"bottom",8,"2023-04-22T19:17:42.977Z","2023-04-22T19:18:52.045Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,624431,"Jose Trevino","/api/v1/people/624431","R","Right",554340,"Yimi García","/api/v1/people/554340","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Toronto Blue Jays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.7,80.7,5,2,0.4261,6.1616,28.7511,-21.2855,0.1979,6.5172,0.0047,2.1707,6.9211,-128.928,-3.0628,-2.7489,50.0004,5.0312,0.3301,4.8,4.8,24,2415,198,NA,NA,NA,NA,NA,NA,FALSE,-23.8,11.3,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,672724,"Oswald Peraza","/api/v1/people/672724",NA,NA,NA,NA,NA,NA
718476,"2023-04-22",2,"2023-04-22T19:17:58.178Z","2023-04-22T19:18:02.077Z",TRUE,"pitch","d9d1c857-b0a5-4742-8cf6-fb1aad644bbe",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,0,NA,NA,2.8621,1.3279,NA,62.65,172.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Groundout","field_out","Jose Trevino grounds out, second baseman Cavan Biggio to first baseman Vladimir Guerrero Jr.",0,0,0,57,"bottom",8,"2023-04-22T19:17:42.977Z","2023-04-22T19:18:52.045Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,624431,"Jose Trevino","/api/v1/people/624431","R","Right",554340,"Yimi García","/api/v1/people/554340","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Toronto Blue Jays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89,80.3,12,2,0.4267,6.0819,31.3312,-21.9175,1.6515,6.1709,1.4258,2.4579,9.2929,-129.2204,-2.2505,-2.4577,50.0014,5.0555,2.7407,12,6,24,2369,196,NA,NA,NA,NA,NA,NA,FALSE,-24.4,10.8,-5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,672724,"Oswald Peraza","/api/v1/people/672724",NA,NA,NA,NA,NA,NA
718476,"2023-04-22",1,"2023-04-22T19:17:45.383Z","2023-04-22T19:17:49.134Z",TRUE,"pitch","c9c2bdd2-644e-4a9c-8f57-1b3c084aa4eb",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,2.8884,1.3016,NA,104.01,147.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Groundout","field_out","Jose Trevino grounds out, second baseman Cavan Biggio to first baseman Vladimir Guerrero Jr.",0,0,0,57,"bottom",8,"2023-04-22T19:17:42.977Z","2023-04-22T19:18:52.045Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,624431,"Jose Trevino","/api/v1/people/624431","R","Right",554340,"Yimi García","/api/v1/people/554340","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Toronto Blue Jays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.2,85.3,12,2,0.4016,6.1982,32.3796,-16.3847,-7.2569,8.3965,0.3408,3.3713,9.729,-136.7944,-1.483,-2.332,50.0026,5.0529,-13.6467,33.6,4.8,24,2409,231,NA,NA,NA,NA,NA,NA,FALSE,-16.1,15,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,672724,"Oswald Peraza","/api/v1/people/672724",NA,NA,NA,NA,NA,NA
718476,"2023-04-22",0,"2023-04-22T19:15:56.889Z","2023-04-22T19:17:45.383Z",FALSE,"action",NA,NA,"Pitching Change: Yimi Garcia replaces Alek Manoah.","Pitching Substitution",0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,554340,"/api/v1/people/554340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"57","atBat","Groundout","field_out","Jose Trevino grounds out, second baseman Cavan Biggio to first baseman Vladimir Guerrero Jr.",0,0,0,57,"bottom",8,"2023-04-22T19:17:42.977Z","2023-04-22T19:18:52.045Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,624431,"Jose Trevino","/api/v1/people/624431","R","Right",554340,"Yimi García","/api/v1/people/554340","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Toronto Blue Jays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,672724,"Oswald Peraza","/api/v1/people/672724",NA,NA,NA,NA,NA,NA
718476,"2023-04-22",4,"2023-04-22T19:14:56.557Z","2023-04-22T19:15:03.531Z",TRUE,"pitch","44b8df48-1642-40bb-a577-1b10f2dac4b8",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,0,2,NA,NA,3.15,1.43,NA,79.64,179.45,"ground_ball","medium","3",158.47,170.4,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Groundout","field_out","Daulton Varsho grounds out, first baseman Anthony Rizzo to pitcher Wandy Peralta.",0,0,0,56,"top",8,"2023-04-22T19:14:14.656Z","2023-04-22T19:15:03.531Z",TRUE,FALSE,FALSE,TRUE,0,2,0,3,662139,"Daulton Varsho","/api/v1/people/662139","L","Left",593974,"Wandy Peralta","/api/v1/people/593974","L","Left","vs_LHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96,87,14,2,0.3945,6.0419,34.6604,-19.484,11.897,6.5193,0.98,2.1974,-5.5768,-139.4462,-6.602,1.4726,50.0041,5.9046,23.1672,45.6,6,24,2330,138,55.5,-25,6,NA,NA,NA,TRUE,-19.6,10.4,-20.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,672724,"Oswald Peraza","/api/v1/people/672724",NA,NA,NA,NA,NA,NA
718476,"2023-04-22",3,"2023-04-22T19:14:38.457Z","2023-04-22T19:14:47.898Z",TRUE,"pitch","7006d1e5-7572-4679-811a-6342e7aa8f37",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.2313,1.4595,NA,110.47,219.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Groundout","field_out","Daulton Varsho grounds out, first baseman Anthony Rizzo to pitcher Wandy Peralta.",0,0,0,56,"top",8,"2023-04-22T19:14:14.656Z","2023-04-22T19:15:03.531Z",TRUE,FALSE,FALSE,TRUE,0,2,0,3,662139,"Daulton Varsho","/api/v1/people/662139","L","Left",593974,"Wandy Peralta","/api/v1/people/593974","L","Left","vs_LHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.9,85.7,14,2,0.4009,5.985,35.1253,-18.3627,11.5058,7.3312,0.1714,0.7215,-7.3023,-137.4946,-10.3219,1.3895,50.001,5.8134,21.6678,43.2,6,24,2247,132,NA,NA,NA,NA,NA,NA,FALSE,-20.2,10.8,-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,672724,"Oswald Peraza","/api/v1/people/672724",NA,NA,NA,NA,NA,NA
718476,"2023-04-22",2,"2023-04-22T19:14:17.061Z","2023-04-22T19:14:22.082Z",TRUE,"pitch","2a81c5da-dd09-4413-9a86-0ad88545ca35",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3105,1.5385,NA,69.88,178.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Groundout","field_out","Daulton Varsho grounds out, first baseman Anthony Rizzo to pitcher Wandy Peralta.",0,0,0,56,"top",8,"2023-04-22T19:14:14.656Z","2023-04-22T19:15:03.531Z",TRUE,FALSE,FALSE,TRUE,0,2,0,3,662139,"Daulton Varsho","/api/v1/people/662139","L","Left",593974,"Wandy Peralta","/api/v1/people/593974","L","Left","vs_LHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96,87.1,14,2,0.3939,5.8671,34.6616,-19.839,9.5887,6.3173,1.2363,2.2345,-3.5599,-139.6547,-6.4161,1.2898,50.0064,5.8893,18.7373,39.6,6,24,2286,142,NA,NA,NA,NA,NA,NA,FALSE,-19.8,10.1,-16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,672724,"Oswald Peraza","/api/v1/people/672724",NA,NA,NA,NA,NA,NA
