"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
716756,"2023-09-02",5,"2023-09-02T04:20:19.929Z","2023-09-02T04:20:27.810Z",TRUE,"pitch","d3e3667f-13ef-4768-aad2-9a02df69a3a7",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.12,1.49,NA,131.84,197.01,"ground_ball","medium","5",94.38,167.87,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Orioles challenged (play at 1st), call on the field was upheld: Ramon Urias grounds out, third baseman Emmanuel Rivera to first baseman Christian Walker.",0,2,4,70,"top",9,"2023-09-02T04:18:36.976Z","2023-09-02T04:20:27.810Z",TRUE,FALSE,TRUE,TRUE,0,2,2,3,602104,"Ramón Urías","/api/v1/people/602104","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Arizona Diamondbacks",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85.6,77.9,7,0.87,0.442,6.5567,27.5021,-27.2184,2.1632,3.1917,-0.3894,1.547,7.103,-124.4377,-1.2828,-3.5743,50.0007,4.3471,3.3536,9.6,7.2,24,2483,103,76.5,-4,19,NA,NA,NA,TRUE,-32,5.8,-5.8,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"MF",110
716756,"2023-09-02",3,"2023-09-02T04:19:49.047Z","2023-09-02T04:19:52.047Z",TRUE,"pitch","fbb04f74-696e-4d72-bb36-52f642f45db2",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,2,NA,NA,3.12,1.49,NA,107.83,171.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Orioles challenged (play at 1st), call on the field was upheld: Ramon Urias grounds out, third baseman Emmanuel Rivera to first baseman Christian Walker.",0,2,4,70,"top",9,"2023-09-02T04:18:36.976Z","2023-09-02T04:20:27.810Z",TRUE,FALSE,TRUE,TRUE,0,2,2,3,602104,"Ramón Urías","/api/v1/people/602104","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Arizona Diamondbacks",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.1,84.2,5,0.9,0.4096,6.6218,28.1159,-17.044,-6.0185,8.3484,0.2405,2.4869,11.6751,-133.6092,-1.3924,-3.3991,50.0043,4.2366,-10.9112,26.4,4.8,24,2618,234,NA,NA,NA,NA,NA,NA,FALSE,-17.4,15,8.4,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716756,"2023-09-02",2,"2023-09-02T04:19:28.408Z","2023-09-02T04:19:34.003Z",TRUE,"pitch","47c9a2a9-322b-4f26-aff3-f2a6bfa28a29",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.1484,1.4512,NA,73.32,205.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Orioles challenged (play at 1st), call on the field was upheld: Ramon Urias grounds out, third baseman Emmanuel Rivera to first baseman Christian Walker.",0,2,4,70,"top",9,"2023-09-02T04:18:36.976Z","2023-09-02T04:20:27.810Z",TRUE,FALSE,TRUE,TRUE,0,2,2,3,602104,"Ramón Urías","/api/v1/people/602104","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Arizona Diamondbacks",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85.5,77.8,14,0.89,0.4436,6.6479,27.8983,-26.3327,4.0234,3.7949,1.146,1.2281,9.6752,-124.1118,-2.1536,-3.3463,50.0043,4.3294,6.1916,16.8,7.2,24,2468,110,NA,NA,NA,NA,NA,NA,FALSE,-31.4,6.6,-9.8,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716756,"2023-09-02",1,"2023-09-02T04:19:05.833Z","2023-09-02T04:19:08.925Z",TRUE,"pitch","3d3f9656-7fef-4312-a678-23e54250f4ff",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.12,1.49,NA,121.59,150.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Orioles challenged (play at 1st), call on the field was upheld: Ramon Urias grounds out, third baseman Emmanuel Rivera to first baseman Christian Walker.",0,2,4,70,"top",9,"2023-09-02T04:18:36.976Z","2023-09-02T04:20:27.810Z",TRUE,FALSE,TRUE,TRUE,0,2,2,3,602104,"Ramón Urías","/api/v1/people/602104","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Arizona Diamondbacks",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.9,83.9,11,0.9,0.4102,6.5724,28.4909,-18.4354,-6.2866,7.6079,-0.1205,3.2652,10.5976,-133.4687,0.6489,-3.3241,50.0016,4.3457,-11.352,26.4,4.8,24,2509,234,NA,NA,NA,NA,NA,NA,FALSE,-18.4,14.2,9.1,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716756,"2023-09-02",0,"2023-09-02T04:18:49.674Z","2023-09-02T04:18:53.214Z",TRUE,"pitch","72324cb9-32d3-4fc4-80b0-316d9b8bf4db",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.1484,1.4183,NA,179.17,181.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Orioles challenged (play at 1st), call on the field was upheld: Ramon Urias grounds out, third baseman Emmanuel Rivera to first baseman Christian Walker.",0,2,4,70,"top",9,"2023-09-02T04:18:36.976Z","2023-09-02T04:20:27.810Z",TRUE,FALSE,TRUE,TRUE,0,2,2,3,602104,"Ramón Urías","/api/v1/people/602104","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Arizona Diamondbacks",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.9,77.2,13,0.89,0.4448,6.5456,26.7786,-25.3173,4.2212,4.4745,-1.6309,2.116,3.5629,-123.5773,-0.3766,-3.6447,50.003,4.4146,6.4662,15.6,7.2,24,2397,115,NA,NA,NA,NA,NA,NA,FALSE,-29.9,8.3,-8.5,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716756,"2023-09-02",4,"2023-09-02T04:20:04.786Z","2023-09-02T04:20:19.929Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",2,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,2,2,602104,"/api/v1/people/602104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Orioles challenged (play at 1st), call on the field was upheld: Ramon Urias grounds out, third baseman Emmanuel Rivera to first baseman Christian Walker.",0,2,4,70,"top",9,"2023-09-02T04:18:36.976Z","2023-09-02T04:20:27.810Z",TRUE,FALSE,TRUE,TRUE,0,2,2,3,602104,"Ramón Urías","/api/v1/people/602104","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Arizona Diamondbacks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716756,"2023-09-02",3,"2023-09-02T04:18:20.013Z","2023-09-02T04:18:24.044Z",TRUE,"pitch","77682f98-af14-4b9f-a81c-c06a206008b8",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,1,NA,NA,3.16,1.42,NA,118.74,143.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Adam Frazier strikes out swinging.",0,2,4,69,"top",9,"2023-09-02T04:17:05.844Z","2023-09-02T04:18:24.044Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,624428,"Adam Frazier","/api/v1/people/624428","L","Left",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_LHB","RISP",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Arizona Diamondbacks","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.7,84.1,11,0.9,0.4078,6.474,30.2143,-16.1526,-5.7528,8.7772,-0.0458,3.5297,10.672,-134.5137,0.7654,-3.324,50.0029,4.3898,-10.5018,26.4,3.6,24,2566,234,NA,NA,NA,NA,NA,NA,TRUE,-15.8,16.3,8,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,656775,"Cedric Mullins","/api/v1/people/656775",NA,NA,NA,NA,NA,NA,NA
716756,"2023-09-02",2,"2023-09-02T04:17:53.323Z","2023-09-02T04:17:56.323Z",TRUE,"pitch","e4d506a0-1017-4620-bf00-1f88b6a8207d",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.16,1.42,NA,118.71,141.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Adam Frazier strikes out swinging.",0,2,4,69,"top",9,"2023-09-02T04:17:05.844Z","2023-09-02T04:18:24.044Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,624428,"Adam Frazier","/api/v1/people/624428","L","Left",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_LHB","RISP",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Arizona Diamondbacks","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.7,84.3,11,0.9,0.4074,6.5044,29.6692,-17.3558,-6.8043,8.0961,-0.0449,3.5915,11.0292,-134.5531,1.1801,-3.3162,50.0034,4.3785,-12.4564,30,4.8,24,2544,237,NA,NA,NA,NA,NA,NA,FALSE,-16.9,15.1,10,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716756,"2023-09-02",1,"2023-09-02T04:17:29.870Z","2023-09-02T04:17:32.870Z",TRUE,"pitch","7718b112-ffaf-4135-954e-84fcb544b70d",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.16,1.42,NA,107.75,159.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Adam Frazier strikes out swinging.",0,2,4,69,"top",9,"2023-09-02T04:17:05.844Z","2023-09-02T04:18:24.044Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,624428,"Adam Frazier","/api/v1/people/624428","L","Left",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_LHB","RISP",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Arizona Diamondbacks","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.4,84.5,2,0.9,0.408,6.553,28.0958,-19.4503,-8.6719,6.9662,0.2426,2.9422,12.2849,-134.0841,-0.0645,-3.2648,50.0036,4.3506,-15.843,34.8,4.8,24,2586,241,NA,NA,NA,NA,NA,NA,FALSE,-19.3,12.8,13.2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716756,"2023-09-02",0,"2023-09-02T04:17:11.864Z","2023-09-02T04:17:16.263Z",TRUE,"pitch","5bd6c629-bf09-4f5f-b33e-4686fef57fca",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.248,1.5153,NA,88.13,160.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Adam Frazier strikes out swinging.",0,2,4,69,"top",9,"2023-09-02T04:17:05.844Z","2023-09-02T04:18:24.044Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,624428,"Adam Frazier","/api/v1/people/624428","L","Left",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_LHB","RISP",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Arizona Diamondbacks","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.1,84,3,0.9,0.41,6.7595,28.7295,-17.9759,-7.5526,7.859,0.7573,2.8833,13.0704,-133.5677,-0.5868,-3.2181,50.0056,4.3982,-13.6515,31.2,4.8,24,2576,233,NA,NA,NA,NA,NA,NA,FALSE,-18.1,14.3,10.9,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716756,"2023-09-02",4,"2023-09-02T04:16:44.014Z","2023-09-02T04:16:48.795Z",TRUE,"pitch","63c9f254-50e4-46aa-98a3-0e6b253901b1",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,0,NA,NA,3.48,1.69,NA,104.55,154.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Jordan Westburg strikes out swinging.",0,2,4,68,"top",9,"2023-09-02T04:15:35.523Z","2023-09-02T04:16:48.795Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,676059,"Jordan Westburg","/api/v1/people/676059","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","RISP",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Arizona Diamondbacks",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.5,84.5,3,0.9,0.4077,6.6444,28.5452,-17.2045,-5.4838,8.1852,0.3266,3.1211,11.323,-134.2618,-0.1731,-3.2294,50.0048,4.4088,-10.0333,24,3.6,24,2573,238,NA,NA,NA,NA,NA,NA,TRUE,-17,15,7.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,656775,"Cedric Mullins","/api/v1/people/656775",NA,NA,NA,NA,NA,NA,NA
716756,"2023-09-02",1,"2023-09-02T04:16:08.967Z","2023-09-02T04:16:14.632Z",TRUE,"pitch","e2e6ce1b-8e80-49ce-9644-1d7f0b9ef685",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,0,NA,NA,3.4782,1.6536,NA,99.43,175.37,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Jordan Westburg strikes out swinging.",0,2,4,68,"top",9,"2023-09-02T04:15:35.523Z","2023-09-02T04:16:48.795Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,676059,"Jordan Westburg","/api/v1/people/676059","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","RISP",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Arizona Diamondbacks",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.1,84.3,6,0.9,0.4091,6.5701,27.6903,-18.3689,-7.3267,7.5986,0.461,2.3486,12.2949,-133.6612,-1.6923,-3.2379,50.003,4.3033,-13.313,30,4.8,24,2602,237,NA,NA,NA,NA,NA,NA,FALSE,-18.7,13.6,10.8,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716756,"2023-09-02",0,"2023-09-02T04:15:49.375Z","2023-09-02T04:15:52.375Z",TRUE,"pitch","4a5860a2-a6b7-4198-99ca-f81f5084c3ed",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,0,NA,NA,3.48,1.69,NA,120.22,167.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Jordan Westburg strikes out swinging.",0,2,4,68,"top",9,"2023-09-02T04:15:35.523Z","2023-09-02T04:16:48.795Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,676059,"Jordan Westburg","/api/v1/people/676059","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","RISP",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Arizona Diamondbacks",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84,76.9,5,0.88,0.4485,6.732,24.2086,-22.7304,2.495,6.2537,-0.0844,2.6515,7.1227,-122.1579,0.2351,-3.3629,50.0033,4.509,3.768,13.2,6,24,2532,111,NA,NA,NA,NA,NA,NA,FALSE,-27.2,11.6,-6.2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
