"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716627,"2023-09-11",5,"2023-09-12T03:12:29.980Z","2023-09-12T03:12:38.316Z",TRUE,"pitch","099042d1-b7cc-4b5f-a2b5-9b54e5698f40",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.54,1.74,NA,101.64,143.72,"fly_ball","medium","8",125.01,93.39,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Flyout","field_out","Brandon Nimmo flies out to center fielder Alek Thomas.",0,4,3,75,"bottom",9,"2023-09-12T03:11:19.625Z","2023-09-12T03:12:38.316Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,607043,"Brandon Nimmo","/api/v1/people/607043","L","Left",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Arizona Diamondbacks",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.9,85.2,3,0.9,0.4029,6.6972,30.8391,-18.0379,-8.334,7.5589,0.4029,3.5207,12.7674,-136.112,1.127,-3.2731,50.0012,4.3533,-15.5842,36,4.8,24,2548,242,81.8,41,266,NA,NA,NA,TRUE,-17.2,14.2,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716627,"2023-09-11",4,"2023-09-12T03:12:07.416Z","2023-09-12T03:12:11.968Z",TRUE,"pitch","f510972c-931f-4711-9774-79321373f416",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.54,1.74,NA,143.69,153.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Flyout","field_out","Brandon Nimmo flies out to center fielder Alek Thomas.",0,4,3,75,"bottom",9,"2023-09-12T03:11:19.625Z","2023-09-12T03:12:38.316Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,607043,"Brandon Nimmo","/api/v1/people/607043","L","Left",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Arizona Diamondbacks",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.9,84.7,1,0.9,0.4058,6.797,29.238,-18.1559,-8.0974,7.6002,-0.7002,3.1663,9.8028,-134.9344,0.3966,-3.3274,50.0042,4.2961,-14.9396,34.8,4.8,24,2492,232,NA,NA,NA,NA,NA,NA,FALSE,-17.8,14,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716627,"2023-09-11",3,"2023-09-12T03:11:41.697Z","2023-09-12T03:11:49.050Z",TRUE,"pitch","2beb326b-d6a3-4337-853b-2795bc385fb7",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.54,1.74,NA,113.36,156.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Flyout","field_out","Brandon Nimmo flies out to center fielder Alek Thomas.",0,4,3,75,"bottom",9,"2023-09-12T03:11:19.625Z","2023-09-12T03:12:38.316Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,607043,"Brandon Nimmo","/api/v1/people/607043","L","Left",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Arizona Diamondbacks",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93,84.4,2,0.9,0.4066,6.7719,30.4512,-18.325,-7.6006,7.5446,0.0954,3.0629,11.646,-134.9095,0.2846,-3.2979,50.0041,4.2518,-13.956,32.4,4.8,24,2567,245,NA,NA,NA,NA,NA,NA,FALSE,-18,13.9,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716627,"2023-09-11",1,"2023-09-12T03:11:21.950Z","2023-09-12T03:11:27.120Z",TRUE,"pitch","59c37013-a811-4512-ae39-d83a8ab9d599",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.6027,1.6792,NA,148.27,213.17,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"75","atBat","Flyout","field_out","Brandon Nimmo flies out to center fielder Alek Thomas.",0,4,3,75,"bottom",9,"2023-09-12T03:11:19.625Z","2023-09-12T03:12:38.316Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,607043,"Brandon Nimmo","/api/v1/people/607043","L","Left",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Arizona Diamondbacks",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.8,77.1,13,0.9,0.449,6.8431,24.3474,-23.591,5.808,5.6958,-0.8204,0.9486,4.8305,-122.0461,-3.2851,-3.5806,50.0012,4.3471,8.7466,21.6,7.2,24,2477,100,NA,NA,NA,NA,NA,NA,FALSE,-29.2,9.7,-11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716627,"2023-09-11",0,"2023-09-12T03:10:46.689Z","2023-09-12T03:11:21.950Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-runner Tim Locastro replaces Omar Narvaez.","Offensive Substitution",4,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,641796,"/api/v1/people/641796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"12","Pinch Runner","Runner","PR","901","75","atBat","Flyout","field_out","Brandon Nimmo flies out to center fielder Alek Thomas.",0,4,3,75,"bottom",9,"2023-09-12T03:11:19.625Z","2023-09-12T03:12:38.316Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,607043,"Brandon Nimmo","/api/v1/people/607043","L","Left",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Arizona Diamondbacks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,553882,"/api/v1/people/553882",NA,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716627,"2023-09-11",2,"2023-09-12T03:11:32.555Z","2023-09-12T03:11:41.697Z",FALSE,"action",NA,NA,"Tim Locastro steals (6) 2nd base.","Stolen Base 2B",4,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,0,2,641796,"/api/v1/people/641796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59c37013-a811-4512-ae39-d83a8ab9d599","stolen_base_2b",NA,NA,NA,NA,NA,NA,"75","atBat","Flyout","field_out","Brandon Nimmo flies out to center fielder Alek Thomas.",0,4,3,75,"bottom",9,"2023-09-12T03:11:19.625Z","2023-09-12T03:12:38.316Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,607043,"Brandon Nimmo","/api/v1/people/607043","L","Left",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Arizona Diamondbacks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716627,"2023-09-11",9,"2023-09-12T03:10:27.075Z","2023-09-12T03:10:33.066Z",TRUE,"pitch","addd4668-00ed-4d18-810f-3e8aa97da6b5",8,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,2,NA,NA,3.3731,1.6505,NA,150.17,142.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Walk","walk","Omar Narvaez walks.",0,4,3,74,"bottom",9,"2023-09-12T03:07:52.974Z","2023-09-12T03:10:33.066Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,553882,"Omar Narváez","/api/v1/people/553882","L","Left",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Arizona Diamondbacks",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.3,84.6,11,0.9,0.405,6.5472,31.1889,-18.9047,-7.5342,7.1766,-0.8703,3.5539,9.2399,-135.5289,1.5241,-3.3541,50.0066,4.3094,-13.9398,32.4,4.8,24,2491,245,NA,NA,NA,NA,NA,NA,FALSE,-18.1,13.6,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,553882,"Omar Narváez","/api/v1/people/553882",NA,NA,NA,677595,"Ronny Mauricio","/api/v1/people/677595"
716627,"2023-09-11",7,"2023-09-12T03:09:58.730Z","2023-09-12T03:10:03.833Z",TRUE,"pitch","e534d73a-b918-4137-90c9-9a24b1f18679",7,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.3157,1.5932,NA,164.89,171.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Walk","walk","Omar Narvaez walks.",0,4,3,74,"bottom",9,"2023-09-12T03:07:52.974Z","2023-09-12T03:10:33.066Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,553882,"Omar Narváez","/api/v1/people/553882","L","Left",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Arizona Diamondbacks",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.9,76.7,11,0.91,0.4465,6.5278,28.4985,-26.1987,8.3606,3.9337,-1.2564,2.4848,3.0616,-123.473,0.6306,-3.6042,50,4.4606,12.6852,27.6,8.4,24,2378,89,NA,NA,NA,NA,NA,NA,FALSE,-31,7.6,-15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716627,"2023-09-11",6,"2023-09-12T03:09:33.745Z","2023-09-12T03:09:39.083Z",TRUE,"pitch","d2b79148-bcdc-4cff-ade5-3d4569e57651",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.23,1.58,NA,111.35,141.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Walk","walk","Omar Narvaez walks.",0,4,3,74,"bottom",9,"2023-09-12T03:07:52.974Z","2023-09-12T03:10:33.066Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,553882,"Omar Narváez","/api/v1/people/553882","L","Left",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Arizona Diamondbacks",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.3,85,12,0.9,0.4046,6.3849,29.4313,-17.047,-7.4184,8.149,0.1483,3.5974,11.9761,-135.3664,1.3155,-3.3686,50.0048,4.2982,-13.7763,33.6,4.8,24,2492,237,NA,NA,NA,NA,NA,NA,FALSE,-16.3,15.2,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716627,"2023-09-11",5,"2023-09-12T03:09:13.933Z","2023-09-12T03:09:18.800Z",TRUE,"pitch","1628d9b2-f5e4-441a-bd99-f3faf42479cb",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.3731,1.6219,NA,113.34,126.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Walk","walk","Omar Narvaez walks.",0,4,3,74,"bottom",9,"2023-09-12T03:07:52.974Z","2023-09-12T03:10:33.066Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,553882,"Omar Narváez","/api/v1/people/553882","L","Left",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Arizona Diamondbacks",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.7,85.2,12,0.9,0.403,6.7328,30.056,-17.3318,-5.7032,7.9342,0.0961,4.1562,11.0084,-135.9651,2.4797,-3.2657,50.0012,4.4356,-10.6678,26.4,3.6,24,2521,230,NA,NA,NA,NA,NA,NA,FALSE,-16.2,15.1,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
