"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717164,"2023-08-03",1,"2023-08-03T03:58:49.899Z","2023-08-03T03:58:57.546Z",TRUE,"pitch","ca8f4bc4-5f3f-47e7-9463-69d6ae1ec571",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.56,1.68,NA,111.7,167.27,"ground_ball","medium","5",100.5,159.04,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Groundout","field_out","Lourdes Gurriel Jr. grounds out, third baseman J. D. Davis to first baseman LaMonte Wade Jr.",0,2,4,65,"top",9,"2023-08-03T03:58:08.066Z","2023-08-03T03:58:57.546Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,666971,"Lourdes Gurriel Jr.","/api/v1/people/666971","R","Right",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","San Francisco Giants","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99.3,90.5,5,0.91,0.3799,6.4742,34.9978,-32.9608,-7.4856,-0.3718,0.1392,2.6486,7.3266,-144.4033,-1.7239,-1.4637,50.0045,5.2895,-15.7413,22.8,7.2,24,2269,229,86.5,-34,5,NA,NA,NA,TRUE,-28.7,-0.8,12,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717164,"2023-08-03",0,"2023-08-03T03:58:24.438Z","2023-08-03T03:58:29.588Z",TRUE,"pitch","a77c4f2e-2f13-4278-bc11-9870e6d4974a",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.56,1.68,NA,121.75,165.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Groundout","field_out","Lourdes Gurriel Jr. grounds out, third baseman J. D. Davis to first baseman LaMonte Wade Jr.",0,2,4,65,"top",9,"2023-08-03T03:58:08.066Z","2023-08-03T03:58:57.546Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,666971,"Lourdes Gurriel Jr.","/api/v1/people/666971","R","Right",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","San Francisco Giants","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.4,91.1,5,0.91,0.3804,6.9019,29.4278,-32.0691,-7.0823,0.0492,-0.1247,2.702,6.4656,-143.3391,-1.5047,-1.4764,50.0019,5.2138,-14.9128,22.8,7.2,24,2130,244,NA,NA,NA,NA,NA,NA,FALSE,-28,0,11.8,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717164,"2023-08-03",1,"2023-08-03T03:57:49.139Z","2023-08-03T03:57:58.988Z",TRUE,"pitch","fca55a3a-fdf5-4d90-927e-b70f50b178bd",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,1,NA,NA,3.17,1.52,NA,105.04,186.3,"fly_ball","medium","9",172.07,67.71,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Flyout","field_out","Corbin Carroll flies out to right fielder Austin Slater.",0,2,4,64,"top",9,"2023-08-03T03:57:23.266Z","2023-08-03T03:57:58.988Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,682998,"Corbin Carroll","/api/v1/people/682998","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","San Francisco Giants","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.8,80.6,9,0.91,0.4288,6.4864,26.9359,-30.9701,3.4359,0.7301,0.3137,1.9438,3.0644,-127.8437,-2.3064,-1.3479,50.0035,5.2942,5.6739,10.8,8.4,24,2438,85,93.2,37,346,NA,NA,NA,TRUE,-34.4,1.1,-7,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717164,"2023-08-03",0,"2023-08-03T03:57:34.621Z","2023-08-03T03:57:39.315Z",TRUE,"pitch","b48e3292-d8db-4d03-b373-8d952857e28b",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.3597,1.6209,NA,188.54,138.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Flyout","field_out","Corbin Carroll flies out to right fielder Austin Slater.",0,2,4,64,"top",9,"2023-08-03T03:57:23.266Z","2023-08-03T03:57:58.988Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,682998,"Corbin Carroll","/api/v1/people/682998","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","San Francisco Giants","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98.9,89.7,11,2,0.3816,6.2901,35.897,-18.6429,-6.6136,6.4939,-1.8768,3.701,1.5517,-143.9869,-1.4831,-1.5665,50.0004,5.3856,-13.7745,34.8,4.8,24,2449,233,NA,NA,NA,NA,NA,NA,FALSE,-16.4,11.6,11.6,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717164,"2023-08-03",5,"2023-08-03T03:57:01.925Z","2023-08-03T03:57:10.309Z",TRUE,"pitch","af3d4458-755a-458c-ba58-438313e479f2",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,0,NA,NA,3.64,1.75,NA,139.62,182.74,"ground_ball","medium","4",160.91,151.91,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Groundout","field_out","Ketel Marte grounds out, second baseman Casey Schmitt to first baseman LaMonte Wade Jr.",0,2,4,63,"top",9,"2023-08-03T03:56:14.458Z","2023-08-03T03:57:10.309Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,606466,"Ketel Marte","/api/v1/people/606466","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","San Francisco Giants",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.1,80.8,7,0.91,0.4299,6.0861,23.9162,-30.5625,2.935,0.9815,-0.5934,2.0757,1.3048,-127.0042,-2.4389,-1.494,50.0057,5.4584,4.8365,9.6,7.2,24,2449,81,93.6,-7,17,NA,NA,NA,TRUE,-34.2,1.4,-5.6,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717164,"2023-08-03",4,"2023-08-03T03:56:48.056Z","2023-08-03T03:56:52.374Z",TRUE,"pitch","fd322851-2eef-465a-80b6-c4c4c0390df5",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,3.6351,1.7463,NA,118.19,202.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Groundout","field_out","Ketel Marte grounds out, second baseman Casey Schmitt to first baseman LaMonte Wade Jr.",0,2,4,63,"top",9,"2023-08-03T03:56:14.458Z","2023-08-03T03:57:10.309Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,606466,"Ketel Marte","/api/v1/people/606466","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","San Francisco Giants",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.7,82,13,0.9,0.4258,6.0229,22.3169,-29.0232,2.2514,1.869,-0.0312,1.3387,2.7478,-127.8426,-4.5536,-1.4059,50.0004,5.3784,3.7861,8.4,7.2,24,2409,82,NA,NA,NA,NA,NA,NA,FALSE,-32.3,2.8,-4.6,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717164,"2023-08-03",3,"2023-08-03T03:56:30.676Z","2023-08-03T03:56:34.310Z",TRUE,"pitch","e19b4306-cc21-459b-8bc6-419571697f8d",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.64,1.75,NA,127.33,154.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Groundout","field_out","Ketel Marte grounds out, second baseman Casey Schmitt to first baseman LaMonte Wade Jr.",0,2,4,63,"top",9,"2023-08-03T03:56:14.458Z","2023-08-03T03:57:10.309Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,606466,"Ketel Marte","/api/v1/people/606466","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","San Francisco Giants",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.3,90.8,2,0.91,0.3787,6.6922,33.2363,-16.7991,-5.0459,7.2547,-0.2711,3.1179,5.2997,-144.541,-3.4777,-1.4716,50.0016,5.3663,-10.6918,28.8,3.6,24,2306,232,NA,NA,NA,NA,NA,NA,FALSE,-15,12.6,8,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717164,"2023-08-03",2,"2023-08-03T03:56:16.778Z","2023-08-03T03:56:20.601Z",TRUE,"pitch","8b2942df-ffc1-4b47-90de-469579661639",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,0,NA,NA,3.64,1.75,NA,102.66,188.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Groundout","field_out","Ketel Marte grounds out, second baseman Casey Schmitt to first baseman LaMonte Wade Jr.",0,2,4,63,"top",9,"2023-08-03T03:56:14.458Z","2023-08-03T03:57:10.309Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,606466,"Ketel Marte","/api/v1/people/606466","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","San Francisco Giants",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.9,80.2,9,0.9,0.432,6.2595,24.9136,-29.2514,0.6639,1.79,0.3761,1.8508,4.7208,-126.5962,-2.7872,-1.596,50.0011,5.2983,1.0801,3.6,7.2,24,2305,89,NA,NA,NA,NA,NA,NA,FALSE,-33.1,2.9,-2.3,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717164,"2023-08-03",0,"2023-08-03T03:54:39.119Z","2023-08-03T03:54:39.153Z",FALSE,"action",NA,NA,"Casey Schmitt remains in the game as the second baseman.","Defensive Switch",2,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,669477,"/api/v1/people/669477",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"4","Second Base","Infielder","2B","801","63","atBat","Groundout","field_out","Ketel Marte grounds out, second baseman Casey Schmitt to first baseman LaMonte Wade Jr.",0,2,4,63,"top",9,"2023-08-03T03:56:14.458Z","2023-08-03T03:57:10.309Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,606466,"Ketel Marte","/api/v1/people/606466","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","San Francisco Giants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,656371,"/api/v1/people/656371",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717164,"2023-08-03",1,"2023-08-03T03:54:39.153Z","2023-08-03T03:56:16.778Z",FALSE,"action",NA,NA,"Pitching Change: Camilo Doval replaces Tyler Rogers.","Pitching Substitution",2,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,666808,"/api/v1/people/666808",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"63","atBat","Groundout","field_out","Ketel Marte grounds out, second baseman Casey Schmitt to first baseman LaMonte Wade Jr.",0,2,4,63,"top",9,"2023-08-03T03:56:14.458Z","2023-08-03T03:57:10.309Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,606466,"Ketel Marte","/api/v1/people/606466","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","San Francisco Giants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
