"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","details.disengagementNum","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716808,"2023-08-28",0,"2023-08-29T00:49:12.672Z","2023-08-29T00:49:16.965Z",TRUE,"pitch","9bc83187-c970-4ce7-926c-074b4b4d0de3",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.4735,1.6615,NA,154.5,211.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Walk","walk","Kyle Higashioka walks.",0,4,0,61,"top",8,"2023-08-29T00:48:54.671Z","2023-08-29T00:51:10.612Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,543309,"Kyle Higashioka","/api/v1/people/543309","R","Right",542585,"José Cisnero","/api/v1/people/542585","R","Right","vs_RHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Detroit Tigers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.4,76.4,13,0.91,0.4555,5.9983,22.4346,-34.6777,4.7977,-1.7091,-0.9838,0.9923,-0.5809,-120.0771,-2.982,-1.3628,50.002,5.324,7.0318,10.8,9.6,24,2640,72,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,-43.6,-3.5,-8.5,NA,NA,NA,NA,NA,FALSE,TRUE,543309,"Kyle Higashioka","/api/v1/people/543309",NA,NA,NA,NA,NA,NA
716808,"2023-08-28",4,"2023-08-29T00:50:29.137Z","2023-08-29T00:50:45.649Z",FALSE,"action",NA,NA,"Wild pitch by pitcher Jose Cisnero. Oswaldo Cabrera to 2nd.","Wild Pitch",4,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,3,1,2,665828,"/api/v1/people/665828",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a6089540-ed9a-476c-92b0-9d9e9d508741","wild_pitch",NA,NA,NA,NA,NA,NA,"61","atBat","Walk","walk","Kyle Higashioka walks.",0,4,0,61,"top",8,"2023-08-29T00:48:54.671Z","2023-08-29T00:51:10.612Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,543309,"Kyle Higashioka","/api/v1/people/543309","R","Right",542585,"José Cisnero","/api/v1/people/542585","R","Right","vs_RHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Detroit Tigers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,FALSE,TRUE,543309,"Kyle Higashioka","/api/v1/people/543309",NA,NA,NA,NA,NA,NA
716808,"2023-08-28",0,"2023-08-29T00:48:31.455Z","2023-08-29T00:48:40.626Z",TRUE,"pitch","29530f79-ecb9-4008-a9d5-2086bd461141",1,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,0,2,NA,NA,3.23,1.53,NA,111.03,174.42,"line_drive","medium","8",109.12,74.81,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Single","single","Oswaldo Cabrera singles on a line drive to center fielder Parker Meadows. Isiah Kiner-Falefa scores.",1,4,0,60,"top",8,"2023-08-29T00:48:13.086Z","2023-08-29T00:48:40.626Z",TRUE,TRUE,FALSE,FALSE,33,0,0,2,665828,"Oswaldo Cabrera","/api/v1/people/665828","L","Left",542585,"José Cisnero","/api/v1/people/542585","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Detroit Tigers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.6,86.9,5,0.89,0.3949,5.994,32.7765,-17.0944,-5.8718,7.7522,0.1566,2.3838,5.5473,-138.9901,-4.5618,-1.1077,50.0042,5.1907,-11.4252,28.8,4.8,24,2495,224,99.6,14,269,NA,NA,NA,FALSE,NA,NA,NA,NA,-16.9,13.2,9.4,NA,NA,NA,NA,NA,FALSE,TRUE,665828,"Oswaldo Cabrera","/api/v1/people/665828",NA,NA,NA,NA,NA,NA
716808,"2023-08-28",3,"2023-08-29T00:48:00.456Z","2023-08-29T00:48:08.763Z",TRUE,"pitch","0560be50-08c0-461a-b3dd-a5859a471fba",4,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",1,3,1,NA,NA,3.319,1.513,NA,36.99,225.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Strikeout","strikeout","Everson Pereira strikes out swinging.",0,3,0,59,"top",8,"2023-08-29T00:46:36.934Z","2023-08-29T00:48:08.763Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,677592,"Everson Pereira","/api/v1/people/677592","R","Right",542585,"José Cisnero","/api/v1/people/542585","R","Right","vs_RHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Detroit Tigers","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.4,78.1,14,2,0.446,6.1154,23.7963,-30.8997,2.2828,0.8359,2.0991,0.4774,6.8861,-122.6951,-5.1114,-1.0381,50.0036,5.2143,3.4879,8.4,8.4,24,2516,58,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,-37.8,0.6,-5.8,NA,NA,NA,NA,NA,TRUE,TRUE,665828,"Oswaldo Cabrera","/api/v1/people/665828",643396,"Isiah Kiner-Falefa","/api/v1/people/643396",NA,NA,NA
716808,"2023-08-28",2,"2023-08-29T00:47:36.227Z","2023-08-29T00:47:41.245Z",TRUE,"pitch","44c6c5b4-f39e-42b1-8e9c-af68f96bd810",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,2,1,NA,NA,3.2743,1.5511,NA,43.35,226.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Strikeout","strikeout","Everson Pereira strikes out swinging.",0,3,0,59,"top",8,"2023-08-29T00:46:36.934Z","2023-08-29T00:48:08.763Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,677592,"Everson Pereira","/api/v1/people/677592","R","Right",542585,"José Cisnero","/api/v1/people/542585","R","Right","vs_RHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Detroit Tigers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.8,78.8,14,2,0.4433,6.1499,23.9919,-38.1499,3.9073,-3.8618,1.9321,0.4424,6.0419,-123.437,-3.8403,-1.0526,50.0035,5.222,6.0443,10.8,10.8,24,2671,57,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,-45.6,-7.7,-8.4,NA,NA,NA,NA,NA,TRUE,TRUE,665828,"Oswaldo Cabrera","/api/v1/people/665828",NA,NA,NA,NA,NA,NA
716808,"2023-08-28",1,"2023-08-29T00:47:10.933Z","2023-08-29T00:47:17.238Z",TRUE,"pitch","dc95031c-572b-440a-bd10-2a89517af880",2,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",0,2,1,NA,NA,3.319,1.513,NA,73.86,244.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Strikeout","strikeout","Everson Pereira strikes out swinging.",0,3,0,59,"top",8,"2023-08-29T00:46:36.934Z","2023-08-29T00:48:08.763Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,677592,"Everson Pereira","/api/v1/people/677592","R","Right",542585,"José Cisnero","/api/v1/people/542585","R","Right","vs_RHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Detroit Tigers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.4,77.7,14,2,0.4505,6.1158,22.8438,-36.191,2.7313,-2.678,1.1317,-0.209,4.5352,-121.3927,-5.3891,-1.1127,50.0046,5.1758,4.0932,7.2,9.6,24,2612,59,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,-45,-5.9,-6,NA,NA,NA,NA,NA,TRUE,TRUE,665828,"Oswaldo Cabrera","/api/v1/people/665828",NA,NA,NA,NA,NA,NA
716808,"2023-08-28",0,"2023-08-29T00:46:53.485Z","2023-08-29T00:46:56.485Z",TRUE,"pitch","b0227a78-7cb5-4065-a8f2-9a94715bd449",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.4514,1.6174,NA,102.64,195.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Strikeout","strikeout","Everson Pereira strikes out swinging.",0,3,0,59,"top",8,"2023-08-29T00:46:36.934Z","2023-08-29T00:48:08.763Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,677592,"Everson Pereira","/api/v1/people/677592","R","Right",542585,"José Cisnero","/api/v1/people/542585","R","Right","vs_RHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Detroit Tigers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.9,86.8,9,0.9,0.3971,6.3726,30.8993,-14.5796,-6.0338,9.1288,0.3768,1.6159,5.9584,-137.9855,-6.9467,-1.0274,50.0016,5.1497,-11.6269,32.4,3.6,24,2423,222,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,-15.2,15.2,9.7,NA,NA,NA,NA,NA,TRUE,TRUE,665828,"Oswaldo Cabrera","/api/v1/people/665828",NA,NA,NA,NA,NA,NA
716808,"2023-08-28",1,"2023-08-29T00:46:14.770Z","2023-08-29T00:46:21.931Z",TRUE,"pitch","6ccd15c0-b937-4a3c-97f6-b37b88c69b4c",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,0,NA,NA,3.25,1.57,NA,128.06,198.37,"ground_ball","medium","1",126.71,169.62,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Groundout","field_out","Anthony Volpe grounds out, pitcher Jose Cisnero to first baseman Spencer Torkelson. Isiah Kiner-Falefa to 2nd.",0,3,0,58,"top",8,"2023-08-29T00:45:37.201Z","2023-08-29T00:46:21.931Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",542585,"José Cisnero","/api/v1/people/542585","R","Right","vs_RHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Detroit Tigers","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.3,87.8,7,0.91,0.3941,5.9858,29.3225,-21.8878,-10.3448,5.2483,-0.2901,1.4966,6.5934,-138.6699,-5.6344,-1.3475,50.0012,5.0031,-20.2616,39.6,6,24,2287,227,104.9,-8,10,NA,NA,NA,TRUE,NA,NA,NA,NA,-21.4,8.6,17.5,NA,NA,NA,NA,NA,TRUE,TRUE,665828,"Oswaldo Cabrera","/api/v1/people/665828",643396,"Isiah Kiner-Falefa","/api/v1/people/643396",NA,NA,NA
716808,"2023-08-28",0,"2023-08-29T00:45:54.470Z","2023-08-29T00:45:57.477Z",TRUE,"pitch","1dbced4e-644f-4ab7-ae5e-ab614459c4ee",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.3628,1.5732,NA,89.07,155.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Groundout","field_out","Anthony Volpe grounds out, pitcher Jose Cisnero to first baseman Spencer Torkelson. Isiah Kiner-Falefa to 2nd.",0,3,0,58,"top",8,"2023-08-29T00:45:37.201Z","2023-08-29T00:46:21.931Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",542585,"José Cisnero","/api/v1/people/542585","R","Right","vs_RHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Detroit Tigers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.1,86.5,3,0.88,0.399,6.0294,28.4323,-22.9958,-8.7086,4.8059,0.7327,3.1013,8.0542,-136.9331,-1.3984,-1.1062,50.0061,5.1822,-16.6465,32.4,6,24,2126,223,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,-22.1,8.6,14.2,NA,NA,NA,NA,NA,TRUE,TRUE,665828,"Oswaldo Cabrera","/api/v1/people/665828",NA,NA,NA,NA,NA,NA
716808,"2023-08-28",6,"2023-08-29T00:45:16.966Z","2023-08-29T00:45:26.659Z",TRUE,"pitch","9478ce51-3634-4e2c-bf17-4a1308489207",6,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,2,0,NA,NA,3.26,1.5,NA,127.89,192.62,"ground_ball","medium","5",110.25,161.6,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Single","single","Isiah Kiner-Falefa singles on a ground ball to third baseman Matt Vierling.",0,3,0,57,"top",8,"2023-08-29T00:43:45.318Z","2023-08-29T00:45:26.659Z",TRUE,FALSE,FALSE,FALSE,33,2,2,0,643396,"Isiah Kiner-Falefa","/api/v1/people/643396","R","Right",542585,"José Cisnero","/api/v1/people/542585","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Detroit Tigers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.3,78.5,7,2,0.4413,6.2965,25.243,-36.1185,2.33,-2.5296,-0.2858,1.7098,1.9883,-124.1842,-1.3619,-1.4,50.0027,5.2742,3.633,6,9.6,24,2412,90,99.2,-15,7,NA,NA,NA,FALSE,NA,NA,NA,NA,-42.2,-4.7,-4.7,NA,NA,NA,NA,NA,FALSE,TRUE,643396,"Isiah Kiner-Falefa","/api/v1/people/643396",NA,NA,NA,NA,NA,NA
716808,"2023-08-28",5,"2023-08-29T00:44:56.917Z","2023-08-29T00:45:00.440Z",TRUE,"pitch","5003917c-62fc-4770-a45a-0f3424ff015d",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.26,1.5,NA,98.74,183.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Single","single","Isiah Kiner-Falefa singles on a ground ball to third baseman Matt Vierling.",0,3,0,57,"top",8,"2023-08-29T00:43:45.318Z","2023-08-29T00:45:26.659Z",TRUE,FALSE,FALSE,FALSE,33,2,2,0,643396,"Isiah Kiner-Falefa","/api/v1/people/643396","R","Right",542585,"José Cisnero","/api/v1/people/542585","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Detroit Tigers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.6,79.8,6,2,0.434,6.0389,25.1633,-32.8929,1.3337,-0.4454,0.479,2.0539,4.1047,-126.1072,-1.4118,-1.3417,50.0023,5.2693,2.1521,4.8,8.4,24,2598,122,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,-37.2,-0.8,-3.4,NA,NA,NA,NA,NA,FALSE,TRUE,643396,"Isiah Kiner-Falefa","/api/v1/people/643396",NA,NA,NA,NA,NA,NA
716808,"2023-08-28",4,"2023-08-29T00:44:41.077Z","2023-08-29T00:44:44.921Z",TRUE,"pitch","1bc516b1-7359-40e9-9402-980ce7ba852f",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,2,0,NA,NA,3.2598,1.5291,NA,95.28,183.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Single","single","Isiah Kiner-Falefa singles on a ground ball to third baseman Matt Vierling.",0,3,0,57,"top",8,"2023-08-29T00:43:45.318Z","2023-08-29T00:45:26.659Z",TRUE,FALSE,FALSE,FALSE,33,2,2,0,643396,"Isiah Kiner-Falefa","/api/v1/people/643396","R","Right",542585,"José Cisnero","/api/v1/people/542585","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Detroit Tigers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.4,87,9,0.91,0.3952,6.1205,31.8122,-13.6322,-5.8162,9.5389,0.5698,2.0606,7.1651,-138.7386,-5.4582,-1.2938,50.0056,4.9663,-11.3099,33.6,3.6,24,2455,221,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,-13.9,16.3,9,NA,NA,NA,NA,NA,FALSE,TRUE,643396,"Isiah Kiner-Falefa","/api/v1/people/643396",NA,NA,NA,NA,NA,NA
716808,"2023-08-28",3,"2023-08-29T00:44:21.125Z","2023-08-29T00:44:24.306Z",TRUE,"pitch","85ee9fd4-db59-4d8b-8e51-475430357d47",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,0,NA,NA,3.26,1.5,NA,148.03,155.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Single","single","Isiah Kiner-Falefa singles on a ground ball to third baseman Matt Vierling.",0,3,0,57,"top",8,"2023-08-29T00:43:45.318Z","2023-08-29T00:45:26.659Z",TRUE,FALSE,FALSE,FALSE,33,2,2,0,643396,"Isiah Kiner-Falefa","/api/v1/people/643396","R","Right",542585,"José Cisnero","/api/v1/people/542585","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Detroit Tigers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.1,86.1,1,0.85,0.3996,5.9206,30.1018,-16.8658,-6.6245,8.0434,-0.814,3.0957,3.8403,-137.0365,-2.5123,-1.3725,50.002,5.1756,-12.6065,33.6,4.8,24,2361,223,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,-16.6,14.3,11.2,NA,NA,NA,NA,NA,FALSE,TRUE,643396,"Isiah Kiner-Falefa","/api/v1/people/643396",NA,NA,NA,NA,NA,NA
716808,"2023-08-28",2,"2023-08-29T00:44:03.121Z","2023-08-29T00:44:06.132Z",TRUE,"pitch","a7110d7d-d108-4aa0-9e28-c53ed3cd868d",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,0,NA,NA,3.2598,1.507,NA,158.26,139.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Single","single","Isiah Kiner-Falefa singles on a ground ball to third baseman Matt Vierling.",0,3,0,57,"top",8,"2023-08-29T00:43:45.318Z","2023-08-29T00:45:26.659Z",TRUE,FALSE,FALSE,FALSE,33,2,2,0,643396,"Isiah Kiner-Falefa","/api/v1/people/643396","R","Right",542585,"José Cisnero","/api/v1/people/542585","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Detroit Tigers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.2,86.1,11,0.88,0.3993,5.9684,30.2312,-22.5317,-8.1102,5.0604,-1.0825,3.6625,3.1023,-137.1689,-0.5214,-1.1741,50.0064,5.3908,-15.4633,33.6,6,24,2163,221,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,-21.5,9.2,14,NA,NA,NA,NA,NA,FALSE,TRUE,643396,"Isiah Kiner-Falefa","/api/v1/people/643396",NA,NA,NA,NA,NA,NA
716808,"2023-08-28",1,"2023-08-29T00:43:47.711Z","2023-08-29T00:43:52.104Z",TRUE,"pitch","1e2f78bc-d8ae-4957-98e9-3d7baa794968",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.2598,1.5291,NA,168.85,165.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Single","single","Isiah Kiner-Falefa singles on a ground ball to third baseman Matt Vierling.",0,3,0,57,"top",8,"2023-08-29T00:43:45.318Z","2023-08-29T00:45:26.659Z",TRUE,FALSE,FALSE,FALSE,33,2,2,0,643396,"Isiah Kiner-Falefa","/api/v1/people/643396","R","Right",542585,"José Cisnero","/api/v1/people/542585","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Detroit Tigers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.3,86.9,11,0.9,0.3953,6.0226,32.2308,-24.1548,-9.9639,4.1306,-1.3604,2.6978,3.3516,-138.7642,-2.3274,-1.2922,50.0055,5.1636,-19.3546,37.2,6,24,2194,224,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,-23,7.2,17.3,NA,NA,NA,NA,NA,FALSE,TRUE,643396,"Isiah Kiner-Falefa","/api/v1/people/643396",NA,NA,NA,NA,NA,NA
716808,"2023-08-28",0,"2023-08-29T00:41:29.112Z","2023-08-29T00:43:47.711Z",FALSE,"action",NA,NA,"Pitching Change: Jose Cisnero replaces Beau Brieske.","Pitching Substitution",3,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,542585,"/api/v1/people/542585",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"57","atBat","Single","single","Isiah Kiner-Falefa singles on a ground ball to third baseman Matt Vierling.",0,3,0,57,"top",8,"2023-08-29T00:43:45.318Z","2023-08-29T00:45:26.659Z",TRUE,FALSE,FALSE,FALSE,33,2,2,0,643396,"Isiah Kiner-Falefa","/api/v1/people/643396","R","Right",542585,"José Cisnero","/api/v1/people/542585","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Detroit Tigers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,TRUE,643396,"Isiah Kiner-Falefa","/api/v1/people/643396",NA,NA,NA,NA,NA,NA
