"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718257,"2023-05-08",4,"2023-05-09T01:59:58.329Z","2023-05-09T02:00:05.222Z",TRUE,"pitch","ccd7cf9e-4123-46a5-8ce4-596ecd2cee1a",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,3,2,NA,NA,2.9579,1.2702,NA,103.77,187.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Austin Barnes called out on strikes.",0,3,9,70,"top",9,"2023-05-09T01:58:46.518Z","2023-05-09T02:00:05.222Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,605131,"Austin Barnes","/api/v1/people/605131","R","Right",656986,"Bennett Sousa","/api/v1/people/656986","L","Left","vs_LHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Milwaukee Brewers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.7,85.7,6,0.88,0.4021,6.1977,30.2078,-11.5673,2.6989,10.9687,0.3472,1.9143,-2.7746,-136.2582,-9.04,1.0285,50.0039,6.0764,5.0706,18,3.6,24,2251,158,NA,NA,NA,NA,NA,NA,TRUE,-13.1,18.1,-4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718257,"2023-05-08",3,"2023-05-09T01:59:39.965Z","2023-05-09T01:59:43.272Z",TRUE,"pitch","0054ca53-9f18-4b92-925f-8a00fd3cd9eb",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,2,NA,NA,3.26,1.53,NA,108.87,202.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Austin Barnes called out on strikes.",0,3,9,70,"top",9,"2023-05-09T01:58:46.518Z","2023-05-09T02:00:05.222Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,605131,"Austin Barnes","/api/v1/people/605131","R","Right",656986,"Bennett Sousa","/api/v1/people/656986","L","Left","vs_LHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Milwaukee Brewers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.8,79.6,14,0.91,0.4346,6.2165,27.1141,-28.3007,-0.2311,2.4073,0.2134,1.3381,-1.8984,-126.3142,-6.3998,1.0065,50.0015,6.1973,-0.3707,1.2,7.2,24,2304,198,NA,NA,NA,NA,NA,NA,FALSE,-33.4,3.1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718257,"2023-05-08",2,"2023-05-09T01:59:24.004Z","2023-05-09T01:59:28.932Z",TRUE,"pitch","098a8462-06ab-4677-953b-5811b88339e2",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,2.9861,1.2328,NA,73.32,191.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Austin Barnes called out on strikes.",0,3,9,70,"top",9,"2023-05-09T01:58:46.518Z","2023-05-09T02:00:05.222Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,605131,"Austin Barnes","/api/v1/people/605131","R","Right",656986,"Bennett Sousa","/api/v1/people/656986","L","Left","vs_LHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Milwaukee Brewers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.9,85.6,14,0.9,0.4022,6.17,31.6355,-13.384,3.2097,10.0162,1.146,1.7664,-1.1163,-136.4941,-9.2558,1.1447,50.005,6.1357,6.0226,20.4,3.6,24,2223,153,NA,NA,NA,NA,NA,NA,FALSE,-15,16.2,-5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718257,"2023-05-08",1,"2023-05-09T01:59:08.631Z","2023-05-09T01:59:13.523Z",TRUE,"pitch","a84b5f44-f35c-4ba1-b3d4-a825b77f582c",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,2.8454,1.2046,NA,166.87,189.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Austin Barnes called out on strikes.",0,3,9,70,"top",9,"2023-05-09T01:58:46.518Z","2023-05-09T02:00:05.222Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,605131,"Austin Barnes","/api/v1/people/605131","R","Right",656986,"Bennett Sousa","/api/v1/people/656986","L","Left","vs_LHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Milwaukee Brewers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.9,80.7,13,0.89,0.4289,6.3465,27.1805,-28.208,0.2766,2.4025,-1.3082,1.8092,-5.3671,-127.8769,-5.5305,0.7848,50.0023,6.2218,0.4569,1.2,7.2,24,2320,197,NA,NA,NA,NA,NA,NA,FALSE,-32.3,3.2,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718257,"2023-05-08",0,"2023-05-09T01:58:54.286Z","2023-05-09T01:58:57.754Z",TRUE,"pitch","90e2f030-4537-4eac-a636-c497cc689619",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.26,1.53,NA,111.55,200.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Austin Barnes called out on strikes.",0,3,9,70,"top",9,"2023-05-09T01:58:46.518Z","2023-05-09T02:00:05.222Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,605131,"Austin Barnes","/api/v1/people/605131","R","Right",656986,"Bennett Sousa","/api/v1/people/656986","L","Left","vs_LHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Milwaukee Brewers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.1,79.2,14,0.9,0.4375,6.2722,25.6872,-28.0795,0.7799,2.5827,0.143,1.4034,-2.4105,-125.264,-6.2479,1.0171,50.0061,6.2308,1.238,1.2,7.2,24,2160,186,NA,NA,NA,NA,NA,NA,FALSE,-33.5,3.5,-0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718257,"2023-05-08",3,"2023-05-09T01:58:22.794Z","2023-05-09T01:58:30.542Z",TRUE,"pitch","a06b3739-41ac-44ef-b1d9-439528943e0e",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.31,1.65,NA,109.61,177.21,"ground_ball","medium","6",112.68,150.9,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Miguel Rojas grounds out, shortstop Willy Adames to first baseman Rowdy Tellez.",0,3,9,69,"top",9,"2023-05-09T01:57:49.152Z","2023-05-09T01:58:30.542Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,500743,"Miguel Rojas","/api/v1/people/500743","R","Right",656986,"Bennett Sousa","/api/v1/people/656986","L","Left","vs_LHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Milwaukee Brewers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.7,79.9,5,0.9,0.4334,6.2129,25.0156,-26.4831,0.0608,3.5185,0.1939,2.2805,-1.8281,-126.2476,-4.8065,0.9186,50.0044,6.3332,0.0984,0,7.2,24,2098,192,95.6,5,108,NA,NA,NA,TRUE,-30.7,5.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718257,"2023-05-08",2,"2023-05-09T01:58:09.029Z","2023-05-09T01:58:12.796Z",TRUE,"pitch","b927b2c7-d09c-4568-803a-31ed8b950a7c",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.1549,1.4858,NA,139.32,140.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Miguel Rojas grounds out, shortstop Willy Adames to first baseman Rowdy Tellez.",0,3,9,69,"top",9,"2023-05-09T01:57:49.152Z","2023-05-09T01:58:30.542Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,500743,"Miguel Rojas","/api/v1/people/500743","R","Right",656986,"Bennett Sousa","/api/v1/people/656986","L","Left","vs_LHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Milwaukee Brewers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86,79.3,11,0.9,0.4363,6.1299,24.1599,-27.4754,0.5899,2.9434,-0.5855,3.6568,-3.5271,-125.3085,-1.4738,0.7607,50.0048,6.4869,0.9427,1.2,7.2,24,2211,205,NA,NA,NA,NA,NA,NA,FALSE,-31.6,5.3,-0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718257,"2023-05-08",1,"2023-05-09T01:57:51.446Z","2023-05-09T01:57:55.277Z",TRUE,"pitch","1103563c-6bc0-46ce-8bca-25b6690fa7f6",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.31,1.65,NA,116.89,151.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Miguel Rojas grounds out, shortstop Willy Adames to first baseman Rowdy Tellez.",0,3,9,69,"top",9,"2023-05-09T01:57:49.152Z","2023-05-09T01:58:30.542Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,500743,"Miguel Rojas","/api/v1/people/500743","R","Right",656986,"Bennett Sousa","/api/v1/people/656986","L","Left","vs_LHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.4,85.3,2,0.89,0.4032,6.2257,29.9465,-12.2224,3.0605,10.6728,0.0029,3.2198,-3.614,-135.895,-5.9052,0.9527,50.0027,6.2711,5.7213,20.4,3.6,24,2077,158,NA,NA,NA,NA,NA,NA,FALSE,-13.1,18.2,-4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718257,"2023-05-08",0,"2023-05-09T01:56:58.592Z","2023-05-09T01:57:51.446Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",3,9,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Miguel Rojas grounds out, shortstop Willy Adames to first baseman Rowdy Tellez.",0,3,9,69,"top",9,"2023-05-09T01:57:49.152Z","2023-05-09T01:58:30.542Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,500743,"Miguel Rojas","/api/v1/people/500743","R","Right",656986,"Bennett Sousa","/api/v1/people/656986","L","Left","vs_LHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Milwaukee Brewers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718257,"2023-05-08",1,"2023-05-09T01:56:25.249Z","2023-05-09T01:56:48.666Z",TRUE,"pitch","7122e96a-bfbc-4e05-a0d8-ba851e637b9a",1,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,0,1,NA,NA,3.52,1.65,NA,122.82,189.02,"fly_ball","medium","8",119.77,33.84,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Home Run","home_run","Chris Taylor homers (7) on a fly ball to center field. James Outman scores.",2,3,9,68,"top",9,"2023-05-09T01:56:22.908Z","2023-05-09T01:56:48.666Z",TRUE,TRUE,FALSE,FALSE,38,0,0,1,621035,"Chris Taylor","/api/v1/people/621035","R","Right",656986,"Bennett Sousa","/api/v1/people/656986","L","Left","vs_LHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.6,86,8,0.85,0.4021,6.205,29.1563,-13.3377,1.2943,10.0154,-0.1526,1.843,-3.2428,-136.1022,-9.034,0.8848,50.0043,6.1236,2.4349,7.2,3.6,24,2058,160,106.6,34,409,NA,NA,NA,FALSE,-14.8,16.4,-1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
