"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","details.disengagementNum","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717826,"2023-06-10",1,"2023-06-11T01:21:06.373Z","2023-06-11T01:21:10.632Z",TRUE,"pitch","b1cf2970-0238-4887-bc08-f43ab5a3cf57",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,0,NA,NA,2.9392,1.6298,NA,179.81,186.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Flyout","field_out","Nico Hoerner flies out to left fielder Mitch Haniger.",0,4,0,50,"top",8,"2023-06-11T01:20:18.768Z","2023-06-11T01:22:57.354Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,663538,"Nico Hoerner","/api/v1/people/663538","R","Right",640455,"Sean Manaea","/api/v1/people/640455","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","San Francisco Giants","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",77.9,71.1,13,2,0.4861,7.6177,23.5308,-29.0201,-9.3307,2.4583,-1.6477,1.937,-5.4751,-113.3052,-1.6285,2.0239,50,5.605,-11.9517,24,9.6,24,2247,279,NA,NA,NA,NA,NA,NA,FALSE,-41.3,4.3,18.5,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717826,"2023-06-10",0,"2023-06-11T01:20:52.409Z","2023-06-11T01:21:00.545Z",TRUE,"pitch","4c78271b-680f-4836-90b6-12cf93268a01",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,2.9679,1.6298,NA,105.91,136.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Flyout","field_out","Nico Hoerner flies out to left fielder Mitch Haniger.",0,4,0,50,"top",8,"2023-06-11T01:20:18.768Z","2023-06-11T01:22:57.354Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,663538,"Nico Hoerner","/api/v1/people/663538","R","Right",640455,"Sean Manaea","/api/v1/people/640455","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","San Francisco Giants","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",77.6,71.2,12,2,0.485,7.4331,20.8196,-28.4129,-4.1773,2.9094,0.291,3.8012,-2.9233,-112.9961,1.9321,2.1446,50.0014,5.7923,-5.3937,12,9.6,24,2160,267,NA,NA,NA,NA,NA,NA,FALSE,-39.4,6.1,8.3,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717826,"2023-06-10",1,"2023-06-11T01:18:07.167Z","2023-06-11T01:18:13.890Z",TRUE,"pitch","4e65c5da-3275-43cc-949f-78d77cd77c16",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,2,NA,NA,3.38,1.61,NA,126.64,196.03,"ground_ball","medium","1",118.88,186.31,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Groundout","field_out","J.D. Davis grounds out, pitcher Kyle Hendricks to first baseman Matt Mervis.",0,4,0,49,"bottom",7,"2023-06-11T01:17:26.917Z","2023-06-11T01:18:13.890Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,605204,"J.D. Davis","/api/v1/people/605204","R","Right",543294,"Kyle Hendricks","/api/v1/people/543294","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago Cubs","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",87.5,81.1,8,0.91,0.4289,5.9747,23.8054,-28.4779,-6.6383,2.2323,-0.2529,1.5832,7.5854,-127.2633,-5.1775,-2.3965,50.0042,5.8742,-10.9935,18,7.2,24,1955,221,79.4,-51,2,NA,NA,NA,TRUE,-32.3,3.1,10.6,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717826,"2023-06-10",0,"2023-06-11T01:17:50.439Z","2023-06-11T01:17:54.419Z",TRUE,"pitch","9aa40076-fba4-4e38-a4e6-8325c3ab8a39",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.5457,1.6398,NA,184.76,172.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Groundout","field_out","J.D. Davis grounds out, pitcher Kyle Hendricks to first baseman Matt Mervis.",0,4,0,49,"bottom",7,"2023-06-11T01:17:26.917Z","2023-06-11T01:18:13.890Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,605204,"J.D. Davis","/api/v1/people/605204","R","Right",543294,"Kyle Hendricks","/api/v1/people/543294","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago Cubs","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",87.8,81.2,13,0.91,0.4271,6.0187,24.4107,-27.3736,-6.8225,2.8764,-1.7776,2.4377,4.3583,-127.8679,-3.6082,-2.611,50.0028,5.9961,-11.387,20.4,7.2,24,1898,211,NA,NA,NA,NA,NA,NA,FALSE,-30.5,4.7,11.5,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717826,"2023-06-10",4,"2023-06-11T01:17:14.391Z","2023-06-11T01:17:20.766Z",TRUE,"pitch","2dae957d-ae0f-461c-bff9-7dd8d2f22614",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,1,1,NA,NA,3.46,1.76,NA,130.38,195.9,"ground_ball","medium","4",152.65,134.67,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Groundout","field_out","Joc Pederson grounds out, second baseman Nico Hoerner to first baseman Matt Mervis.",0,4,0,48,"bottom",7,"2023-06-11T01:15:47.720Z","2023-06-11T01:17:20.766Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,592626,"Joc Pederson","/api/v1/people/592626","L","Left",543294,"Kyle Hendricks","/api/v1/people/543294","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago Cubs","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",87.3,80.8,13,0.89,0.4303,5.9131,24.0253,-26.2613,-7.0666,3.5966,-0.351,1.588,7.4765,-126.9027,-5.5868,-2.4061,50.0041,5.889,-11.6195,20.4,7.2,24,1919,214,102.8,7,112,NA,NA,NA,TRUE,-30.2,5.5,11.3,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717826,"2023-06-10",3,"2023-06-11T01:16:57.197Z","2023-06-11T01:17:01.285Z",TRUE,"pitch","91986eb6-2daf-4fcb-93ac-61fa27fe0b12",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,1,NA,NA,3.338,1.6671,NA,150.64,162.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Groundout","field_out","Joc Pederson grounds out, second baseman Nico Hoerner to first baseman Matt Mervis.",0,4,0,48,"bottom",7,"2023-06-11T01:15:47.720Z","2023-06-11T01:17:20.766Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,592626,"Joc Pederson","/api/v1/people/592626","L","Left",543294,"Kyle Hendricks","/api/v1/people/543294","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago Cubs","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",87,80.8,11,0.9,0.4299,5.7112,22.1833,-18.5322,-2.8661,8.2711,-0.8825,2.8165,5.2703,-126.6687,-4.1058,-2.6036,50.0046,5.9113,-4.7289,10.8,4.8,24,2045,217,NA,NA,NA,NA,NA,NA,FALSE,-21.2,14.4,4.2,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717826,"2023-06-10",2,"2023-06-11T01:16:40.299Z","2023-06-11T01:16:44.847Z",TRUE,"pitch","4c7f013c-242f-4b2f-9e9b-5d516581641b",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,1,NA,NA,3.1389,1.789,NA,80.85,187.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Groundout","field_out","Joc Pederson grounds out, second baseman Nico Hoerner to first baseman Matt Mervis.",0,4,0,48,"bottom",7,"2023-06-11T01:15:47.720Z","2023-06-11T01:17:20.766Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,592626,"Joc Pederson","/api/v1/people/592626","L","Left",543294,"Kyle Hendricks","/api/v1/people/543294","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago Cubs","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",87.1,81.4,14,0.9,0.4296,5.9336,20.6773,-25.8683,-7.5027,3.8143,0.9485,1.915,10.5522,-126.4769,-4.9354,-2.2629,50.0063,5.9135,-12.4159,21.6,7.2,24,1927,215,NA,NA,NA,NA,NA,NA,FALSE,-29.5,6.1,11.8,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717826,"2023-06-10",1,"2023-06-11T01:16:22.251Z","2023-06-11T01:16:27.066Z",TRUE,"pitch","221635e4-c663-441f-af69-1c673364e062",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.1676,1.789,NA,110.2,145.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Groundout","field_out","Joc Pederson grounds out, second baseman Nico Hoerner to first baseman Matt Mervis.",0,4,0,48,"bottom",7,"2023-06-11T01:15:47.720Z","2023-06-11T01:17:20.766Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,592626,"Joc Pederson","/api/v1/people/592626","L","Left",543294,"Kyle Hendricks","/api/v1/people/543294","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago Cubs","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",86.9,80.7,12,0.89,0.4305,5.7403,22.0219,-25.114,-6.053,4.2945,0.1784,3.4645,8.3596,-126.4808,-1.5965,-2.3597,50.0061,6.0879,-9.9623,19.2,6,24,2013,206,NA,NA,NA,NA,NA,NA,FALSE,-28.1,7.7,9.4,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717826,"2023-06-10",0,"2023-06-11T01:16:06.778Z","2023-06-11T01:16:10.356Z",TRUE,"pitch","791d4335-284c-49e8-bf39-58a006e64650",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.1103,1.789,NA,187.62,146.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Groundout","field_out","Joc Pederson grounds out, second baseman Nico Hoerner to first baseman Matt Mervis.",0,4,0,48,"bottom",7,"2023-06-11T01:15:47.720Z","2023-06-11T01:17:20.766Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,592626,"Joc Pederson","/api/v1/people/592626","L","Left",543294,"Kyle Hendricks","/api/v1/people/543294","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago Cubs","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",72.7,67.1,11,0.9,0.5176,5.5686,18.2378,-37.8701,9.0435,-5.0266,-1.8527,3.4232,-0.4389,-105.8614,2.7594,-2.8172,50.0014,6.4409,10.2528,15.6,14.4,24,2795,50,NA,NA,NA,NA,NA,NA,FALSE,-59.8,-8,-16.2,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717826,"2023-06-10",5,"2023-06-11T01:15:36.939Z","2023-06-11T01:15:44.944Z",TRUE,"pitch","129bc8d5-c1d1-4447-96a5-5bdce7dde965",6,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,3,0,NA,NA,3.2235,1.6091,NA,148.47,202.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Strikeout","strikeout","Thairo Estrada called out on strikes.",0,4,0,47,"bottom",7,"2023-06-11T01:13:05.805Z","2023-06-11T01:15:44.944Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,642731,"Thairo Estrada","/api/v1/people/642731","R","Right",543294,"Kyle Hendricks","/api/v1/people/543294","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago Cubs","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",81.9,75.4,13,0.91,0.46,5.7226,22.4899,-22.2835,-8.6733,6.8852,-0.8255,1.3591,6.2784,-119.0045,-6.1955,-2.369,50.0033,6.0103,-12.4608,26.4,7.2,24,2073,229,NA,NA,NA,NA,NA,NA,TRUE,-29.6,11.2,14.2,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717826,"2023-06-10",4,"2023-06-11T01:14:46.129Z","2023-06-11T01:14:53.037Z",TRUE,"pitch","1d4b9247-235d-4285-8745-bb14c173392e",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.31,1.61,NA,104.54,180.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Strikeout","strikeout","Thairo Estrada called out on strikes.",0,4,0,47,"bottom",7,"2023-06-11T01:13:05.805Z","2023-06-11T01:15:44.944Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,642731,"Thairo Estrada","/api/v1/people/642731","R","Right",543294,"Kyle Hendricks","/api/v1/people/543294","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago Cubs","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",80.1,74.8,6,0.9,0.4669,5.8378,18.5141,-25.9332,-3.4708,4.4594,0.327,2.1578,7.2564,-116.5724,-3.5958,-2.3525,50.0023,6.1247,-4.8566,8.4,7.2,24,2040,221,NA,NA,NA,NA,NA,NA,FALSE,-34.6,7.6,4.8,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717826,"2023-06-10",3,"2023-06-11T01:14:27.762Z","2023-06-11T01:14:31.711Z",TRUE,"pitch","58aec4d3-63e7-4355-96f5-27220813113c",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.1899,1.6398,NA,120.12,225.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Strikeout","strikeout","Thairo Estrada called out on strikes.",0,4,0,47,"bottom",7,"2023-06-11T01:13:05.805Z","2023-06-11T01:15:44.944Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,642731,"Thairo Estrada","/api/v1/people/642731","R","Right",543294,"Kyle Hendricks","/api/v1/people/543294","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago Cubs","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",81.8,76,13,0.91,0.4598,5.705,20.7056,-24.7108,-8.6435,5.1782,-0.082,0.4771,7.8434,-118.7112,-7.7701,-2.2909,50.0032,6.0118,-12.4545,24,8.4,24,2026,222,NA,NA,NA,NA,NA,NA,FALSE,-33,7.8,13.9,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717826,"2023-06-10",2,"2023-06-11T01:14:12.180Z","2023-06-11T01:14:16.307Z",TRUE,"pitch","8829a4b8-784c-4fdd-95af-73954b48cdaa",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,0,NA,NA,3.1039,1.6398,NA,95.25,185.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Strikeout","strikeout","Thairo Estrada called out on strikes.",0,4,0,47,"bottom",7,"2023-06-11T01:13:05.805Z","2023-06-11T01:15:44.944Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,642731,"Thairo Estrada","/api/v1/people/642731","R","Right",543294,"Kyle Hendricks","/api/v1/people/543294","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago Cubs","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",79.6,73.8,9,0.9,0.4715,5.7739,19.8081,-23.156,-1.349,6.5858,0.5707,1.9755,7.0967,-115.7853,-4.413,-2.3472,50.0055,6.0986,-1.849,2.4,7.2,24,2063,222,NA,NA,NA,NA,NA,NA,FALSE,-31.7,11.2,0.8,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717826,"2023-06-10",1,"2023-06-11T01:13:46.503Z","2023-06-11T01:13:51.211Z",TRUE,"pitch","239de3ee-034b-4b75-a66a-e6ba706d235f",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,0,NA,NA,3.31,1.61,NA,141.35,194.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Strikeout","strikeout","Thairo Estrada called out on strikes.",0,4,0,47,"bottom",7,"2023-06-11T01:13:05.805Z","2023-06-11T01:15:44.944Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,642731,"Thairo Estrada","/api/v1/people/642731","R","Right",543294,"Kyle Hendricks","/api/v1/people/543294","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago Cubs","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",87.8,81.7,7,0.91,0.4266,5.9087,22.8595,-25.7144,-8.3548,3.855,-0.6389,1.6329,7.2938,-127.7173,-5.7895,-2.4271,50.002,5.915,-13.9949,25.2,7.2,24,2009,215,NA,NA,NA,NA,NA,NA,FALSE,-29,6,13.8,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717826,"2023-06-10",0,"2023-06-11T01:13:31.097Z","2023-06-11T01:13:35.816Z",TRUE,"pitch","a88184f0-c3ad-4fdf-9394-6d5b2c66b310",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.1613,1.6398,NA,118.2,210.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Strikeout","strikeout","Thairo Estrada called out on strikes.",0,4,0,47,"bottom",7,"2023-06-11T01:13:05.805Z","2023-06-11T01:15:44.944Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,642731,"Thairo Estrada","/api/v1/people/642731","R","Right",543294,"Kyle Hendricks","/api/v1/people/543294","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Chicago Cubs","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",87.3,80.8,13,0.87,0.4306,5.8187,23.8662,-24.2368,-7.8265,4.8316,-0.0315,1.0438,8.3234,-126.7932,-7.3707,-2.3268,50.0005,5.8985,-12.8498,24,7.2,24,2059,209,NA,NA,NA,NA,NA,NA,FALSE,-28.4,7.4,12.5,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717826,"2023-06-10",3,"2023-06-11T01:10:55.443Z","2023-06-11T01:11:00.365Z",TRUE,"pitch","a493841a-1e4c-4060-884e-89ef62148b00",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,2,NA,NA,3.47,1.64,NA,120.94,145.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Strikeout","strikeout","Mike Tauchman strikes out swinging.",0,4,0,46,"top",7,"2023-06-11T01:10:05.022Z","2023-06-11T01:11:00.365Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,643565,"Mike Tauchman","/api/v1/people/643565","L","Left",640455,"Sean Manaea","/api/v1/people/640455","L","Left","vs_LHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","San Francisco Giants",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96,87.5,2,2,0.3928,7.7499,31.546,-19.1523,11.1099,6.6147,-0.1033,3.4433,-8.679,-139.4742,-2.4074,1.6062,50.0054,5.5816,21.8788,45.6,6,24,2247,134,NA,NA,NA,NA,NA,NA,TRUE,-18.1,11.6,-18.4,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717826,"2023-06-10",1,"2023-06-11T01:10:28.292Z","2023-06-11T01:10:32.831Z",TRUE,"pitch","427b6cb9-9cca-4c25-bd7b-c6eeb06707bb",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.5495,1.6696,NA,142.65,180.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Strikeout","strikeout","Mike Tauchman strikes out swinging.",0,4,0,46,"top",7,"2023-06-11T01:10:05.022Z","2023-06-11T01:11:00.365Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,643565,"Mike Tauchman","/api/v1/people/643565","L","Left",640455,"Sean Manaea","/api/v1/people/640455","L","Left","vs_LHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","San Francisco Giants",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.7,87.5,7,2,0.3942,7.7534,30.6337,-17.9326,11.3805,7.2835,-0.6729,2.1676,-10.7018,-138.8503,-5.7256,1.7498,50.0033,5.4466,22.2568,45.6,6,24,2116,139,NA,NA,NA,NA,NA,NA,FALSE,-17.9,12.1,-18.5,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
