"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId"
746333,"2024-03-30",4,"2024-03-30T22:51:23.402Z","2024-03-30T22:51:29.056Z",TRUE,"pitch","8d00a676-af74-4300-b818-9ac1e6453fe9",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,2,NA,NA,3.4232,1.5949,NA,98.03,175.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Garrett Hampson called out on strikes.",0,5,1,74,"bottom",9,"2024-03-30T22:50:27.210Z","2024-03-30T22:51:29.056Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,641658,"Garrett Hampson","/api/v1/people/641658","R","Right",592779,"Brock Stewart","/api/v1/people/592779","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.9,89.8,6,0.77,0.3863,6.7391,27.5039,-18.8965,-4.7637,6.4986,0.4977,2.3359,7.6247,-140.9917,-4.8838,-1.6041,50.0056,5.284,-9.738,22.8,4.8,24,2554,218,NA,NA,NA,NA,NA,NA,TRUE,-17.6,11.2,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746333,"2024-03-30",3,"2024-03-30T22:51:04.933Z","2024-03-30T22:51:10.364Z",TRUE,"pitch","ebe84935-8a34-4868-a4eb-6546d50491b5",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,2,NA,NA,3.3177,1.4888,NA,108.69,167.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Garrett Hampson called out on strikes.",0,5,1,74,"bottom",9,"2024-03-30T22:50:27.210Z","2024-03-30T22:51:29.056Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,641658,"Garrett Hampson","/api/v1/people/641658","R","Right",592779,"Brock Stewart","/api/v1/people/592779","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.9,76.4,5,0.9,0.4537,5.993,23.5745,-34.4608,11.737,-1.5505,0.2181,2.6465,1.1821,-120.7274,0.5449,-1.8027,50.0027,5.4518,17.3183,26.4,10.8,24,2689,46,NA,NA,NA,NA,NA,NA,FALSE,-42.1,-2.4,-21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746333,"2024-03-30",2,"2024-03-30T22:50:47.194Z","2024-03-30T22:50:52.919Z",TRUE,"pitch","d0dc9511-8fc5-46f8-b789-0e5c22a3cc78",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.3945,1.566,NA,43.29,205.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Garrett Hampson called out on strikes.",0,5,1,74,"bottom",9,"2024-03-30T22:50:27.210Z","2024-03-30T22:51:29.056Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,641658,"Garrett Hampson","/api/v1/people/641658","R","Right",592779,"Brock Stewart","/api/v1/people/592779","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.6,78,14,0.9,0.446,6.7093,25.9022,-33.0882,11.5828,-0.6013,1.9338,1.2292,5.233,-123.1068,-3.0736,-1.7281,50.0009,5.313,17.6623,28.8,10.8,24,2721,52,NA,NA,NA,NA,NA,NA,FALSE,-40,-1.6,-22.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746333,"2024-03-30",1,"2024-03-30T22:50:29.526Z","2024-03-30T22:50:32.943Z",TRUE,"pitch","4850f22f-37e5-4505-bf5c-a6985f3f67eb",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.458,1.6292,NA,119.13,159.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Garrett Hampson called out on strikes.",0,5,1,74,"bottom",9,"2024-03-30T22:50:27.210Z","2024-03-30T22:51:29.056Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,641658,"Garrett Hampson","/api/v1/people/641658","R","Right",592779,"Brock Stewart","/api/v1/people/592779","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.1,88.2,2,0.93,0.3912,6.2469,30.3006,-29.2459,-9.7411,1.4747,-0.056,2.9485,7.8695,-139.8082,-1.4673,-1.6359,50.0044,5.3921,-19.3653,31.2,7.2,24,2323,226,NA,NA,NA,NA,NA,NA,FALSE,-27,2.5,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746333,"2024-03-30",0,"2024-03-30T22:49:58.380Z","2024-03-30T22:50:29.526Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",5,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Garrett Hampson called out on strikes.",0,5,1,74,"bottom",9,"2024-03-30T22:50:27.210Z","2024-03-30T22:51:29.056Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,641658,"Garrett Hampson","/api/v1/people/641658","R","Right",592779,"Brock Stewart","/api/v1/people/592779","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746333,"2024-03-30",6,"2024-03-30T22:49:32.043Z","2024-03-30T22:49:36.205Z",TRUE,"pitch","f5913462-fe61-4974-9be8-cce88fe4f71f",7,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,3,1,NA,NA,3.45,1.5618,NA,109.21,191.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Hunter Renfroe called out on strikes.",0,5,1,73,"bottom",9,"2024-03-30T22:47:13.406Z","2024-03-30T22:49:36.205Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,592669,"Hunter Renfroe","/api/v1/people/592669","R","Right",592779,"Brock Stewart","/api/v1/people/592779","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.3,88.6,8,0.91,0.3903,6.5846,30.192,-27.3882,-9.587,2.3964,0.2044,1.7469,8.4127,-140.0635,-4.6976,-1.5853,50.0027,5.2262,-19.141,31.2,7.2,24,2259,230,NA,NA,NA,NA,NA,NA,TRUE,-25.8,3.6,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,669004,"MJ Melendez","/api/v1/people/669004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746333,"2024-03-30",5,"2024-03-30T22:49:14.713Z","2024-03-30T22:49:18.459Z",TRUE,"pitch","5870bb80-5005-4058-9fdf-538bd750b0e9",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.45,1.6429,NA,60.31,173.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Hunter Renfroe called out on strikes.",0,5,1,73,"bottom",9,"2024-03-30T22:47:13.406Z","2024-03-30T22:49:36.205Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,592669,"Hunter Renfroe","/api/v1/people/592669","R","Right",592779,"Brock Stewart","/api/v1/people/592779","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.4,89.2,14,0.85,0.3867,6.7197,31.66,-16.485,-4.8294,7.7141,1.4874,2.4288,9.7905,-141.5452,-5.1698,-1.3855,50.0021,5.331,-9.822,24,3.6,24,2601,214,NA,NA,NA,NA,NA,NA,FALSE,-15.7,13.1,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746333,"2024-03-30",4,"2024-03-30T22:48:49.523Z","2024-03-30T22:48:52.651Z",TRUE,"pitch","fd563eea-5239-4e7b-a9b7-423e38c712cb",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.45,1.64,NA,144.77,191.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Hunter Renfroe called out on strikes.",0,5,1,73,"bottom",9,"2024-03-30T22:47:13.406Z","2024-03-30T22:49:36.205Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,592669,"Hunter Renfroe","/api/v1/people/592669","R","Right",592779,"Brock Stewart","/api/v1/people/592779","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.1,88.2,7,0.88,0.3916,6.3872,31.1777,-30.3561,-7.8867,0.9153,-0.7285,1.7646,5.4341,-139.8035,-4.0619,-1.6717,50.0022,5.2262,-15.629,25.2,7.2,24,2357,223,NA,NA,NA,NA,NA,NA,FALSE,-28.6,1,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746333,"2024-03-30",3,"2024-03-30T22:48:29.322Z","2024-03-30T22:48:33.623Z",TRUE,"pitch","3c8437c5-144c-4bb6-8c7c-406fed366445",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.45,1.614,NA,74.05,170.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Hunter Renfroe called out on strikes.",0,5,1,73,"bottom",9,"2024-03-30T22:47:13.406Z","2024-03-30T22:49:36.205Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,592669,"Hunter Renfroe","/api/v1/people/592669","R","Right",592779,"Brock Stewart","/api/v1/people/592779","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97,88.6,12,0.86,0.3886,6.3868,32.1074,-16.1477,-6.611,7.9648,1.1268,2.5428,9.5307,-140.971,-4.9565,-1.4392,50.003,5.3665,-13.3037,32.4,3.6,24,2704,220,NA,NA,NA,NA,NA,NA,FALSE,-15.6,13.6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746333,"2024-03-30",2,"2024-03-30T22:48:10.726Z","2024-03-30T22:48:15.299Z",TRUE,"pitch","b4e56644-357d-406a-85f0-c925af2a31bf",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.45,1.7098,NA,41.39,188.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Hunter Renfroe called out on strikes.",0,5,1,73,"bottom",9,"2024-03-30T22:47:13.406Z","2024-03-30T22:49:36.205Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,592669,"Hunter Renfroe","/api/v1/people/592669","R","Right",592779,"Brock Stewart","/api/v1/people/592779","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.1,76.8,14,0.89,0.4501,6.7786,27.2932,-32.9564,8.9843,-0.5286,1.9835,1.8783,5.7843,-122.3498,-1.6276,-1.5895,50.0002,5.4138,13.4254,24,9.6,24,2702,60,NA,NA,NA,NA,NA,NA,FALSE,-40.2,-1.1,-17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
