"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717604,"2023-06-27",3,"2023-06-28T01:54:22.164Z","2023-06-28T01:54:26.303Z",TRUE,"pitch","525f5863-5bcf-4d5e-979b-fccb261a70c8",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.23,1.51,NA,92.45,140.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Whit Merrifield strikes out swinging.",0,3,0,67,"bottom",9,"2023-06-28T01:53:23.282Z","2023-06-28T01:54:26.303Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,593160,"Whit Merrifield","/api/v1/people/593160","R","Right",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays","San Francisco Giants","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98.7,88.6,12,0.91,0.3845,7.3741,38.6249,-12.137,-5.7526,9.7891,0.6441,3.622,7.3331,-143.4255,-2.434,-1.2199,50.0006,5.2562,-11.7728,37.2,3.6,24,2661,223,NA,NA,NA,NA,NA,NA,TRUE,-11.3,17.3,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717604,"2023-06-27",2,"2023-06-28T01:54:06.590Z","2023-06-28T01:54:10.488Z",TRUE,"pitch","40a33466-9232-40c4-be14-e69dc746319a",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,2,NA,NA,3.3607,1.5585,NA,79.98,194.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Whit Merrifield strikes out swinging.",0,3,0,67,"bottom",9,"2023-06-28T01:53:23.282Z","2023-06-28T01:54:26.303Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,593160,"Whit Merrifield","/api/v1/people/593160","R","Right",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays","San Francisco Giants","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.4,80.4,14,0.91,0.4281,7.1067,29.7044,-30.6296,2.7861,0.9368,0.9713,1.6554,4.5905,-128.5639,-2.8185,-1.2081,50.0055,5.1736,4.6066,9.6,8.4,24,2584,87,NA,NA,NA,NA,NA,NA,FALSE,-34.2,1.2,-6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717604,"2023-06-27",1,"2023-06-28T01:53:52.970Z","2023-06-28T01:53:56.551Z",TRUE,"pitch","3fa1d578-4c65-4aae-aacb-68ec9c55b258",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.3103,1.534,NA,126.57,172.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Whit Merrifield strikes out swinging.",0,3,0,67,"bottom",9,"2023-06-28T01:53:23.282Z","2023-06-28T01:54:26.303Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,593160,"Whit Merrifield","/api/v1/people/593160","R","Right",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays","San Francisco Giants","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.4,79.6,5,0.9,0.4293,6.6242,31.5715,-28.2301,1.5941,2.4057,-0.2511,2.4369,2.5548,-128.5581,-1.319,-1.4726,50.0034,5.1889,2.6157,6,7.2,24,2527,93,NA,NA,NA,NA,NA,NA,FALSE,-31.3,4.2,-3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717604,"2023-06-27",0,"2023-06-28T01:53:38.026Z","2023-06-28T01:53:41.457Z",TRUE,"pitch","0367709a-6a46-4d65-98bc-93981c02ff5d",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3882,1.6118,NA,155.59,161.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Whit Merrifield strikes out swinging.",0,3,0,67,"bottom",9,"2023-06-28T01:53:23.282Z","2023-06-28T01:54:26.303Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,593160,"Whit Merrifield","/api/v1/people/593160","R","Right",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays","San Francisco Giants","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.5,89.8,11,0.91,0.3828,6.8413,34.5905,-33.3021,-8.4872,-0.5426,-1.0123,2.862,4.1519,-143.3482,-0.7685,-1.3805,50.0057,5.2214,-17.5824,26.4,7.2,24,2378,224,NA,NA,NA,NA,NA,NA,FALSE,-29.3,-1,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717604,"2023-06-27",5,"2023-06-28T01:53:08.323Z","2023-06-28T01:53:12.966Z",TRUE,"pitch","e5c407b4-0c26-4fe5-a007-248336fc2974",6,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",2,3,1,NA,NA,3.22,1.46,NA,98.24,198.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Daulton Varsho strikes out on a foul tip.",0,3,0,66,"bottom",9,"2023-06-28T01:51:35.079Z","2023-06-28T01:53:12.966Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,662139,"Daulton Varsho","/api/v1/people/662139","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays","San Francisco Giants","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90,80.3,9,0.89,0.4241,6.9436,35.8028,-27.6765,1.1403,2.683,0.4921,1.4986,4.0762,-130.7762,-4.0546,-1.2557,50.0039,5.2236,1.9112,6,7.2,24,2465,180,NA,NA,NA,NA,NA,NA,TRUE,-30.8,4,-3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717604,"2023-06-27",4,"2023-06-28T01:52:52.608Z","2023-06-28T01:52:56.186Z",TRUE,"pitch","6f5042b8-56db-4bae-a0b6-77dd1dcfd4f0",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.3103,1.534,NA,127.43,122.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Daulton Varsho strikes out on a foul tip.",0,3,0,66,"bottom",9,"2023-06-28T01:51:35.079Z","2023-06-28T01:53:12.966Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,662139,"Daulton Varsho","/api/v1/people/662139","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays","San Francisco Giants","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.6,90.2,11,0.91,0.3791,7.3527,36.454,-14.896,-4.1482,8.191,-0.2737,4.3192,4.3175,-144.9191,-0.4978,-1.2498,50.0028,5.4099,-8.751,27.6,3.6,24,2676,209,NA,NA,NA,NA,NA,NA,FALSE,-12.8,14.9,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717604,"2023-06-27",3,"2023-06-28T01:52:33.397Z","2023-06-28T01:52:37.019Z",TRUE,"pitch","ad4eb7a3-5249-4c3e-9ebd-7bce2fb90fda",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.22,1.46,NA,113.17,181.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Daulton Varsho strikes out on a foul tip.",0,3,0,66,"bottom",9,"2023-06-28T01:51:35.079Z","2023-06-28T01:53:12.966Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,662139,"Daulton Varsho","/api/v1/people/662139","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays","San Francisco Giants","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",100.1,90,5,0.91,0.3789,7.1916,39.4363,-9.5531,-4.8229,10.734,0.1004,2.1252,5.3783,-145.467,-7.0586,-1.1607,50.0002,5.1876,-10.1621,37.2,2.4,24,2614,224,NA,NA,NA,NA,NA,NA,FALSE,-9.8,17.9,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717604,"2023-06-27",2,"2023-06-28T01:52:18.790Z","2023-06-28T01:52:22.590Z",TRUE,"pitch","605cc85c-3b3e-4ccc-9a9e-e9e013d9ded1",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,1,NA,NA,3.2843,1.534,NA,144.85,169.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Daulton Varsho strikes out on a foul tip.",0,3,0,66,"bottom",9,"2023-06-28T01:51:35.079Z","2023-06-28T01:53:12.966Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,662139,"Daulton Varsho","/api/v1/people/662139","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays","San Francisco Giants","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.2,80,4,0.84,0.4261,6.6721,33.1191,-26.5085,-1.2088,3.4058,-0.7306,2.5592,1.9021,-129.7372,-1.535,-1.3242,50.0045,5.2255,-2.0122,3.6,7.2,24,2399,146,NA,NA,NA,NA,NA,NA,FALSE,-29,6,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717604,"2023-06-27",1,"2023-06-28T01:51:59.317Z","2023-06-28T01:52:03.043Z",TRUE,"pitch","361c0f9c-0525-4423-90c0-da6ca2009ecb",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.22,1.46,NA,94.77,165.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Daulton Varsho strikes out on a foul tip.",0,3,0,66,"bottom",9,"2023-06-28T01:51:35.079Z","2023-06-28T01:53:12.966Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,662139,"Daulton Varsho","/api/v1/people/662139","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays","San Francisco Giants","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99,89,3,2,0.3833,7.269,38.6638,-17.0238,-6.7255,7.3584,0.5833,2.7321,7.4103,-143.8311,-3.7741,-1.174,50.0052,5.1417,-13.8529,33.6,4.8,24,2439,228,NA,NA,NA,NA,NA,NA,FALSE,-15.8,12.6,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717604,"2023-06-27",0,"2023-06-28T01:51:43.158Z","2023-06-28T01:51:47.605Z",TRUE,"pitch","f008302b-181b-4b61-a854-7742e96469ee",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.3363,1.5858,NA,122.57,130.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Daulton Varsho strikes out on a foul tip.",0,3,0,66,"bottom",9,"2023-06-28T01:51:35.079Z","2023-06-28T01:53:12.966Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,662139,"Daulton Varsho","/api/v1/people/662139","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays","San Francisco Giants","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",100.3,88.8,11,0.91,0.3806,6.4648,44.1546,-12.2631,-7.3137,9.5645,-0.1463,4.0001,5.8411,-145.6717,-1.536,-1.2591,50.0071,5.3025,-15.2318,46.8,3.6,24,2566,224,NA,NA,NA,NA,NA,NA,FALSE,-10.9,17,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
