"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718679,"2023-04-07",5,"2023-04-07T23:02:22.505Z","2023-04-07T23:02:27.523Z",TRUE,"pitch","3ead109b-137e-46d9-951f-5a5e0a6b4be3",6,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,3,2,NA,NA,3.3144,1.4421,NA,83.04,187.14,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"85","atBat","Strikeout","strikeout","Yoan Moncada called out on strikes.",0,9,13,85,"top",9,"2023-04-07T23:00:18.455Z","2023-04-07T23:02:27.523Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,660162,"Yoán Moncada","/api/v1/people/660162","L","Left",640444,"Wil Crowe","/api/v1/people/640444","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Pittsburgh Pirates","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.2,78,14,2,0.443,6.7099,24.7699,-22.6306,-7.3579,6.1662,0.8909,1.9127,9.6656,-123.6514,-4.4309,-2.1136,50.0029,5.6278,-11.3888,21.6,7.2,24,1528,229,NA,NA,NA,NA,NA,NA,TRUE,-27.6,10.3,11,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718679,"2023-04-07",4,"2023-04-07T23:01:58.525Z","2023-04-07T23:02:01.903Z",TRUE,"pitch","94bdbf20-df59-40ec-9363-c0b6c9de3c87",5,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",3,2,2,NA,NA,3.1323,1.4148,NA,110.85,229.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Strikeout","strikeout","Yoan Moncada called out on strikes.",0,9,13,85,"top",9,"2023-04-07T23:00:18.455Z","2023-04-07T23:02:27.523Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,660162,"Yoán Moncada","/api/v1/people/660162","L","Left",640444,"Wil Crowe","/api/v1/people/640444","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Pittsburgh Pirates","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.5,78.3,14,2,0.4426,6.8351,26.0871,-28.5607,-9.1589,2.3278,0.1613,0.3617,8.5196,-124.0243,-6.7916,-2.1375,50.0008,5.535,-14.1884,22.8,8.4,24,1494,228,NA,NA,NA,NA,NA,NA,FALSE,-35,2.8,14.5,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718679,"2023-04-07",3,"2023-04-07T23:01:36.592Z","2023-04-07T23:01:40.745Z",TRUE,"pitch","fdbc7824-21b2-4737-9c4e-7b6b67641695",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.29,1.47,NA,127.25,148.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Strikeout","strikeout","Yoan Moncada called out on strikes.",0,9,13,85,"top",9,"2023-04-07T23:00:18.455Z","2023-04-07T23:02:27.523Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,660162,"Yoán Moncada","/api/v1/people/660162","L","Left",640444,"Wil Crowe","/api/v1/people/640444","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.9,85.1,2,2,0.4025,6.4192,32.7312,-12.6163,-2.1653,10.4477,-0.269,3.3272,5.3006,-136.5913,-4.8318,-1.9615,50.0006,6.0004,-4.0532,12,3.6,24,2527,201,NA,NA,NA,NA,NA,NA,FALSE,-13.3,18,2.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718679,"2023-04-07",2,"2023-04-07T23:01:17.515Z","2023-04-07T23:01:21.501Z",TRUE,"pitch","12ccbac2-d925-42af-93dd-a8ddeb9ca68e",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.1323,1.4714,NA,83.95,154.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Strikeout","strikeout","Yoan Moncada called out on strikes.",0,9,13,85,"top",9,"2023-04-07T23:00:18.455Z","2023-04-07T23:02:27.523Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,660162,"Yoán Moncada","/api/v1/people/660162","L","Left",640444,"Wil Crowe","/api/v1/people/640444","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Pittsburgh Pirates","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.7,80.9,12,2,0.4257,6.497,28.7074,-28.4324,1.1279,2.2367,0.867,3.1383,6.693,-129.0257,-1.8218,-1.9151,50.0028,6.0603,1.8876,6,7.2,24,2690,141,NA,NA,NA,NA,NA,NA,FALSE,-31.2,3.8,-3.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718679,"2023-04-07",1,"2023-04-07T23:00:57.224Z","2023-04-07T23:01:01.572Z",TRUE,"pitch","89d975bd-313c-4dad-b711-49e2eceb60a4",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,2,NA,NA,3.29,1.47,NA,104.4,203.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Strikeout","strikeout","Yoan Moncada called out on strikes.",0,9,13,85,"top",9,"2023-04-07T23:00:18.455Z","2023-04-07T23:02:27.523Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,660162,"Yoán Moncada","/api/v1/people/660162","L","Left",640444,"Wil Crowe","/api/v1/people/640444","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Pittsburgh Pirates","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.6,77.1,14,2,0.4475,6.7082,26.4559,-26.08,-7.4385,4.0264,0.3305,1.3084,8.4024,-122.8473,-4.8628,-2.1828,50.0037,5.5556,-11.2638,19.2,7.2,24,1425,227,NA,NA,NA,NA,NA,NA,FALSE,-32.4,6.2,11.3,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718679,"2023-04-07",0,"2023-04-07T23:00:40.751Z","2023-04-07T23:00:44.268Z",TRUE,"pitch","23c6660e-9273-42ce-8d5a-4913bf77c171",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.2865,1.4666,NA,70.1,171.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Strikeout","strikeout","Yoan Moncada called out on strikes.",0,9,13,85,"top",9,"2023-04-07T23:00:18.455Z","2023-04-07T23:02:27.523Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,660162,"Yoán Moncada","/api/v1/people/660162","L","Left",640444,"Wil Crowe","/api/v1/people/640444","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Pittsburgh Pirates","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.6,77.1,12,2,0.4472,6.6657,25.8751,-26.3974,-7.9978,3.8071,1.2305,2.4911,10.4645,-122.7969,-2.3479,-2.0607,50.0006,5.721,-12.1288,20.4,7.2,24,1448,223,NA,NA,NA,NA,NA,NA,FALSE,-32,6.5,11.9,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718679,"2023-04-07",5,"2023-04-07T23:00:09.167Z","2023-04-07T23:00:13.649Z",TRUE,"pitch","f775b6a0-5d04-49b1-a982-7e3f5a4adb78",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,1,NA,NA,3.17,1.52,NA,68.58,165.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Andrew Vaughn strikes out swinging.",0,9,13,84,"top",9,"2023-04-07T22:58:38.418Z","2023-04-07T23:00:13.649Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",640444,"Wil Crowe","/api/v1/people/640444","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Pittsburgh Pirates",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85.6,78.2,12,2,0.4414,6.5285,27.2666,-29.0188,8.329,2.0269,1.2702,2.7085,5.8098,-124.5583,-1.6399,-2.1823,50.0028,5.7969,12.9595,25.2,8.4,24,2765,75,NA,NA,NA,NA,NA,NA,TRUE,-34.1,3.5,-16.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,673357,"Luis Robert Jr.","/api/v1/people/673357",NA,NA,NA,NA,NA,NA,NA
718679,"2023-04-07",4,"2023-04-07T22:59:36.463Z","2023-04-07T22:59:41.950Z",TRUE,"pitch","26f48175-92f1-4020-9cf9-ff79116a5e9e",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.17,1.52,NA,90.13,166.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Andrew Vaughn strikes out swinging.",0,9,13,84,"top",9,"2023-04-07T22:58:38.418Z","2023-04-07T23:00:13.649Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",640444,"Wil Crowe","/api/v1/people/640444","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Pittsburgh Pirates",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.3,80.5,3,2,0.4306,6.7051,25.0522,-29.0399,0.9104,1.914,0.705,2.6683,6.5099,-127.0161,-2.347,-2.0054,50.0062,5.9044,1.4926,4.8,7.2,24,2677,112,NA,NA,NA,NA,NA,NA,FALSE,-32.6,3.1,-3.1,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718679,"2023-04-07",3,"2023-04-07T22:59:18.581Z","2023-04-07T22:59:21.801Z",TRUE,"pitch","d60d5861-8c37-4576-8483-0fc83835c81b",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,1,NA,NA,3.1066,1.4666,NA,106.22,159.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Andrew Vaughn strikes out swinging.",0,9,13,84,"top",9,"2023-04-07T22:58:38.418Z","2023-04-07T23:00:13.649Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",640444,"Wil Crowe","/api/v1/people/640444","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Pittsburgh Pirates",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88,80.6,3,2,0.4282,6.5648,26.827,-26.0807,-0.1582,3.6798,0.2828,2.9501,6.2295,-127.9872,-2.2593,-2.1639,50.0041,5.8903,-0.2632,2.4,6,24,2568,132,NA,NA,NA,NA,NA,NA,FALSE,-29,6.4,-1.1,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718679,"2023-04-07",2,"2023-04-07T22:58:59.877Z","2023-04-07T22:59:02.877Z",TRUE,"pitch","7dbd69a7-d415-4baf-acf1-6c4305c723b1",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.1323,1.4666,NA,118.77,124.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Andrew Vaughn strikes out swinging.",0,9,13,84,"top",9,"2023-04-07T22:58:38.418Z","2023-04-07T23:00:13.649Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",640444,"Wil Crowe","/api/v1/people/640444","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93,85.2,11,2,0.4041,6.5539,28.7867,-13.154,-2.3769,10.2165,-0.0464,4.2246,5.3165,-135.4005,-2.7297,-1.7241,50.0048,6.163,-4.4265,13.2,3.6,24,2477,196,NA,NA,NA,NA,NA,NA,FALSE,-13.3,18.1,3.2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
