"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
716746,"2023-09-02",8,"2023-09-03T02:12:16.941Z","2023-09-03T02:12:21.699Z",TRUE,"pitch","1903b6f2-19ec-4c3b-92ac-39023e734296",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,2,NA,NA,3.091,1.4092,NA,101.49,167.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Jon Singleton called out on strikes.",0,5,4,75,"bottom",9,"2023-09-03T02:10:33.498Z","2023-09-03T02:12:21.699Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,572138,"Jon Singleton","/api/v1/people/572138","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.2,88.2,3,0.88,0.3894,6.0674,35.9214,-27.1408,-8.2032,2.5217,0.4068,2.6379,5.4232,-141.3135,-5.6091,-0.4836,50.0059,6.4208,-16.3883,27.6,6,24,2200,226,NA,NA,NA,NA,NA,NA,TRUE,-25.8,3.5,13.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716746,"2023-09-02",7,"2023-09-03T02:11:47.573Z","2023-09-03T02:11:51.401Z",TRUE,"pitch","db0ac179-a571-4f85-92e4-799488920b9f",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.12,1.48,NA,129.62,181.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Jon Singleton called out on strikes.",0,5,4,75,"bottom",9,"2023-09-03T02:10:33.498Z","2023-09-03T02:12:21.699Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,572138,"Jon Singleton","/api/v1/people/572138","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.2,89.6,4,0.9,0.3848,5.9385,35.1526,-28.7629,-9.2447,1.662,-0.331,2.1264,4.0339,-142.7506,-6.8131,-0.5674,50.0006,6.3736,-18.9339,31.2,7.2,24,2102,224,NA,NA,NA,NA,NA,NA,FALSE,-26.9,1.7,15.8,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716746,"2023-09-02",5,"2023-09-03T02:11:16.568Z","2023-09-03T02:11:22.299Z",TRUE,"pitch","5089fddb-f13b-470e-a9f8-e01d74595caf",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.12,1.48,NA,122.04,182.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Jon Singleton called out on strikes.",0,5,4,75,"bottom",9,"2023-09-03T02:10:33.498Z","2023-09-03T02:12:21.699Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,572138,"Jon Singleton","/api/v1/people/572138","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.9,89.1,5,0.91,0.3863,6.0711,35.7978,-31.4203,-9.6858,0.3746,-0.1323,2.0864,5.0011,-142.3351,-6.4077,-0.6634,50.0064,6.3835,-19.6736,28.8,7.2,24,2226,223,NA,NA,NA,NA,NA,NA,FALSE,-29.4,-0.6,16.3,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716746,"2023-09-02",4,"2023-09-03T02:10:53.887Z","2023-09-03T02:10:58.764Z",TRUE,"pitch","35f05e90-40ef-4fc8-9425-73cb79d64024",2,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,1,2,NA,NA,3.1756,1.4092,NA,123.42,221.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Jon Singleton called out on strikes.",0,5,4,75,"bottom",9,"2023-09-03T02:10:33.498Z","2023-09-03T02:12:21.699Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,572138,"Jon Singleton","/api/v1/people/572138","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97,88.9,13,0.88,0.3897,6.0658,33.3496,-27.5486,-8.8618,2.3132,-0.1683,0.637,4.4055,-140.7928,-10.6741,-0.606,50.0016,6.2744,-17.7071,28.8,7.2,24,2125,233,NA,NA,NA,NA,NA,NA,FALSE,-27.2,2,15.1,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716746,"2023-09-02",3,"2023-09-03T02:10:35.890Z","2023-09-03T02:10:40.196Z",TRUE,"pitch","7cd7ed26-4b88-45ef-991c-d478e193c478",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.12,1.48,NA,144.76,181.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Jon Singleton called out on strikes.",0,5,4,75,"bottom",9,"2023-09-03T02:10:33.498Z","2023-09-03T02:12:21.699Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,572138,"Jon Singleton","/api/v1/people/572138","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.5,88.3,4,0.9,0.3908,5.9479,33.3323,-28.9867,-9.2088,1.6073,-0.7282,2.1317,3.3576,-140.4312,-6.6534,-0.7464,50.0054,6.4306,-18.3008,30,7.2,24,2120,225,NA,NA,NA,NA,NA,NA,FALSE,-27.8,1.7,16,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716746,"2023-09-02",0,"2023-09-03T02:09:35.279Z","2023-09-03T02:09:52.255Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-runner Jake Meyers replaces Yainer Diaz.","Offensive Substitution",5,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,676694,"/api/v1/people/676694",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"12","Pinch Runner","Runner","PR","701","75","atBat","Strikeout","strikeout","Jon Singleton called out on strikes.",0,5,4,75,"bottom",9,"2023-09-03T02:10:33.498Z","2023-09-03T02:12:21.699Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,572138,"Jon Singleton","/api/v1/people/572138","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,1,673237,"/api/v1/people/673237",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716746,"2023-09-02",1,"2023-09-03T02:09:52.255Z","2023-09-03T02:09:59.157Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Jon Singleton replaces Chas McCormick.","Offensive Substitution",5,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,572138,"/api/v1/people/572138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","801","75","atBat","Strikeout","strikeout","Jon Singleton called out on strikes.",0,5,4,75,"bottom",9,"2023-09-03T02:10:33.498Z","2023-09-03T02:12:21.699Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,572138,"Jon Singleton","/api/v1/people/572138","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,676801,"/api/v1/people/676801",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716746,"2023-09-02",2,"2023-09-03T02:09:59.157Z","2023-09-03T02:10:35.890Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",5,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Jon Singleton called out on strikes.",0,5,4,75,"bottom",9,"2023-09-03T02:10:33.498Z","2023-09-03T02:12:21.699Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,572138,"Jon Singleton","/api/v1/people/572138","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716746,"2023-09-02",6,"2023-09-03T02:11:29.647Z","2023-09-03T02:11:47.573Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",5,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,2,572138,"/api/v1/people/572138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Jon Singleton called out on strikes.",0,5,4,75,"bottom",9,"2023-09-03T02:10:33.498Z","2023-09-03T02:12:21.699Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,572138,"Jon Singleton","/api/v1/people/572138","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716746,"2023-09-02",5,"2023-09-03T02:09:02.800Z","2023-09-03T02:09:16.356Z",TRUE,"pitch","26e769ac-9c05-4ab4-961b-06dfbf5cdcb4",6,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",3,2,2,NA,NA,3.2,1.47,NA,84.56,187.72,"ground_ball","medium","1",121.77,189.43,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Single","single","Yainer Diaz singles on a ground ball to pitcher Clay Holmes.",0,5,4,74,"bottom",9,"2023-09-03T02:07:19.313Z","2023-09-03T02:09:16.356Z",TRUE,FALSE,FALSE,FALSE,33,3,2,2,673237,"Yainer Diaz","/api/v1/people/673237","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","New York Yankees","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.8,88.5,14,0.87,0.39,6.036,33.5727,-28.9267,-7.8159,1.628,0.8511,1.891,6.2121,-140.727,-7.398,-0.3755,50.0037,6.4425,-15.5914,25.2,7.2,24,2137,226,80.9,-71,1,NA,NA,NA,FALSE,-27.8,1.6,12.8,NA,NA,NA,NA,NA,NA,FALSE,FALSE,673237,"Yainer Diaz","/api/v1/people/673237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
