"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718300,"2023-05-05",0,"2023-05-06T01:18:30.068Z","2023-05-06T01:18:37.164Z",TRUE,"pitch","db5d27ef-270b-49c2-bee6-44c7fece0518",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.77,1.78,NA,117.49,167.54,"line_drive","medium","8",148.77,55.04,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Lineout","field_out","Anthony Rizzo lines out to center fielder Jose Siri.",0,4,5,71,"top",9,"2023-05-06T01:18:20.119Z","2023-05-06T01:18:37.164Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,519203,"Anthony Rizzo","/api/v1/people/519203","L","Left",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Tampa Bay Rays","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.1,81.9,5,0.9,0.4218,6.6817,26.5417,-28.22,-7.8998,2.3141,-0.013,2.6386,6.0076,-129.7297,-2.4698,-1.3297,50.0018,5.7488,-13.4962,22.8,7.2,24,2282,230,99.1,20,362,NA,NA,NA,TRUE,-30.5,3.8,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718300,"2023-05-05",3,"2023-05-06T01:17:49.247Z","2023-05-06T01:17:59.619Z",TRUE,"pitch","40860c7f-1cee-4ded-a9f3-89a21a68a317",4,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,2,2,NA,NA,3.09,1.45,NA,120.92,165.48,"line_drive","medium","7",80.15,94.7,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Single","single","Anthony Volpe singles on a line drive to left fielder Randy Arozarena.",0,4,5,70,"top",9,"2023-05-06T01:16:39.606Z","2023-05-06T01:17:59.619Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Tampa Bay Rays","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",91.8,83.7,2,0.89,0.4111,6.6521,30.3953,-28.6046,-10.0049,1.9916,-0.1029,2.7148,6.2507,-133.5372,-2.7258,-1.1814,50.0065,5.8199,-17.9624,30,7.2,24,2418,232,74.9,24,243,NA,NA,NA,FALSE,-29.4,3.2,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,683011,"Anthony Volpe","/api/v1/people/683011",NA,NA,NA,NA,NA,NA,NA
718300,"2023-05-05",2,"2023-05-06T01:17:24.658Z","2023-05-06T01:17:27.658Z",TRUE,"pitch","91ff9321-c0b5-4106-a736-7a485e71dc96",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.09,1.45,NA,134.82,162.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Single","single","Anthony Volpe singles on a line drive to left fielder Randy Arozarena.",0,4,5,70,"top",9,"2023-05-06T01:16:39.606Z","2023-05-06T01:17:59.619Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Tampa Bay Rays","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",91,82.7,1,0.89,0.4153,6.6616,31.1138,-32.6307,-9.9898,-0.2544,-0.4675,2.8173,5.3089,-132.4221,-1.538,-1.2118,50.0066,5.8169,-17.5549,26.4,8.4,24,2385,233,NA,NA,NA,NA,NA,NA,FALSE,-34,-0.6,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718300,"2023-05-05",1,"2023-05-06T01:17:05.299Z","2023-05-06T01:17:09.457Z",TRUE,"pitch","1554c44f-584c-4c91-8ead-6e838b909238",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,2,NA,NA,3.09,1.45,NA,130.22,207.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Single","single","Anthony Volpe singles on a line drive to left fielder Randy Arozarena.",0,4,5,70,"top",9,"2023-05-06T01:16:39.606Z","2023-05-06T01:17:59.619Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Tampa Bay Rays","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",91,83.3,13,0.9,0.4149,6.5405,29.7402,-29.9087,-10.5276,1.2852,-0.3468,1.1741,6.0523,-132.3124,-5.8845,-1.3029,50.0047,5.6347,-18.5607,28.8,8.4,24,2294,238,NA,NA,NA,NA,NA,NA,FALSE,-32,1.2,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718300,"2023-05-05",0,"2023-05-06T01:16:47.739Z","2023-05-06T01:16:51.555Z",TRUE,"pitch","7cf2a0d7-202d-4383-bd0a-aa59d3920004",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,2.9464,1.4063,NA,135.04,197.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Single","single","Anthony Volpe singles on a line drive to left fielder Randy Arozarena.",0,4,5,70,"top",9,"2023-05-06T01:16:39.606Z","2023-05-06T01:17:59.619Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Tampa Bay Rays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.4,88.1,7,0.91,0.3911,6.9886,32.1039,-10.8003,-5.8445,10.7642,-0.4732,1.5123,4.4694,-140.1389,-9.2231,-1.3306,50.0066,5.5547,-11.6102,39.6,3.6,24,2676,211,NA,NA,NA,NA,NA,NA,FALSE,-11.8,17.8,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718300,"2023-05-05",5,"2023-05-06T01:16:16.411Z","2023-05-06T01:16:20.277Z",TRUE,"pitch","abfb5432-42ae-4205-8fad-66bab0177570",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,1,NA,NA,3.28,1.52,NA,108.72,192.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Oswaldo Cabrera strikes out swinging.",0,4,5,69,"top",9,"2023-05-06T01:14:31.178Z","2023-05-06T01:16:20.277Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,665828,"Oswaldo Cabrera","/api/v1/people/665828","L","Left",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Tampa Bay Rays","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",78.3,71.1,8,0.96,0.4848,6.5008,24.8772,-34.9466,12.6224,-2.1591,0.2173,1.7127,0.5762,-113.8671,-0.8058,-1.6751,50.0005,5.5915,16.2347,25.2,12,24,2699,48,NA,NA,NA,NA,NA,NA,TRUE,-49.2,-3.7,-22.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718300,"2023-05-05",4,"2023-05-06T01:15:55.910Z","2023-05-06T01:15:59.133Z",TRUE,"pitch","12b21e0c-7e5b-4641-bcdd-b03f86020ce4",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.28,1.52,NA,97.1,189.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Oswaldo Cabrera strikes out swinging.",0,4,5,69,"top",9,"2023-05-06T01:14:31.178Z","2023-05-06T01:16:20.277Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,665828,"Oswaldo Cabrera","/api/v1/people/665828","L","Left",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Tampa Bay Rays","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",90.1,82.2,9,0.9,0.4195,6.6775,29.645,-31.8724,-8.7807,0.1788,0.522,1.8367,7.5558,-130.9506,-3.5241,-1.2708,50.0063,5.6042,-15.1353,22.8,8.4,24,2194,242,NA,NA,NA,NA,NA,NA,FALSE,-34.3,-0.4,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718300,"2023-05-05",2,"2023-05-06T01:15:13.302Z","2023-05-06T01:15:18.899Z",TRUE,"pitch","43d2d901-84c6-4e4e-be24-d591255aa0f3",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,1,NA,NA,3.151,1.4063,NA,136.9,199.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Oswaldo Cabrera strikes out swinging.",0,4,5,69,"top",9,"2023-05-06T01:14:31.178Z","2023-05-06T01:16:20.277Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,665828,"Oswaldo Cabrera","/api/v1/people/665828","L","Left",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Tampa Bay Rays","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",77.5,70.6,7,0.94,0.4893,6.3089,24.121,-37.3551,9.5962,-4.1016,-0.522,1.4547,-0.2335,-112.7634,-0.7134,-1.659,50.0017,5.6066,12.1236,18,13.2,24,2714,54,NA,NA,NA,NA,NA,NA,FALSE,-53.4,-7.2,-17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718300,"2023-05-05",3,"2023-05-06T01:15:34.359Z","2023-05-06T01:15:39.759Z",FALSE,"no_pitch","6c5fec15-8101-4179-a9ba-e8276a6b7960",3,"Automatic Ball - Pitcher Pitch Timer Violation",NA,NA,NA,NA,FALSE,"VP",NA,FALSE,FALSE,TRUE,"VP","Automatic Ball - Pitcher Pitch Timer Violation",2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Oswaldo Cabrera strikes out swinging.",0,4,5,69,"top",9,"2023-05-06T01:14:31.178Z","2023-05-06T01:16:20.277Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,665828,"Oswaldo Cabrera","/api/v1/people/665828","L","Left",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Tampa Bay Rays","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"pitcher_pitch_timer","Pitcher Pitch Timer Violation",592094,"Jason Adam",NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718300,"2023-05-05",1,"2023-05-06T01:14:53.692Z","2023-05-06T01:14:56.692Z",TRUE,"pitch","88c0fa1b-c47c-4ff5-b02d-bbae7644c44e",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.1709,1.4058,NA,97.75,202.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Oswaldo Cabrera strikes out swinging.",0,4,5,69,"top",9,"2023-05-06T01:14:31.178Z","2023-05-06T01:16:20.277Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,665828,"Oswaldo Cabrera","/api/v1/people/665828","L","Left",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Tampa Bay Rays","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",91.2,83.1,9,0.89,0.4149,6.6059,30.5493,-26.6967,-11.1796,3.1117,0.505,1.3424,8.293,-132.4556,-6.1677,-1.2273,50.0063,5.6758,-19.6992,32.4,7.2,24,2326,233,NA,NA,NA,NA,NA,NA,FALSE,-28.9,4.3,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
