"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717128,"2023-08-05",6,"2023-08-05T02:58:36.466Z","2023-08-05T02:58:42.960Z",TRUE,"pitch","94e39779-9238-46f4-9473-2f87df4f6add",6,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,3,2,NA,NA,3.621,1.7332,NA,156.03,166.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Ketel Marte called out on strikes.",0,2,3,73,"top",9,"2023-08-05T02:56:26.825Z","2023-08-05T02:58:42.960Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,606466,"Ketel Marte","/api/v1/people/606466","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Minnesota Twins",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",98.6,91.7,11,0.92,0.379,6.472,28.4173,-28.0378,-6.184,1.9499,-1.0238,2.6815,5.0913,-143.6883,-4.6146,-2.0015,50.0065,6.0178,-13.1361,22.8,6,24,1823,219,NA,NA,NA,NA,NA,NA,TRUE,-24.8,2.9,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717128,"2023-08-05",5,"2023-08-05T02:58:11.125Z","2023-08-05T02:58:16.925Z",TRUE,"pitch","67a86636-92eb-4893-8ea7-75f8d5df67dc",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.6501,1.7913,NA,151.21,185.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Ketel Marte called out on strikes.",0,2,3,73,"top",9,"2023-08-05T02:56:26.825Z","2023-08-05T02:58:42.960Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,606466,"Ketel Marte","/api/v1/people/606466","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Minnesota Twins",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",97.6,89.9,13,0.92,0.3849,6.3949,30.9395,-25.2402,-7.0413,3.3776,-0.8974,1.9677,6.3178,-142.0245,-5.9401,-2.2302,50.0026,5.6799,-14.4594,26.4,6,24,1709,227,NA,NA,NA,NA,NA,NA,FALSE,-23.5,5.2,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717128,"2023-08-05",4,"2023-08-05T02:57:48.182Z","2023-08-05T02:57:52.287Z",TRUE,"pitch","a17a9a5a-d0eb-4dfd-8c53-9bb4e106439f",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.6355,1.8058,NA,117.45,106.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Ketel Marte called out on strikes.",0,2,3,73,"top",9,"2023-08-05T02:56:26.825Z","2023-08-05T02:58:42.960Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,606466,"Ketel Marte","/api/v1/people/606466","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.1,92,11,0.81,0.3748,6.6499,31.6818,-17.7939,-6.4515,6.6377,-0.0118,4.9071,8.3882,-145.6914,-0.2099,-2.0794,50.0055,6.0482,-13.9827,34.8,3.6,24,2133,225,NA,NA,NA,NA,NA,NA,FALSE,-15,12.1,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717128,"2023-08-05",2,"2023-08-05T02:57:23.071Z","2023-08-05T02:57:31.353Z",TRUE,"pitch","341b6596-8850-4a90-8521-cdf56395cb1c",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.6355,1.7477,NA,95.76,208.51,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Ketel Marte called out on strikes.",0,2,3,73,"top",9,"2023-08-05T02:56:26.825Z","2023-08-05T02:58:42.960Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,606466,"Ketel Marte","/api/v1/people/606466","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Minnesota Twins",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",87.6,81.2,14,2,0.4293,6.4833,25.8229,-38.4494,1.4248,-3.8054,0.5573,1.1212,6.2895,-127.5117,-4.3017,-2.1247,50.0016,5.8583,2.3498,4.8,9.6,24,2664,40,NA,NA,NA,NA,NA,NA,FALSE,-43.2,-7.7,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717128,"2023-08-05",1,"2023-08-05T02:56:58.820Z","2023-08-05T02:57:02.533Z",TRUE,"pitch","5cfb4a84-3d38-47ca-94e5-37ef6d5eea6f",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.6793,1.8494,NA,137.61,166.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Ketel Marte called out on strikes.",0,2,3,73,"top",9,"2023-08-05T02:56:26.825Z","2023-08-05T02:58:42.960Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,606466,"Ketel Marte","/api/v1/people/606466","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Minnesota Twins",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",96.1,89.5,4,0.89,0.3886,6.5132,26.3414,-29.4697,-6.0371,1.3413,-0.5407,2.6689,7.1917,-140.0097,-3.4655,-2.337,50.0058,5.8142,-12.2012,20.4,6,24,1722,221,NA,NA,NA,NA,NA,NA,FALSE,-27.1,2,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717128,"2023-08-05",0,"2023-08-05T02:56:36.028Z","2023-08-05T02:56:39.593Z",TRUE,"pitch","7ebd6d00-ace8-4b95-b20a-e36d8331050f",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.6938,1.7187,NA,130.43,158.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Ketel Marte called out on strikes.",0,2,3,73,"top",9,"2023-08-05T02:56:26.825Z","2023-08-05T02:58:42.960Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,606466,"Ketel Marte","/api/v1/people/606466","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Minnesota Twins",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",96.2,89,4,0.9,0.3894,6.2288,28.2357,-28.8128,-7.3761,1.6731,-0.3522,2.9734,7.7111,-140.0516,-3.1018,-2.1679,50.0034,5.9567,-14.8216,24,6,24,1714,223,NA,NA,NA,NA,NA,NA,FALSE,-26.6,2.6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717128,"2023-08-05",3,"2023-08-05T02:57:35.965Z","2023-08-05T02:57:48.182Z",FALSE,"action",NA,NA,"Alek Thomas steals (6) 2nd base.","Stolen Base 2B",2,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,2,677950,"/api/v1/people/677950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"341b6596-8850-4a90-8521-cdf56395cb1c","stolen_base_2b",NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Ketel Marte called out on strikes.",0,2,3,73,"top",9,"2023-08-05T02:56:26.825Z","2023-08-05T02:58:42.960Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,606466,"Ketel Marte","/api/v1/people/606466","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717128,"2023-08-05",1,"2023-08-05T02:55:46.609Z","2023-08-05T02:55:53.796Z",TRUE,"pitch","684f6abd-a05a-4a28-acf1-233cf6b58717",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.36,1.57,NA,146.04,163.69,"bunt_popup","medium","1",125.44,191.45,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Bunt Pop Out","field_out","Geraldo Perdomo bunt pops out to pitcher Jhoan Duran.",0,2,3,72,"top",9,"2023-08-05T02:55:44.250Z","2023-08-05T02:55:53.796Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,672695,"Geraldo Perdomo","/api/v1/people/672695","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.1,91.3,4,0.87,0.3786,6.3244,30.7249,-12.5003,-7.0801,9.2607,-0.7617,2.7812,7.0378,-144.1998,-6.8289,-2.3036,50.0053,5.9368,-15.0459,44.4,3.6,24,2133,219,31.6,70,39,NA,NA,NA,TRUE,-12,15.7,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,677950,"Alek Thomas","/api/v1/people/677950",664983,"Jake McCarthy","/api/v1/people/664983"
717128,"2023-08-05",0,"2023-08-05T02:55:23.952Z","2023-08-05T02:55:27.773Z",FALSE,"pickoff","230f43f2-1127-4085-8bda-1b72cd7973f8",NA,"Pickoff Attempt 1B",NA,NA,NA,NA,FALSE,"1",NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Bunt Pop Out","field_out","Geraldo Perdomo bunt pops out to pitcher Jhoan Duran.",0,2,3,72,"top",9,"2023-08-05T02:55:44.250Z","2023-08-05T02:55:53.796Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,672695,"Geraldo Perdomo","/api/v1/people/672695","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717128,"2023-08-05",4,"2023-08-05T02:54:29.697Z","2023-08-05T02:54:40.204Z",TRUE,"pitch","21e862a0-e38c-4de7-b599-bf44e2032c81",2,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,1,1,NA,NA,3.31,1.5,NA,146,186.54,"ground_ball","medium","7",89.69,110.42,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Single","single","Alek Thomas singles on a ground ball to left fielder Willi Castro. Jake McCarthy to 3rd.",0,2,3,71,"top",9,"2023-08-05T02:53:27.298Z","2023-08-05T02:54:40.204Z",TRUE,FALSE,FALSE,FALSE,33,0,1,1,677950,"Alek Thomas","/api/v1/people/677950","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Minnesota Twins",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",95.4,88.6,7,0.91,0.3927,6.4046,27.0304,-29.6874,-9.3597,1.2566,-0.7608,1.9347,7.4219,-138.7479,-5.3642,-2.2362,50.0016,5.8378,-18.4994,28.8,7.2,24,1754,223,92.9,-19,5,NA,NA,NA,FALSE,-28.3,1.4,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,677950,"Alek Thomas","/api/v1/people/677950",664983,"Jake McCarthy","/api/v1/people/664983"
