"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","isSubstitution","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
717939,"2023-06-01",10,"2023-06-01T04:12:22.084Z","2023-06-01T04:12:34.113Z",TRUE,"pitch","195d3394-647c-4f0b-a66b-ac41353239a6",5,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",2,2,0,NA,NA,3.5,1.63,NA,114.88,197.11,"line_drive","hard","9",180.54,122.14,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Single","single","Cal Raleigh singles on a sharp line drive to right fielder Greg Allen. Jose Caballero scores.",1,0,1,67,"bottom",10,"2023-06-01T04:10:37.887Z","2023-06-01T04:12:34.113Z",TRUE,TRUE,FALSE,FALSE,60,2,2,0,663728,"Cal Raleigh","/api/v1/people/663728","L","Left",676760,"Ron Marinaccio","/api/v1/people/676760","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","New York Yankees",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",82.6,75.8,8,0.9,0.4572,6.7767,23.457,-34.5417,-9.7474,-1.6294,0.0555,1.5432,9.6071,-119.8478,-1.4159,-2.7412,50.0025,5.2304,-14.1601,19.2,10.8,24,1737,269,107.1,13,236,NA,NA,NA,FALSE,-43.4,-3,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,663728,"Cal Raleigh","/api/v1/people/663728",NA,NA,NA,NA,NA,NA
717939,"2023-06-01",8,"2023-06-01T04:11:44.647Z","2023-06-01T04:11:48.344Z",TRUE,"pitch","07ba3d7c-bc47-4ac9-b003-b89ec73e13ce",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,0,NA,NA,3.5,1.63,NA,122.7,204.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Single","single","Cal Raleigh singles on a sharp line drive to right fielder Greg Allen. Jose Caballero scores.",1,0,1,67,"bottom",10,"2023-06-01T04:10:37.887Z","2023-06-01T04:12:34.113Z",TRUE,TRUE,FALSE,FALSE,60,2,2,0,663728,"Cal Raleigh","/api/v1/people/663728","L","Left",676760,"Ron Marinaccio","/api/v1/people/676760","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","New York Yankees",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83,76.5,13,0.9,0.4538,6.543,22.9371,-32.5193,-10.3526,-0.2367,-0.1495,1.2646,9.3279,-120.5971,-2.546,-2.7181,50.0014,5.1958,-15.284,22.8,9.6,24,1976,263,NA,NA,NA,NA,NA,NA,FALSE,-40.6,-0.8,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717939,"2023-06-01",7,"2023-06-01T04:11:24.235Z","2023-06-01T04:11:28.206Z",TRUE,"pitch","5d0b1290-e11e-42ac-ba6b-d818bff7ffc6",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.3755,1.6293,NA,166.12,159.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Single","single","Cal Raleigh singles on a sharp line drive to right fielder Greg Allen. Jose Caballero scores.",1,0,1,67,"bottom",10,"2023-06-01T04:10:37.887Z","2023-06-01T04:12:34.113Z",TRUE,TRUE,FALSE,FALSE,60,2,2,0,663728,"Cal Raleigh","/api/v1/people/663728","L","Left",676760,"Ron Marinaccio","/api/v1/people/676760","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","New York Yankees",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.1,84.7,11,0.88,0.4076,6.3668,26.9241,-16.9235,-8.133,8.3248,-1.2886,2.9241,6.7454,-133.983,-3.5212,-2.7729,50.0013,5.4532,-14.896,37.2,4.8,24,2168,228,NA,NA,NA,NA,NA,NA,FALSE,-17.5,14.6,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717939,"2023-06-01",6,"2023-06-01T04:11:03.728Z","2023-06-01T04:11:06.728Z",TRUE,"pitch","8ccaa696-2e81-4283-b1ec-7dcfcc0c30d9",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.4251,1.6293,NA,123.79,102.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Single","single","Cal Raleigh singles on a sharp line drive to right fielder Greg Allen. Jose Caballero scores.",1,0,1,67,"bottom",10,"2023-06-01T04:10:37.887Z","2023-06-01T04:12:34.113Z",TRUE,TRUE,FALSE,FALSE,60,2,2,0,663728,"Cal Raleigh","/api/v1/people/663728","L","Left",676760,"Ron Marinaccio","/api/v1/people/676760","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","New York Yankees",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.9,85.7,11,0.9,0.4012,6.2522,29.5427,-13.7426,-6.5252,9.7602,-0.1781,5.0539,9.3996,-136.4324,1.1174,-2.8175,50.0014,5.5851,-12.322,37.2,3.6,24,2276,217,NA,NA,NA,NA,NA,NA,FALSE,-13,18.1,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717939,"2023-06-01",5,"2023-06-01T04:10:39.816Z","2023-06-01T04:10:43.029Z",TRUE,"pitch","7502e6df-81ec-42fc-959a-76f1491d1f8d",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,0,NA,NA,3.5,1.63,NA,141.47,161.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Single","single","Cal Raleigh singles on a sharp line drive to right fielder Greg Allen. Jose Caballero scores.",1,0,1,67,"bottom",10,"2023-06-01T04:10:37.887Z","2023-06-01T04:12:34.113Z",TRUE,TRUE,FALSE,FALSE,60,2,2,0,663728,"Cal Raleigh","/api/v1/people/663728","L","Left",676760,"Ron Marinaccio","/api/v1/people/676760","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","New York Yankees",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.7,85.2,4,0.9,0.4029,6.3639,31.0955,-15.0281,-8.4792,9.1697,-0.6419,2.862,8.6592,-136.1648,-4.0571,-2.7682,50.0007,5.4174,-15.8521,40.8,4.8,24,2327,226,NA,NA,NA,NA,NA,NA,FALSE,-15.5,15.8,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717939,"2023-06-01",0,"2023-06-01T04:06:55.994Z","2023-06-01T04:06:56.029Z",FALSE,"action",NA,NA,"Defensive Substitution: Jose Trevino replaces Franchy Cordero, batting 8th, playing catcher.","Defensive Sub",0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,624431,"/api/v1/people/624431",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_substitution",NA,"2","Catcher","Catcher","C","802","67","atBat","Single","single","Cal Raleigh singles on a sharp line drive to right fielder Greg Allen. Jose Caballero scores.",1,0,1,67,"bottom",10,"2023-06-01T04:10:37.887Z","2023-06-01T04:12:34.113Z",TRUE,TRUE,FALSE,FALSE,60,2,2,0,663728,"Cal Raleigh","/api/v1/people/663728","L","Left",676760,"Ron Marinaccio","/api/v1/people/676760","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,614173,"/api/v1/people/614173",NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717939,"2023-06-01",1,"2023-06-01T04:06:56.029Z","2023-06-01T04:07:42.483Z",FALSE,"action",NA,NA,"Pitching Change: Ron Marinaccio replaces Clay Holmes.","Pitching Substitution",0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,676760,"/api/v1/people/676760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"67","atBat","Single","single","Cal Raleigh singles on a sharp line drive to right fielder Greg Allen. Jose Caballero scores.",1,0,1,67,"bottom",10,"2023-06-01T04:10:37.887Z","2023-06-01T04:12:34.113Z",TRUE,TRUE,FALSE,FALSE,60,2,2,0,663728,"Cal Raleigh","/api/v1/people/663728","L","Left",676760,"Ron Marinaccio","/api/v1/people/676760","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717939,"2023-06-01",2,"2023-06-01T04:07:42.483Z","2023-06-01T04:08:24.370Z",FALSE,"action",NA,NA,"Eugenio Suarez starts inning at 2nd base.","Runner Placed On Base",0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,553993,"/api/v1/people/553993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"runner_placed",NA,NA,NA,NA,NA,NA,"67","atBat","Single","single","Cal Raleigh singles on a sharp line drive to right fielder Greg Allen. Jose Caballero scores.",1,0,1,67,"bottom",10,"2023-06-01T04:10:37.887Z","2023-06-01T04:12:34.113Z",TRUE,TRUE,FALSE,FALSE,60,2,2,0,663728,"Cal Raleigh","/api/v1/people/663728","L","Left",676760,"Ron Marinaccio","/api/v1/people/676760","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717939,"2023-06-01",3,"2023-06-01T04:08:24.370Z","2023-06-01T04:08:40.948Z",FALSE,"action",NA,NA,"On-field Delay.","Game Advisory",0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,663728,"/api/v1/people/663728",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"game_advisory",NA,NA,NA,NA,NA,NA,"67","atBat","Single","single","Cal Raleigh singles on a sharp line drive to right fielder Greg Allen. Jose Caballero scores.",1,0,1,67,"bottom",10,"2023-06-01T04:10:37.887Z","2023-06-01T04:12:34.113Z",TRUE,TRUE,FALSE,FALSE,60,2,2,0,663728,"Cal Raleigh","/api/v1/people/663728","L","Left",676760,"Ron Marinaccio","/api/v1/people/676760","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717939,"2023-06-01",4,"2023-06-01T04:08:40.948Z","2023-06-01T04:10:39.816Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-runner Jose Caballero replaces Eugenio Suarez.","Offensive Substitution",0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,676609,"/api/v1/people/676609",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"12","Pinch Runner","Runner","PR","501","67","atBat","Single","single","Cal Raleigh singles on a sharp line drive to right fielder Greg Allen. Jose Caballero scores.",1,0,1,67,"bottom",10,"2023-06-01T04:10:37.887Z","2023-06-01T04:12:34.113Z",TRUE,TRUE,FALSE,FALSE,60,2,2,0,663728,"Cal Raleigh","/api/v1/people/663728","L","Left",676760,"Ron Marinaccio","/api/v1/people/676760","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,553993,"/api/v1/people/553993",2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
