"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718318,"2023-05-04",5,"2023-05-04T19:17:34.865Z","2023-05-04T19:17:41.739Z",TRUE,"pitch","7894b67b-9f95-4554-9a3d-a4660eb77ea4",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.45,1.63,NA,124.41,199.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Strikeout","strikeout","Starling Marte strikes out swinging.",0,0,2,60,"top",9,"2023-05-04T19:15:58.225Z","2023-05-04T19:17:41.739Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,516782,"Starling Marte","/api/v1/people/516782","R","Right",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Detroit Tigers",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",88.5,81.8,13,2,0.4248,6.7088,26.0517,-35.5881,-1.2233,-2.0249,-0.1944,1.455,5.6916,-128.8033,-3.4835,-2.2712,50.0048,5.569,-2.0624,1.2,8.4,24,2211,36,NA,NA,NA,NA,NA,NA,TRUE,-39,-4.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718318,"2023-05-04",4,"2023-05-04T19:17:20.111Z","2023-05-04T19:17:25.657Z",TRUE,"pitch","7965ca24-82de-4d5b-92d1-5584329820d2",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.5551,1.7096,NA,151.94,223.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Strikeout","strikeout","Starling Marte strikes out swinging.",0,0,2,60,"top",9,"2023-05-04T19:15:58.225Z","2023-05-04T19:17:41.739Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,516782,"Starling Marte","/api/v1/people/516782","R","Right",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Detroit Tigers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.9,89.3,13,0.91,0.3862,6.5293,33.6088,-17.5995,-11.1793,7.158,-0.9166,0.5789,7.5543,-142.0372,-9.7854,-2.1632,50.0019,5.1962,-22.76,46.8,6,24,2250,224,NA,NA,NA,NA,NA,NA,FALSE,-17.8,11,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718318,"2023-05-04",2,"2023-05-04T19:16:45.268Z","2023-05-04T19:16:51.617Z",TRUE,"pitch","9952bc9f-9aad-4ce0-99c8-0ef801b03d6d",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,1,NA,NA,3.5289,1.6834,NA,121.59,182.47,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"60","atBat","Strikeout","strikeout","Starling Marte strikes out swinging.",0,0,2,60,"top",9,"2023-05-04T19:15:58.225Z","2023-05-04T19:17:41.739Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,516782,"Starling Marte","/api/v1/people/516782","R","Right",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Detroit Tigers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.9,88.5,8,0.91,0.3914,6.4633,28.4142,-21.3175,-9.9582,5.4576,-0.1204,2.0857,9.383,-139.4175,-5.1033,-2.2195,50.0005,5.3277,-19.7972,38.4,6,24,2124,223,NA,NA,NA,NA,NA,NA,FALSE,-20.5,9.1,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718318,"2023-05-04",1,"2023-05-04T19:16:25.025Z","2023-05-04T19:16:30.559Z",TRUE,"pitch","d7e821ac-8a39-41dd-9c87-e8ef80b7b099",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,1,NA,NA,3.45,1.63,NA,165.37,169.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Strikeout","strikeout","Starling Marte strikes out swinging.",0,0,2,60,"top",9,"2023-05-04T19:15:58.225Z","2023-05-04T19:17:41.739Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,516782,"Starling Marte","/api/v1/people/516782","R","Right",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Detroit Tigers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.3,89.7,11,0.91,0.3877,6.6055,25.9545,-24.0767,-9.7034,3.9886,-1.2688,2.5634,6.3033,-140.2601,-3.4646,-2.2623,50.0059,5.35,-19.7121,37.2,6,24,2167,229,NA,NA,NA,NA,NA,NA,FALSE,-22.2,6.8,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718318,"2023-05-04",0,"2023-05-04T19:16:08.349Z","2023-05-04T19:16:13.238Z",TRUE,"pitch","0411ca30-bbf5-42e2-b7ac-4c0a38290580",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.5551,1.6571,NA,166.8,172.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Strikeout","strikeout","Starling Marte strikes out swinging.",0,0,2,60,"top",9,"2023-05-04T19:15:58.225Z","2023-05-04T19:17:41.739Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,516782,"Starling Marte","/api/v1/people/516782","R","Right",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Detroit Tigers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.3,89.2,13,0.91,0.3888,6.4623,27.6191,-20.728,-9.4197,5.6731,-1.3064,2.472,6.2595,-140.1561,-4.4739,-2.3294,50.0002,5.4183,-18.9935,39.6,6,24,2179,225,NA,NA,NA,NA,NA,NA,FALSE,-19.6,9.7,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718318,"2023-05-04",3,"2023-05-04T19:17:12.508Z","2023-05-04T19:17:20.111Z",FALSE,"action",NA,NA,"Brandon Nimmo caught stealing 2nd base, catcher Jake Rogers to second baseman Zack Short.","Caught Stealing 2B",0,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,2,607043,"/api/v1/people/607043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9952bc9f-9aad-4ce0-99c8-0ef801b03d6d","caught_stealing_2b",NA,NA,NA,NA,NA,NA,"60","atBat","Strikeout","strikeout","Starling Marte strikes out swinging.",0,0,2,60,"top",9,"2023-05-04T19:15:58.225Z","2023-05-04T19:17:41.739Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,516782,"Starling Marte","/api/v1/people/516782","R","Right",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Detroit Tigers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718318,"2023-05-04",1,"2023-05-04T19:15:30.948Z","2023-05-04T19:15:41.613Z",TRUE,"pitch","116620d9-5361-46ff-a969-140392712aaa",2,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,0,1,NA,NA,3.47,1.69,NA,130.29,158.98,"line_drive","hard","7",78.17,108.93,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Single","single","Brandon Nimmo singles on a sharp line drive to left fielder Zach McKinstry.",0,0,2,59,"top",9,"2023-05-04T19:15:11.940Z","2023-05-04T19:15:41.613Z",TRUE,FALSE,FALSE,FALSE,33,1,0,1,607043,"Brandon Nimmo","/api/v1/people/607043","L","Left",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Detroit Tigers","true",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",87.7,80.4,1,2,0.4295,6.2839,26.5666,-35.4336,-1.6456,-1.978,-0.3488,2.9555,5.6796,-127.597,0.2327,-2.391,50.0042,5.658,-2.7109,2.4,8.4,24,2269,26,106.4,12,256,NA,NA,NA,FALSE,-38.9,-3.2,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,607043,"Brandon Nimmo","/api/v1/people/607043",NA,NA,NA,NA,NA,NA
718318,"2023-05-04",0,"2023-05-04T19:15:16.980Z","2023-05-04T19:15:21.606Z",TRUE,"pitch","2c008b6c-6db9-4440-a02d-06f541616243",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.5289,1.6571,NA,189.93,173.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Single","single","Brandon Nimmo singles on a sharp line drive to left fielder Zach McKinstry.",0,0,2,59,"top",9,"2023-05-04T19:15:11.940Z","2023-05-04T19:15:41.613Z",TRUE,FALSE,FALSE,FALSE,33,1,0,1,607043,"Brandon Nimmo","/api/v1/people/607043","L","Left",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Detroit Tigers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.8,86.9,13,2,0.3945,6.7186,34.4975,-24.0026,-8.6592,4.1988,-1.9132,2.4131,4.5873,-139.4214,-3.6535,-2.4643,50.0065,5.3451,-16.8671,32.4,6,24,2196,225,NA,NA,NA,NA,NA,NA,FALSE,-23,7,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718318,"2023-05-04",8,"2023-05-04T19:14:49.385Z","2023-05-04T19:14:57.268Z",TRUE,"pitch","a3b8bc72-1819-467f-bbd3-7086681cabf3",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,0,NA,NA,3.29,1.57,NA,119.87,174.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Strikeout","strikeout","Daniel Vogelbach strikes out swinging.",0,0,2,58,"top",9,"2023-05-04T19:13:11.363Z","2023-05-04T19:14:57.268Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,596129,"Daniel Vogelbach","/api/v1/people/596129","L","Left",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Detroit Tigers",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",88.1,81,5,2,0.4272,6.3944,26.5315,-34.6141,-1.0451,-1.4642,-0.0752,2.3865,5.9528,-128.2046,-1.2526,-2.2915,50.0037,5.5833,-1.7399,1.2,8.4,24,2260,33,NA,NA,NA,NA,NA,NA,TRUE,-37.9,-2.8,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718318,"2023-05-04",6,"2023-05-04T19:14:20.113Z","2023-05-04T19:14:25.223Z",TRUE,"pitch","a7ae3bed-9377-4629-bc18-d2c24e35398e",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,0,NA,NA,3.3713,1.6571,NA,109.23,212.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Strikeout","strikeout","Daniel Vogelbach strikes out swinging.",0,0,2,58,"top",9,"2023-05-04T19:13:11.363Z","2023-05-04T19:14:57.268Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,596129,"Daniel Vogelbach","/api/v1/people/596129","L","Left",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Detroit Tigers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.1,86.9,14,0.91,0.3974,6.8839,31.186,-22.3406,-11.0063,5.1149,0.2039,0.9734,10.7244,-137.9166,-7.5931,-2.3084,50.0043,5.2734,-21.1667,38.4,6,24,2258,229,NA,NA,NA,NA,NA,NA,FALSE,-22.8,7.7,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
