"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718404,"2023-04-27",3,"2023-04-27T19:10:08.425Z","2023-04-27T19:10:14.195Z",TRUE,"pitch","ce0a8e22-03a8-4f98-88f6-960401f29f37",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.41,1.67,NA,96.19,169.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Strikeout","strikeout","Teoscar Hernandez strikes out swinging.",0,0,1,59,"top",9,"2023-04-27T19:08:56.985Z","2023-04-27T19:10:14.195Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,606192,"Teoscar Hernández","/api/v1/people/606192","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Philadelphia Phillies","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.3,88.2,6,0.92,0.3909,6.7144,30.5791,-14.0652,-6.6725,9.0996,0.5458,2.5722,10.9129,-139.9273,-3.2615,-2.5317,50.0004,4.6702,-13.2763,36,3.6,24,2531,221,NA,NA,NA,NA,NA,NA,TRUE,-13.6,16,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718404,"2023-04-27",2,"2023-04-27T19:09:37.769Z","2023-04-27T19:09:41.128Z",TRUE,"pitch","8677a773-4311-4715-9fd0-45b4b1d33455",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.41,1.67,NA,113.22,190.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Strikeout","strikeout","Teoscar Hernandez strikes out swinging.",0,0,1,59,"top",9,"2023-04-27T19:08:56.985Z","2023-04-27T19:10:14.195Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,606192,"Teoscar Hernández","/api/v1/people/606192","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Philadelphia Phillies","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",85.3,78.5,8,0.9,0.4417,6.6329,25.8854,-40.9349,6.3537,-5.6337,0.0991,1.7984,4.7339,-124.2048,0.6391,-2.6597,50.0014,4.9536,9.8825,14.4,10.8,24,2719,61,NA,NA,NA,NA,NA,NA,FALSE,-47.4,-9.7,-12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718404,"2023-04-27",1,"2023-04-27T19:09:18.089Z","2023-04-27T19:09:22.156Z",TRUE,"pitch","717324bf-54f6-4ee9-b71e-e8bda180deba",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.41,1.67,NA,94.75,218.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Strikeout","strikeout","Teoscar Hernandez strikes out swinging.",0,0,1,59,"top",9,"2023-04-27T19:08:56.985Z","2023-04-27T19:10:14.195Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,606192,"Teoscar Hernández","/api/v1/people/606192","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Philadelphia Phillies","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",85.3,78.6,14,0.9,0.4424,6.6992,26.5407,-40.8011,6.6526,-5.5646,0.5837,0.7685,5.7251,-124.1506,-1.7971,-2.6227,50.004,4.9204,10.3098,15.6,10.8,24,2721,59,NA,NA,NA,NA,NA,NA,FALSE,-48,-10.2,-13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718404,"2023-04-27",0,"2023-04-27T19:09:01.672Z","2023-04-27T19:09:04.672Z",TRUE,"pitch","40cdefc7-d667-478c-9525-480a58ef170d",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.41,1.67,NA,99.95,196.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Strikeout","strikeout","Teoscar Hernandez strikes out swinging.",0,0,1,59,"top",9,"2023-04-27T19:08:56.985Z","2023-04-27T19:10:14.195Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,606192,"Teoscar Hernández","/api/v1/people/606192","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Philadelphia Phillies","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",84.2,77.5,9,0.9,0.4476,6.6677,25.2902,-40.5075,6.1733,-5.5059,0.4473,1.5792,5.7372,-122.5779,0.3823,-2.7294,50.0006,4.8929,9.3479,14.4,10.8,24,2608,60,NA,NA,NA,NA,NA,NA,FALSE,-48.2,-9.6,-12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718404,"2023-04-27",2,"2023-04-27T19:08:19.563Z","2023-04-27T19:08:28.518Z",TRUE,"pitch","af4c5906-f8d0-4946-a3ab-8c5d1f41a7bc",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.44,1.65,NA,113.32,197.91,"ground_ball","medium","5",107.15,163.13,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Groundout","field_out","Eugenio Suarez grounds out, third baseman Edmundo Sosa to first baseman Kody Clemens.",0,0,1,58,"top",9,"2023-04-27T19:07:46.129Z","2023-04-27T19:08:28.518Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,553993,"Eugenio Suárez","/api/v1/people/553993","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Philadelphia Phillies","true",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",84.8,78.1,14,0.9,0.4443,6.6473,25.315,-39.0898,7.2256,-4.4939,0.0966,1.5136,4.7182,-123.4279,-0.0586,-2.7808,50.0045,4.8382,11.1128,16.8,10.8,24,2615,61,91.8,-18,6,NA,NA,NA,TRUE,-46,-7.9,-14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718404,"2023-04-27",1,"2023-04-27T19:08:02.125Z","2023-04-27T19:08:05.125Z",TRUE,"pitch","83111f1a-e0cb-4825-aad9-f20515d2734b",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.44,1.65,NA,116.09,168.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Groundout","field_out","Eugenio Suarez grounds out, third baseman Edmundo Sosa to first baseman Kody Clemens.",0,0,1,58,"top",9,"2023-04-27T19:07:46.129Z","2023-04-27T19:08:28.518Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,553993,"Eugenio Suárez","/api/v1/people/553993","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Philadelphia Phillies","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.9,86.5,5,0.91,0.3975,6.7163,31.1611,-15.4045,-6.4698,8.7276,0.0238,2.6059,9.6513,-137.8725,-2.725,-2.6845,50.0036,4.649,-12.4337,32.4,3.6,24,2401,218,NA,NA,NA,NA,NA,NA,FALSE,-15.1,15.4,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718404,"2023-04-27",0,"2023-04-27T19:07:47.145Z","2023-04-27T19:07:51.265Z",TRUE,"pitch","d12a9e97-4164-475d-bf95-36b7ce3da1bc",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.44,1.65,NA,70.69,193.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Groundout","field_out","Eugenio Suarez grounds out, third baseman Edmundo Sosa to first baseman Kody Clemens.",0,0,1,58,"top",9,"2023-04-27T19:07:46.129Z","2023-04-27T19:08:28.518Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,553993,"Eugenio Suárez","/api/v1/people/553993","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Philadelphia Phillies","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.7,86.5,14,0.91,0.3986,6.921,30.2615,-12.7957,-6.069,10.1318,1.215,1.674,11.9325,-137.3899,-5.7931,-2.3948,50.0066,4.6787,-11.6133,32.4,3.6,24,2448,220,NA,NA,NA,NA,NA,NA,FALSE,-13.4,17.3,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718404,"2023-04-27",6,"2023-04-27T19:07:15.681Z","2023-04-27T19:07:19.925Z",TRUE,"pitch","28744bb8-55f0-4a79-a3fe-749b683c3f84",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,0,NA,NA,3.2008,1.2874,NA,82.78,176.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Strikeout","strikeout","Ty France called out on strikes.",0,0,1,57,"top",9,"2023-04-27T19:05:25.861Z","2023-04-27T19:07:19.925Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,664034,"Ty France","/api/v1/people/664034","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Philadelphia Phillies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.9,87.7,12,0.91,0.3931,6.9039,30.5776,-15.3244,-6.0292,8.5646,0.8977,2.2896,11.2896,-139.2269,-3.8111,-2.4223,50.0058,4.6872,-11.8667,30,3.6,24,2378,220,NA,NA,NA,NA,NA,NA,TRUE,-14.9,14.9,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718404,"2023-04-27",5,"2023-04-27T19:06:54.854Z","2023-04-27T19:06:59.205Z",TRUE,"pitch","a3eb49e7-c841-420c-a99f-b2f479e80c2d",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.13,1.48,NA,76.59,202.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Strikeout","strikeout","Ty France called out on strikes.",0,0,1,57,"top",9,"2023-04-27T19:05:25.861Z","2023-04-27T19:07:19.925Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,664034,"Ty France","/api/v1/people/664034","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Philadelphia Phillies",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",86.5,79.9,14,0.9,0.4356,6.678,25.761,-40.2084,6.4442,-5.0245,1.0601,1.3255,6.6357,-125.7936,-0.8471,-2.4499,50.0003,4.9294,10.3125,15.6,10.8,24,2678,61,NA,NA,NA,NA,NA,NA,FALSE,-45.7,-9,-13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718404,"2023-04-27",4,"2023-04-27T19:06:34.387Z","2023-04-27T19:06:39.770Z",TRUE,"pitch","31d0200f-7e52-4580-850b-d9d1fde8affe",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.13,1.48,NA,124.05,151.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Strikeout","strikeout","Ty France called out on strikes.",0,0,1,57,"top",9,"2023-04-27T19:05:25.861Z","2023-04-27T19:07:19.925Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,664034,"Ty France","/api/v1/people/664034","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Philadelphia Phillies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97,89.3,2,0.92,0.3867,6.6648,29.229,-15.9329,-6.6006,7.976,-0.185,3.2276,8.8714,-141.114,-1.6535,-2.498,50.0021,4.8371,-13.4401,36,3.6,24,2513,223,NA,NA,NA,NA,NA,NA,FALSE,-14.5,14.4,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
