"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
746233,"2024-05-14",4,"2024-05-14T04:15:06.549Z","2024-05-14T04:15:09.976Z",TRUE,"pitch","d954e6c0-5cd8-464c-8226-9770ba041b29",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,0,NA,NA,3.4482,1.6516,NA,138.36,202.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Single","single","Nolan Gorman singles on a fly ball to left fielder Taylor Ward. Nolan Arenado to 2nd.",0,8,5,72,"top",9,"2024-05-14T04:13:46.478Z","2024-05-14T04:15:36.299Z",TRUE,FALSE,FALSE,FALSE,33,3,2,0,669357,"Nolan Gorman","/api/v1/people/669357","L","Left",660761,"José Suarez","/api/v1/people/660761","L","Left","vs_LHP","vs_LHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Los Angeles Angels","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.9,84.5,13,2,0.4072,6.1401,31.1415,-17.8902,9.6965,7.8129,-0.5603,1.3323,-8.777,-134.8401,-7.1775,1.4877,50.0066,5.3055,17.7403,38.4,6,24,2157,143,NA,NA,NA,NA,NA,NA,FALSE,-19.4,12.6,-15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746233,"2024-05-14",3,"2024-05-14T04:14:44.327Z","2024-05-14T04:14:47.998Z",TRUE,"pitch","722a517c-b0e3-4291-88a4-42839a39b5ec",4,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,2,0,NA,NA,3.4022,1.7456,NA,176.23,227.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Single","single","Nolan Gorman singles on a fly ball to left fielder Taylor Ward. Nolan Arenado to 2nd.",0,8,5,72,"top",9,"2024-05-14T04:13:46.478Z","2024-05-14T04:15:36.299Z",TRUE,FALSE,FALSE,FALSE,33,3,2,0,669357,"Nolan Gorman","/api/v1/people/669357","L","Left",660761,"José Suarez","/api/v1/people/660761","L","Left","vs_LHP","vs_LHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Los Angeles Angels","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.2,78.4,13,2,0.4458,6.0073,21.925,-27.7541,-2.425,2.8828,-1.5538,0.4211,-6.9114,-122.4134,-6.1239,1.6099,50.0025,5.3015,-3.7155,9.6,7.2,24,2649,225,NA,NA,NA,NA,NA,NA,FALSE,-34.2,4.1,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746233,"2024-05-14",2,"2024-05-14T04:14:20.992Z","2024-05-14T04:14:24.313Z",TRUE,"pitch","8cbd8e72-c31a-4428-892a-5c76138caaeb",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.46,1.64,NA,116.14,172.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Single","single","Nolan Gorman singles on a fly ball to left fielder Taylor Ward. Nolan Arenado to 2nd.",0,8,5,72,"top",9,"2024-05-14T04:13:46.478Z","2024-05-14T04:15:36.299Z",TRUE,FALSE,FALSE,FALSE,33,3,2,0,669357,"Nolan Gorman","/api/v1/people/669357","L","Left",660761,"José Suarez","/api/v1/people/660761","L","Left","vs_LHP","vs_LHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Los Angeles Angels","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.2,83.9,5,0.89,0.4095,5.8287,30.364,-17.4906,8.4178,8.115,0.0226,2.4516,-6.7755,-134.0207,-4.7529,1.4963,50.0062,5.5067,15.237,36,4.8,24,2127,149,NA,NA,NA,NA,NA,NA,FALSE,-18.6,13.8,-13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746233,"2024-05-14",1,"2024-05-14T04:14:03.553Z","2024-05-14T04:14:07.311Z",TRUE,"pitch","dfb999b3-33c3-45f8-b124-6a0d915b93df",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,0,NA,NA,3.5366,1.6755,NA,119.54,157.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Single","single","Nolan Gorman singles on a fly ball to left fielder Taylor Ward. Nolan Arenado to 2nd.",0,8,5,72,"top",9,"2024-05-14T04:13:46.478Z","2024-05-14T04:15:36.299Z",TRUE,FALSE,FALSE,FALSE,33,3,2,0,669357,"Nolan Gorman","/api/v1/people/669357","L","Left",660761,"José Suarez","/api/v1/people/660761","L","Left","vs_LHP","vs_LHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Los Angeles Angels","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.6,83.1,2,2,0.4126,5.9348,30.7253,-18.0653,8.9577,7.9239,-0.0666,2.9928,-7.3519,-133.1425,-3.1836,1.5776,50.0047,5.5242,15.9552,37.2,4.8,24,2201,147,NA,NA,NA,NA,NA,NA,FALSE,-19.1,13.8,-14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746233,"2024-05-14",0,"2024-05-14T04:13:46.478Z","2024-05-14T04:13:50.876Z",TRUE,"pitch","f77f1396-cf49-45b7-a45e-886c1a998e2b",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.5247,1.6197,NA,65.62,149.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Single","single","Nolan Gorman singles on a fly ball to left fielder Taylor Ward. Nolan Arenado to 2nd.",0,8,5,72,"top",9,"2024-05-14T04:13:46.478Z","2024-05-14T04:15:36.299Z",TRUE,FALSE,FALSE,FALSE,33,3,2,0,669357,"Nolan Gorman","/api/v1/people/669357","L","Left",660761,"José Suarez","/api/v1/people/660761","L","Left","vs_LHP","vs_LHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Los Angeles Angels","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.9,84.2,12,0.9,0.4065,6.0375,32.1039,-14.0567,4.0272,9.8754,1.3478,3.2977,-2.1966,-135.2245,-3.7671,1.6516,50.0014,5.7085,7.3864,25.2,3.6,24,2273,151,NA,NA,NA,NA,NA,NA,FALSE,-14.8,17.2,-6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746233,"2024-05-14",1,"2024-05-14T04:13:13.053Z","2024-05-14T04:13:22.409Z",TRUE,"pitch","d487a51b-9e28-4528-8121-37ee59b664a7",2,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,1,0,NA,NA,3.37,1.63,NA,101.42,183.96,"ground_ball","medium","5",109.33,176.86,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Field Error","field_error","Nolan Arenado reaches on a fielding error by third baseman Niko Goodrum.",0,8,5,71,"top",9,"2024-05-14T04:12:59.042Z","2024-05-14T04:13:22.409Z",TRUE,FALSE,FALSE,FALSE,0,0,1,0,571448,"Nolan Arenado","/api/v1/people/571448","R","Right",660761,"José Suarez","/api/v1/people/660761","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Los Angeles Angels","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.3,76.5,9,0.91,0.4523,6.1379,23.9765,-31.4847,9.0618,0.4692,0.4089,2.0303,-5.3864,-121.1524,-1.9497,1.4851,50.0059,5.601,13.4546,21.6,9.6,24,1503,132,89.7,-33,4,NA,NA,NA,FALSE,-38.9,0.6,-15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,571448,"Nolan Arenado","/api/v1/people/571448",NA,NA,NA
746233,"2024-05-14",0,"2024-05-14T04:13:02.649Z","2024-05-14T04:13:06.502Z",TRUE,"pitch","7ccf88e6-bd62-4f90-94ea-0ed71cfffbcb",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.5049,1.7012,NA,86,168.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Field Error","field_error","Nolan Arenado reaches on a fielding error by third baseman Niko Goodrum.",0,8,5,71,"top",9,"2024-05-14T04:12:59.042Z","2024-05-14T04:13:22.409Z",TRUE,FALSE,FALSE,FALSE,0,0,1,0,571448,"Nolan Arenado","/api/v1/people/571448","R","Right",660761,"José Suarez","/api/v1/people/660761","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Los Angeles Angels","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93,83.7,6,0.91,0.4077,6.0804,34.0982,-11.6125,5.1382,11.2949,0.8133,2.6018,-4.053,-135.2217,-5.6916,1.6766,50.0067,5.5754,9.3578,32.4,3.6,24,2408,147,NA,NA,NA,NA,NA,NA,FALSE,-13,19.2,-8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746233,"2024-05-14",4,"2024-05-14T04:10:38.880Z","2024-05-14T04:10:44.414Z",TRUE,"pitch","7d8531c1-0e52-448b-8c01-2260d62ef6c9",3,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",0,3,2,NA,NA,3.19,1.5,NA,82.02,217.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Logan O'Hoppe strikes out swinging.",0,8,5,70,"bottom",8,"2024-05-14T04:10:01.959Z","2024-05-14T04:10:44.414Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,681351,"Logan O'Hoppe","/api/v1/people/681351","R","Right",552640,"Andrew Kittredge","/api/v1/people/552640","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels","St. Louis Cardinals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.7,82.1,14,0.9,0.4244,6.3947,26.0872,-29.3554,2.2138,1.6686,0.9177,0.773,5.977,-128.9172,-7.1478,-1.7158,50.0023,5.8388,3.7357,8.4,7.2,24,2627,140,NA,NA,NA,NA,NA,NA,TRUE,-33.1,1.7,-5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746233,"2024-05-14",3,"2024-05-14T04:10:21.328Z","2024-05-14T04:10:25.528Z",TRUE,"pitch","d0351828-ae32-4edd-8193-8fbcc25b7c20",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.19,1.5,NA,66.14,208.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Logan O'Hoppe strikes out swinging.",0,8,5,70,"bottom",8,"2024-05-14T04:10:01.959Z","2024-05-14T04:10:44.414Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,681351,"Logan O'Hoppe","/api/v1/people/681351","R","Right",552640,"Andrew Kittredge","/api/v1/people/552640","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels","St. Louis Cardinals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.8,81.7,14,0.89,0.4247,6.5244,27.5328,-27.7193,1.847,2.6443,1.3342,1.1239,7.0677,-129.1022,-6.4427,-1.6817,50.0022,5.7927,3.108,8.4,7.2,24,2640,133,NA,NA,NA,NA,NA,NA,FALSE,-31.3,3.5,-4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746233,"2024-05-14",2,"2024-05-14T04:10:04.267Z","2024-05-14T04:10:08.718Z",TRUE,"pitch","d895a5bb-f98e-43f1-a87f-479ab36cb2fd",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.19,1.5,NA,122.67,173.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Logan O'Hoppe strikes out swinging.",0,8,5,70,"bottom",8,"2024-05-14T04:10:01.959Z","2024-05-14T04:10:44.414Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,681351,"Logan O'Hoppe","/api/v1/people/681351","R","Right",552640,"Andrew Kittredge","/api/v1/people/552640","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels","St. Louis Cardinals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.2,80.9,5,0.9,0.4271,6.4007,27.7118,-30.4314,3.4106,1.0449,-0.1489,2.4047,3.0558,-128.4756,-2.8204,-1.7986,50.0022,5.8927,5.6748,12,7.2,24,2568,116,NA,NA,NA,NA,NA,NA,FALSE,-33.7,1.4,-6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746233,"2024-05-14",0,"2024-05-14T04:07:10.523Z","2024-05-14T04:08:05.416Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",8,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Logan O'Hoppe strikes out swinging.",0,8,5,70,"bottom",8,"2024-05-14T04:10:01.959Z","2024-05-14T04:10:44.414Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,681351,"Logan O'Hoppe","/api/v1/people/681351","R","Right",552640,"Andrew Kittredge","/api/v1/people/552640","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels","St. Louis Cardinals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746233,"2024-05-14",1,"2024-05-14T04:08:05.416Z","2024-05-14T04:10:04.267Z",FALSE,"action",NA,NA,"Pitching Change: Andrew Kittredge replaces Ryan Fernandez.","Pitching Substitution",8,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,552640,"/api/v1/people/552640",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"70","atBat","Strikeout","strikeout","Logan O'Hoppe strikes out swinging.",0,8,5,70,"bottom",8,"2024-05-14T04:10:01.959Z","2024-05-14T04:10:44.414Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,681351,"Logan O'Hoppe","/api/v1/people/681351","R","Right",552640,"Andrew Kittredge","/api/v1/people/552640","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels","St. Louis Cardinals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746233,"2024-05-14",3,"2024-05-14T04:06:47.540Z","2024-05-14T04:06:58.316Z",TRUE,"pitch","e5857547-aedb-4e2a-842f-e0c7756132ca",4,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,2,2,NA,NA,3.38,1.58,NA,116.09,170.02,"line_drive","medium","9",156.97,101.51,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Kevin Pillar singles on a line drive to right fielder Lars Nootbaar. Jo Adell scores. Taylor Ward to 2nd.",1,8,5,69,"bottom",8,"2024-05-14T04:05:46.334Z","2024-05-14T04:06:58.316Z",TRUE,TRUE,FALSE,FALSE,33,1,2,2,607680,"Kevin Pillar","/api/v1/people/607680","R","Right",681676,"Ryan Fernandez","/api/v1/people/681676","R","Right","vs_RHP","vs_RHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels","St. Louis Cardinals","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.4,77.9,5,2,0.4452,6.311,23.7876,-31.1988,2.6545,0.6386,0.0239,2.5465,5.0633,-122.9007,-1.7612,-2.4059,50.0042,5.9158,4.0711,8.4,8.4,24,2602,106,75.7,27,241,NA,NA,NA,FALSE,-37.3,1,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,621493,"Taylor Ward","/api/v1/people/621493",607680,"Kevin Pillar","/api/v1/people/607680",NA,NA,NA
746233,"2024-05-14",2,"2024-05-14T04:06:29.394Z","2024-05-14T04:06:33.185Z",TRUE,"pitch","75c197d7-2128-4670-9eaf-b4deaaeac62c",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,2,NA,NA,3.3557,1.5556,NA,94.85,179.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Kevin Pillar singles on a line drive to right fielder Lars Nootbaar. Jo Adell scores. Taylor Ward to 2nd.",1,8,5,69,"bottom",8,"2024-05-14T04:05:46.334Z","2024-05-14T04:06:58.316Z",TRUE,TRUE,FALSE,FALSE,33,1,2,2,607680,"Kevin Pillar","/api/v1/people/607680","R","Right",681676,"Ryan Fernandez","/api/v1/people/681676","R","Right","vs_RHP","vs_RHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels","St. Louis Cardinals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.5,85.2,6,2,0.4038,6.74,30.6872,-12.9928,-3.9107,10.3025,0.581,2.204,8.3147,-135.8143,-6.6355,-2.0168,50.0041,5.5887,-7.2828,20.4,3.6,24,2145,193,NA,NA,NA,NA,NA,NA,FALSE,-14.2,17.4,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746233,"2024-05-14",1,"2024-05-14T04:06:14.831Z","2024-05-14T04:06:18.639Z",TRUE,"pitch","84e064ba-1a16-42b6-9128-747d2292977b",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.3094,1.5556,NA,107.13,212.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Kevin Pillar singles on a line drive to right fielder Lars Nootbaar. Jo Adell scores. Taylor Ward to 2nd.",1,8,5,69,"bottom",8,"2024-05-14T04:05:46.334Z","2024-05-14T04:06:58.316Z",TRUE,TRUE,FALSE,FALSE,33,1,2,2,607680,"Kevin Pillar","/api/v1/people/607680","R","Right",681676,"Ryan Fernandez","/api/v1/people/681676","R","Right","vs_RHP","vs_RHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels","St. Louis Cardinals","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.4,78.6,14,2,0.4417,6.3807,25.6477,-29.5265,0.8296,1.7019,0.2588,0.9667,6.0369,-124.1615,-5.4527,-2.3153,50.0029,5.6584,1.2905,4.8,8.4,24,2486,103,NA,NA,NA,NA,NA,NA,FALSE,-35.6,2,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746233,"2024-05-14",0,"2024-05-14T04:06:00.471Z","2024-05-14T04:06:03.926Z",TRUE,"pitch","0d31e3f2-8b2d-4247-9e60-a6f60fa21b6a",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3556,1.5633,NA,102.83,179.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Kevin Pillar singles on a line drive to right fielder Lars Nootbaar. Jo Adell scores. Taylor Ward to 2nd.",1,8,5,69,"bottom",8,"2024-05-14T04:05:46.334Z","2024-05-14T04:06:58.316Z",TRUE,TRUE,FALSE,FALSE,33,1,2,2,607680,"Kevin Pillar","/api/v1/people/607680","R","Right",681676,"Ryan Fernandez","/api/v1/people/681676","R","Right","vs_RHP","vs_RHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels","St. Louis Cardinals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.8,85.4,6,2,0.4026,6.6505,31.426,-14.544,-4.6236,9.4153,0.3718,2.1926,7.6209,-136.319,-6.3413,-1.866,50.0015,5.5625,-8.6567,24,3.6,24,1977,200,NA,NA,NA,NA,NA,NA,FALSE,-15.5,15.8,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
