"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","isBaseRunningPlay","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718220,"2023-05-10",4,"2023-05-11T02:05:45.305Z","2023-05-11T02:05:54.651Z",TRUE,"pitch","a45618ef-c987-496d-8b26-caa92c1d72e8",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,2,NA,NA,3.31,1.53,NA,124.68,196.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Travis d'Arnaud strikes out swinging.",0,5,2,71,"bottom",9,"2023-05-11T02:04:00.174Z","2023-05-11T02:05:54.651Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,518595,"Travis d'Arnaud","/api/v1/people/518595","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Boston Red Sox","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.9,82.1,8,0.8,0.4257,6.921,23.5167,-33.3729,4.2041,-0.7139,-0.2014,1.5716,3.1343,-128.074,-5.7176,-1.9823,50.0035,6.4067,7.0659,12,8.4,24,2502,80,NA,NA,NA,NA,NA,NA,TRUE,-37.2,-2.3,-8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718220,"2023-05-10",3,"2023-05-11T02:05:21.249Z","2023-05-11T02:05:27.100Z",TRUE,"pitch","90989d27-0446-4123-bef3-2f04cc9cc798",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.31,1.53,NA,83.87,183.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Travis d'Arnaud strikes out swinging.",0,5,2,71,"bottom",9,"2023-05-11T02:04:00.174Z","2023-05-11T02:05:54.651Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,518595,"Travis d'Arnaud","/api/v1/people/518595","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Boston Red Sox","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98.5,90.5,14,0.9,0.3823,7.0042,31.8729,-8.5166,1.5199,11.368,0.8692,2.0644,5.5776,-143.0791,-10.5436,-1.2999,50.0002,6.3233,3.1619,21.6,2.4,24,2758,178,NA,NA,NA,NA,NA,NA,FALSE,-9.5,18.7,-3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718220,"2023-05-10",2,"2023-05-11T02:04:57.604Z","2023-05-11T02:05:01.513Z",TRUE,"pitch","cfc0ba17-be99-4499-8362-2cb38bf6d0b8",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.31,1.53,NA,122.59,153.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Travis d'Arnaud strikes out swinging.",0,5,2,71,"bottom",9,"2023-05-11T02:04:00.174Z","2023-05-11T02:05:54.651Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,518595,"Travis d'Arnaud","/api/v1/people/518595","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Boston Red Sox","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98.7,91.2,2,2,0.3796,6.9396,29.557,-9.2312,-1.195,10.8493,-0.1466,3.1674,5.4892,-143.6323,-7.4543,-1.9173,50.0003,6.3518,-2.528,7.2,2.4,24,2772,187,NA,NA,NA,NA,NA,NA,FALSE,-9.2,18.6,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718220,"2023-05-10",1,"2023-05-11T02:04:38.016Z","2023-05-11T02:04:42.089Z",TRUE,"pitch","39862886-d248-4612-bdeb-95d717342fbb",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.31,1.53,NA,112.82,172.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Travis d'Arnaud strikes out swinging.",0,5,2,71,"bottom",9,"2023-05-11T02:04:00.174Z","2023-05-11T02:05:54.651Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,518595,"Travis d'Arnaud","/api/v1/people/518595","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Boston Red Sox","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98.4,90.9,5,0.75,0.3813,6.9778,29.2602,-9.0484,-0.3853,11.0312,0.1097,2.458,5.8974,-143.0063,-9.1721,-1.9187,50.002,6.2528,-0.8091,2.4,2.4,24,2811,186,NA,NA,NA,NA,NA,NA,FALSE,-9.5,18.6,-0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718220,"2023-05-10",0,"2023-05-11T02:04:21.475Z","2023-05-11T02:04:26.251Z",TRUE,"pitch","0c47dad0-017d-400f-aa44-4b8c6d497a9c",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.5611,1.6613,NA,90.89,166.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Travis d'Arnaud strikes out swinging.",0,5,2,71,"bottom",9,"2023-05-11T02:04:00.174Z","2023-05-11T02:05:54.651Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,518595,"Travis d'Arnaud","/api/v1/people/518595","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Boston Red Sox","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",96.5,89.2,6,0.77,0.3887,6.9906,28.6143,-11.7609,-0.6206,10.1276,0.6849,2.6774,7.912,-140.3408,-7.6689,-2.0777,50.0038,6.1927,-1.251,1.2,2.4,24,2779,186,NA,NA,NA,NA,NA,NA,FALSE,-12.1,17.2,-0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718220,"2023-05-10",4,"2023-05-11T02:03:41.254Z","2023-05-11T02:03:53.504Z",TRUE,"pitch","25a45ae3-5dc4-4d04-a4b2-ae32646736df",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,1,NA,NA,3.22,1.6,NA,124.53,167.22,"fly_ball","medium","8",117.94,82.59,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Ozzie Albies flies out to center fielder Jarren Duran.",0,5,2,70,"bottom",9,"2023-05-11T02:01:58.422Z","2023-05-11T02:03:53.504Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,645277,"Ozzie Albies","/api/v1/people/645277","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",97.1,89.5,5,0.69,0.3867,6.7145,29.7104,-9.0339,-0.587,11.3677,-0.1975,2.6504,5.855,-141.2022,-8.4403,-2.2146,50.0043,6.2456,-1.1957,0,2.4,24,2798,187,91.2,34,355,NA,NA,NA,TRUE,-9.7,19.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,592696,"Eddie Rosario","/api/v1/people/592696",NA,NA,NA
718220,"2023-05-10",3,"2023-05-11T02:03:19.532Z","2023-05-11T02:03:23.318Z",TRUE,"pitch","d222e7c3-dde1-4a7e-931b-f891afffd8e0",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,1,NA,NA,3.22,1.6,NA,134.78,174.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Ozzie Albies flies out to center fielder Jarren Duran.",0,5,2,70,"bottom",9,"2023-05-11T02:01:58.422Z","2023-05-11T02:03:53.504Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,645277,"Ozzie Albies","/api/v1/people/645277","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",96.5,88.6,4,0.9,0.3897,6.7575,30.8435,-9.7385,2.0243,11.2085,-0.4666,2.3907,4.3637,-140.3667,-8.8199,-2.3024,50.0018,6.2018,4.0517,22.8,2.4,24,2732,182,NA,NA,NA,NA,NA,NA,FALSE,-10.6,18.7,-4.6,NA,NA,1,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718220,"2023-05-10",2,"2023-05-11T02:02:58.357Z","2023-05-11T02:03:03.493Z",TRUE,"pitch","94c58e0a-042f-4f92-a5f5-e0648be5c4c5",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.1578,1.6613,NA,193.62,131.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Ozzie Albies flies out to center fielder Jarren Duran.",0,5,2,70,"bottom",9,"2023-05-11T02:01:58.422Z","2023-05-11T02:03:53.504Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,645277,"Ozzie Albies","/api/v1/people/645277","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Boston Red Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.9,76.9,11,0.9,0.4515,6.4657,21.4294,-36.3614,3.2503,-2.8067,-2.0101,3.9901,-0.1391,-120.8787,1.4387,-2.3749,50.0006,6.5566,4.8555,7.2,9.6,24,2355,61,NA,NA,NA,NA,NA,NA,FALSE,-43.9,-4.6,-5.9,NA,NA,1,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718220,"2023-05-10",0,"2023-05-11T02:02:25.447Z","2023-05-11T02:02:30.195Z",TRUE,"pitch","437e889b-aec9-43a0-a3ff-b478101e6162",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.2698,1.6388,NA,157.37,174.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Ozzie Albies flies out to center fielder Jarren Duran.",0,5,2,70,"bottom",9,"2023-05-11T02:01:58.422Z","2023-05-11T02:03:53.504Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,645277,"Ozzie Albies","/api/v1/people/645277","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",97.1,89.3,13,0.88,0.3869,6.9394,30.4765,-8.5574,0.9003,11.6215,-1.0592,2.3871,3.3505,-141.2564,-9.0629,-2.375,50.003,6.1771,1.8295,13.2,2.4,24,2715,187,NA,NA,NA,NA,NA,NA,FALSE,-9.4,19.6,-2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718220,"2023-05-10",1,"2023-05-11T02:02:38.615Z","2023-05-11T02:02:43.615Z",FALSE,"stepoff","bd5e37b9-c957-41c2-b43d-08792ab0362f",NA,"Pitcher Step Off",NA,NA,NA,NA,FALSE,"PSO",NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Ozzie Albies flies out to center fielder Jarren Duran.",0,5,2,70,"bottom",9,"2023-05-11T02:01:58.422Z","2023-05-11T02:03:53.504Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,645277,"Ozzie Albies","/api/v1/people/645277","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
