"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","isBaseRunningPlay","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType","reviewDetails.challengeTeamId"
746636,"2024-05-19",1,"2024-05-19T19:58:45.805Z","2024-05-19T19:59:09.789Z",TRUE,"pitch","def4fbc4-dfbd-440d-a57a-acda61ca8b29",1,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,0,2,NA,NA,3.29,1.52,NA,97.73,190.13,"fly_ball","medium","9",221.27,96.12,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Home Run","home_run","Will Brennan homers (5) on a fly ball to right field. Andrés Giménez scores. Josh Naylor scores.",3,2,5,66,"bottom",9,"2024-05-19T19:58:43.513Z","2024-05-19T19:59:09.789Z",TRUE,TRUE,FALSE,FALSE,75,0,0,2,686823,"Will Brennan","/api/v1/people/686823","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Minnesota Twins",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",83.6,78.3,9,2,0.4473,5.9468,20.1611,-35.5265,0.4271,-2.1987,0.5056,1.8018,6.6799,-121.6811,-2.3338,-2.3119,50.0037,5.803,0.6499,2.4,9.6,24,2525,49,96.8,36,345,NA,NA,NA,FALSE,-42.8,-4.2,-2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746636,"2024-05-19",0,"2024-05-19T19:58:13.804Z","2024-05-19T19:58:45.805Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",2,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"66","atBat","Home Run","home_run","Will Brennan homers (5) on a fly ball to right field. Andrés Giménez scores. Josh Naylor scores.",3,2,5,66,"bottom",9,"2024-05-19T19:58:43.513Z","2024-05-19T19:59:09.789Z",TRUE,TRUE,FALSE,FALSE,75,0,0,2,686823,"Will Brennan","/api/v1/people/686823","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746636,"2024-05-19",1,"2024-05-19T19:55:19.349Z","2024-05-19T19:55:36.354Z",TRUE,"pitch","62ae296b-220e-4a4b-b052-73ef9a75f7ab",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.1639,1.5193,NA,66.22,214.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Intent Walk","intent_walk","Jhoan Duran intentionally walks Josh Naylor.",0,2,2,65,"bottom",9,"2024-05-19T19:55:17.024Z","2024-05-19T19:57:54.291Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,647304,"Josh Naylor","/api/v1/people/647304","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Minnesota Twins",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",93.8,86.4,14,0.83,0.4023,6.2137,28.9622,-30.0478,-8.3967,1.1296,1.3322,0.8934,12.6497,-135.9836,-7.204,-2.2824,50.0015,5.6528,-15.7736,22.8,7.2,24,1695,236,NA,NA,NA,NA,NA,NA,FALSE,-30.6,0.6,12.6,1,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746636,"2024-05-19",3,"2024-05-19T19:57:39.690Z","2024-05-19T19:57:51.187Z",FALSE,"no_pitch","07466366-0666-1003-001c-f08cd117d70a",1,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Intent Walk","intent_walk","Jhoan Duran intentionally walks Josh Naylor.",0,2,2,65,"bottom",9,"2024-05-19T19:55:17.024Z","2024-05-19T19:57:54.291Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,647304,"Josh Naylor","/api/v1/people/647304","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746636,"2024-05-19",4,"2024-05-19T19:57:51.187Z","2024-05-19T19:57:51.221Z",FALSE,"no_pitch","07466366-0666-1013-001c-f08cd117d70a",1,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Intent Walk","intent_walk","Jhoan Duran intentionally walks Josh Naylor.",0,2,2,65,"bottom",9,"2024-05-19T19:55:17.024Z","2024-05-19T19:57:54.291Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,647304,"Josh Naylor","/api/v1/people/647304","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746636,"2024-05-19",5,"2024-05-19T19:57:51.221Z","2024-05-19T19:57:54.291Z",FALSE,"no_pitch","07466366-0666-1023-001c-f08cd117d70a",1,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Intent Walk","intent_walk","Jhoan Duran intentionally walks Josh Naylor.",0,2,2,65,"bottom",9,"2024-05-19T19:55:17.024Z","2024-05-19T19:57:54.291Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,647304,"Josh Naylor","/api/v1/people/647304","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,647304,"Josh Naylor","/api/v1/people/647304",665926,"Andrés Giménez","/api/v1/people/665926",NA,NA,NA,NA
746636,"2024-05-19",0,"2024-05-19T19:54:58.291Z","2024-05-19T19:55:01.962Z",FALSE,"pickoff","7cbcc084-aaa3-49ac-87f9-79ccccaa22a0",NA,"Pickoff Attempt 1B",NA,NA,NA,NA,FALSE,"1",NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Intent Walk","intent_walk","Jhoan Duran intentionally walks Josh Naylor.",0,2,2,65,"bottom",9,"2024-05-19T19:55:17.024Z","2024-05-19T19:57:54.291Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,647304,"Josh Naylor","/api/v1/people/647304","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746636,"2024-05-19",2,"2024-05-19T19:56:33.194Z","2024-05-19T19:57:39.690Z",FALSE,"action",NA,NA,"Umpire reviewed (tag play), call on the field was overturned: Wild pitch by pitcher Jhoan Duran. Andrés Giménez to 2nd.","Wild Pitch",2,2,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,1,0,2,665926,"/api/v1/people/665926",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62ae296b-220e-4a4b-b052-73ef9a75f7ab","wild_pitch",NA,NA,NA,NA,NA,NA,"65","atBat","Intent Walk","intent_walk","Jhoan Duran intentionally walks Josh Naylor.",0,2,2,65,"bottom",9,"2024-05-19T19:55:17.024Z","2024-05-19T19:57:54.291Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,647304,"Josh Naylor","/api/v1/people/647304","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746636,"2024-05-19",0,"2024-05-19T19:54:17.952Z","2024-05-19T19:54:29.951Z",TRUE,"pitch","7c561ddf-9e27-4899-aab6-8f7ce87cb47c",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.41,1.63,NA,117.16,173.89,"fly_ball","medium","7",69.15,104.78,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Flyout","field_out","José Ramírez flies out to left fielder Willi Castro.",0,2,2,64,"bottom",9,"2024-05-19T19:54:04.433Z","2024-05-19T19:54:29.951Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,608070,"José Ramírez","/api/v1/people/608070","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Minnesota Twins","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",96.2,88.7,5,0.92,0.3906,6.4075,29.1746,-28.7827,-8.6224,1.7002,-0.0043,2.4033,9.8487,-139.8078,-3.6626,-2.4392,50.0036,5.6027,-17.206,27.6,7.2,24,1752,243,84.1,40,275,NA,NA,NA,TRUE,-26.9,2.5,13.8,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,665926,"Andrés Giménez","/api/v1/people/665926",NA,NA,NA,NA,NA,NA,NA
746636,"2024-05-19",3,"2024-05-19T19:53:44.272Z","2024-05-19T19:53:48.902Z",TRUE,"pitch","fd50a8c4-eee4-4d68-a1d1-4f5e9dd07027",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,0,1,NA,NA,3.195,1.5443,NA,166.63,138.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Walk","walk","Andrés Giménez walks.",0,2,2,63,"bottom",9,"2024-05-19T19:52:37.450Z","2024-05-19T19:53:48.902Z",TRUE,FALSE,FALSE,FALSE,0,4,0,1,665926,"Andrés Giménez","/api/v1/people/665926","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Minnesota Twins","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.6,92,11,2,0.3739,5.9268,34.3703,-18.5807,-7.6007,6.2547,-1.3019,3.7155,5.5307,-146.4549,-3.1277,-2.2266,50.0058,5.9077,-16.5252,38.4,4.8,24,2073,226,NA,NA,NA,NA,NA,NA,FALSE,-16.1,10.9,12.7,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,665926,"Andrés Giménez","/api/v1/people/665926",NA,NA,NA,NA,NA,NA,NA
