"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717761,"2023-06-15",3,"2023-06-15T04:37:43.675Z","2023-06-15T04:37:52.969Z",TRUE,"pitch","fdfc1ce6-db0d-4dda-9a49-cde4cf0977ad",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.36,1.69,NA,103.1,169.01,"popup","medium","5",80.52,153.46,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Pop Out","field_out","JJ Bleday pops out to third baseman Isaac Paredes.",0,6,3,75,"bottom",9,"2023-06-15T04:36:45.354Z","2023-06-15T04:37:52.969Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,668709,"JJ Bleday","/api/v1/people/668709","L","Left",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_LHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Tampa Bay Rays",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",77.9,71.2,6,0.9,0.4847,6.494,22.6948,-31.0243,10.1951,0.8895,0.3648,2.584,1.7864,-113.4501,-0.042,-1.7583,50.0013,5.7209,13.1553,24,10.8,24,2720,55,70.8,58,164,NA,NA,NA,TRUE,-43.4,1.9,-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717761,"2023-06-15",2,"2023-06-15T04:37:24.183Z","2023-06-15T04:37:28.679Z",TRUE,"pitch","f4a0e064-70e4-4b7b-8331-c258e9cc291d",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.4814,1.8027,NA,89.71,167.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Pop Out","field_out","JJ Bleday pops out to third baseman Isaac Paredes.",0,6,3,75,"bottom",9,"2023-06-15T04:36:45.354Z","2023-06-15T04:37:52.969Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,668709,"JJ Bleday","/api/v1/people/668709","L","Left",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_LHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Tampa Bay Rays",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.6,82,6,0.9,0.4234,6.4785,24.2815,-29.5383,-8.759,1.5518,0.716,2.6434,7.7258,-128.8869,-3.0549,-1.1679,50.0035,6.1014,-14.8844,24,8.4,24,2202,231,NA,NA,NA,NA,NA,NA,FALSE,-32.2,2.4,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717761,"2023-06-15",0,"2023-06-15T04:37:06.177Z","2023-06-15T04:37:15.021Z",TRUE,"pitch","fdb01f15-c980-4163-8669-24ce8a22aa16",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.577,1.8662,NA,167.37,158.43,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"75","atBat","Pop Out","field_out","JJ Bleday pops out to third baseman Isaac Paredes.",0,6,3,75,"bottom",9,"2023-06-15T04:36:45.354Z","2023-06-15T04:37:52.969Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,668709,"JJ Bleday","/api/v1/people/668709","L","Left",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_LHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Tampa Bay Rays",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89,82.6,11,0.91,0.4203,6.6371,23.9305,-28.4693,-9.5799,2.1465,-1.3213,2.976,3.3722,-129.6991,-2.4009,-1.3843,50.0027,6.0575,-16.5257,28.8,7.2,24,2274,230,NA,NA,NA,NA,NA,NA,FALSE,-30.5,3.6,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717761,"2023-06-15",1,"2023-06-15T04:37:31.884Z","2023-06-15T04:37:32.884Z",FALSE,"action",NA,NA,"Jace Peterson advances to 2nd on defensive indifference.","Defensive Indiff",6,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,0,2,607054,"/api/v1/people/607054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fdb01f15-c980-4163-8669-24ce8a22aa16","defensive_indiff",NA,NA,NA,NA,NA,NA,"75","atBat","Pop Out","field_out","JJ Bleday pops out to third baseman Isaac Paredes.",0,6,3,75,"bottom",9,"2023-06-15T04:36:45.354Z","2023-06-15T04:37:52.969Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,668709,"JJ Bleday","/api/v1/people/668709","L","Left",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_LHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717761,"2023-06-15",5,"2023-06-15T04:36:28.259Z","2023-06-15T04:36:34.264Z",TRUE,"pitch","cfc71c41-cd78-4281-bccc-b5b125a4058f",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,1,NA,NA,3.6089,1.7393,NA,95.19,191.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Aledmys Diaz called out on strikes.",0,6,3,74,"bottom",9,"2023-06-15T04:34:24.319Z","2023-06-15T04:36:34.264Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,649557,"Aledmys Díaz","/api/v1/people/649557","R","Right",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.9,87.2,9,0.9,0.3968,6.7418,29.1187,-9.2685,-4.6831,11.8533,0.5722,1.7412,6.3398,-137.7735,-10.0881,-1.1447,50.0013,6.0658,-9.049,34.8,2.4,24,2602,213,NA,NA,NA,NA,NA,NA,TRUE,-10.8,19.7,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,607054,"Jace Peterson","/api/v1/people/607054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717761,"2023-06-15",3,"2023-06-15T04:35:53.590Z","2023-06-15T04:35:57.976Z",TRUE,"pitch","736914f5-0142-43b3-8efc-5e83752e39c9",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.43,1.63,NA,152.62,164.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Aledmys Diaz called out on strikes.",0,6,3,74,"bottom",9,"2023-06-15T04:34:24.319Z","2023-06-15T04:36:34.264Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,649557,"Aledmys Díaz","/api/v1/people/649557","R","Right",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Tampa Bay Rays",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",78.1,72.2,11,0.9,0.4809,6.3729,20.0628,-33.9583,10.4782,-1.3539,-0.9343,2.7398,-0.9832,-113.7304,0.7567,-1.8595,50.0047,5.7599,13.7832,21.6,10.8,24,2645,55,NA,NA,NA,NA,NA,NA,FALSE,-46.7,-2,-18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,607054,"Jace Peterson","/api/v1/people/607054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717761,"2023-06-15",2,"2023-06-15T04:35:30.495Z","2023-06-15T04:35:34.604Z",TRUE,"pitch","b58aa660-d1f0-470b-8781-bd3168d8adfa",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.43,1.63,NA,107.83,135.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Aledmys Diaz called out on strikes.",0,6,3,74,"bottom",9,"2023-06-15T04:34:24.319Z","2023-06-15T04:36:34.264Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,649557,"Aledmys Díaz","/api/v1/people/649557","R","Right",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.2,86,12,0.9,0.3997,6.7671,30.6316,-11.7151,-3.6609,10.7606,0.2407,3.8089,5.4736,-137.0928,-3.9573,-1.3072,50.0013,6.0721,-6.96,24,2.4,24,2614,208,NA,NA,NA,NA,NA,NA,FALSE,-12,18.8,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,607054,"Jace Peterson","/api/v1/people/607054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717761,"2023-06-15",1,"2023-06-15T04:35:10.337Z","2023-06-15T04:35:14.916Z",TRUE,"pitch","c74ddcbb-a26b-478d-b49e-607fad4ebce4",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.6408,1.8345,NA,188.84,158.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Aledmys Diaz called out on strikes.",0,6,3,74,"bottom",9,"2023-06-15T04:34:24.319Z","2023-06-15T04:36:34.264Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,649557,"Aledmys Díaz","/api/v1/people/649557","R","Right",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Tampa Bay Rays",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",77.4,70.9,11,0.9,0.4869,6.3829,21.4794,-34.0955,9.5967,-1.4961,-1.8847,2.9555,-2.6552,-112.7116,1.3415,-1.9347,50.0051,5.8091,12.285,19.2,10.8,24,2626,62,NA,NA,NA,NA,NA,NA,FALSE,-47.8,-2,-16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,607054,"Jace Peterson","/api/v1/people/607054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717761,"2023-06-15",0,"2023-06-15T04:34:51.575Z","2023-06-15T04:34:56.404Z",TRUE,"pitch","3bec6553-f397-4955-9eb2-98af47e66376",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.7046,1.771,NA,108.66,193.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Aledmys Diaz called out on strikes.",0,6,3,74,"bottom",9,"2023-06-15T04:34:24.319Z","2023-06-15T04:36:34.264Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,649557,"Aledmys Díaz","/api/v1/people/649557","R","Right",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Tampa Bay Rays",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.9,82.1,8,0.91,0.4226,6.6694,25.3055,-25.9138,-8.0173,3.6729,0.2188,1.6723,6.7789,-129.288,-5.776,-1.3872,50.0036,5.9075,-13.6623,25.2,7.2,24,2147,238,NA,NA,NA,NA,NA,NA,FALSE,-28.8,5.6,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,607054,"Jace Peterson","/api/v1/people/607054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717761,"2023-06-15",4,"2023-06-15T04:36:07.104Z","2023-06-15T04:36:28.259Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",6,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,1,649557,"/api/v1/people/649557",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Aledmys Diaz called out on strikes.",0,6,3,74,"bottom",9,"2023-06-15T04:34:24.319Z","2023-06-15T04:36:34.264Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,649557,"Aledmys Díaz","/api/v1/people/649557","R","Right",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,607054,"Jace Peterson","/api/v1/people/607054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
