"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717132,"2023-08-04",6,"2023-08-05T01:34:35.724Z","2023-08-05T01:34:40.704Z",TRUE,"pitch","89df5ee2-6421-44e7-a699-e316b1505cec",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.45,1.64,NA,120.23,188.17,"line_drive","medium","9",176.85,106.17,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Lineout","field_out","Eloy Jimenez lines out to right fielder Will Brennan.",0,2,4,69,"top",9,"2023-08-05T01:33:12.115Z","2023-08-05T01:34:40.704Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,650391,"Eloy Jiménez","/api/v1/people/650391","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",100.6,92,8,0.91,0.3747,6.7635,35.4501,-16.7036,3.3822,7.1523,-0.0847,1.8745,0.1951,-146.3361,-8.7122,-0.5915,50.0008,5.8967,7.3132,21.6,3.6,24,2752,174,83.8,22,265,NA,NA,NA,TRUE,-15.7,11.4,-6.1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717132,"2023-08-04",5,"2023-08-05T01:34:14.869Z","2023-08-05T01:34:18.084Z",TRUE,"pitch","6207a9da-f4c9-405f-a857-f2d78c7e98d9",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.45,1.64,NA,111.7,161.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Lineout","field_out","Eloy Jimenez lines out to right fielder Will Brennan.",0,2,4,69,"top",9,"2023-08-05T01:33:12.115Z","2023-08-05T01:34:40.704Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,650391,"Eloy Jiménez","/api/v1/people/650391","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",100,91.6,5,0.91,0.376,6.3969,34.3216,-21.5289,2.3386,4.9565,0.1391,2.8495,0.7679,-145.6803,-5.5008,-0.4319,50.0058,6.0642,5.0259,13.2,4.8,24,2607,168,NA,NA,NA,NA,NA,NA,FALSE,-19.2,8,-4.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717132,"2023-08-04",4,"2023-08-05T01:33:53.271Z","2023-08-05T01:33:56.663Z",TRUE,"pitch","26629764-4408-46bb-a9f3-2d6c1eed792a",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,2,2,NA,NA,3.533,1.7515,NA,84.31,222.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Lineout","field_out","Eloy Jimenez lines out to right fielder Will Brennan.",0,2,4,69,"top",9,"2023-08-05T01:33:12.115Z","2023-08-05T01:34:40.704Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,650391,"Eloy Jiménez","/api/v1/people/650391","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Cleveland Guardians",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",92.4,85.2,14,0.9,0.4077,6.5216,29.8411,-32.6048,4.8204,-0.2342,0.8575,0.6179,1.1798,-134.4683,-7.7033,-0.2135,50.0046,5.841,8.8059,14.4,8.4,24,2638,67,NA,NA,NA,NA,NA,NA,FALSE,-34,-1.9,-9,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717132,"2023-08-04",3,"2023-08-05T01:33:31.720Z","2023-08-05T01:33:35.752Z",TRUE,"pitch","7582f87b-7c94-48de-a89b-c18558b9b762",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.45,1.64,NA,124.1,172.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Lineout","field_out","Eloy Jimenez lines out to right fielder Will Brennan.",0,2,4,69,"top",9,"2023-08-05T01:33:12.115Z","2023-08-05T01:34:40.704Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,650391,"Eloy Jiménez","/api/v1/people/650391","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.2,90.9,5,0.91,0.3791,6.4929,33.6685,-19.6523,2.4208,5.9235,-0.1863,2.4488,0.51,-144.4905,-6.3415,-0.6797,50.0035,5.8795,5.119,14.4,3.6,24,2540,163,NA,NA,NA,NA,NA,NA,FALSE,-18.1,9.6,-4.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717132,"2023-08-04",2,"2023-08-05T01:33:14.161Z","2023-08-05T01:33:17.439Z",TRUE,"pitch","2c48bb07-36bb-4266-ad49-3dbae88fe1a6",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.45,1.64,NA,125.15,141.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Lineout","field_out","Eloy Jimenez lines out to right fielder Will Brennan.",0,2,4,69,"top",9,"2023-08-05T01:33:12.115Z","2023-08-05T01:34:40.704Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,650391,"Eloy Jiménez","/api/v1/people/650391","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",100.3,91.9,11,0.91,0.3745,6.6096,34.001,-19.9069,1.2405,5.6607,-0.2139,3.5977,0.7093,-146.1935,-3.3504,-0.6207,50.0051,5.9514,2.6893,8.4,3.6,24,2552,163,NA,NA,NA,NA,NA,NA,FALSE,-17.3,9.7,-2.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717132,"2023-08-04",0,"2023-08-05T01:32:27.359Z","2023-08-05T01:32:42.460Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Eloy Jimenez replaces Elvis Andrus.","Offensive Substitution",2,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,650391,"/api/v1/people/650391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","901","69","atBat","Lineout","field_out","Eloy Jimenez lines out to right fielder Will Brennan.",0,2,4,69,"top",9,"2023-08-05T01:33:12.115Z","2023-08-05T01:34:40.704Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,650391,"Eloy Jiménez","/api/v1/people/650391","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,462101,"/api/v1/people/462101",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717132,"2023-08-04",1,"2023-08-05T01:32:42.460Z","2023-08-05T01:33:14.161Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",2,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"69","atBat","Lineout","field_out","Eloy Jimenez lines out to right fielder Will Brennan.",0,2,4,69,"top",9,"2023-08-05T01:33:12.115Z","2023-08-05T01:34:40.704Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,650391,"Eloy Jiménez","/api/v1/people/650391","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717132,"2023-08-04",4,"2023-08-05T01:32:06.717Z","2023-08-05T01:32:11.928Z",TRUE,"pitch","ff00bdb4-54f5-488e-a2a6-2f69d326394a",5,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",4,1,2,NA,NA,3.2802,1.5511,NA,102.8,233.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Walk","walk","Oscar Colas walks.",0,2,4,68,"top",9,"2023-08-05T01:30:40.235Z","2023-08-05T01:32:11.928Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,693049,"Oscar Colás","/api/v1/people/693049","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Cleveland Guardians","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",91.8,84.5,14,0.9,0.4108,6.3232,29.1157,-26.1631,2.7985,3.3409,0.3726,0.194,1.5562,-133.4013,-9.4192,-0.5822,50.0047,5.6617,5.0359,10.8,6,24,2604,70,NA,NA,NA,NA,NA,NA,FALSE,-28.4,4.2,-5.4,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,693049,"Oscar Colás","/api/v1/people/693049",NA,NA,NA,NA,NA,NA,NA
717132,"2023-08-04",3,"2023-08-05T01:31:49.892Z","2023-08-05T01:31:53.708Z",TRUE,"pitch","f2b1ad70-9ba7-4800-a9df-08fc667c7f00",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,2,NA,NA,3.2311,1.501,NA,103.54,175.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Walk","walk","Oscar Colas walks.",0,2,4,68,"top",9,"2023-08-05T01:30:40.235Z","2023-08-05T01:32:11.928Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,693049,"Oscar Colás","/api/v1/people/693049","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.4,92.1,6,0.91,0.3766,6.5105,29.8134,-18.5029,3.37,6.3643,0.3532,2.3532,1.0912,-144.7412,-6.9329,-0.4655,50.0029,5.8882,7.2403,20.4,3.6,24,2638,168,NA,NA,NA,NA,NA,NA,FALSE,-16.9,10.6,-6.4,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717132,"2023-08-04",2,"2023-08-05T01:31:30.806Z","2023-08-05T01:31:35.204Z",TRUE,"pitch","ef0a52dc-0703-4742-a83c-91e5528a224f",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,2,NA,NA,3.2802,1.526,NA,158.83,157.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Walk","walk","Oscar Colas walks.",0,2,4,68,"top",9,"2023-08-05T01:30:40.235Z","2023-08-05T01:32:11.928Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,693049,"Oscar Colás","/api/v1/people/693049","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.4,92.1,11,0.91,0.3762,6.3963,29.7228,-18.9279,3.1795,6.1533,-1.0975,3.0181,-2.2783,-144.8799,-5.04,-0.7192,50.0064,5.9153,6.8485,18,3.6,24,2700,159,NA,NA,NA,NA,NA,NA,FALSE,-16.8,10.4,-5.4,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
