"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType"
745025,"2024-04-27",6,"2024-04-27T02:29:10.245Z","2024-04-27T02:29:19.803Z",TRUE,"pitch","099e45d5-6251-4a70-b236-2d42b1eb3914",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.36,1.63,NA,95.63,153.56,"fly_ball","medium","9",203,104.56,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Flyout","field_out","Nick Martini flies out to right fielder Adolis García.",0,1,2,64,"top",9,"2024-04-27T02:27:46.947Z","2024-04-27T02:29:19.803Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,605361,"Nick Martini","/api/v1/people/605361","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.4,84.2,3,0.89,0.4082,6.0084,29.5249,-17.7675,-7.6456,7.9058,0.5605,3.1562,9.6561,-134.2604,-1.6499,-2.0921,50.005,5.0454,-13.9372,33.6,4.8,24,2189,237,89.5,43,302,NA,NA,NA,TRUE,-18,14.2,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745025,"2024-04-27",5,"2024-04-27T02:28:44.098Z","2024-04-27T02:28:47.115Z",TRUE,"pitch","8d4a2fcc-8309-4eee-acdd-69d508aeccef",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.36,1.63,NA,133.01,163.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Flyout","field_out","Nick Martini flies out to right fielder Adolis García.",0,1,2,64,"top",9,"2024-04-27T02:27:46.947Z","2024-04-27T02:29:19.803Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,605361,"Nick Martini","/api/v1/people/605361","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.1,84.1,4,0.88,0.4066,5.8904,32.8379,-18.9241,-9.2827,7.2316,-0.4199,2.7842,7.7173,-135.3396,-2.3719,-2.1192,50.0051,5.0151,-17.0162,38.4,6,24,2400,234,NA,NA,NA,NA,NA,NA,FALSE,-19.2,12.7,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745025,"2024-04-27",4,"2024-04-27T02:28:25.802Z","2024-04-27T02:28:32.088Z",TRUE,"pitch","a4b8554c-6706-4b5e-9f07-5e86cca3b9c1",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.36,1.5267,NA,117.63,210.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Flyout","field_out","Nick Martini flies out to right fielder Adolis García.",0,1,2,64,"top",9,"2024-04-27T02:27:46.947Z","2024-04-27T02:29:19.803Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,605361,"Nick Martini","/api/v1/people/605361","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.9,84.9,13,0.88,0.404,6.0288,33.4189,-19.3774,-10.4068,6.8967,-0.0164,1.0521,9.4843,-136.2336,-6.3658,-2.2122,50.0055,4.7851,-19.32,39.6,6,24,2400,239,NA,NA,NA,NA,NA,NA,FALSE,-20.4,11,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745025,"2024-04-27",3,"2024-04-27T02:28:08.518Z","2024-04-27T02:28:11.826Z",TRUE,"pitch","a397c78b-3e14-4b72-afed-ba3ba6026384",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.36,1.5236,NA,132.46,224.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Flyout","field_out","Nick Martini flies out to right fielder Adolis García.",0,1,2,64,"top",9,"2024-04-27T02:27:46.947Z","2024-04-27T02:29:19.803Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,605361,"Nick Martini","/api/v1/people/605361","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Texas Rangers",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",87.2,80,13,0.91,0.4327,6.2306,26.7897,-32.8073,-8.7055,-0.3862,-0.4056,0.5357,7.18,-126.7552,-4.4881,-2.1489,50.0063,4.9595,-14.1174,20.4,9.6,24,1595,258,NA,NA,NA,NA,NA,NA,FALSE,-37.7,-1.6,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745025,"2024-04-27",2,"2024-04-27T02:27:49.208Z","2024-04-27T02:27:54.710Z",TRUE,"pitch","527458b4-4bf8-4b0b-be12-95b3c479ad97",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.36,1.569,NA,139.97,161.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Flyout","field_out","Nick Martini flies out to right fielder Adolis García.",0,1,2,64,"top",9,"2024-04-27T02:27:46.947Z","2024-04-27T02:29:19.803Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,605361,"Nick Martini","/api/v1/people/605361","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,84.9,1,0.92,0.4026,5.9701,33.2769,-17.0871,-7.4505,8.0731,-0.6027,2.8544,6.8609,-136.6283,-2.7304,-2.1923,50.0063,5.0571,-13.9298,34.8,4.8,24,2393,232,NA,NA,NA,NA,NA,NA,FALSE,-17.2,14.2,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745025,"2024-04-27",0,"2024-04-27T02:26:47.479Z","2024-04-27T02:27:05.378Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Nick Martini replaces Santiago Espinal.","Offensive Substitution",1,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,605361,"/api/v1/people/605361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","801","64","atBat","Flyout","field_out","Nick Martini flies out to right fielder Adolis García.",0,1,2,64,"top",9,"2024-04-27T02:27:46.947Z","2024-04-27T02:29:19.803Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,605361,"Nick Martini","/api/v1/people/605361","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Texas Rangers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,669289,"/api/v1/people/669289",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745025,"2024-04-27",1,"2024-04-27T02:27:05.378Z","2024-04-27T02:27:49.208Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",1,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"64","atBat","Flyout","field_out","Nick Martini flies out to right fielder Adolis García.",0,1,2,64,"top",9,"2024-04-27T02:27:46.947Z","2024-04-27T02:29:19.803Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,605361,"Nick Martini","/api/v1/people/605361","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Texas Rangers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745025,"2024-04-27",3,"2024-04-27T02:26:19.040Z","2024-04-27T02:26:24.624Z",TRUE,"pitch","c7fa8186-4791-4a36-8fec-bb4b7d2acf4d",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,1,NA,NA,3.43,1.68,NA,91.88,218.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Jeimer Candelario strikes out swinging.",0,1,2,63,"top",9,"2024-04-27T02:24:51.909Z","2024-04-27T02:26:24.624Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,600869,"Jeimer Candelario","/api/v1/people/600869","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Texas Rangers","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",86.4,79.6,14,0.91,0.4362,6.1777,24.96,-32.7132,-7.7583,-0.3339,0.659,0.7409,9.3126,-125.4767,-3.7573,-2.0894,50.0051,4.9181,-12.3952,18,8.4,24,1307,266,NA,NA,NA,NA,NA,NA,TRUE,-38,-1.3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745025,"2024-04-27",2,"2024-04-27T02:26:00.652Z","2024-04-27T02:26:05.464Z",TRUE,"pitch","1cb5deda-1087-40c2-af7e-885b5c3dde9c",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.377,1.5135,NA,197.25,202.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Jeimer Candelario strikes out swinging.",0,1,2,63,"top",9,"2024-04-27T02:24:51.909Z","2024-04-27T02:26:24.624Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,600869,"Jeimer Candelario","/api/v1/people/600869","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Texas Rangers","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",87.2,80.1,13,0.91,0.4316,5.9782,26.629,-33.6838,-7.9035,-0.9247,-2.1053,1.3486,3.2966,-127.0313,-2.49,-2.3948,50.0037,5.0259,-12.8852,19.2,9.6,24,1283,268,NA,NA,NA,NA,NA,NA,FALSE,-37.9,-2,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745025,"2024-04-27",1,"2024-04-27T02:25:37.467Z","2024-04-27T02:25:41.846Z",TRUE,"pitch","aa7a17a2-7ddd-4eb8-8dd1-16402d2831ab",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.43,1.68,NA,90.78,148.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Jeimer Candelario strikes out swinging.",0,1,2,63,"top",9,"2024-04-27T02:24:51.909Z","2024-04-27T02:26:24.624Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,600869,"Jeimer Candelario","/api/v1/people/600869","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Texas Rangers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.7,85.4,3,0.91,0.4025,5.9715,29.9572,-19.7579,-9.1208,6.6217,0.6879,3.344,10.4475,-136.0919,-1.1464,-2.0163,50.0024,5.1396,-17.1027,36,4.8,24,2333,234,NA,NA,NA,NA,NA,NA,FALSE,-19.3,12,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
