"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
746712,"2024-05-22",1,"2024-05-23T00:27:06.520Z","2024-05-23T00:27:11.378Z",TRUE,"pitch","eaca3adf-181b-41d7-8f13-744c6bdd1e3f",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,0,NA,NA,3.4962,1.7236,NA,111.39,144.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Strikeout","strikeout","Nick Martini called out on strikes.",0,7,3,57,"bottom",7,"2024-05-23T00:26:49.744Z","2024-05-23T00:28:24.686Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,605361,"Nick Martini","/api/v1/people/605361","L","Left",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.9,84.2,2,0.91,0.4099,6.0848,27.8567,-25.7797,-8.7146,3.5328,0.1471,3.5028,10.1805,-133.4728,-0.637,-2.5785,50.0036,5.5957,-15.7763,27.6,6,24,2269,216,NA,NA,NA,NA,NA,NA,FALSE,-25.9,6.5,13.7,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746712,"2024-05-22",0,"2024-05-23T00:26:49.744Z","2024-05-23T00:26:55.326Z",TRUE,"pitch","91b20910-86b6-460e-b1bc-da86e98e73e0",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.4273,1.6705,NA,83.19,137.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Strikeout","strikeout","Nick Martini called out on strikes.",0,7,3,57,"bottom",7,"2024-05-23T00:26:49.744Z","2024-05-23T00:28:24.686Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,605361,"Nick Martini","/api/v1/people/605361","L","Left",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","San Diego Padres","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.4,84.8,12,0.9,0.4072,6.2417,27.6001,-17.3927,-3.2397,8.0569,0.887,3.7484,9.9047,-134.2456,-2.158,-2.4209,50.0051,5.7935,-5.9464,12,3.6,24,2256,211,NA,NA,NA,NA,NA,NA,FALSE,-17.6,14.4,3.8,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746712,"2024-05-22",1,"2024-05-23T00:26:10.165Z","2024-05-23T00:26:21.774Z",TRUE,"pitch","b33fbcce-3de6-4bc8-a0d4-e75959d7b05c",2,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,1,0,NA,NA,3.32,1.61,NA,101.54,163.44,"line_drive","medium","7",48.65,128.78,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Double","double","Spencer Steer doubles (11) on a line drive to left fielder José Azocar.",0,7,3,56,"bottom",7,"2024-05-23T00:25:58.347Z","2024-05-23T00:26:21.774Z",TRUE,FALSE,FALSE,FALSE,34,0,1,0,668715,"Spencer Steer","/api/v1/people/668715","R","Right",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","San Diego Padres","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.1,76.2,3,0.89,0.4538,5.8966,24.8004,-31.1892,8.6876,0.6661,0.4055,2.7905,5.2952,-120.9579,0.0189,-2.9445,50.0016,5.5299,12.7999,24,9.6,24,2699,68,83.1,17,204,NA,NA,NA,FALSE,-38.3,1.4,-17,NA,NA,NA,NA,NA,NA,FALSE,FALSE,668715,"Spencer Steer","/api/v1/people/668715",NA,NA,NA,NA,NA,NA
746712,"2024-05-22",0,"2024-05-23T00:25:58.347Z","2024-05-23T00:26:02.150Z",TRUE,"pitch","01c23e77-c06f-4583-af5b-b4d55b2e4857",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.3578,1.6625,NA,108.93,175.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Double","double","Spencer Steer doubles (11) on a line drive to left fielder José Azocar.",0,7,3,56,"bottom",7,"2024-05-23T00:25:58.347Z","2024-05-23T00:26:21.774Z",TRUE,FALSE,FALSE,FALSE,34,0,1,0,668715,"Spencer Steer","/api/v1/people/668715","R","Right",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.8,83.7,5,0.9,0.4117,6.0398,29.3722,-25.0536,-8.5509,3.9748,0.2116,2.337,10.5189,-133.1921,-3.7521,-2.6832,50.0032,5.5818,-15.3203,26.4,6,24,2313,219,NA,NA,NA,NA,NA,NA,FALSE,-26.2,6.5,13.1,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746712,"2024-05-22",3,"2024-05-23T00:23:47.116Z","2024-05-23T00:23:52.170Z",TRUE,"pitch","62b8d9ac-2317-41d7-be2c-2303d456c4ad",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.3,1.61,NA,111.84,152.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","José Azocar strikes out swinging.",0,7,3,55,"top",7,"2024-05-23T00:22:49.725Z","2024-05-23T00:23:52.170Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,640492,"José Azocar","/api/v1/people/640492","R","Right",686730,"Carson Spiers","/api/v1/people/686730","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Cincinnati Reds","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.2,86.5,2,0.91,0.4008,6.6915,25.1525,-16.1739,-2.4496,8.4289,0.1353,3.1981,5.053,-135.8147,-3.2445,-1.4175,50.0061,5.5097,-4.6522,12,3.6,24,2350,216,NA,NA,NA,NA,NA,NA,TRUE,-16.1,14.9,3.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746712,"2024-05-22",2,"2024-05-23T00:23:30.000Z","2024-05-23T00:23:33.852Z",TRUE,"pitch","9ee06a61-db5e-40ab-939f-88dd76bc6771",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.3,1.61,NA,109.43,145.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","José Azocar strikes out swinging.",0,7,3,55,"top",7,"2024-05-23T00:22:49.725Z","2024-05-23T00:23:52.170Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,640492,"José Azocar","/api/v1/people/640492","R","Right",686730,"Carson Spiers","/api/v1/people/686730","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.6,85.8,12,0.9,0.4035,6.781,25.2687,-17.1876,-1.2345,8.0065,0.1986,3.4365,4.8199,-134.9609,-2.1641,-1.4386,50.005,5.4395,-2.3117,4.8,3.6,24,2264,209,NA,NA,NA,NA,NA,NA,FALSE,-17,14.4,1.3,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746712,"2024-05-22",1,"2024-05-23T00:23:11.511Z","2024-05-23T00:23:17.184Z",TRUE,"pitch","bff1aa34-02e5-48dc-b580-7f3c8b65bf14",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.3319,1.5758,NA,97.6,139.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","José Azocar strikes out swinging.",0,7,3,55,"top",7,"2024-05-23T00:22:49.725Z","2024-05-23T00:23:52.170Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,640492,"José Azocar","/api/v1/people/640492","R","Right",686730,"Carson Spiers","/api/v1/people/686730","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.8,85,12,0.89,0.4075,6.661,25.1127,-18.4092,-1.7287,7.4975,0.5091,3.6659,5.884,-133.7184,-1.257,-1.4821,50.0028,5.4452,-3.1747,6,3.6,24,2318,216,NA,NA,NA,NA,NA,NA,FALSE,-18.5,13.6,2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746712,"2024-05-22",0,"2024-05-23T00:22:54.526Z","2024-05-23T00:23:01.161Z",TRUE,"pitch","b24c9748-3b7a-4d33-9237-971c051dc2f7",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.3,1.61,NA,114.24,160.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","José Azocar strikes out swinging.",0,7,3,55,"top",7,"2024-05-23T00:22:49.725Z","2024-05-23T00:23:52.170Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,640492,"José Azocar","/api/v1/people/640492","R","Right",686730,"Carson Spiers","/api/v1/people/686730","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.3,85.3,2,0.9,0.4055,6.6991,25.9211,-15.8207,-2.4396,8.8276,0.0724,2.909,5.2892,-134.466,-3.4947,-1.5928,50.0064,5.3307,-4.5221,12,3.6,24,2275,219,NA,NA,NA,NA,NA,NA,FALSE,-16.2,15.6,3.5,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746712,"2024-05-22",2,"2024-05-23T00:22:14.122Z","2024-05-23T00:22:27.669Z",TRUE,"pitch","f68e8ac5-e608-4463-a880-1dfd8daa0a7b",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,0,1,NA,NA,3.73,1.61,NA,112.41,189.1,"fly_ball","medium","9",213.04,114.23,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Flyout","field_out","Manny Machado flies out to right fielder Nick Martini.",0,7,3,54,"top",7,"2024-05-23T00:21:41.970Z","2024-05-23T00:22:27.669Z",TRUE,FALSE,FALSE,TRUE,0,2,0,2,592518,"Manny Machado","/api/v1/people/592518","R","Right",686730,"Carson Spiers","/api/v1/people/686730","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Cincinnati Reds","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.2,85.2,8,0.9,0.4045,6.6575,30.0433,-22.6789,-8.8712,5.1174,0.1204,1.8399,7.6024,-135.5011,-4.8632,-1.5712,50.0067,5.2459,-16.4742,32.4,6,24,2180,222,91,31,300,NA,NA,NA,TRUE,-23.2,8.4,14.4,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,595777,"Jurickson Profar","/api/v1/people/595777",NA,NA,NA
746712,"2024-05-22",1,"2024-05-23T00:21:56.083Z","2024-05-23T00:22:02.197Z",TRUE,"pitch","a26e2fe6-19c9-41ef-b245-4bdedf7d731d",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.8015,1.5596,NA,107.12,194.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Flyout","field_out","Manny Machado flies out to right fielder Nick Martini.",0,7,3,54,"top",7,"2024-05-23T00:21:41.970Z","2024-05-23T00:22:27.669Z",TRUE,FALSE,FALSE,TRUE,0,2,0,2,592518,"Manny Machado","/api/v1/people/592518","R","Right",686730,"Carson Spiers","/api/v1/people/686730","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93,85,8,0.9,0.4053,6.6416,29.8796,-14.5276,-5.5355,9.5451,0.2591,1.629,6.4834,-135.207,-6.8211,-1.4523,50.0027,5.2067,-10.234,28.8,3.6,24,2321,219,NA,NA,NA,NA,NA,NA,FALSE,-15.7,16,8.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746712,"2024-05-22",0,"2024-05-23T00:21:42.021Z","2024-05-23T00:21:50.382Z",TRUE,"pitch","767912f2-ad65-421a-9ec2-f09e645bb5bc",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.6729,1.7329,NA,59.34,164.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Flyout","field_out","Manny Machado flies out to right fielder Nick Martini.",0,7,3,54,"top",7,"2024-05-23T00:21:41.970Z","2024-05-23T00:22:27.669Z",TRUE,FALSE,FALSE,TRUE,0,2,0,2,592518,"Manny Machado","/api/v1/people/592518","R","Right",686730,"Carson Spiers","/api/v1/people/686730","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Cincinnati Reds","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",81.9,75.2,12,0.91,0.4603,6.5249,23.5047,-29.2965,7.2605,2.0126,1.5126,2.7408,5.6325,-119.116,0.3224,-1.8286,50.0052,5.2587,10.4046,21.6,8.4,24,2677,67,NA,NA,NA,NA,NA,NA,FALSE,-37,4,-14.5,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746712,"2024-05-22",0,"2024-05-23T00:21:10.551Z","2024-05-23T00:21:17.111Z",TRUE,"pitch","54e46aa3-4a49-4c41-b485-9d185e5d9b66",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.46,1.63,NA,90.91,170.7,"line_drive","medium","6",130.74,137.21,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Lineout","field_out","Jake Cronenworth lines out to shortstop Elly De La Cruz.",0,7,3,53,"top",7,"2024-05-23T00:21:06.603Z","2024-05-23T00:21:17.111Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,630105,"Jake Cronenworth","/api/v1/people/630105","L","Left",686730,"Carson Spiers","/api/v1/people/686730","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Cincinnati Reds","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88.7,82.8,6,0.95,0.4209,6.5893,22.1955,-25.4351,0.6803,3.9106,0.6844,2.5215,6.1674,-129.2132,-2.2127,-1.8034,50.0005,5.3065,1.1714,4.8,6,24,2423,196,59.9,24,161,NA,NA,NA,TRUE,-27.2,7,-2.4,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,595777,"Jurickson Profar","/api/v1/people/595777",NA,NA,NA
746712,"2024-05-22",2,"2024-05-23T00:20:23.259Z","2024-05-23T00:20:29.951Z",TRUE,"pitch","3bfb8d4f-345a-4381-b7ea-1b658b764c65",3,"Hit By Pitch",NA,NA,NA,NA,FALSE,"H","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"H","Hit By Pitch",1,2,0,NA,NA,3.43,1.63,NA,23.96,187.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Hit By Pitch","hit_by_pitch","Jurickson Profar hit by pitch.",0,7,3,52,"top",7,"2024-05-23T00:19:53.248Z","2024-05-23T00:20:29.951Z",TRUE,FALSE,FALSE,FALSE,11,1,2,0,595777,"Jurickson Profar","/api/v1/people/595777","L","Left",686730,"Carson Spiers","/api/v1/people/686730","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Cincinnati Reds","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.2,76.8,14,0.92,0.4528,6.5987,23.7847,-28.6743,9.4336,2.3656,2.441,1.8926,6.6659,-121.0027,-1.7816,-1.5762,50.0052,5.1526,13.9795,27.6,8.4,24,2881,69,NA,NA,NA,NA,NA,NA,FALSE,-35.5,4.1,-18.7,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,595777,"Jurickson Profar","/api/v1/people/595777",NA,NA,NA
746712,"2024-05-22",1,"2024-05-23T00:20:09.750Z","2024-05-23T00:20:14.471Z",TRUE,"pitch","acfad8d1-494a-48ca-9e7a-81c6da39d360",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,0,NA,NA,3.4576,1.6667,NA,128.18,195.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Hit By Pitch","hit_by_pitch","Jurickson Profar hit by pitch.",0,7,3,52,"top",7,"2024-05-23T00:19:53.248Z","2024-05-23T00:20:29.951Z",TRUE,FALSE,FALSE,FALSE,11,1,2,0,595777,"Jurickson Profar","/api/v1/people/595777","L","Left",686730,"Carson Spiers","/api/v1/people/686730","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Cincinnati Reds","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87,79,7,0.71,0.4348,6.648,28.4218,-24.8819,-7.4613,4.5497,-0.2932,1.6168,5.2164,-126.4851,-4.082,-1.4242,50.0018,5.2724,-11.9571,22.8,7.2,24,1640,251,NA,NA,NA,NA,NA,NA,FALSE,-29,7.4,12.1,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746712,"2024-05-22",0,"2024-05-23T00:19:58.545Z","2024-05-23T00:20:03.195Z",TRUE,"pitch","9a78a1e7-bdb1-469a-bf89-c205730b8f9e",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.4557,1.6516,NA,119.65,173.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Hit By Pitch","hit_by_pitch","Jurickson Profar hit by pitch.",0,7,3,52,"top",7,"2024-05-23T00:19:53.248Z","2024-05-23T00:20:29.951Z",TRUE,FALSE,FALSE,FALSE,11,1,2,0,595777,"Jurickson Profar","/api/v1/people/595777","L","Left",686730,"Carson Spiers","/api/v1/people/686730","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.5,84.6,5,0.9,0.4071,6.7027,29.0976,-15.7257,-4.3899,8.9694,-0.0696,2.4284,5.1759,-134.5406,-4.8177,-1.4477,50.0034,5.3563,-8.0512,22.8,3.6,24,2210,216,NA,NA,NA,NA,NA,NA,FALSE,-16.6,15.4,6.8,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746712,"2024-05-22",5,"2024-05-23T00:17:31.143Z","2024-05-23T00:17:38.216Z",TRUE,"pitch","317fc143-59e0-49dd-8f66-8d3f2c82d329",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.32,1.57,NA,152.48,190.44,"line_drive","medium","6",125.19,129.14,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Lineout","field_out","Mike Ford lines out to shortstop Tyler Wade.",0,7,3,51,"bottom",6,"2024-05-23T00:15:58.796Z","2024-05-23T00:17:38.216Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,645801,"Mike Ford","/api/v1/people/645801","L","Left",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","San Diego Padres","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.1,79.7,13,0.86,0.4332,6.1442,26.3943,-29.9178,-9.7938,1.3971,-0.9308,1.7905,7.6899,-126.5503,-2.902,-2.7399,50.0059,5.3546,-15.851,25.2,8.4,24,1988,239,76.5,15,180,NA,NA,NA,TRUE,-34.2,2,16,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746712,"2024-05-22",4,"2024-05-23T00:17:13.359Z","2024-05-23T00:17:18.599Z",TRUE,"pitch","8543d99d-48d5-4c57-805f-c3a017e3900e",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.3478,1.6287,NA,129.53,210.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Lineout","field_out","Mike Ford lines out to shortstop Tyler Wade.",0,7,3,51,"bottom",6,"2024-05-23T00:15:58.796Z","2024-05-23T00:17:38.216Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,645801,"Mike Ford","/api/v1/people/645801","L","Left",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","San Diego Padres","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.4,80.2,13,0.89,0.4317,6.1572,25.8947,-26.8333,-10.435,3.2752,-0.3286,1.0417,9.4223,-126.8658,-5.2839,-2.7346,50.0029,5.2895,-17.0144,28.8,8.4,24,2106,241,NA,NA,NA,NA,NA,NA,FALSE,-31.1,4.9,16.8,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
