"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link"
716540,"2023-09-17",0,"2023-09-17T21:39:15.081Z","2023-09-17T21:39:21.066Z",TRUE,"pitch","64729eae-d161-4784-8bf5-bf2951a33e7b",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.59,1.72,NA,139.4,188.85,"ground_ball","medium","5",106.72,172.43,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Forceout","force_out","Alan Trejo grounds into a force out, fielded by third baseman J. D. Davis. Hunter Goodman out at 3rd.",0,11,6,69,"bottom",7,"2023-09-17T21:38:53.047Z","2023-09-17T21:39:21.066Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,676701,"Alan Trejo","/api/v1/people/676701","R","Right",643511,"Tyler Rogers","/api/v1/people/643511","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Francisco Giants","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",82.5,75.6,7,2,0.4576,6.2039,21.4797,-44.2729,-1.4161,-8.3227,-0.5875,1.8494,8.2405,-119.3725,10.0931,-3.8901,50.0037,1.5413,-2.0581,1.2,12,24,2010,316,86.2,-28,5,NA,NA,NA,TRUE,-52.9,-12.5,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716540,"2023-09-17",1,"2023-09-17T21:38:33.928Z","2023-09-17T21:38:44.436Z",TRUE,"pitch","8de091bd-4b9e-49b9-82e2-3094fcb61186",1,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,0,2,NA,NA,3.38,1.6,NA,99.17,184.62,"line_drive","medium","7",75.34,97.88,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Single","single","Brendan Rodgers singles on a line drive to left fielder Mitch Haniger. Ezequiel Tovar scores. Hunter Goodman to 2nd.",1,11,6,68,"bottom",7,"2023-09-17T21:38:31.923Z","2023-09-17T21:38:44.436Z",TRUE,TRUE,FALSE,FALSE,33,0,0,2,663898,"Brendan Rodgers","/api/v1/people/663898","R","Right",643511,"Tyler Rogers","/api/v1/people/643511","R","Right","vs_RHP","vs_RHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Francisco Giants",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",73.1,67.3,9,0.9,0.5151,6.2448,16.7212,-25.9307,3.4328,5.4414,0.4679,2.0057,7.7702,-106.0066,7.3032,-3.679,50.0029,1.4679,3.9373,12,8.4,24,2348,125,85.4,19,248,NA,NA,NA,FALSE,-39.1,12.1,-8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,696100,"Hunter Goodman","/api/v1/people/696100",NA,NA,NA,663898,"Brendan Rodgers","/api/v1/people/663898"
716540,"2023-09-17",0,"2023-09-17T21:37:52.558Z","2023-09-17T21:38:33.928Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",11,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"68","atBat","Single","single","Brendan Rodgers singles on a line drive to left fielder Mitch Haniger. Ezequiel Tovar scores. Hunter Goodman to 2nd.",1,11,6,68,"bottom",7,"2023-09-17T21:38:31.923Z","2023-09-17T21:38:44.436Z",TRUE,TRUE,FALSE,FALSE,33,0,0,2,663898,"Brendan Rodgers","/api/v1/people/663898","R","Right",643511,"Tyler Rogers","/api/v1/people/643511","R","Right","vs_RHP","vs_RHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Francisco Giants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716540,"2023-09-17",2,"2023-09-17T21:37:11.765Z","2023-09-17T21:37:23.801Z",TRUE,"pitch","e09f7c95-feff-4253-8002-7f2ecf051616",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,1,NA,NA,3.23,1.51,NA,84.03,186.67,"fly_ball","medium","9",172.58,121.35,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Forceout","force_out","Hunter Goodman flies into a force out, right fielder Mike Yastrzemski to second baseman Thairo Estrada to shortstop Brandon Crawford. Ezequiel Tovar to 3rd. Nolan Jones out at 2nd. Hunter Goodman to 1st.",0,11,5,67,"bottom",7,"2023-09-17T21:36:35.641Z","2023-09-17T21:37:23.801Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,696100,"Hunter Goodman","/api/v1/people/696100","R","Right",643511,"Tyler Rogers","/api/v1/people/643511","R","Right","vs_RHP","vs_RHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Francisco Giants","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",73.7,67.4,14,0.89,0.5132,6.1033,18.1145,-28.9954,5.2827,2.7536,0.8649,1.9299,8.2749,-106.6805,7.8693,-3.7483,50.002,1.4602,6.0962,15.6,9.6,24,2401,130,68.1,37,228,NA,NA,NA,TRUE,-43.3,7.6,-11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,678662,"Ezequiel Tovar","/api/v1/people/678662",696100,"Hunter Goodman","/api/v1/people/696100"
716540,"2023-09-17",1,"2023-09-17T21:36:53.952Z","2023-09-17T21:36:56.952Z",TRUE,"pitch","24647e4c-b01a-4f06-b9c6-65bafd5b48df",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.23,1.51,NA,76.97,178.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Forceout","force_out","Hunter Goodman flies into a force out, right fielder Mike Yastrzemski to second baseman Thairo Estrada to shortstop Brandon Crawford. Ezequiel Tovar to 3rd. Nolan Jones out at 2nd. Hunter Goodman to 1st.",0,11,5,67,"bottom",7,"2023-09-17T21:36:35.641Z","2023-09-17T21:37:23.801Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,696100,"Hunter Goodman","/api/v1/people/696100","R","Right",643511,"Tyler Rogers","/api/v1/people/643511","R","Right","vs_RHP","vs_RHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Francisco Giants","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",73,67.2,14,0.89,0.5167,6.229,16.6386,-28.4414,3.8322,3.2779,1.0501,2.2399,9.0971,-105.687,8.3298,-3.7942,50.0052,1.5052,4.3708,12,9.6,24,2447,122,NA,NA,NA,NA,NA,NA,FALSE,-43,8.5,-9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716540,"2023-09-17",0,"2023-09-17T21:36:35.641Z","2023-09-17T21:36:39.516Z",TRUE,"pitch","6ba110b0-243c-4ddb-9b50-715eb6a15179",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.4262,1.6364,NA,104.92,159.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Forceout","force_out","Hunter Goodman flies into a force out, right fielder Mike Yastrzemski to second baseman Thairo Estrada to shortstop Brandon Crawford. Ezequiel Tovar to 3rd. Nolan Jones out at 2nd. Hunter Goodman to 1st.",0,11,5,67,"bottom",7,"2023-09-17T21:36:35.641Z","2023-09-17T21:37:23.801Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,696100,"Hunter Goodman","/api/v1/people/696100","R","Right",643511,"Tyler Rogers","/api/v1/people/643511","R","Right","vs_RHP","vs_RHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Francisco Giants","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",82.6,76.4,3,2,0.4553,6.3159,18.3835,-39.7291,-3.5976,-5.1231,0.3169,2.9477,10.7297,-119.3489,11.745,-3.7284,50.0054,1.5219,-5.303,4.8,10.8,24,1970,325,NA,NA,NA,NA,NA,NA,FALSE,-46.7,-6.6,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716540,"2023-09-17",6,"2023-09-17T21:36:02.242Z","2023-09-17T21:36:07.741Z",TRUE,"pitch","1dfe64f6-8724-4433-b02c-b95b049e2fdc",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,1,NA,NA,3.8024,1.8962,NA,75.68,138.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Walk","walk","Nolan Jones walks.",0,11,5,66,"bottom",7,"2023-09-17T21:33:45.908Z","2023-09-17T21:36:07.741Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,666134,"Nolan Jones","/api/v1/people/666134","L","Left",643511,"Tyler Rogers","/api/v1/people/643511","R","Right","vs_RHP","vs_LHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Francisco Giants",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",82.9,76.5,12,2,0.4551,6.2212,18.2821,-39.9146,-3.8161,-5.2543,1.084,3.7035,12.6472,-119.3568,13.1361,-3.7377,50.0001,1.709,-5.6264,4.8,10.8,24,1978,329,NA,NA,NA,NA,NA,NA,FALSE,-46.4,-6.5,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,678662,"Ezequiel Tovar","/api/v1/people/678662",NA,NA,NA,666134,"Nolan Jones","/api/v1/people/666134"
716540,"2023-09-17",5,"2023-09-17T21:35:40.334Z","2023-09-17T21:35:44.354Z",TRUE,"pitch","418af10d-14cd-4bc2-8a12-d0fb94524822",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.8024,1.8962,NA,164,225.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Walk","walk","Nolan Jones walks.",0,11,5,66,"bottom",7,"2023-09-17T21:33:45.908Z","2023-09-17T21:36:07.741Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,666134,"Nolan Jones","/api/v1/people/666134","L","Left",643511,"Tyler Rogers","/api/v1/people/643511","R","Right","vs_RHP","vs_LHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Francisco Giants",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",71.7,66.3,13,0.9,0.5237,6.2059,15.8502,-29.204,5.4842,2.6702,-1.2329,0.4887,4.3083,-104.1943,5.2634,-4.0321,50.0005,1.3627,6.0887,13.2,10.8,24,2350,131,NA,NA,NA,NA,NA,NA,FALSE,-46.4,6.5,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716540,"2023-09-17",4,"2023-09-17T21:35:21.947Z","2023-09-17T21:35:32.655Z",TRUE,"pitch","a5a1f65d-0a51-41a3-92e5-ea94c8532be7",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.8608,1.9134,NA,105.96,144.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Walk","walk","Nolan Jones walks.",0,11,5,66,"bottom",7,"2023-09-17T21:33:45.908Z","2023-09-17T21:36:07.741Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,666134,"Nolan Jones","/api/v1/people/666134","L","Left",643511,"Tyler Rogers","/api/v1/people/643511","R","Right","vs_RHP","vs_LHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Francisco Giants",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",82.7,76.6,3,2,0.4544,6.1568,17.8406,-36.7664,-2.8385,-3.1018,0.2895,3.5,10.3828,-119.4503,12.1252,-3.7001,50.0033,1.6495,-4.2006,3.6,9.6,24,1976,326,NA,NA,NA,NA,NA,NA,FALSE,-42.8,-3,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716540,"2023-09-17",3,"2023-09-17T21:35:00.745Z","2023-09-17T21:35:04.004Z",TRUE,"pitch","289f1778-0d3c-4cf7-b278-1b2bdfb3175d",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.8,1.8,NA,125.88,162.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Walk","walk","Nolan Jones walks.",0,11,5,66,"bottom",7,"2023-09-17T21:33:45.908Z","2023-09-17T21:36:07.741Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,666134,"Nolan Jones","/api/v1/people/666134","L","Left",643511,"Tyler Rogers","/api/v1/people/643511","R","Right","vs_RHP","vs_LHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Francisco Giants",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",82.5,76.9,5,2,0.4538,6.1065,16.8742,-40.0868,-3.0468,-5.3245,-0.233,2.8399,9.2858,-119.4222,11.3881,-3.7285,50.0039,1.5881,-4.5266,4.8,10.8,24,1988,324,NA,NA,NA,NA,NA,NA,FALSE,-47,-7.3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716540,"2023-09-17",2,"2023-09-17T21:34:42.516Z","2023-09-17T21:34:46.396Z",TRUE,"pitch","17a4108a-c6a9-44d1-82c7-cea0e4194709",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.9667,2.0615,NA,140.49,183.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Walk","walk","Nolan Jones walks.",0,11,5,66,"bottom",7,"2023-09-17T21:33:45.908Z","2023-09-17T21:36:07.741Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,666134,"Nolan Jones","/api/v1/people/666134","L","Left",643511,"Tyler Rogers","/api/v1/people/643511","R","Right","vs_RHP","vs_LHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Francisco Giants",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",82.2,76.2,7,2,0.456,6.1722,18.5155,-38.2829,-2.9095,-4.1569,-0.6162,2.0403,8.4505,-119.179,9.442,-3.7987,50.0052,1.4605,-4.2719,4.8,9.6,24,1984,321,NA,NA,NA,NA,NA,NA,FALSE,-45.6,-5.4,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716540,"2023-09-17",0,"2023-09-17T21:34:10.442Z","2023-09-17T21:34:18.552Z",TRUE,"pitch","86a2a605-396d-47a0-8b64-6f5f1368ca62",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.9839,2.007,NA,86.75,163.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Walk","walk","Nolan Jones walks.",0,11,5,66,"bottom",7,"2023-09-17T21:33:45.908Z","2023-09-17T21:36:07.741Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,666134,"Nolan Jones","/api/v1/people/666134","L","Left",643511,"Tyler Rogers","/api/v1/people/643511","R","Right","vs_RHP","vs_LHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Francisco Giants",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",73.6,66.7,6,0.89,0.5162,6.0352,19.2145,-30.1294,5.2888,1.7974,0.7935,2.7761,8.0505,-106.3399,9.6449,-3.737,50.0032,1.6051,6.0222,14.4,10.8,24,2297,118,NA,NA,NA,NA,NA,NA,FALSE,-44.9,6.5,-11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716540,"2023-09-17",1,"2023-09-17T21:34:31.476Z","2023-09-17T21:34:42.516Z",FALSE,"action",NA,NA,"Passed ball by catcher Patrick Bailey. Ezequiel Tovar to 2nd.","Passed Ball",11,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,0,1,678662,"/api/v1/people/678662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86a2a605-396d-47a0-8b64-6f5f1368ca62","passed_ball",NA,NA,NA,NA,NA,NA,"66","atBat","Walk","walk","Nolan Jones walks.",0,11,5,66,"bottom",7,"2023-09-17T21:33:45.908Z","2023-09-17T21:36:07.741Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,666134,"Nolan Jones","/api/v1/people/666134","L","Left",643511,"Tyler Rogers","/api/v1/people/643511","R","Right","vs_RHP","vs_LHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Francisco Giants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716540,"2023-09-17",4,"2023-09-17T21:33:38.324Z","2023-09-17T21:33:44.309Z",TRUE,"pitch","716d197d-385e-4d5a-83ae-99f4e11687ae",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,0,NA,NA,3.1673,1.5891,NA,108.25,154.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Elehuris Montero called out on strikes.",0,11,5,65,"bottom",7,"2023-09-17T21:32:21.875Z","2023-09-17T21:33:44.309Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,660707,"Elehuris Montero","/api/v1/people/660707","R","Right",643511,"Tyler Rogers","/api/v1/people/643511","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Francisco Giants",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",83.4,75.9,2,2,0.4549,6.0953,22.3282,-42.7194,-3.1787,-7.1707,0.2296,3.1384,10.7637,-120.196,12.6279,-3.885,50.0048,1.6055,-4.6722,3.6,10.8,24,2021,315,NA,NA,NA,NA,NA,NA,TRUE,-49.6,-9.6,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,678662,"Ezequiel Tovar","/api/v1/people/678662"
716540,"2023-09-17",3,"2023-09-17T21:33:22.238Z","2023-09-17T21:33:27.901Z",TRUE,"pitch","5ac2bc70-100b-4ae6-96ed-9ad3eeffa52b",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,3.1673,1.5891,NA,58.85,142.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Elehuris Montero called out on strikes.",0,11,5,65,"bottom",7,"2023-09-17T21:32:21.875Z","2023-09-17T21:33:44.309Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,660707,"Elehuris Montero","/api/v1/people/660707","R","Right",643511,"Tyler Rogers","/api/v1/people/643511","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Francisco Giants",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",73.9,67.1,12,0.89,0.5144,6.2857,18.6397,-30.2144,3.9646,1.7062,1.5256,3.5733,9.8858,-106.548,11.141,-3.6928,50.0011,1.6923,4.5486,13.2,10.8,24,2451,119,NA,NA,NA,NA,NA,NA,FALSE,-44.3,6.8,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716540,"2023-09-17",1,"2023-09-17T21:32:47.651Z","2023-09-17T21:32:50.722Z",TRUE,"pitch","9d8788c1-1fdd-4c3a-95d4-71fc773fedee",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,0,NA,NA,3.27,1.65,NA,60.21,173.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Elehuris Montero called out on strikes.",0,11,5,65,"bottom",7,"2023-09-17T21:32:21.875Z","2023-09-17T21:33:44.309Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,660707,"Elehuris Montero","/api/v1/people/660707","R","Right",643511,"Tyler Rogers","/api/v1/people/643511","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Francisco Giants",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",73.5,67.2,14,0.89,0.5155,6.0843,18.1284,-30.6741,4.7538,1.3158,1.4898,2.4326,9.5745,-106.2359,9.1182,-3.6925,50.0045,1.5708,5.4365,13.2,10.8,24,2409,124,NA,NA,NA,NA,NA,NA,FALSE,-45.8,5.4,-11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
