"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
746006,"2024-04-06",4,"2024-04-07T01:36:25.695Z","2024-04-07T01:36:29.784Z",TRUE,"pitch","214622a3-e0dd-42c0-96be-ba74ffb5f2d0",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.49,1.6,NA,177.96,184.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Jackson Chourio strikes out swinging.",0,5,3,73,"bottom",9,"2024-04-07T01:35:00.761Z","2024-04-07T01:36:29.784Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,694192,"Jackson Chourio","/api/v1/people/694192","R","Right",662253,"Andrés Muñoz","/api/v1/people/662253","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers","Seattle Mariners","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.4,89.4,13,0.9,0.3842,6.6944,34.9994,-23.2754,-11.9482,4.3283,-1.5991,2.0209,8.5512,-142.9378,-3.8646,-3.0874,50.0016,4.8638,-24.5572,43.2,6,24,2038,239,NA,NA,NA,NA,NA,NA,TRUE,-21.4,7.2,19.8,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746006,"2024-04-06",3,"2024-04-07T01:36:05.284Z","2024-04-07T01:36:08.710Z",TRUE,"pitch","63d14257-a8e5-4508-90ce-18d64f3e7519",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.49,1.6,NA,125.04,183.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Jackson Chourio strikes out swinging.",0,5,3,73,"bottom",9,"2024-04-07T01:35:00.761Z","2024-04-07T01:36:29.784Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,694192,"Jackson Chourio","/api/v1/people/694192","R","Right",662253,"Andrés Muñoz","/api/v1/people/662253","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers","Seattle Mariners","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.1,90.1,8,0.91,0.3814,6.7078,34.9024,-17.1379,-8.6729,7.2077,-0.211,2.0361,10.6498,-143.88,-4.8141,-2.8422,50.0045,4.8008,-18.0975,40.8,4.8,24,2141,242,NA,NA,NA,NA,NA,NA,FALSE,-16,12.1,13.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746006,"2024-04-06",2,"2024-04-07T01:35:48.535Z","2024-04-07T01:35:51.980Z",TRUE,"pitch","9c498a7e-15c4-4980-b65a-43025f0e3b1b",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.4385,1.727,NA,130,221.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Jackson Chourio strikes out swinging.",0,5,3,73,"bottom",9,"2024-04-07T01:35:00.761Z","2024-04-07T01:36:29.784Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,694192,"Jackson Chourio","/api/v1/people/694192","R","Right",662253,"Andrés Muñoz","/api/v1/people/662253","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers","Seattle Mariners","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.2,90.3,13,0.9,0.3835,6.7428,31.0832,-27.2501,-11.9946,2.3801,-0.3411,0.6384,11.3675,-142.5145,-6.5291,-2.8127,50.0023,4.6673,-24.8069,38.4,7.2,24,2156,241,NA,NA,NA,NA,NA,NA,FALSE,-25.2,3.1,19.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746006,"2024-04-06",1,"2024-04-07T01:35:28.575Z","2024-04-07T01:35:32.176Z",TRUE,"pitch","6756f203-f0ce-4a95-84fe-bd7d856cbc47",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.2745,1.4321,NA,39.51,218.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Jackson Chourio strikes out swinging.",0,5,3,73,"bottom",9,"2024-04-07T01:35:00.761Z","2024-04-07T01:36:29.784Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,694192,"Jackson Chourio","/api/v1/people/694192","R","Right",662253,"Andrés Muñoz","/api/v1/people/662253","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers","Seattle Mariners","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.7,83.8,14,0.89,0.4156,6.686,26.5766,-25.2464,0.5678,3.934,2.0329,0.7412,11.7203,-131.5444,-6.1423,-2.5447,50.0028,4.9651,1.0003,7.2,6,24,2255,152,NA,NA,NA,NA,NA,NA,FALSE,-27.4,6,-3.5,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746006,"2024-04-06",0,"2024-04-07T01:35:12.653Z","2024-04-07T01:35:16.046Z",TRUE,"pitch","b5488ad6-5671-4c89-a316-dc41e27e1d00",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.4636,1.7521,NA,128.69,196.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Jackson Chourio strikes out swinging.",0,5,3,73,"bottom",9,"2024-04-07T01:35:00.761Z","2024-04-07T01:36:29.784Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,694192,"Jackson Chourio","/api/v1/people/694192","R","Right",662253,"Andrés Muñoz","/api/v1/people/662253","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers","Seattle Mariners","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.6,89.7,13,2,0.3837,6.7151,34.7131,-24.705,-9.423,3.6266,-0.3067,1.5822,11.0443,-143.0532,-4.7552,-3.0035,50.0063,4.826,-19.4258,33.6,6,24,1917,241,NA,NA,NA,NA,NA,NA,FALSE,-22.8,5.6,14.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746006,"2024-04-06",3,"2024-04-07T01:34:38.021Z","2024-04-07T01:34:45.217Z",TRUE,"pitch","2b90c318-d9e2-40fa-8033-3b5b46d81959",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,1,NA,NA,3.21,1.49,NA,100.87,205.49,"ground_ball","medium","3",161.25,165.12,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Brice Turang grounds out to first baseman Dylan Moore.",0,5,3,72,"bottom",9,"2024-04-07T01:33:45.354Z","2024-04-07T01:34:45.217Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,668930,"Brice Turang","/api/v1/people/668930","L","Left",662253,"Andrés Muñoz","/api/v1/people/662253","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers","Seattle Mariners","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.1,82.8,14,0.9,0.4182,6.7299,28.2017,-30.1686,1.219,1.1555,0.4231,1.2329,7.7085,-131.0836,-3.6257,-2.7164,50.004,4.8911,2.1164,7.2,7.2,24,2197,134,81.5,-11,9,NA,NA,NA,TRUE,-32.3,1.4,-4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746006,"2024-04-06",2,"2024-04-07T01:34:22.317Z","2024-04-07T01:34:25.442Z",TRUE,"pitch","71d4cc3e-b23f-41d2-926e-9e8c02367c45",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.2016,1.494,NA,179.61,149.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Brice Turang grounds out to first baseman Dylan Moore.",0,5,3,72,"bottom",9,"2024-04-07T01:33:45.354Z","2024-04-07T01:34:45.217Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,668930,"Brice Turang","/api/v1/people/668930","L","Left",662253,"Andrés Muñoz","/api/v1/people/662253","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers","Seattle Mariners","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.2,80.9,11,0.9,0.4261,6.5785,26.4811,-29.114,1.1343,1.8243,-1.6426,3.3022,2.7359,-128.5245,1.0862,-2.8679,50.0001,5.1341,1.8976,4.8,7.2,24,2249,127,NA,NA,NA,NA,NA,NA,FALSE,-31.2,3.8,-2.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746006,"2024-04-06",1,"2024-04-07T01:34:06.090Z","2024-04-07T01:34:09.848Z",TRUE,"pitch","e422752b-22b3-422e-b410-d15fbd0cf3c3",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,1,NA,NA,3.2606,1.52,NA,109.66,194.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Brice Turang grounds out to first baseman Dylan Moore.",0,5,3,72,"bottom",9,"2024-04-07T01:33:45.354Z","2024-04-07T01:34:45.217Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,668930,"Brice Turang","/api/v1/people/668930","L","Left",662253,"Andrés Muñoz","/api/v1/people/662253","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers","Seattle Mariners","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.7,88.9,8,0.9,0.3873,6.4118,33.9242,-28.4084,-11.7198,1.8593,0.1925,1.6572,11.8732,-141.7094,-4.235,-2.5393,50.0025,4.9969,-23.7152,36,7.2,24,2011,239,NA,NA,NA,NA,NA,NA,FALSE,-26.4,2.6,18.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746006,"2024-04-06",0,"2024-04-07T01:33:46.073Z","2024-04-07T01:33:49.612Z",TRUE,"pitch","e356ee53-e842-4a03-9ac1-239701660b0a",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.21,1.49,NA,107.64,169.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Brice Turang grounds out to first baseman Dylan Moore.",0,5,3,72,"bottom",9,"2024-04-07T01:33:45.354Z","2024-04-07T01:34:45.217Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,668930,"Brice Turang","/api/v1/people/668930","L","Left",662253,"Andrés Muñoz","/api/v1/people/662253","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers","Seattle Mariners","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.9,90.1,5,2,0.3819,6.7078,33.3855,-20.5262,-9.4467,5.5934,0.2457,2.5562,12.911,-143.4419,-2.7155,-3.0878,50.0034,4.7959,-19.6744,38.4,4.8,24,2150,244,NA,NA,NA,NA,NA,NA,FALSE,-18.5,9.7,14.5,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746006,"2024-04-06",4,"2024-04-07T01:33:15.504Z","2024-04-07T01:33:23.258Z",TRUE,"pitch","5c103721-60c1-4cde-940a-8a8ea73b4428",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,0,NA,NA,3.33,1.64,NA,120.23,163.92,"ground_ball","medium","6",105.58,149.88,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Groundout","field_out","Gary Sánchez grounds out, shortstop J. P. Crawford to first baseman Dylan Moore.",0,5,3,71,"bottom",9,"2024-04-07T01:32:24.622Z","2024-04-07T01:33:23.258Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,596142,"Gary Sánchez","/api/v1/people/596142","R","Right",662253,"Andrés Muñoz","/api/v1/people/662253","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers","Seattle Mariners",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.7,87.3,5,0.9,0.3942,6.3401,31.3105,-27.5131,-10.6598,2.3866,-0.0848,2.7725,11.0015,-138.9895,-0.9723,-2.7104,50.0057,4.9548,-20.8481,33.6,7.2,24,1946,238,95.9,-13,13,NA,NA,NA,TRUE,-25.7,4.3,17,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
