"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
716711,"2023-09-05",3,"2023-09-06T01:40:46.534Z","2023-09-06T01:40:52.692Z",TRUE,"pitch","743dcea3-6111-4cbf-9b53-3209639c73ab",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,2,NA,NA,3.38,1.57,NA,111.39,94.25,"fly_ball","medium","9",196.3,103.59,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","Jake Rogers flies out to right fielder Aaron Judge.",0,1,5,68,"top",9,"2023-09-06T01:39:50.287Z","2023-09-06T01:40:52.692Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,668670,"Jake Rogers","/api/v1/people/668670","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","New York Yankees","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.6,88.5,6,2,0.3921,5.964,28.7742,-27.6121,-5.8092,2.3055,0.3353,2.4295,5.0391,-139.2277,-5.8863,-0.7357,50.0062,6.3784,-11.5042,20.4,6,24,1998,233,97.6,19,287,NA,NA,NA,TRUE,-26.4,3.2,9.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716711,"2023-09-05",2,"2023-09-06T01:40:25.465Z","2023-09-06T01:40:30.346Z",TRUE,"pitch","b6cc97db-43db-48fa-ab93-7830289d8718",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,2,NA,NA,3.2473,1.4878,NA,109.64,116.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","Jake Rogers flies out to right fielder Aaron Judge.",0,1,5,68,"top",9,"2023-09-06T01:39:50.287Z","2023-09-06T01:40:52.692Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,668670,"Jake Rogers","/api/v1/people/668670","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.8,88.5,6,2,0.3918,5.9483,29.092,-27.9733,-6.2916,2.1182,0.4408,2.417,5.3965,-139.3865,-6.0148,-0.6957,50.0021,6.4313,-12.4741,21.6,6,24,2013,228,NA,NA,NA,NA,NA,NA,FALSE,-26.8,2.9,10.4,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716711,"2023-09-05",1,"2023-09-06T01:40:05.273Z","2023-09-06T01:40:10.336Z",TRUE,"pitch","eff34a7e-c895-42ec-9695-1ed1485f151e",2,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,0,2,NA,NA,3.2997,1.5138,NA,106.13,132.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","Jake Rogers flies out to right fielder Aaron Judge.",0,1,5,68,"top",9,"2023-09-06T01:39:50.287Z","2023-09-06T01:40:52.692Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,668670,"Jake Rogers","/api/v1/people/668670","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","New York Yankees","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85.1,78.6,14,0.9,0.4438,5.7423,26.3735,-34.2995,7.531,-1.3753,2.0712,0.5278,4.4059,-123.7495,-7.0864,-0.7152,50.0053,6.3281,11.5976,19.2,9.6,24,2628,35,NA,NA,NA,NA,NA,NA,FALSE,-42,-4,-14.8,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716711,"2023-09-05",0,"2023-09-06T01:39:50.287Z","2023-09-06T01:39:55.546Z",TRUE,"pitch","65714d72-aaad-4abc-a22c-dd4a65f43293",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3795,1.566,NA,103.07,133.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","Jake Rogers flies out to right fielder Aaron Judge.",0,1,5,68,"top",9,"2023-09-06T01:39:50.287Z","2023-09-06T01:40:52.692Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,668670,"Jake Rogers","/api/v1/people/668670","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.6,88.9,11,0.91,0.3888,5.8015,30.9122,-30.4071,-8.5951,0.882,-0.7558,3.6692,3.2368,-140.6931,-2.6163,-0.8021,50.0056,6.575,-17.2921,27.6,7.2,24,2130,226,NA,NA,NA,NA,NA,NA,FALSE,-28,1.2,15,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716711,"2023-09-05",2,"2023-09-06T01:39:15.675Z","2023-09-06T01:39:25.317Z",TRUE,"pitch","c7a5463f-2097-45d6-9dbc-da0ca4b52ba7",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,0,2,NA,NA,3.6,1.7,NA,65.37,151.73,"ground_ball","medium","8",119.33,73.9,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Single","single","Javier Baez singles on a ground ball to center fielder Jasson Dominguez.",0,1,5,67,"top",9,"2023-09-06T01:38:40.126Z","2023-09-06T01:39:25.317Z",TRUE,FALSE,FALSE,FALSE,33,2,0,2,595879,"Javier Báez","/api/v1/people/595879","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","New York Yankees","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.1,88.7,3,2,0.3903,5.9517,29.6499,-27.9799,-4.4517,2.101,0.4218,3.1024,4.8601,-139.9969,-4.3117,-0.7529,50.0043,6.4796,-8.8957,15.6,6,24,2012,230,83.2,21,272,NA,NA,NA,FALSE,-26.3,3.1,7.2,NA,NA,NA,NA,NA,NA,FALSE,TRUE,595879,"Javier Báez","/api/v1/people/595879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716711,"2023-09-05",1,"2023-09-06T01:38:57.785Z","2023-09-06T01:39:03.142Z",TRUE,"pitch","cb3f19df-4013-49e2-b58e-19851ae95bf4",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.5655,1.7001,NA,65.37,145.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Single","single","Javier Baez singles on a ground ball to center fielder Jasson Dominguez.",0,1,5,67,"top",9,"2023-09-06T01:38:40.126Z","2023-09-06T01:39:25.317Z",TRUE,FALSE,FALSE,FALSE,33,2,0,2,595879,"Javier Báez","/api/v1/people/595879","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.4,88.9,14,0.89,0.391,6.0648,30.7307,-28.5948,-8.8351,1.7992,0.9412,0.7802,7.2995,-139.9177,-10.2007,-0.55,50.0008,6.3379,-17.5653,27.6,7.2,24,2035,231,NA,NA,NA,NA,NA,NA,FALSE,-28.2,1.3,14.5,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716711,"2023-09-05",0,"2023-09-06T01:38:40.126Z","2023-09-06T01:38:44.358Z",TRUE,"pitch","ff010db5-c153-445c-a56a-9293cfa1973a",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.5655,1.7523,NA,38.05,224.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Single","single","Javier Baez singles on a ground ball to center fielder Jasson Dominguez.",0,1,5,67,"top",9,"2023-09-06T01:38:40.126Z","2023-09-06T01:39:25.317Z",TRUE,FALSE,FALSE,FALSE,33,2,0,2,595879,"Javier Báez","/api/v1/people/595879","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.5,89.7,13,0.89,0.3869,6.1124,32.4599,-24.8259,-9.3215,3.622,-0.4003,0.649,4.0529,-141.599,-11.3831,-0.6394,50.0062,6.3111,-18.9241,33.6,6,24,2044,225,NA,NA,NA,NA,NA,NA,FALSE,-24.5,4.4,16.1,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716711,"2023-09-05",3,"2023-09-06T01:38:12.924Z","2023-09-06T01:38:18.427Z",TRUE,"pitch","c4ea2843-5775-4a53-bef4-8f316b0529d9",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,1,NA,NA,3.45,1.63,NA,86.56,211.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Parker Meadows strikes out swinging.",0,1,5,66,"top",9,"2023-09-06T01:36:42.957Z","2023-09-06T01:38:18.427Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,678009,"Parker Meadows","/api/v1/people/678009","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","New York Yankees","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.2,82.4,14,0.89,0.422,6.025,27.1546,-30.4947,0.5322,0.9883,0.7985,1.0263,3.2533,-129.7943,-8.0827,-0.5404,50.0053,6.5028,0.9083,2.4,7.2,24,2500,28,NA,NA,NA,NA,NA,NA,TRUE,-34.2,0.2,-1.7,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716711,"2023-09-05",2,"2023-09-06T01:37:45.395Z","2023-09-06T01:37:49.854Z",TRUE,"pitch","ff07961d-9097-45b5-a16b-de6f1cbcc667",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.4251,1.6125,NA,140.47,112.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Parker Meadows strikes out swinging.",0,1,5,66,"top",9,"2023-09-06T01:36:42.957Z","2023-09-06T01:38:18.427Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,678009,"Parker Meadows","/api/v1/people/678009","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","New York Yankees","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.9,81.3,11,0.91,0.4263,5.9074,24.14,-35.9062,0.8616,-2.2217,-0.6157,4.6818,-0.0085,-128.0405,1.6294,-0.7245,50.0059,6.8276,1.4442,2.4,8.4,24,2578,65,NA,NA,NA,NA,NA,NA,FALSE,-38.5,-3.5,-1.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716711,"2023-09-05",1,"2023-09-06T01:37:23.159Z","2023-09-06T01:37:27.375Z",TRUE,"pitch","34ea6b21-34f7-4f35-a30c-7910354b7715",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.45,1.63,NA,138.95,196.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Parker Meadows strikes out swinging.",0,1,5,66,"top",9,"2023-09-06T01:36:42.957Z","2023-09-06T01:38:18.427Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,678009,"Parker Meadows","/api/v1/people/678009","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.8,89.3,7,0.88,0.3886,5.8712,31.0359,-30.926,-8.0141,0.6219,-0.5759,1.5486,3.7332,-140.7743,-7.8576,-0.8757,50.004,6.3692,-16.1356,25.2,7.2,24,2020,232,NA,NA,NA,NA,NA,NA,FALSE,-29.4,-0.2,13.8,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
