"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716389,"2023-09-30",3,"2023-09-30T02:56:37.264Z","2023-09-30T02:56:43.028Z",TRUE,"pitch","340b7b07-3b00-4a6f-bae2-e719d8a36d56",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,2,NA,NA,3.3247,1.5532,NA,135.5,182.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Everson Pereira called out on strikes.",0,5,12,79,"top",9,"2023-09-30T02:55:28.123Z","2023-09-30T02:56:43.028Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,677592,"Everson Pereira","/api/v1/people/677592","R","Right",680742,"Jonathan Bowlan","/api/v1/people/680742","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Kansas City Royals","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.1,86.7,7,0.93,0.3992,6.5258,28.2197,-14.7062,-2.745,9.1447,-0.4853,2.0868,6.2685,-136.8442,-7.2126,-2.4419,50.0014,5.7506,-5.2431,14.4,3.6,24,1938,211,NA,NA,NA,NA,NA,NA,TRUE,-15.5,15.4,3.7,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716389,"2023-09-30",2,"2023-09-30T02:56:22.031Z","2023-09-30T02:56:27.177Z",TRUE,"pitch","bf31aff0-7791-422a-9217-d21453b3ce2c",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.2487,1.4951,NA,126.84,100.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Everson Pereira called out on strikes.",0,5,12,79,"top",9,"2023-09-30T02:55:28.123Z","2023-09-30T02:56:43.028Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,677592,"Everson Pereira","/api/v1/people/677592","R","Right",680742,"Jonathan Bowlan","/api/v1/people/680742","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Kansas City Royals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.9,86.2,11,0.92,0.3998,6.2734,28.6452,-16.775,-2.0273,8.0932,-0.2582,5.105,6.7219,-136.7191,0.4833,-2.4796,50.0049,6.0725,-3.859,8.4,3.6,24,2043,212,NA,NA,NA,NA,NA,NA,FALSE,-15.8,15,2.3,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716389,"2023-09-30",1,"2023-09-30T02:56:04.764Z","2023-09-30T02:56:08.313Z",TRUE,"pitch","725a6778-8cd1-4f22-bd4b-f0643780b14e",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.25,1.5,NA,100.98,159.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Everson Pereira called out on strikes.",0,5,12,79,"top",9,"2023-09-30T02:55:28.123Z","2023-09-30T02:56:43.028Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,677592,"Everson Pereira","/api/v1/people/677592","R","Right",680742,"Jonathan Bowlan","/api/v1/people/680742","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Kansas City Royals","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84,78.2,3,2,0.4456,6.6049,21.2769,-33.3444,2.9752,-0.76,0.4204,2.9308,6.1278,-122.3396,-0.2837,-2.491,50.004,5.8759,4.5671,9.6,8.4,24,2480,73,NA,NA,NA,NA,NA,NA,FALSE,-39.5,-1.2,-6.7,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716389,"2023-09-30",0,"2023-09-30T02:55:49.834Z","2023-09-30T02:55:56.569Z",TRUE,"pitch","7cd1cef8-46e1-4b11-aac6-b2c405922487",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.25,1.5,NA,87.57,196.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Everson Pereira called out on strikes.",0,5,12,79,"top",9,"2023-09-30T02:55:28.123Z","2023-09-30T02:56:43.028Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,677592,"Everson Pereira","/api/v1/people/677592","R","Right",680742,"Jonathan Bowlan","/api/v1/people/680742","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Kansas City Royals","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.3,80.3,9,0.92,0.4348,6.4208,23.4628,-33.2548,1.8021,-0.6742,0.7721,1.559,7.5049,-125.5691,-3.844,-2.4793,50.0018,5.7917,2.8992,7.2,8.4,24,2379,78,NA,NA,NA,NA,NA,NA,FALSE,-38.3,-1.8,-4.8,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716389,"2023-09-30",5,"2023-09-30T02:55:13.203Z","2023-09-30T02:55:23.735Z",TRUE,"pitch","fb470bd9-f55c-4d80-8683-8937345e91ff",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,1,NA,NA,3.2,1.51,NA,123.79,163.72,"fly_ball","medium","8",101.59,61.15,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Flyout","field_out","Oswaldo Cabrera flies out to center fielder Kyle Isbel.",0,5,12,78,"top",9,"2023-09-30T02:53:38.292Z","2023-09-30T02:55:23.735Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,665828,"Oswaldo Cabrera","/api/v1/people/665828","L","Left",680742,"Jonathan Bowlan","/api/v1/people/680742","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Kansas City Royals","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.4,77.5,2,0.67,0.4492,6.7738,21.5449,-33.9389,1.8447,-1.1675,-0.1782,2.78,5.5317,-121.4757,-0.4921,-2.7154,50.004,5.9103,2.7843,6,9.6,24,2561,75,92.7,37,348,NA,NA,NA,TRUE,-40.9,-2,-4.6,NA,NA,NA,NA,TRUE,TRUE,641343,"Jake Bauers","/api/v1/people/641343",683011,"Anthony Volpe","/api/v1/people/683011",NA,NA,NA
716389,"2023-09-30",4,"2023-09-30T02:54:54.371Z","2023-09-30T02:54:58.844Z",TRUE,"pitch","4d878e80-49ad-488b-ad56-8e3a7330ce4a",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.3247,1.5241,NA,166.26,163.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Flyout","field_out","Oswaldo Cabrera flies out to center fielder Kyle Isbel.",0,5,12,78,"top",9,"2023-09-30T02:53:38.292Z","2023-09-30T02:55:23.735Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,665828,"Oswaldo Cabrera","/api/v1/people/665828","L","Left",680742,"Jonathan Bowlan","/api/v1/people/680742","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Kansas City Royals","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.4,87.5,11,0.92,0.3964,6.2868,26.2421,-20.7047,-6.5784,5.9128,-1.2923,2.8002,6.1585,-137.4171,-4.2843,-2.6919,50.0065,5.7596,-12.7697,28.8,4.8,24,1942,214,NA,NA,NA,NA,NA,NA,FALSE,-20.2,10.1,10.9,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716389,"2023-09-30",3,"2023-09-30T02:54:39.348Z","2023-09-30T02:54:43.871Z",TRUE,"pitch","e4c5f74f-ee42-4437-a9ee-3c33d3886c72",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.2955,1.5532,NA,120.26,127.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Flyout","field_out","Oswaldo Cabrera flies out to center fielder Kyle Isbel.",0,5,12,78,"top",9,"2023-09-30T02:53:38.292Z","2023-09-30T02:55:23.735Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,665828,"Oswaldo Cabrera","/api/v1/people/665828","L","Left",680742,"Jonathan Bowlan","/api/v1/people/680742","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Kansas City Royals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,86.8,11,0.89,0.3986,6.3659,26.8384,-17.5417,-4.5776,7.6333,-0.0855,4.1087,8.2483,-136.7913,-1.7869,-2.5292,50.0054,5.9582,-8.7789,21.6,3.6,24,2120,216,NA,NA,NA,NA,NA,NA,FALSE,-16.9,13.7,6.8,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716389,"2023-09-30",2,"2023-09-30T02:54:18.783Z","2023-09-30T02:54:24.080Z",TRUE,"pitch","8a61e1e5-f1ea-4a41-80d3-78e613fb6fd3",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.2,1.51,NA,117.51,223.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Flyout","field_out","Oswaldo Cabrera flies out to center fielder Kyle Isbel.",0,5,12,78,"top",9,"2023-09-30T02:53:38.292Z","2023-09-30T02:55:23.735Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,665828,"Oswaldo Cabrera","/api/v1/people/665828","L","Left",680742,"Jonathan Bowlan","/api/v1/people/680742","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Kansas City Royals","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84,78.3,13,0.85,0.4466,6.3649,22.2595,-32.8669,0.4532,-0.4581,-0.0133,0.5813,6.0394,-122.2657,-5.8205,-2.5657,50.0015,5.7861,0.69,2.4,8.4,24,2504,67,NA,NA,NA,NA,NA,NA,FALSE,-40.4,-1.9,-2.2,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716389,"2023-09-30",1,"2023-09-30T02:54:00.046Z","2023-09-30T02:54:03.336Z",TRUE,"pitch","8169326f-2761-4129-91c3-b8f2082c4ab1",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.2,1.51,NA,144.58,159.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Flyout","field_out","Oswaldo Cabrera flies out to center fielder Kyle Isbel.",0,5,12,78,"top",9,"2023-09-30T02:53:38.292Z","2023-09-30T02:55:23.735Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,665828,"Oswaldo Cabrera","/api/v1/people/665828","L","Left",680742,"Jonathan Bowlan","/api/v1/people/680742","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Kansas City Royals","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.6,85.8,1,0.9,0.402,6.6179,29.2158,-21.2586,-8.3837,5.801,-0.7236,2.95,7.5564,-136.1261,-3.8767,-2.443,50.0026,5.8601,-15.7717,32.4,6,24,1891,211,NA,NA,NA,NA,NA,NA,FALSE,-21.4,9.8,13.7,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716389,"2023-09-30",0,"2023-09-30T02:53:44.732Z","2023-09-30T02:53:49.340Z",TRUE,"pitch","b8017a23-86f1-4c94-84b8-e8ea13158c0e",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.3247,1.6113,NA,170.91,190.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Flyout","field_out","Oswaldo Cabrera flies out to center fielder Kyle Isbel.",0,5,12,78,"top",9,"2023-09-30T02:53:38.292Z","2023-09-30T02:55:23.735Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,665828,"Oswaldo Cabrera","/api/v1/people/665828","L","Left",680742,"Jonathan Bowlan","/api/v1/people/680742","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Kansas City Royals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.3,86.2,13,0.93,0.3998,6.3624,30.5558,-12.4023,-4.8124,10.403,-1.4143,1.7706,5.2326,-137.0451,-8.5698,-2.724,50.002,5.7873,-9.1452,28.8,3.6,24,2202,211,NA,NA,NA,NA,NA,NA,FALSE,-13.7,17.2,7.6,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
