"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
716922,"2023-08-20",3,"2023-08-20T19:57:25.543Z","2023-08-20T19:57:36.035Z",TRUE,"pitch","d686152f-cd80-47d1-adae-ace5ec9db611",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,2,NA,NA,3.2,1.46,NA,136.01,163.82,"fly_ball","hard","8",132.19,102.7,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Ramon Laureano flies out sharply to center fielder Riley Greene.",0,4,1,66,"bottom",9,"2023-08-20T19:56:25.823Z","2023-08-20T19:57:36.035Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,657656,"Ramón Laureano","/api/v1/people/657656","R","Right",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Detroit Tigers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.1,87.7,1,1,0.3922,6.7336,32.0519,-15.4348,-5.0662,8.476,-0.4987,2.7763,5.5098,-139.7747,-5.3762,-1.839,50.0047,5.7414,-10.0073,27.6,3.6,24,2262,216,100.8,53,244,NA,NA,NA,TRUE,-15.2,14.4,8,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716922,"2023-08-20",2,"2023-08-20T19:57:08.207Z","2023-08-20T19:57:12.927Z",TRUE,"pitch","1e8fc3e8-3cb5-4dc0-b0d9-c59afbc87758",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.214,1.4589,NA,105.18,237.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Ramon Laureano flies out sharply to center fielder Riley Greene.",0,4,1,66,"bottom",9,"2023-08-20T19:56:25.823Z","2023-08-20T19:57:36.035Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,657656,"Ramón Laureano","/api/v1/people/657656","R","Right",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Detroit Tigers","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",86.6,80.7,14,2,0.4337,6.5123,23.7595,-33.9332,-1.1554,-1.0863,0.31,0.0398,6.08,-125.9395,-7.3408,-1.9775,50.0038,5.7105,-1.8708,1.2,8.4,24,2357,11,NA,NA,NA,NA,NA,NA,FALSE,-39.6,-3.4,0.8,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716922,"2023-08-20",1,"2023-08-20T19:56:55.513Z","2023-08-20T19:57:00.361Z",TRUE,"pitch","4bc9fee3-a161-4613-8714-a6b055a4e12c",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.2014,1.4964,NA,127.23,185.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Ramon Laureano flies out sharply to center fielder Riley Greene.",0,4,1,66,"bottom",9,"2023-08-20T19:56:25.823Z","2023-08-20T19:57:36.035Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,657656,"Ramón Laureano","/api/v1/people/657656","R","Right",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Detroit Tigers","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",86.6,79.8,8,2,0.4346,6.2881,25.7037,-35.2199,-0.7729,-1.8886,-0.2684,1.9731,4.6637,-126.0444,-2.5847,-2.0426,50.0056,5.8567,-1.2432,1.2,9.6,24,2308,41,NA,NA,NA,NA,NA,NA,FALSE,-40.2,-3.8,0.4,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716922,"2023-08-20",0,"2023-08-20T19:56:43.725Z","2023-08-20T19:56:48.502Z",TRUE,"pitch","ce6ff0f6-5422-484d-86fb-05ec00cabf9b",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.2014,1.4964,NA,89.68,213.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Ramon Laureano flies out sharply to center fielder Riley Greene.",0,4,1,66,"bottom",9,"2023-08-20T19:56:25.823Z","2023-08-20T19:57:36.035Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,657656,"Ramón Laureano","/api/v1/people/657656","R","Right",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Detroit Tigers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97,89.4,14,0.91,0.3883,6.5293,30.35,-24.677,-8.8482,3.7165,0.7168,0.9403,9.9672,-140.7767,-8.5604,-1.711,50.0037,5.6039,-17.8561,31.2,6,24,2256,211,NA,NA,NA,NA,NA,NA,FALSE,-23.9,5.2,14.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716922,"2023-08-20",5,"2023-08-20T19:56:14.039Z","2023-08-20T19:56:22.238Z",TRUE,"pitch","dec1d6d5-ad49-4b6b-aa80-27b014e77fed",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,1,NA,NA,3.31,1.5,NA,101.92,212.01,"ground_ball","medium","4",151.2,156.23,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Groundout","field_out","Will Brennan grounds out, second baseman Zack Short to first baseman Spencer Torkelson.",0,4,1,65,"bottom",9,"2023-08-20T19:55:10.250Z","2023-08-20T19:56:22.238Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,686823,"Will Brennan","/api/v1/people/686823","L","Left",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Detroit Tigers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.2,89.2,14,1,0.3899,6.5549,27.1733,-15.0375,-3.6879,8.5446,0.3955,0.9916,7.6927,-139.6999,-9.7977,-1.8967,50.0016,5.4995,-7.3958,19.2,3.6,24,2216,220,97,-12,4,NA,NA,NA,TRUE,-15.5,13.9,5.4,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716922,"2023-08-20",4,"2023-08-20T19:55:58.836Z","2023-08-20T19:56:03.359Z",TRUE,"pitch","459bb79c-0320-4472-b815-71eac3e32ab6",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.3271,1.4463,NA,111.87,218.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Groundout","field_out","Will Brennan grounds out, second baseman Zack Short to first baseman Spencer Torkelson.",0,4,1,65,"bottom",9,"2023-08-20T19:55:10.250Z","2023-08-20T19:56:22.238Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,686823,"Will Brennan","/api/v1/people/686823","L","Left",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Detroit Tigers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.2,90.2,14,1,0.3857,6.3154,27.7755,-14.8419,-3.0726,8.459,0.1346,0.7659,7.1023,-141.2153,-10.3982,-1.9977,50.0044,5.417,-6.2973,16.8,3.6,24,2250,221,NA,NA,NA,NA,NA,NA,FALSE,-15,13.7,4.3,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716922,"2023-08-20",3,"2023-08-20T19:55:41.304Z","2023-08-20T19:55:44.985Z",TRUE,"pitch","c52fd978-7792-43db-8e65-dfbc35c1b477",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.31,1.5,NA,127.57,191.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Groundout","field_out","Will Brennan grounds out, second baseman Zack Short to first baseman Spencer Torkelson.",0,4,1,65,"bottom",9,"2023-08-20T19:55:10.250Z","2023-08-20T19:56:22.238Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,686823,"Will Brennan","/api/v1/people/686823","L","Left",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Detroit Tigers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.9,82.4,7,0.76,0.4219,6.1941,24.7074,-28.1358,-7.0013,2.3626,-0.2772,1.7632,6.5373,-129.392,-4.7411,-1.9159,50.0062,5.7522,-11.9821,20.4,7.2,24,1687,239,NA,NA,NA,NA,NA,NA,FALSE,-30.8,3.5,11.4,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716922,"2023-08-20",2,"2023-08-20T19:55:25.056Z","2023-08-20T19:55:28.860Z",TRUE,"pitch","6c3552de-1763-4fdc-a786-93b3220d88fe",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.31,1.5,NA,126.77,162.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Groundout","field_out","Will Brennan grounds out, second baseman Zack Short to first baseman Spencer Torkelson.",0,4,1,65,"bottom",9,"2023-08-20T19:55:10.250Z","2023-08-20T19:56:22.238Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,686823,"Will Brennan","/api/v1/people/686823","L","Left",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Detroit Tigers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.4,88.6,2,1,0.3897,6.3123,29.8928,-14.5931,-4.732,8.7761,-0.2562,2.8386,6.444,-140.2222,-5.2565,-1.9628,50.0053,5.6801,-9.4826,27.6,3.6,24,2363,217,NA,NA,NA,NA,NA,NA,FALSE,-14.3,15.1,7.3,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716922,"2023-08-20",1,"2023-08-20T19:55:12.583Z","2023-08-20T19:55:17.172Z",TRUE,"pitch","683b2fb2-defa-4334-a6b3-ea20257b430f",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.3065,1.401,NA,91.97,203.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Groundout","field_out","Will Brennan grounds out, second baseman Zack Short to first baseman Spencer Torkelson.",0,4,1,65,"bottom",9,"2023-08-20T19:55:10.250Z","2023-08-20T19:56:22.238Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,686823,"Will Brennan","/api/v1/people/686823","L","Left",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Detroit Tigers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.4,87.8,9,0.98,0.3925,6.5226,32.8344,-12.2591,-5.5881,10.1068,0.6567,1.2978,8.8882,-139.8021,-9.5254,-1.8443,50.0021,5.5632,-11.0112,32.4,3.6,24,2299,222,NA,NA,NA,NA,NA,NA,FALSE,-13.4,16.3,8.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716922,"2023-08-20",0,"2023-08-20T19:54:53.002Z","2023-08-20T19:55:12.583Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Will Brennan replaces Oscar Gonzalez.","Offensive Substitution",4,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,686823,"/api/v1/people/686823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","301","65","atBat","Groundout","field_out","Will Brennan grounds out, second baseman Zack Short to first baseman Spencer Torkelson.",0,4,1,65,"bottom",9,"2023-08-20T19:55:10.250Z","2023-08-20T19:56:22.238Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,686823,"Will Brennan","/api/v1/people/686823","L","Left",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Detroit Tigers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,660757,"/api/v1/people/660757",NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
