"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
716874,"2023-08-23",5,"2023-08-24T01:51:47.514Z","2023-08-24T01:51:52.526Z",TRUE,"pitch","b663f518-df32-4f13-8705-d396f72b9af9",6,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",3,3,2,NA,NA,3.6,1.64,NA,81.52,223.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Vladimir Guerrero Jr. strikes out swinging.",0,0,7,68,"top",9,"2023-08-24T01:49:24.103Z","2023-08-24T01:51:52.526Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489","R","Right",660261,"Shintaro Fujinami","/api/v1/people/660261","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Baltimore Orioles","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.2,82.1,14,0.92,0.4204,6.5661,31.1651,-29.7649,0.2499,1.4086,0.9308,0.5777,7.3548,-130.9654,-6.2721,-1.9626,50.0052,5.2692,0.4278,3.6,7.2,24,2188,36,NA,NA,NA,NA,NA,NA,TRUE,-33,1.2,-2.3,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716874,"2023-08-23",4,"2023-08-24T01:51:19.247Z","2023-08-24T01:51:23.280Z",TRUE,"pitch","e2fb6408-6361-484a-886c-9f314eea5969",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.5755,1.6863,NA,33.76,242.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Vladimir Guerrero Jr. strikes out swinging.",0,0,7,68,"top",9,"2023-08-24T01:49:24.103Z","2023-08-24T01:51:52.526Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489","R","Right",660261,"Shintaro Fujinami","/api/v1/people/660261","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Baltimore Orioles","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.9,77.9,14,0.91,0.4467,6.6635,27.6756,-34.6732,6.3908,-1.6503,2.1839,-0.1399,7.7588,-123.2861,-5.6788,-1.8506,50.0016,5.1675,9.6981,16.8,9.6,24,2306,43,NA,NA,NA,NA,NA,NA,FALSE,-42.7,-4.2,-13.6,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716874,"2023-08-23",3,"2023-08-24T01:50:41.394Z","2023-08-24T01:50:46.617Z",TRUE,"pitch","750e1ada-e86b-4b00-ae64-5ef8b51937ef",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.6,1.64,NA,125.41,131.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Vladimir Guerrero Jr. strikes out swinging.",0,0,7,68,"top",9,"2023-08-24T01:49:24.103Z","2023-08-24T01:51:52.526Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489","R","Right",660261,"Shintaro Fujinami","/api/v1/people/660261","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Baltimore Orioles","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99,90.2,11,0.91,0.3806,6.92,33.9088,-15.8678,-6.591,7.7755,-0.2207,3.97,6.641,-143.9933,-1.6472,-1.7022,50.0006,5.5328,-13.8182,37.2,3.6,24,2188,219,NA,NA,NA,NA,NA,NA,FALSE,-14,13.9,10.6,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716874,"2023-08-23",2,"2023-08-24T01:50:22.185Z","2023-08-24T01:50:26.443Z",TRUE,"pitch","cf234c77-1274-4ff3-9c45-2db6fffaf8fb",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.6465,1.6627,NA,81.25,190.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Vladimir Guerrero Jr. strikes out swinging.",0,0,7,68,"top",9,"2023-08-24T01:49:24.103Z","2023-08-24T01:51:52.526Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489","R","Right",660261,"Shintaro Fujinami","/api/v1/people/660261","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Baltimore Orioles","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.5,91,14,0.91,0.379,7.1561,33.1923,-14.8143,-6.8115,8.2053,0.9379,1.7986,9.6338,-144.4389,-7.345,-1.5535,50.0033,5.2828,-14.4131,37.2,3.6,24,2154,221,NA,NA,NA,NA,NA,NA,FALSE,-14.2,13.6,10.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716874,"2023-08-23",1,"2023-08-24T01:49:59.789Z","2023-08-24T01:50:02.789Z",TRUE,"pitch","fd23b218-d353-41f5-af8d-95b4d3b5d16f",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.6702,1.639,NA,28.91,271.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Vladimir Guerrero Jr. strikes out swinging.",0,0,7,68,"top",9,"2023-08-24T01:49:24.103Z","2023-08-24T01:51:52.526Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489","R","Right",660261,"Shintaro Fujinami","/api/v1/people/660261","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Baltimore Orioles","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.2,82.6,14,0.92,0.4215,6.9685,30.8083,-31.4668,-0.4836,0.4158,2.3111,-1.2042,10.5151,-130.5896,-10.214,-1.7271,50.0039,5.1721,-0.8255,2.4,8.4,24,2319,25,NA,NA,NA,NA,NA,NA,FALSE,-36,-1.7,-1.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716874,"2023-08-23",0,"2023-08-24T01:49:41.397Z","2023-08-24T01:49:44.522Z",TRUE,"pitch","02713f49-3a62-4976-8abd-342379103a3d",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.6,1.64,NA,73.3,203.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Vladimir Guerrero Jr. strikes out swinging.",0,0,7,68,"top",9,"2023-08-24T01:49:24.103Z","2023-08-24T01:51:52.526Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489","R","Right",660261,"Shintaro Fujinami","/api/v1/people/660261","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Baltimore Orioles","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.8,82.6,14,0.92,0.4196,6.7746,28.0845,-32.1634,0.7874,0.0072,1.1465,1.308,7.1416,-130.6427,-4.4029,-1.7273,50.0037,5.4387,1.3575,4.8,8.4,24,2249,66,NA,NA,NA,NA,NA,NA,FALSE,-34.8,-0.7,-3,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716874,"2023-08-23",4,"2023-08-24T01:49:10.580Z","2023-08-24T01:49:15.672Z",TRUE,"pitch","a015d8aa-acf1-4a83-a3af-ec5ae43b882c",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,3,1,NA,NA,3.3029,1.5817,NA,140.06,146.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Brandon Belt called out on strikes.",0,0,7,67,"top",9,"2023-08-24T01:47:40.697Z","2023-08-24T01:49:15.672Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,474832,"Brandon Belt","/api/v1/people/474832","L","Left",660261,"Shintaro Fujinami","/api/v1/people/660261","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Baltimore Orioles","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.2,89.8,1,0.91,0.3829,6.9549,32.7705,-15.0388,-6.3717,8.2678,-0.605,3.408,5.7775,-142.9942,-3.2836,-1.8232,50.0009,5.5139,-13.2024,37.2,3.6,24,2205,225,NA,NA,NA,NA,NA,NA,TRUE,-13.8,14.5,10.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716874,"2023-08-23",3,"2023-08-24T01:48:50.368Z","2023-08-24T01:48:53.368Z",TRUE,"pitch","117a86ec-05f9-4ee9-b992-543d4b33805b",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.1618,1.5117,NA,180.65,131.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Brandon Belt called out on strikes.",0,0,7,67,"top",9,"2023-08-24T01:47:40.697Z","2023-08-24T01:49:15.672Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,474832,"Brandon Belt","/api/v1/people/474832","L","Left",660261,"Shintaro Fujinami","/api/v1/people/660261","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Baltimore Orioles","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.1,88.5,11,0.89,0.3876,6.9247,33.1794,-16.9531,-6.479,7.5337,-1.6698,3.9652,3.2511,-141.4667,-1.1398,-1.994,50.0044,5.4633,-13.0937,36,4.8,24,2182,230,NA,NA,NA,NA,NA,NA,FALSE,-15.5,13.6,11,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716874,"2023-08-23",2,"2023-08-24T01:48:30.880Z","2023-08-24T01:48:34.421Z",TRUE,"pitch","9b2f8d36-0760-438e-a4fd-d66c2a2820a9",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.21,1.56,NA,123.11,190.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Brandon Belt called out on strikes.",0,0,7,67,"top",9,"2023-08-24T01:47:40.697Z","2023-08-24T01:49:15.672Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,474832,"Brandon Belt","/api/v1/people/474832","L","Left",660261,"Shintaro Fujinami","/api/v1/people/660261","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Baltimore Orioles","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",93.9,86.6,8,0.91,0.4,6.9698,28.5739,-24.8759,-7.0735,3.8377,-0.1604,1.7864,6.7106,-136.6413,-5.5071,-1.7227,50.0011,5.5247,-13.4472,25.2,6,24,1263,231,NA,NA,NA,NA,NA,NA,FALSE,-24.8,6,11.5,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716874,"2023-08-23",1,"2023-08-24T01:48:09.419Z","2023-08-24T01:48:14.360Z",TRUE,"pitch","b70748e3-bbcd-463c-8967-1366469df3db",2,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",1,1,1,NA,NA,3.21,1.56,NA,105.3,204.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Brandon Belt called out on strikes.",0,0,7,67,"top",9,"2023-08-24T01:47:40.697Z","2023-08-24T01:49:15.672Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,474832,"Brandon Belt","/api/v1/people/474832","L","Left",660261,"Shintaro Fujinami","/api/v1/people/660261","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Baltimore Orioles","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.9,91.9,14,0.91,0.3766,6.9537,32.0467,-13.794,-5.3429,8.5681,0.3068,1.2777,8.0347,-145.1084,-9.2982,-1.7962,50.0069,5.352,-11.4662,31.2,3.6,24,2108,221,NA,NA,NA,NA,NA,NA,FALSE,-13.4,13.9,8.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
