"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","isBaseRunningPlay","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718023,"2023-05-26",4,"2023-05-27T01:54:05.189Z","2023-05-27T01:54:09.275Z",TRUE,"pitch","e6f19f06-08b8-43fa-b394-e1ba0dcb7f0b",5,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",1,3,2,NA,NA,3.09,1.5,NA,138.88,216.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Anthony Volpe strikes out swinging.",0,5,1,75,"bottom",9,"2023-05-27T01:52:28.251Z","2023-05-27T01:54:09.275Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","San Diego Padres","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.1,79.4,13,0.87,0.435,7.2548,28.5783,-28.2544,2.1362,2.4462,-0.5739,0.8248,-9.1614,-126.4806,-4.9483,2.8358,50.0008,5.1037,3.4208,2.4,7.2,24,2441,226,NA,NA,NA,NA,NA,NA,TRUE,-33.1,3.4,-1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718023,"2023-05-26",3,"2023-05-27T01:53:41.609Z","2023-05-27T01:53:45.509Z",TRUE,"pitch","41d3b117-8b9e-45d2-9387-7f91b736a056",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.09,1.5,NA,171.07,161.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Anthony Volpe strikes out swinging.",0,5,1,75,"bottom",9,"2023-05-27T01:52:28.251Z","2023-05-27T01:54:09.275Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.9,87.9,11,0.91,0.391,7.2655,33.3183,-8.2535,6.5956,12.0526,-1.4185,2.8761,-13.5905,-140.3526,-5.6064,2.6408,50.0011,5.4437,13.0896,45.6,2.4,24,2346,148,NA,NA,NA,NA,NA,NA,FALSE,-8.9,20.6,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718023,"2023-05-26",2,"2023-05-27T01:53:21.473Z","2023-05-27T01:53:25.508Z",TRUE,"pitch","d4875b24-6d27-4f7c-997f-726d6f1c9007",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.09,1.5,NA,149.94,184.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Anthony Volpe strikes out swinging.",0,5,1,75,"bottom",9,"2023-05-27T01:52:28.251Z","2023-05-27T01:54:09.275Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","San Diego Padres","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.1,78.3,13,0.91,0.4401,7.1201,28.1686,-32.5337,-0.027,-0.228,-0.8642,1.9992,-8.956,-125.0585,-1.5202,2.7861,50.0042,5.3149,-0.0415,3.6,8.4,24,2444,298,NA,NA,NA,NA,NA,NA,FALSE,-37.9,-0.6,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718023,"2023-05-26",1,"2023-05-27T01:52:56.262Z","2023-05-27T01:53:00.316Z",TRUE,"pitch","31f01ba6-08cd-4335-a95c-76b269d786da",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.09,1.5,NA,82.54,156.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Anthony Volpe strikes out swinging.",0,5,1,75,"bottom",9,"2023-05-27T01:52:28.251Z","2023-05-27T01:54:09.275Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.4,86.5,12,0.9,0.396,6.7897,33.2702,-10.4336,6.407,11.2407,0.904,3.03,-6.5411,-138.7324,-4.9329,2.4687,50.006,5.5371,12.3954,43.2,3.6,24,2078,146,NA,NA,NA,NA,NA,NA,FALSE,-10.9,19.4,-10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718023,"2023-05-26",0,"2023-05-27T01:52:39.231Z","2023-05-27T01:52:43.753Z",TRUE,"pitch","279c3bac-48ed-44bb-89a5-7aaf91f92ea5",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.2079,1.5676,NA,67.98,142.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Anthony Volpe strikes out swinging.",0,5,1,75,"bottom",9,"2023-05-27T01:52:28.251Z","2023-05-27T01:54:09.275Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.5,87.8,12,0.89,0.3907,7.0544,32.706,-11.0407,7.4186,10.6207,1.2861,3.5798,-6.4028,-140.3778,-3.5102,2.6362,50.0006,5.5687,14.7582,48,3.6,24,1986,146,NA,NA,NA,NA,NA,NA,FALSE,-10.8,18.6,-12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718023,"2023-05-26",4,"2023-05-27T01:52:09.172Z","2023-05-27T01:52:14.309Z",TRUE,"pitch","858187ca-9825-42b2-baa3-d6fd8cc00e11",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,3,1,NA,NA,3.2079,1.752,NA,126.52,182.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Willie Calhoun called out on strikes.",0,5,1,74,"bottom",9,"2023-05-27T01:50:38.241Z","2023-05-27T01:52:14.309Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,641432,"Willie Calhoun","/api/v1/people/641432","L","Left",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","San Diego Padres","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.2,88.6,8,0.9,0.3887,7.1284,32.3034,-8.6482,7.0671,11.701,-0.2497,2.0774,-10.0201,-140.9582,-8.0431,2.4344,50.0045,5.5278,14.2113,49.2,3.6,24,2145,153,NA,NA,NA,NA,NA,NA,TRUE,-9.6,19.7,-10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718023,"2023-05-26",3,"2023-05-27T01:51:50.814Z","2023-05-27T01:51:55.378Z",TRUE,"pitch","8fb7fb32-2e1c-4b9d-b763-de4994504231",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,1,NA,NA,3.15,1.46,NA,77.92,140.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Willie Calhoun called out on strikes.",0,5,1,74,"bottom",9,"2023-05-27T01:50:38.241Z","2023-05-27T01:52:14.309Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,641432,"Willie Calhoun","/api/v1/people/641432","L","Left",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.5,87.8,12,0.89,0.3907,7.1024,32.477,-11.1229,7.6589,10.5825,1.0252,3.6512,-7.2803,-140.3163,-3.4121,2.6614,50.0007,5.6104,15.2331,49.2,3.6,24,2098,146,NA,NA,NA,NA,NA,NA,FALSE,-10.8,18.6,-12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718023,"2023-05-26",2,"2023-05-27T01:51:35.991Z","2023-05-27T01:51:40.434Z",TRUE,"pitch","8b5fc14e-93d0-4122-b02a-04f87e9a2422",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.1504,1.673,NA,135.17,148.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Willie Calhoun called out on strikes.",0,5,1,74,"bottom",9,"2023-05-27T01:50:38.241Z","2023-05-27T01:52:14.309Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,641432,"Willie Calhoun","/api/v1/people/641432","L","Left",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.3,87.7,11,0.89,0.3918,7.0353,32.1841,-12.419,6.6353,9.9859,-0.4767,3.3316,-10.2983,-139.8983,-4.0194,2.3935,50.0005,5.6036,13.1244,38.4,3.6,24,2176,146,NA,NA,NA,NA,NA,NA,FALSE,-12.2,17.4,-9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718023,"2023-05-26",1,"2023-05-27T01:51:21.877Z","2023-05-27T01:51:26.136Z",TRUE,"pitch","d0a659a9-352e-4058-b2bd-52eb247b719d",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.0232,1.436,NA,89.88,146.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Willie Calhoun called out on strikes.",0,5,1,74,"bottom",9,"2023-05-27T01:50:38.241Z","2023-05-27T01:52:14.309Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,641432,"Willie Calhoun","/api/v1/people/641432","L","Left",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","San Diego Padres","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.9,80.4,12,0.8,0.431,7.0461,22.9902,-29.0732,1.8875,1.8912,0.7116,3.4345,-6.4565,-126.5318,0.9808,3.0381,50.0031,5.3508,3.0967,3.6,7.2,24,2345,223,NA,NA,NA,NA,NA,NA,FALSE,-32,3.8,-2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718023,"2023-05-26",0,"2023-05-27T01:50:51.747Z","2023-05-27T01:50:55.293Z",TRUE,"pitch","5b276fa5-9fac-41f9-bdcf-34e321f50d0e",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.15,1.46,NA,80.78,148.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Willie Calhoun called out on strikes.",0,5,1,74,"bottom",9,"2023-05-27T01:50:38.241Z","2023-05-27T01:52:14.309Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,641432,"Willie Calhoun","/api/v1/people/641432","L","Left",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.2,87.8,12,0.89,0.3916,7.0123,31.4849,-11.2622,7.1319,10.5541,0.9502,3.3321,-7.6953,-139.8583,-4.1308,2.8105,50.0018,5.5666,14.1307,45.6,3.6,24,2153,147,NA,NA,NA,NA,NA,NA,FALSE,-11.2,18.5,-11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
