"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717162,"2023-08-02",4,"2023-08-02T19:25:13.177Z","2023-08-02T19:25:25.745Z",TRUE,"pitch","92afbe8b-aba6-413d-9d7a-45ab099ca948",4,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,2,0,NA,NA,3.27,1.65,NA,109.05,201.69,"ground_ball","medium","5",107.02,168.86,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Fielders Choice","fielders_choice","Brewers challenged (tag play), call on the field was upheld: Alex Call reaches on a fielder's choice, fielded by third baseman Andruw Monasterio. Corey Dickerson scores. Ildemaro Vargas scores. Keibert Ruiz to 2nd. Throwing error by third baseman Andruw Monasterio.",0,2,3,65,"bottom",9,"2023-08-02T19:23:57.401Z","2023-08-02T19:25:25.745Z",TRUE,TRUE,TRUE,FALSE,36,1,2,0,669743,"Alex Call","/api/v1/people/669743","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Milwaukee Brewers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.9,77.8,14,0.9,0.4445,7.6249,25.1207,-33.6185,-12.8198,-0.9419,0.2087,1.3738,9.3388,-123.3466,-2.2098,-1.9658,50.0012,5.1229,-19.7016,27.6,9.6,24,2747,273,76.1,-23,5,NA,NA,NA,FALSE,-40.1,-2,21,NA,NA,NA,NA,NA,NA,FALSE,FALSE,669743,"Alex Call","/api/v1/people/669743",660688,"Keibert Ruiz","/api/v1/people/660688",NA,NA,NA,FALSE,FALSE,"MA",158
717162,"2023-08-02",3,"2023-08-02T19:24:49.570Z","2023-08-02T19:24:53.897Z",TRUE,"pitch","ae9032d6-580c-4620-9aaf-ee82c9b06253",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,3.1548,1.5115,NA,20.22,191.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Fielders Choice","fielders_choice","Brewers challenged (tag play), call on the field was upheld: Alex Call reaches on a fielder's choice, fielded by third baseman Andruw Monasterio. Corey Dickerson scores. Ildemaro Vargas scores. Keibert Ruiz to 2nd. Throwing error by third baseman Andruw Monasterio.",0,2,3,65,"bottom",9,"2023-08-02T19:23:57.401Z","2023-08-02T19:25:25.745Z",TRUE,TRUE,TRUE,FALSE,36,1,2,0,669743,"Alex Call","/api/v1/people/669743","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.2,86.4,14,0.89,0.4007,7.8051,28.2744,-16.5432,-7.8372,8.2502,2.539,1.7557,13.9239,-136.3692,-6.2297,-1.6008,50.0037,5.1993,-14.8517,33.6,4.8,24,2333,220,NA,NA,NA,NA,NA,NA,FALSE,-17.3,13.8,11.4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717162,"2023-08-02",2,"2023-08-02T19:24:22.379Z","2023-08-02T19:24:25.503Z",TRUE,"pitch","47d52b18-d5e8-44b3-94d3-8cc31a6e7181",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.27,1.65,NA,130.99,151.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Fielders Choice","fielders_choice","Brewers challenged (tag play), call on the field was upheld: Alex Call reaches on a fielder's choice, fielded by third baseman Andruw Monasterio. Corey Dickerson scores. Ildemaro Vargas scores. Keibert Ruiz to 2nd. Throwing error by third baseman Andruw Monasterio.",0,2,3,65,"bottom",9,"2023-08-02T19:23:57.401Z","2023-08-02T19:25:25.745Z",TRUE,TRUE,TRUE,FALSE,36,1,2,0,669743,"Alex Call","/api/v1/people/669743","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93,85.1,1,0.9,0.4043,7.6654,28.8929,-13.8951,-6.109,9.8298,-0.3669,3.2435,5.9144,-135.3562,-2.9253,-1.7841,50.0061,5.3083,-11.3646,34.8,3.6,24,2312,223,NA,NA,NA,NA,NA,NA,FALSE,-14.2,17.4,9.8,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717162,"2023-08-02",1,"2023-08-02T19:23:59.737Z","2023-08-02T19:24:03.317Z",TRUE,"pitch","b00fec83-3ad0-4b97-ae7e-450b2f2c4df5",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,0,NA,NA,3.27,1.65,NA,125.95,171.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Fielders Choice","fielders_choice","Brewers challenged (tag play), call on the field was upheld: Alex Call reaches on a fielder's choice, fielded by third baseman Andruw Monasterio. Corey Dickerson scores. Ildemaro Vargas scores. Keibert Ruiz to 2nd. Throwing error by third baseman Andruw Monasterio.",0,2,3,65,"bottom",9,"2023-08-02T19:23:57.401Z","2023-08-02T19:25:25.745Z",TRUE,TRUE,TRUE,FALSE,36,1,2,0,669743,"Alex Call","/api/v1/people/669743","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93,85.6,5,0.9,0.4036,7.5015,27.0269,-14.1204,-6.2566,9.6591,-0.2347,2.5054,6.7708,-135.2485,-5.0127,-1.9471,50.0038,5.3589,-11.6957,34.8,3.6,24,2228,218,NA,NA,NA,NA,NA,NA,FALSE,-14.8,16.7,10.1,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717162,"2023-08-02",0,"2023-08-02T19:23:32.293Z","2023-08-02T19:23:59.737Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-runner Ildemaro Vargas replaces Dominic Smith.","Offensive Substitution",2,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,545121,"/api/v1/people/545121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"12","Pinch Runner","Runner","PR","501","65","atBat","Fielders Choice","fielders_choice","Brewers challenged (tag play), call on the field was upheld: Alex Call reaches on a fielder's choice, fielded by third baseman Andruw Monasterio. Corey Dickerson scores. Ildemaro Vargas scores. Keibert Ruiz to 2nd. Throwing error by third baseman Andruw Monasterio.",0,2,3,65,"bottom",9,"2023-08-02T19:23:57.401Z","2023-08-02T19:25:25.745Z",TRUE,TRUE,TRUE,FALSE,36,1,2,0,669743,"Alex Call","/api/v1/people/669743","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Milwaukee Brewers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,642086,"/api/v1/people/642086",2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717162,"2023-08-02",7,"2023-08-02T19:22:57.432Z","2023-08-02T19:23:05.091Z",TRUE,"pitch","045997a0-a52c-465d-a114-64bdb532cd95",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,0,NA,NA,3.277,1.5887,NA,169.91,185.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Walk","walk","Keibert Ruiz walks. Corey Dickerson to 3rd. Dominic Smith to 2nd.",0,2,1,64,"bottom",9,"2023-08-02T19:20:51.108Z","2023-08-02T19:23:05.091Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,660688,"Keibert Ruiz","/api/v1/people/660688","L","Left",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Milwaukee Brewers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.6,76.9,13,0.9,0.4503,7.4749,23.745,-35.9208,-11.6911,-2.4987,-1.388,1.9681,5.1811,-121.6061,-0.1869,-2.0267,50.0037,5.1609,-17.5188,25.2,10.8,24,2772,284,NA,NA,NA,NA,NA,NA,FALSE,-43.4,-4.3,19.9,NA,NA,NA,NA,NA,NA,FALSE,FALSE,660688,"Keibert Ruiz","/api/v1/people/660688",642086,"Dominic Smith","/api/v1/people/642086",572816,"Corey Dickerson","/api/v1/people/572816",NA,NA,NA,NA
717162,"2023-08-02",6,"2023-08-02T19:22:32.913Z","2023-08-02T19:22:37.582Z",TRUE,"pitch","0a461de2-53c6-44fe-9c55-54273856e9b0",5,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",3,2,0,NA,NA,3.3111,1.6918,NA,111.75,224.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Walk","walk","Keibert Ruiz walks. Corey Dickerson to 3rd. Dominic Smith to 2nd.",0,2,1,64,"bottom",9,"2023-08-02T19:20:51.108Z","2023-08-02T19:23:05.091Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,660688,"Keibert Ruiz","/api/v1/people/660688","L","Left",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Milwaukee Brewers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.1,77.7,14,0.9,0.4479,7.6585,23.3233,-34.0686,-11.6165,-1.2456,0.1377,0.5424,8.8554,-122.1292,-3.895,-2.0202,50.0054,5.078,-17.6077,25.2,10.8,24,2598,275,NA,NA,NA,NA,NA,NA,FALSE,-41.6,-3,19.1,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717162,"2023-08-02",5,"2023-08-02T19:22:07.670Z","2023-08-02T19:22:11.681Z",TRUE,"pitch","33335192-a033-4609-9fe3-03a2a98e3f5c",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.28,1.52,NA,113.22,176.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Walk","walk","Keibert Ruiz walks. Corey Dickerson to 3rd. Dominic Smith to 2nd.",0,2,1,64,"bottom",9,"2023-08-02T19:20:51.108Z","2023-08-02T19:23:05.091Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,660688,"Keibert Ruiz","/api/v1/people/660688","L","Left",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.4,87.3,5,0.9,0.3948,7.3254,30.4145,-13.6265,-6.3592,9.5067,0.0993,2.3168,7.7517,-138.6462,-5.8991,-1.904,50.0024,5.3782,-12.406,36,3.6,24,2166,222,NA,NA,NA,NA,NA,NA,FALSE,-13.9,16.2,10,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717162,"2023-08-02",4,"2023-08-02T19:21:35.404Z","2023-08-02T19:21:39.767Z",TRUE,"pitch","0b7083cd-2e83-485a-b68f-6357b6e639ef",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,0,NA,NA,3.28,1.52,NA,118.2,197.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Walk","walk","Keibert Ruiz walks. Corey Dickerson to 3rd. Dominic Smith to 2nd.",0,2,1,64,"bottom",9,"2023-08-02T19:20:51.108Z","2023-08-02T19:23:05.091Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,660688,"Keibert Ruiz","/api/v1/people/660688","L","Left",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Milwaukee Brewers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",82.3,75.2,8,0.91,0.4594,7.6674,24.4126,-33.6779,-10.818,-1.0467,-0.0314,1.5156,8.1064,-119.5265,-1.1187,-2.0721,50.0018,5.0311,-15.552,22.8,10.8,24,2657,279,NA,NA,NA,NA,NA,NA,FALSE,-42.6,-1.9,17.5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717162,"2023-08-02",3,"2023-08-02T19:21:13.078Z","2023-08-02T19:21:17.176Z",TRUE,"pitch","9059668c-e57e-4a20-92ca-d7bb0e38c4be",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,0,NA,NA,3.4416,1.666,NA,61.24,154.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Walk","walk","Keibert Ruiz walks. Corey Dickerson to 3rd. Dominic Smith to 2nd.",0,2,1,64,"bottom",9,"2023-08-02T19:20:51.108Z","2023-08-02T19:23:05.091Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,660688,"Keibert Ruiz","/api/v1/people/660688","L","Left",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95,86.4,12,0.89,0.3979,7.3456,31.4676,-15.1843,-8.4179,8.8609,1.4629,3.1107,11.9743,-137.8168,-3.1794,-1.8506,50.0061,5.3088,-16.148,40.8,4.8,24,2301,229,NA,NA,NA,NA,NA,NA,FALSE,-15,15.5,12.6,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
