"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y"
718466,"2023-04-23",2,"2023-04-23T03:45:57.903Z","2023-04-23T03:46:03.853Z",TRUE,"pitch","d00f07c1-d2e8-4b61-ae19-11acacded5a8",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,2,NA,NA,3.55,1.65,NA,140.4,204.84,"ground_ball","soft","1",118.84,184.39,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Groundout","field_out","Shohei Ohtani grounds out softly, pitcher Scott Barlow to first baseman Vinnie Pasquantino.",0,11,8,81,"bottom",9,"2023-04-23T03:45:05.446Z","2023-04-23T03:46:03.853Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,660271,"Shohei Ohtani","/api/v1/people/660271","L","Left",605130,"Scott Barlow","/api/v1/people/605130","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Kansas City Royals","true",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",75.7,68.6,13,0.91,0.5023,7.0867,23.8345,-39.096,9.5199,-5.787,-0.6139,1.257,-0.9398,-110.0423,0.222,-1.4087,50.001,5.3791,11.3968,15.6,14.4,24,2354,57,53.5,-58,3,NA,NA,NA,TRUE,-58.7,-10,-16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718466,"2023-04-23",1,"2023-04-23T03:45:39.038Z","2023-04-23T03:45:45.666Z",TRUE,"pitch","3c811e71-c8c8-4d9e-bd08-3c57fc965ec0",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.4654,1.7011,NA,151.61,181.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Groundout","field_out","Shohei Ohtani grounds out softly, pitcher Scott Barlow to first baseman Vinnie Pasquantino.",0,11,8,81,"bottom",9,"2023-04-23T03:45:05.446Z","2023-04-23T03:46:03.853Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,660271,"Shohei Ohtani","/api/v1/people/660271","L","Left",605130,"Scott Barlow","/api/v1/people/605130","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Kansas City Royals","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84,76.6,13,0.9,0.4495,6.8939,25.9854,-35.2718,4.3084,-2.0672,-0.9079,2.1304,1.0023,-122.2448,0.3367,-1.8835,50.0002,5.0395,6.4649,10.8,9.6,24,2505,85,NA,NA,NA,NA,NA,NA,FALSE,-42.4,-3.4,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718466,"2023-04-23",0,"2023-04-23T03:45:18.052Z","2023-04-23T03:45:23.338Z",TRUE,"pitch","3a56d378-67c4-4028-a8fa-f32d3148350a",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.55,1.65,NA,128.48,161.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Groundout","field_out","Shohei Ohtani grounds out softly, pitcher Scott Barlow to first baseman Vinnie Pasquantino.",0,11,8,81,"bottom",9,"2023-04-23T03:45:05.446Z","2023-04-23T03:46:03.853Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,660271,"Shohei Ohtani","/api/v1/people/660271","L","Left",605130,"Scott Barlow","/api/v1/people/605130","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Kansas City Royals","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.6,84.1,4,2,0.41,7.1725,27.6956,-19.6022,-6.3169,6.9504,-0.3012,2.8638,4.8602,-133.4016,-2.2832,-1.3226,50.0041,5.1381,-11.4287,27.6,4.8,24,2137,210,NA,NA,NA,NA,NA,NA,FALSE,-20.2,12.4,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718466,"2023-04-23",6,"2023-04-23T03:44:46.511Z","2023-04-23T03:44:52.929Z",TRUE,"pitch","79868f9b-274a-4059-a8ee-c47ce149d6b5",6,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",2,3,1,NA,NA,3.55,1.67,NA,110.01,226.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Mike Trout strikes out swinging.",0,11,8,80,"bottom",9,"2023-04-23T03:42:49.464Z","2023-04-23T03:44:52.929Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,545361,"Mike Trout","/api/v1/people/545361","R","Right",605130,"Scott Barlow","/api/v1/people/605130","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Kansas City Royals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.1,76.3,14,0.9,0.4541,7.0129,25.2869,-33.0503,4.8269,-0.5995,0.1833,0.4383,2.6858,-120.9771,-4.0729,-1.571,50.0003,5.0646,7.0983,12,9.6,24,2442,82,NA,NA,NA,NA,NA,NA,TRUE,-41.6,-1.8,-9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718466,"2023-04-23",5,"2023-04-23T03:44:16.501Z","2023-04-23T03:44:22.137Z",TRUE,"pitch","e665d4b6-972d-47ac-ab68-4718f4f96433",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.55,1.67,NA,75.57,205.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Mike Trout strikes out swinging.",0,11,8,80,"bottom",9,"2023-04-23T03:42:49.464Z","2023-04-23T03:44:52.929Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,545361,"Mike Trout","/api/v1/people/545361","R","Right",605130,"Scott Barlow","/api/v1/people/605130","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Kansas City Royals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.4,76.3,14,0.91,0.4532,6.856,26.016,-33.1882,6.082,-0.6911,1.087,1.2153,4.2214,-121.3399,-2.4577,-1.4714,50.0001,5.1622,8.974,15.6,9.6,24,2737,74,NA,NA,NA,NA,NA,NA,FALSE,-41.3,-1.6,-12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718466,"2023-04-23",4,"2023-04-23T03:43:59.022Z","2023-04-23T03:44:03.397Z",TRUE,"pitch","e8cfe46e-9721-46d1-ab34-642291881740",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.502,1.67,NA,86.11,207.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Mike Trout strikes out swinging.",0,11,8,80,"bottom",9,"2023-04-23T03:42:49.464Z","2023-04-23T03:44:52.929Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,545361,"Mike Trout","/api/v1/people/545361","R","Right",605130,"Scott Barlow","/api/v1/people/605130","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.3,85.6,14,2,0.4035,7.1129,29.3379,-18.0826,-3.4606,7.551,0.8104,1.1626,6.8634,-135.6633,-6.8274,-1.3013,50.003,4.9697,-6.4588,14.4,4.8,24,2300,115,NA,NA,NA,NA,NA,NA,FALSE,-19.1,12.4,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718466,"2023-04-23",2,"2023-04-23T03:43:31.681Z","2023-04-23T03:43:36.148Z",TRUE,"pitch","d5c8df86-64b0-4248-808b-e5b11e607593",3,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",1,2,1,NA,NA,3.55,1.67,NA,119.49,193.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Mike Trout strikes out swinging.",0,11,8,80,"bottom",9,"2023-04-23T03:42:49.464Z","2023-04-23T03:44:52.929Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,545361,"Mike Trout","/api/v1/people/545361","R","Right",605130,"Scott Barlow","/api/v1/people/605130","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Kansas City Royals",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",78.5,71.4,8,0.89,0.4829,6.9465,24.4651,-38.0368,9.0694,-4.5226,-0.0652,1.6883,0.6514,-114.186,0.3123,-1.5309,50.0005,5.3466,11.7644,16.8,12,24,2606,65,NA,NA,NA,NA,NA,NA,FALSE,-52.7,-7.7,-16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718466,"2023-04-23",1,"2023-04-23T03:43:16.080Z","2023-04-23T03:43:20.230Z",TRUE,"pitch","7e1e0729-0a82-48e6-baf2-149b564d3fd1",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.526,1.67,NA,67.17,203.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Mike Trout strikes out swinging.",0,11,8,80,"bottom",9,"2023-04-23T03:42:49.464Z","2023-04-23T03:44:52.929Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,545361,"Mike Trout","/api/v1/people/545361","R","Right",605130,"Scott Barlow","/api/v1/people/605130","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Kansas City Royals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83,75.9,14,0.91,0.4554,7.0694,25.8072,-33.0381,5.1921,-0.595,1.3074,1.2946,5.1411,-120.7668,-2.0586,-1.5315,50.0004,5.0932,7.5871,14.4,9.6,24,2720,90,NA,NA,NA,NA,NA,NA,FALSE,-41.4,-1.3,-10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718466,"2023-04-23",0,"2023-04-23T03:42:57.986Z","2023-04-23T03:43:01.700Z",TRUE,"pitch","3d7fa637-d12f-44bc-a58a-3e36d4f5b15d",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.478,1.67,NA,85.49,178.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Mike Trout strikes out swinging.",0,11,8,80,"bottom",9,"2023-04-23T03:42:49.464Z","2023-04-23T03:44:52.929Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,545361,"Mike Trout","/api/v1/people/545361","R","Right",605130,"Scott Barlow","/api/v1/people/605130","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.5,85,6,2,0.4041,7.1154,31.7243,-18.6536,-4.3917,7.278,0.8267,2.2487,7.4803,-135.9027,-4.1512,-1.3996,50.0021,5.1037,-8.1583,18,4.8,24,2279,212,NA,NA,NA,NA,NA,NA,FALSE,-19.1,12.4,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718466,"2023-04-23",3,"2023-04-23T03:43:45.510Z","2023-04-23T03:43:59.022Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",11,8,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,1,545361,"/api/v1/people/545361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Mike Trout strikes out swinging.",0,11,8,80,"bottom",9,"2023-04-23T03:42:49.464Z","2023-04-23T03:44:52.929Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,545361,"Mike Trout","/api/v1/people/545361","R","Right",605130,"Scott Barlow","/api/v1/people/605130","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Kansas City Royals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
