"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717629,"2023-06-24",3,"2023-06-24T22:59:11.591Z","2023-06-24T22:59:23.189Z",TRUE,"pitch","c4b9c125-f774-4d71-8071-2f2dcb0ead6a",2,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,1,2,NA,NA,3.11,1.41,NA,140.03,178.8,"line_drive","medium","9",153.41,102.64,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Single","single","Elvis Andrus singles on a line drive to right fielder Adam Duvall. Zach Remillard scores.",1,4,5,76,"bottom",9,"2023-06-24T22:58:27.741Z","2023-06-24T22:59:23.189Z",TRUE,TRUE,FALSE,FALSE,60,0,1,2,462101,"Elvis Andrus","/api/v1/people/462101","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",94.8,85.5,4,0.9,0.4,7.1093,34.9134,-10.4321,-0.0261,11.4949,-0.6042,2.2215,4.3536,-137.7203,-8.1588,-2.2124,50.0062,5.9563,-0.0493,4.8,2.4,24,2604,185,75.5,21,225,NA,NA,NA,FALSE,-11.9,19,-1,NA,NA,NA,NA,NA,NA,FALSE,FALSE,462101,"Elvis Andrus","/api/v1/people/462101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717629,"2023-06-24",1,"2023-06-24T22:58:30.038Z","2023-06-24T22:58:37.067Z",TRUE,"pitch","20a0ed48-2329-4526-98cf-6af137ee9840",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.0708,1.3897,NA,148.07,182.45,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"76","atBat","Single","single","Elvis Andrus singles on a line drive to right fielder Adam Duvall. Zach Remillard scores.",1,4,5,76,"bottom",9,"2023-06-24T22:58:27.741Z","2023-06-24T22:59:23.189Z",TRUE,TRUE,FALSE,FALSE,60,0,1,2,462101,"Elvis Andrus","/api/v1/people/462101","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",93.1,84.7,4,0.9,0.4058,7.0211,31.7571,-13.1037,1.8774,10.3542,-0.8152,2.0864,3.7445,-135.3856,-7.8115,-2.4644,50.0023,5.9421,3.4559,15.6,3.6,24,2660,185,NA,NA,NA,NA,NA,NA,FALSE,-14.6,17.2,-4.2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717629,"2023-06-24",0,"2023-06-24T22:58:28.952Z","2023-06-24T22:58:30.038Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-runner Zach Remillard replaces Gavin Sheets.","Offensive Substitution",4,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,621545,"/api/v1/people/621545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"12","Pinch Runner","Runner","PR","802","76","atBat","Single","single","Elvis Andrus singles on a line drive to right fielder Adam Duvall. Zach Remillard scores.",1,4,5,76,"bottom",9,"2023-06-24T22:58:27.741Z","2023-06-24T22:59:23.189Z",TRUE,TRUE,FALSE,FALSE,60,0,1,2,462101,"Elvis Andrus","/api/v1/people/462101","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,657757,"/api/v1/people/657757",1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717629,"2023-06-24",2,"2023-06-24T22:58:49.008Z","2023-06-24T22:59:11.591Z",FALSE,"action",NA,NA,"Zach Remillard steals (1) 2nd base.","Stolen Base 2B",4,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,1,2,621545,"/api/v1/people/621545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20a0ed48-2329-4526-98cf-6af137ee9840","stolen_base_2b",NA,NA,NA,NA,NA,NA,"76","atBat","Single","single","Elvis Andrus singles on a line drive to right fielder Adam Duvall. Zach Remillard scores.",1,4,5,76,"bottom",9,"2023-06-24T22:58:27.741Z","2023-06-24T22:59:23.189Z",TRUE,TRUE,FALSE,FALSE,60,0,1,2,462101,"Elvis Andrus","/api/v1/people/462101","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717629,"2023-06-24",3,"2023-06-24T22:57:25.881Z","2023-06-24T22:57:36.411Z",TRUE,"pitch","3aa667cc-ecf8-4d93-8ede-36df9d072fbc",2,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,1,2,NA,NA,3.41,1.65,NA,104.08,191.03,"ground_ball","medium","3",151.97,172.64,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Single","single","Gavin Sheets singles on a ground ball to first baseman Triston Casas.",0,4,4,75,"bottom",9,"2023-06-24T22:57:06.904Z","2023-06-24T22:57:36.411Z",TRUE,FALSE,FALSE,FALSE,33,0,1,2,657757,"Gavin Sheets","/api/v1/people/657757","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",95.6,86.5,9,0.91,0.3969,6.8414,34.5125,-9.7964,-0.657,11.6351,0.3388,1.7686,7.7681,-138.6587,-9.3182,-2.4285,50.0064,5.8506,-1.2642,2.4,2.4,24,2789,193,102.9,-9,11,NA,NA,NA,FALSE,-11.4,19,-0.6,NA,NA,NA,NA,NA,NA,FALSE,FALSE,657757,"Gavin Sheets","/api/v1/people/657757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717629,"2023-06-24",2,"2023-06-24T22:57:09.194Z","2023-06-24T22:57:12.536Z",TRUE,"pitch","c6536ba3-4540-4da7-998b-44a5c92b764d",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.4277,1.6929,NA,131.07,195.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Single","single","Gavin Sheets singles on a ground ball to first baseman Triston Casas.",0,4,4,75,"bottom",9,"2023-06-24T22:57:06.904Z","2023-06-24T22:57:36.411Z",TRUE,FALSE,FALSE,FALSE,33,0,1,2,657757,"Gavin Sheets","/api/v1/people/657757","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",94.2,85.4,7,0.9,0.4021,7.3149,33.1153,-9.4961,-0.1134,12.0961,-0.3691,1.5893,5.6275,-136.767,-9.5574,-2.4477,50.0016,5.8017,-0.214,4.8,2.4,24,2730,195,NA,NA,NA,NA,NA,NA,FALSE,-11.4,19.8,-1.1,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717629,"2023-06-24",0,"2023-06-24T22:56:20.037Z","2023-06-24T22:56:25.759Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Gavin Sheets replaces Clint Frazier.","Offensive Substitution",4,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,657757,"/api/v1/people/657757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","801","75","atBat","Single","single","Gavin Sheets singles on a ground ball to first baseman Triston Casas.",0,4,4,75,"bottom",9,"2023-06-24T22:57:06.904Z","2023-06-24T22:57:36.411Z",TRUE,FALSE,FALSE,FALSE,33,0,1,2,657757,"Gavin Sheets","/api/v1/people/657757","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,640449,"/api/v1/people/640449",NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717629,"2023-06-24",1,"2023-06-24T22:56:25.759Z","2023-06-24T22:57:09.194Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",4,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"75","atBat","Single","single","Gavin Sheets singles on a ground ball to first baseman Triston Casas.",0,4,4,75,"bottom",9,"2023-06-24T22:57:06.904Z","2023-06-24T22:57:36.411Z",TRUE,FALSE,FALSE,FALSE,33,0,1,2,657757,"Gavin Sheets","/api/v1/people/657757","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717629,"2023-06-24",6,"2023-06-24T22:55:56.552Z","2023-06-24T22:56:01.154Z",TRUE,"pitch","82f30e46-c9f2-41b0-a646-fd0b5d36d28a",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,1,NA,NA,3.28,1.5,NA,132.53,168.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Jake Burger strikes out swinging.",0,4,4,74,"bottom",9,"2023-06-24T22:53:59.739Z","2023-06-24T22:56:01.154Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,669394,"Jake Burger","/api/v1/people/669394","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",94.4,85.6,4,0.91,0.4007,7.0828,33.4068,-13.8462,1.6716,9.7055,-0.4073,2.5942,4.4946,-137.269,-6.7121,-2.2899,50.0005,6.0332,3.1543,15.6,3.6,24,2648,184,NA,NA,NA,NA,NA,NA,TRUE,-14.8,16.2,-4.1,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717629,"2023-06-24",5,"2023-06-24T22:55:33.753Z","2023-06-24T22:55:36.753Z",TRUE,"pitch","79a93a38-55ca-479d-9732-596e337f34a2",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.2554,1.498,NA,137.98,204.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Jake Burger strikes out swinging.",0,4,4,74,"bottom",9,"2023-06-24T22:53:59.739Z","2023-06-24T22:56:01.154Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,669394,"Jake Burger","/api/v1/people/669394","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",95.7,86.3,13,0.9,0.3971,7.04,35.7817,-7.8876,0.5186,12.6505,-0.5505,1.2622,4.1768,-138.8035,-11.3229,-2.1523,50.002,5.9551,0.9942,10.8,2.4,24,2635,191,NA,NA,NA,NA,NA,NA,FALSE,-10.2,20.3,-1.9,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
