"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","details.disengagementNum","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType"
717806,"2023-06-11",4,"2023-06-11T20:25:48.289Z","2023-06-11T20:25:53.580Z",TRUE,"pitch","9f591088-cb22-46e7-9803-0108bb26e3d4",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,2,NA,NA,3.2136,1.4232,NA,137.83,192.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","James Outman called out on strikes.",0,3,7,74,"top",9,"2023-06-11T20:24:49.466Z","2023-06-11T20:25:53.580Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,681546,"James Outman","/api/v1/people/681546","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Philadelphia Phillies",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",88,81.1,7,2,0.4275,6.4586,26.7001,-39.4018,5.2126,-4.3459,-0.5465,1.7093,3.5061,-128.1549,-0.4414,-2.6102,50.0058,4.9638,8.6629,13.2,9.6,24,2753,54,NA,NA,NA,NA,NA,NA,TRUE,-43.1,-7.7,-10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717806,"2023-06-11",3,"2023-06-11T20:25:27.735Z","2023-06-11T20:25:32.198Z",TRUE,"pitch","dcb7b4d4-6e2b-4a47-b7a6-69acfc877429",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,2,NA,NA,3.2855,1.4953,NA,83.61,173.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","James Outman called out on strikes.",0,3,7,74,"top",9,"2023-06-11T20:24:49.466Z","2023-06-11T20:25:53.580Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,681546,"James Outman","/api/v1/people/681546","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Philadelphia Phillies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.3,88.5,12,0.91,0.3885,7.5653,32.7593,-15.8019,-7.6667,8.1386,0.876,2.4263,12.0318,-141.1111,-3.3301,-2.4513,50.0058,4.6427,-15.43,37.2,4.8,24,2435,223,NA,NA,NA,NA,NA,NA,FALSE,-15,14.2,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717806,"2023-06-11",2,"2023-06-11T20:25:08.433Z","2023-06-11T20:25:13.086Z",TRUE,"pitch","b87369b3-b6c4-496c-bd54-d0a98186fff6",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.3334,1.4953,NA,124.96,143.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","James Outman called out on strikes.",0,3,7,74,"top",9,"2023-06-11T20:24:49.466Z","2023-06-11T20:25:53.580Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,681546,"James Outman","/api/v1/people/681546","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Philadelphia Phillies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.7,88.1,11,0.91,0.3897,7.3196,32.0701,-15.5191,-7.3598,8.326,-0.2089,3.5414,8.9195,-140.5806,-1.0337,-2.4676,50.0002,4.9218,-14.7191,38.4,3.6,24,2347,221,NA,NA,NA,NA,NA,NA,FALSE,-14.3,15,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717806,"2023-06-11",1,"2023-06-11T20:24:51.830Z","2023-06-11T20:24:55.314Z",TRUE,"pitch","17e1916f-abca-4fa5-9e95-d3a9e0eff5fc",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.37,1.67,NA,143.47,163.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","James Outman called out on strikes.",0,3,7,74,"top",9,"2023-06-11T20:24:49.466Z","2023-06-11T20:25:53.580Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,681546,"James Outman","/api/v1/people/681546","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Philadelphia Phillies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.9,88.3,4,0.91,0.389,7.4919,32.3263,-14.5995,-7.4885,8.7559,-0.6945,2.7715,8.1248,-140.8757,-2.7722,-2.6445,50.0061,4.7134,-15.038,40.8,3.6,24,2369,225,NA,NA,NA,NA,NA,NA,FALSE,-13.8,15.5,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717806,"2023-06-11",0,"2023-06-11T20:24:32.284Z","2023-06-11T20:24:51.830Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter James Outman replaces Miguel Rojas.","Offensive Substitution",3,7,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,681546,"/api/v1/people/681546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","901","74","atBat","Strikeout","strikeout","James Outman called out on strikes.",0,3,7,74,"top",9,"2023-06-11T20:24:49.466Z","2023-06-11T20:25:53.580Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,681546,"James Outman","/api/v1/people/681546","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Philadelphia Phillies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,500743,"/api/v1/people/500743",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717806,"2023-06-11",7,"2023-06-11T20:24:08.311Z","2023-06-11T20:24:18.454Z",TRUE,"pitch","d4d6889c-4ee6-4259-8246-bed70061dda2",7,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,1,NA,NA,3.48,1.68,NA,90.19,173.8,"popup","medium","3",181.24,173.58,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Pop Out","field_out","Jason Heyward pops out to first baseman Kody Clemens in foul territory.",0,3,7,73,"top",9,"2023-06-11T20:22:07.028Z","2023-06-11T20:24:18.454Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,518792,"Jason Heyward","/api/v1/people/518792","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Philadelphia Phillies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.4,87.7,6,0.91,0.3918,7.4953,32.3754,-15.7683,-7.342,8.295,0.7034,2.4067,11.65,-139.9453,-3.1519,-2.5647,50.0065,4.5842,-14.5285,36,3.6,24,2434,220,92.2,68,150,NA,NA,NA,TRUE,-15.1,14.5,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717806,"2023-06-11",6,"2023-06-11T20:23:47.476Z","2023-06-11T20:23:51.647Z",TRUE,"pitch","4b81eef9-7042-4b42-ad6a-0bc4e46766b5",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.48,1.68,NA,136.48,202.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Pop Out","field_out","Jason Heyward pops out to first baseman Kody Clemens in foul territory.",0,3,7,73,"top",9,"2023-06-11T20:22:07.028Z","2023-06-11T20:24:18.454Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,518792,"Jason Heyward","/api/v1/people/518792","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Philadelphia Phillies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.2,88.4,13,0.91,0.3887,7.469,33.081,-14.97,-9.5853,8.5614,-0.511,1.3398,9.394,-141.0824,-5.8788,-2.6438,50.0001,4.4208,-19.2566,46.8,4.8,24,2428,227,NA,NA,NA,NA,NA,NA,FALSE,-14.8,14.4,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717806,"2023-06-11",4,"2023-06-11T20:23:22.848Z","2023-06-11T20:23:26.713Z",TRUE,"pitch","2d3fb557-23f3-4a76-91c1-9ce8894fe1cc",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,2,1,NA,NA,3.48,1.68,NA,113.1,160.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Pop Out","field_out","Jason Heyward pops out to first baseman Kody Clemens in foul territory.",0,3,7,73,"top",9,"2023-06-11T20:22:07.028Z","2023-06-11T20:24:18.454Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,518792,"Jason Heyward","/api/v1/people/518792","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Philadelphia Phillies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.9,87,5,0.91,0.394,7.652,32.9447,-12.1285,-6.3107,10.2569,0.1024,2.9072,9.6375,-139.3089,-2.5459,-2.5911,50.0025,4.6406,-12.3339,38.4,3.6,24,2435,222,NA,NA,NA,NA,NA,NA,FALSE,-11.8,18.1,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717806,"2023-06-11",3,"2023-06-11T20:23:05.827Z","2023-06-11T20:23:09.900Z",TRUE,"pitch","09451adf-e159-4749-90b9-a47296c75a10",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,1,NA,NA,3.4771,1.5193,NA,111.78,173.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Pop Out","field_out","Jason Heyward pops out to first baseman Kody Clemens in foul territory.",0,3,7,73,"top",9,"2023-06-11T20:22:07.028Z","2023-06-11T20:24:18.454Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,518792,"Jason Heyward","/api/v1/people/518792","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Philadelphia Phillies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.4,87.7,5,0.91,0.3917,7.4523,32.6588,-13.8361,-7.5861,9.2663,0.1369,2.4242,10.2306,-140.0322,-3.6741,-2.5843,50.004,4.6632,-15.0154,40.8,3.6,24,2400,218,NA,NA,NA,NA,NA,NA,FALSE,-13.4,16.2,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717806,"2023-06-11",2,"2023-06-11T20:22:47.909Z","2023-06-11T20:22:52.228Z",TRUE,"pitch","b24481d0-f8d3-461d-be02-0e2b561df507",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,1,NA,NA,3.5249,1.6793,NA,165.28,166.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Pop Out","field_out","Jason Heyward pops out to first baseman Kody Clemens in foul territory.",0,3,7,73,"top",9,"2023-06-11T20:22:07.028Z","2023-06-11T20:24:18.454Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,518792,"Jason Heyward","/api/v1/people/518792","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Philadelphia Phillies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.3,87.7,11,0.91,0.3913,7.475,32.2865,-14.8787,-6.854,8.7192,-1.2666,2.691,6.5419,-140.0946,-2.648,-2.7439,50.0005,4.6235,-13.5929,38.4,3.6,24,2435,222,NA,NA,NA,NA,NA,NA,FALSE,-14.2,15.4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
