"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717695,"2023-06-20",6,"2023-06-20T02:58:00.165Z","2023-06-20T02:58:08.086Z",TRUE,"pitch","a4d2cb4e-914e-45b3-8536-e5a1def69f4a",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.08,1.47,NA,155.8,181.69,"ground_ball","medium","5",101.85,171.34,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Groundout","field_out","Andrew Vaughn grounds out, third baseman Josh Jung to first baseman Nathaniel Lowe.",0,5,2,78,"bottom",9,"2023-06-20T02:55:37.606Z","2023-06-20T02:58:08.086Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Texas Rangers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.5,77.3,13,0.9,0.45,6.1679,22.9773,-31.1907,-3.8417,0.6603,-1.018,2.1143,-3.9853,-121.5437,-4.0028,1.1399,50.0059,6.4799,-5.771,10.8,8.4,24,2441,302,72.7,-30,7,NA,NA,NA,TRUE,-38.5,0.5,7.9,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717695,"2023-06-20",5,"2023-06-20T02:57:36.626Z","2023-06-20T02:57:39.626Z",TRUE,"pitch","b22320d7-907f-4378-8265-8571ed815be6",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.08,1.47,NA,101.68,136.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Groundout","field_out","Andrew Vaughn grounds out, third baseman Josh Jung to first baseman Nathaniel Lowe.",0,5,2,78,"bottom",9,"2023-06-20T02:55:37.606Z","2023-06-20T02:58:08.086Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.4,86.7,12,0.9,0.3976,6.0845,29.1272,-14.8956,1.9612,8.9798,0.4018,3.7848,-2.4818,-137.5085,-4.867,1.0592,50.0014,6.5807,3.7733,12,3.6,24,2271,152,NA,NA,NA,NA,NA,NA,FALSE,-15,15.5,-3.1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717695,"2023-06-20",4,"2023-06-20T02:57:07.731Z","2023-06-20T02:57:12.245Z",TRUE,"pitch","b83b0538-f4e6-402a-9919-36f829f813ef",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.08,1.47,NA,130.76,193.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Groundout","field_out","Andrew Vaughn grounds out, third baseman Josh Jung to first baseman Nathaniel Lowe.",0,5,2,78,"bottom",9,"2023-06-20T02:55:37.606Z","2023-06-20T02:58:08.086Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Texas Rangers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.8,78.4,7,0.87,0.4461,6.2506,20.7441,-30.4377,-4.6698,1.131,-0.3611,1.6782,-2.5901,-122.0998,-5.1446,1.315,50.0009,6.3872,-7.1528,13.2,8.4,24,2414,320,NA,NA,NA,NA,NA,NA,FALSE,-37.2,1.2,9,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717695,"2023-06-20",2,"2023-06-20T02:56:34.604Z","2023-06-20T02:56:43.168Z",TRUE,"pitch","110a0aa1-922d-4ca7-b90f-9adb80f6fa65",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,2,2,NA,NA,3.04,1.3673,NA,137.08,245.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Groundout","field_out","Andrew Vaughn grounds out, third baseman Josh Jung to first baseman Nathaniel Lowe.",0,5,2,78,"bottom",9,"2023-06-20T02:55:37.606Z","2023-06-20T02:58:08.086Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Texas Rangers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.6,77.3,13,0.89,0.4544,6.1438,21.0071,-28.254,-4.1964,2.6562,-0.5267,-0.2352,-2.731,-120.066,-9.5942,1.1667,50.003,6.2885,-6.1889,12,8.4,24,2432,323,NA,NA,NA,NA,NA,NA,FALSE,-36.8,3,8.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717695,"2023-06-20",1,"2023-06-20T02:56:13.780Z","2023-06-20T02:56:17.138Z",TRUE,"pitch","2d695cd7-d9b2-4478-a965-e9823b9d6ae5",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.08,1.47,NA,142.98,199.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Groundout","field_out","Andrew Vaughn grounds out, third baseman Josh Jung to first baseman Nathaniel Lowe.",0,5,2,78,"bottom",9,"2023-06-20T02:55:37.606Z","2023-06-20T02:58:08.086Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Texas Rangers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.9,77.5,7,0.89,0.4516,6.2912,20.6039,-29.0132,-6.3017,2.1097,-0.6816,1.4602,-2.8185,-120.6981,-5.6887,1.3152,50.0002,6.362,-9.4169,18,8.4,24,2460,319,NA,NA,NA,NA,NA,NA,FALSE,-36.5,2.9,12,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717695,"2023-06-20",0,"2023-06-20T02:55:47.691Z","2023-06-20T02:55:50.691Z",TRUE,"pitch","4dfa66da-73bd-4aba-8bc3-b54bcffd8aeb",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.08,1.47,NA,138.77,235.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Groundout","field_out","Andrew Vaughn grounds out, third baseman Josh Jung to first baseman Nathaniel Lowe.",0,5,2,78,"bottom",9,"2023-06-20T02:55:37.606Z","2023-06-20T02:58:08.086Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Texas Rangers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.9,76.8,13,0.91,0.4553,6.2547,24.4985,-37.422,-3.8601,-3.5875,-0.5711,0.1173,-3.2713,-120.5329,-6.9357,1.3075,50.0027,6.3562,-5.6503,9.6,10.8,24,2390,327,NA,NA,NA,NA,NA,NA,FALSE,-48,-7.9,7.8,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717695,"2023-06-20",3,"2023-06-20T02:56:58.608Z","2023-06-20T02:57:07.731Z",FALSE,"action",NA,NA,"Wild pitch by pitcher Will Smith. Clint Frazier to 3rd. Elvis Andrus to 2nd.","Wild Pitch",5,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,2,640449,"/api/v1/people/640449",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"110a0aa1-922d-4ca7-b90f-9adb80f6fa65","wild_pitch",NA,NA,NA,NA,NA,NA,"78","atBat","Groundout","field_out","Andrew Vaughn grounds out, third baseman Josh Jung to first baseman Nathaniel Lowe.",0,5,2,78,"bottom",9,"2023-06-20T02:55:37.606Z","2023-06-20T02:58:08.086Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Texas Rangers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717695,"2023-06-20",3,"2023-06-20T02:55:08.808Z","2023-06-20T02:55:15.604Z",TRUE,"pitch","7bf501ef-28f1-4b00-9d10-3fa395822fb7",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,1,NA,NA,3.28,1.52,NA,137.68,209.78,"line_drive","medium","4",147.83,153.83,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Lineout","field_out","Andrew Benintendi lines out to second baseman Marcus Semien.",0,5,2,77,"bottom",9,"2023-06-20T02:53:54.274Z","2023-06-20T02:55:15.604Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,643217,"Andrew Benintendi","/api/v1/people/643217","L","Left",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_LHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Texas Rangers","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.5,76.8,13,0.88,0.4522,6.1549,25.3437,-32.3114,-4.7595,-0.093,-0.5424,1.0741,-3.0414,-121.4583,-5.7543,1.3473,50.0017,6.3071,-7.0609,13.2,9.6,24,2412,317,70,13,132,NA,NA,NA,TRUE,-40.8,-1.3,9.4,NA,NA,NA,NA,NA,TRUE,FALSE,462101,"Elvis Andrus","/api/v1/people/462101",640449,"Clint Frazier","/api/v1/people/640449",NA,NA,NA
717695,"2023-06-20",2,"2023-06-20T02:54:45.142Z","2023-06-20T02:54:48.628Z",TRUE,"pitch","1f940e69-46ed-4050-8db6-13e3277a4779",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.28,1.52,NA,131.96,196.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Lineout","field_out","Andrew Benintendi lines out to second baseman Marcus Semien.",0,5,2,77,"bottom",9,"2023-06-20T02:53:54.274Z","2023-06-20T02:55:15.604Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,643217,"Andrew Benintendi","/api/v1/people/643217","L","Left",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_LHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Texas Rangers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.3,77.6,7,0.87,0.4474,6.0824,25.2388,-31.5244,-3.0956,0.4259,-0.3925,1.5605,-3.3244,-122.6213,-5.0924,1.3851,50.0005,6.3673,-4.6926,9.6,8.4,24,2392,310,NA,NA,NA,NA,NA,NA,FALSE,-38.9,-0.2,6.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717695,"2023-06-20",1,"2023-06-20T02:54:16.320Z","2023-06-20T02:54:21.809Z",TRUE,"pitch","42da867d-0365-4465-9b61-bb1068318f75",2,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,1,1,NA,NA,3.2401,1.4972,NA,160.58,226.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Lineout","field_out","Andrew Benintendi lines out to second baseman Marcus Semien.",0,5,2,77,"bottom",9,"2023-06-20T02:53:54.274Z","2023-06-20T02:55:15.604Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,643217,"Andrew Benintendi","/api/v1/people/643217","L","Left",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_LHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Texas Rangers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.5,77,13,0.92,0.4554,6.1976,21.9267,-35.4753,-3.1217,-2.2478,-1.1433,0.4531,-4.5432,-119.988,-6.4964,1.176,50.0043,6.3344,-4.5791,8.4,9.6,24,2479,329,NA,NA,NA,NA,NA,NA,FALSE,-45.4,-5.3,6.7,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
