"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717078,"2023-08-09",4,"2023-08-09T02:57:42.777Z","2023-08-09T02:57:51.641Z",TRUE,"pitch","7ad69d91-55f6-4171-b455-e91be935f5b7",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.26,1.62,NA,132,171.24,"ground_ball","medium","6",118.27,147.85,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Groundout","field_out","Christian Yelich grounds out, shortstop Ezequiel Tovar to first baseman Elehuris Montero.",0,7,3,78,"bottom",10,"2023-08-09T02:55:55.972Z","2023-08-09T02:57:51.641Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,592885,"Christian Yelich","/api/v1/people/592885","L","Left",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Colorado Rockies","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.9,90,4,0.9,0.3839,6.1293,31.031,-36.4089,-9.0215,-2.0471,-0.3935,2.5015,9.1999,-142.3951,1.0126,-2.4856,50.0067,4.4352,-18.6317,25.2,8.4,24,2277,254,97.1,-30,5,NA,NA,NA,TRUE,-31.8,-3.4,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717078,"2023-08-09",3,"2023-08-09T02:57:15.936Z","2023-08-09T02:57:21.866Z",TRUE,"pitch","08f3db36-02a0-4e0d-87a4-f91cff1b9a8d",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.26,1.62,NA,134.53,176.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Groundout","field_out","Christian Yelich grounds out, shortstop Ezequiel Tovar to first baseman Elehuris Montero.",0,7,3,78,"bottom",10,"2023-08-09T02:55:55.972Z","2023-08-09T02:57:51.641Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,592885,"Christian Yelich","/api/v1/people/592885","L","Left",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Colorado Rockies","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.8,88.8,4,0.9,0.3866,6.1369,34.4138,-36.9026,-10.9694,-2.325,-0.4598,2.2939,9.8162,-142.0044,1.0466,-2.5468,50.0071,4.2794,-22.2687,28.8,8.4,24,2332,258,NA,NA,NA,NA,NA,NA,FALSE,-32.6,-3.7,17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717078,"2023-08-09",2,"2023-08-09T02:56:57.155Z","2023-08-09T02:57:00.875Z",TRUE,"pitch","a1cb0194-8b3c-4ca2-90f1-4b52bfe2eca0",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,1,2,NA,NA,3.26,1.62,NA,71.03,177.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Groundout","field_out","Christian Yelich grounds out, shortstop Ezequiel Tovar to first baseman Elehuris Montero.",0,7,3,78,"bottom",10,"2023-08-09T02:55:55.972Z","2023-08-09T02:57:51.641Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,592885,"Christian Yelich","/api/v1/people/592885","L","Left",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Colorado Rockies","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85.2,77.5,14,0.9,0.4444,6.0781,27.3778,-28.0072,7.5494,2.7171,1.206,2.2774,7.4491,-123.7959,0.8404,-2.8357,50.0032,4.299,11.5821,25.2,8.4,24,2841,73,NA,NA,NA,NA,NA,NA,FALSE,-32.8,5.4,-15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717078,"2023-08-09",1,"2023-08-09T02:56:35.671Z","2023-08-09T02:56:39.505Z",TRUE,"pitch","187df9cc-4208-4d52-a30d-8cc931c688cc",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.3256,1.7126,NA,169.59,185.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Groundout","field_out","Christian Yelich grounds out, shortstop Ezequiel Tovar to first baseman Elehuris Montero.",0,7,3,78,"bottom",10,"2023-08-09T02:55:55.972Z","2023-08-09T02:57:51.641Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,592885,"Christian Yelich","/api/v1/people/592885","L","Left",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Colorado Rockies","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.9,88.1,13,0.88,0.3897,5.9001,33.9801,-33.2156,-9.562,-0.5195,-1.3796,1.9601,6.6312,-140.9147,-0.1959,-2.5288,50.0039,4.1883,-19.1052,27.6,7.2,24,2265,260,NA,NA,NA,NA,NA,NA,FALSE,-30.1,-0.7,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717078,"2023-08-09",0,"2023-08-09T02:56:19.112Z","2023-08-09T02:56:24.317Z",TRUE,"pitch","97ace687-7ccb-43ed-8c30-0495609efd44",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.377,1.595,NA,149.44,173.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Groundout","field_out","Christian Yelich grounds out, shortstop Ezequiel Tovar to first baseman Elehuris Montero.",0,7,3,78,"bottom",10,"2023-08-09T02:55:55.972Z","2023-08-09T02:57:51.641Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,592885,"Christian Yelich","/api/v1/people/592885","L","Left",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Colorado Rockies","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85.2,77.5,13,0.9,0.4433,5.8321,27.2283,-26.3995,9.4883,3.7402,-0.8511,2.4154,2.6003,-124.0513,0.5978,-3.1477,50.0002,4.3903,14.629,30,8.4,24,2950,74,NA,NA,NA,NA,NA,NA,FALSE,-30.7,7.2,-17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717078,"2023-08-09",0,"2023-08-09T02:55:32.778Z","2023-08-09T02:55:41.173Z",TRUE,"pitch","dd161bf8-8af9-4f4d-bd77-f688dad20b95",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.34,1.53,NA,148.82,184.28,"ground_ball","medium","3",158.88,168.19,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Groundout","field_out","Brian Anderson grounds out to first baseman Elehuris Montero. Victor Caratini to 3rd.",0,7,3,77,"bottom",10,"2023-08-09T02:55:15.014Z","2023-08-09T02:55:41.173Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,605119,"Brian Anderson","/api/v1/people/605119","R","Right",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_RHB","RISP",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Colorado Rockies","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.8,76.8,13,0.9,0.4493,5.9828,24.9748,-28.2462,6.9602,2.615,-0.8348,2.0185,2.8914,-122.1075,-0.2599,-2.9401,50.0043,4.5651,10.4681,21.6,8.4,24,2873,74,77.5,-17,5,NA,NA,NA,TRUE,-34.1,4.9,-13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,605170,"Victor Caratini","/api/v1/people/605170",NA,NA,NA,NA
717078,"2023-08-09",7,"2023-08-09T02:55:01.312Z","2023-08-09T02:55:06.339Z",TRUE,"pitch","23f5cad0-7019-40e4-b955-5f779e8f44a4",6,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,3,0,NA,NA,3.4381,1.6845,NA,94.3,180.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Brice Turang called out on strikes.",0,7,3,76,"bottom",10,"2023-08-09T02:53:16.681Z","2023-08-09T02:55:06.339Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,668930,"Brice Turang","/api/v1/people/668930","L","Left",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_LHB","RISP",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Colorado Rockies",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.9,88.4,9,0.89,0.3897,6.3394,32.0191,-34.0065,-11.3293,-0.9183,0.5954,2.1762,12.6679,-140.5598,0.3647,-2.499,50.0007,4.2538,-22.655,30,8.4,24,2332,250,NA,NA,NA,NA,NA,NA,TRUE,-30.7,-1.3,17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,605170,"Victor Caratini","/api/v1/people/605170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717078,"2023-08-09",6,"2023-08-09T02:54:36.113Z","2023-08-09T02:54:41.619Z",TRUE,"pitch","e04f4e0d-4499-4a21-8b8b-dbb9d7f488a0",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,0,NA,NA,3.42,1.61,NA,123.57,165.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Brice Turang called out on strikes.",0,7,3,76,"bottom",10,"2023-08-09T02:53:16.681Z","2023-08-09T02:55:06.339Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,668930,"Brice Turang","/api/v1/people/668930","L","Left",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_LHB","RISP",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Colorado Rockies",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.4,87.2,5,0.85,0.3928,6.2162,33.9423,-24.9714,-10.9037,3.6668,-0.1723,2.7275,10.4854,-139.8892,0.6343,-2.5672,50.0062,4.1451,-21.4398,37.2,6,24,2293,252,NA,NA,NA,NA,NA,NA,FALSE,-22.8,7,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717078,"2023-08-09",5,"2023-08-09T02:54:17.986Z","2023-08-09T02:54:22.614Z",TRUE,"pitch","ba019def-70f5-4e10-a666-a9f93578f7c9",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,0,NA,NA,3.4381,1.6282,NA,123.64,179.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Brice Turang called out on strikes.",0,7,3,76,"bottom",10,"2023-08-09T02:53:16.681Z","2023-08-09T02:55:06.339Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,668930,"Brice Turang","/api/v1/people/668930","L","Left",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_LHB","RISP",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Colorado Rockies",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.5,86.4,5,0.87,0.3988,6.0746,29.4875,-27.0581,-14.5443,2.6787,-0.1742,2.1975,11.609,-137.1891,-0.5831,-2.5646,50.0053,4.2522,-27.8118,43.2,8.4,24,2242,253,NA,NA,NA,NA,NA,NA,FALSE,-25.8,4.9,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717078,"2023-08-09",4,"2023-08-09T02:53:58.384Z","2023-08-09T02:54:03.858Z",TRUE,"pitch","2cbcef10-4b5b-453c-83a5-5c96d2b20979",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,0,NA,NA,3.4381,1.7126,NA,167.68,159.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Brice Turang called out on strikes.",0,7,3,76,"bottom",10,"2023-08-09T02:53:16.681Z","2023-08-09T02:55:06.339Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,668930,"Brice Turang","/api/v1/people/668930","L","Left",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_LHB","RISP",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Colorado Rockies",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96,86.9,11,0.85,0.3938,6.0205,33.8584,-27.6099,-11.1217,2.3337,-1.3296,2.9223,7.7388,-139.5294,1.2241,-2.7061,50.0023,4.3085,-21.7441,36,7.2,24,2296,254,NA,NA,NA,NA,NA,NA,FALSE,-25.2,4.7,18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
