"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718274,"2023-05-07",0,"2023-05-07T03:42:32.831Z","2023-05-07T03:42:36.650Z",TRUE,"pitch","2fe1e73f-8af2-4dd2-b313-5c6772a70a7b",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.5535,1.6785,NA,158.07,164.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Walk","walk","Eugenio Suarez walks.",0,3,0,61,"bottom",8,"2023-05-07T03:42:16.981Z","2023-05-07T03:43:55.827Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,553993,"Eugenio Suárez","/api/v1/people/553993","R","Right",606160,"Rafael Montero","/api/v1/people/606160","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Houston Astros","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.2,88.6,11,0.93,0.3897,6.3278,29.5239,-22.2414,-9.8644,4.9558,-1.0774,2.7472,4.5278,-140.1458,-1.8422,-1.426,50.0006,4.855,-19.7616,39.6,6,24,2293,217,NA,NA,NA,NA,NA,NA,FALSE,-20.5,8.9,17,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718274,"2023-05-07",4,"2023-05-07T03:42:04.764Z","2023-05-07T03:42:09.368Z",TRUE,"pitch","b1a62428-a802-4dad-8e14-84de2ba7f6c3",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,1,NA,NA,3.5286,1.6534,NA,105.11,174.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Strikeout","strikeout","Jarred Kelenic called out on strikes.",0,3,0,60,"bottom",8,"2023-05-07T03:40:16.659Z","2023-05-07T03:42:09.368Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,672284,"Jarred Kelenic","/api/v1/people/672284","L","Left",606160,"Rafael Montero","/api/v1/people/606160","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Houston Astros","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",91.9,84.3,6,0.9,0.4093,6.4631,27.7592,-27.3457,-11.5812,2.6623,0.312,2.3813,8.1904,-133.6281,-0.9518,-1.2821,50.005,4.6998,-21.0276,34.8,7.2,24,2114,239,NA,NA,NA,NA,NA,NA,TRUE,-27.5,4.8,19.3,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718274,"2023-05-07",3,"2023-05-07T03:41:47.462Z","2023-05-07T03:41:50.619Z",TRUE,"pitch","c0fd123f-8ec0-4348-b88c-d8d6b0d05e1e",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.44,1.61,NA,122.31,146.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Strikeout","strikeout","Jarred Kelenic called out on strikes.",0,3,0,60,"bottom",8,"2023-05-07T03:40:16.659Z","2023-05-07T03:42:09.368Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,672284,"Jarred Kelenic","/api/v1/people/672284","L","Left",606160,"Rafael Montero","/api/v1/people/606160","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Houston Astros","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,88.5,2,0.88,0.3889,6.2868,30.2079,-14.2658,-6.8776,8.9039,-0.1392,3.4196,5.5266,-140.5414,-1.6845,-1.2322,50.0029,4.9476,-13.8342,40.8,3.6,24,2463,221,NA,NA,NA,NA,NA,NA,FALSE,-13.2,16,11.4,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718274,"2023-05-07",2,"2023-05-07T03:41:30.760Z","2023-05-07T03:41:33.974Z",TRUE,"pitch","3d72809f-3b5b-4351-b155-ec78763c6fdc",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.44,1.61,NA,149.38,198.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Strikeout","strikeout","Jarred Kelenic called out on strikes.",0,3,0,60,"bottom",8,"2023-05-07T03:40:16.659Z","2023-05-07T03:42:09.368Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,672284,"Jarred Kelenic","/api/v1/people/672284","L","Left",606160,"Rafael Montero","/api/v1/people/606160","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Houston Astros","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",90.5,83.6,13,0.91,0.4143,6.4004,25.979,-27.2823,-10.9205,2.7585,-0.8495,1.5101,5.2009,-131.799,-2.8453,-1.4213,50.0017,4.602,-19.3601,33.6,7.2,24,2041,239,NA,NA,NA,NA,NA,NA,FALSE,-28.6,4.7,18.7,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718274,"2023-05-07",1,"2023-05-07T03:41:14.592Z","2023-05-07T03:41:18.314Z",TRUE,"pitch","7c60e0ba-c205-46a8-bb0b-1f6991a72130",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.5535,1.6284,NA,145.66,201.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Strikeout","strikeout","Jarred Kelenic called out on strikes.",0,3,0,60,"bottom",8,"2023-05-07T03:40:16.659Z","2023-05-07T03:42:09.368Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,672284,"Jarred Kelenic","/api/v1/people/672284","L","Left",606160,"Rafael Montero","/api/v1/people/606160","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Houston Astros","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",90.3,83.1,13,0.91,0.4161,6.4298,26.5888,-25.5388,-10.311,3.7732,-0.7518,1.3818,5.2854,-131.3987,-3.3536,-1.4447,50.0003,4.562,-18.1138,33.6,7.2,24,2150,231,NA,NA,NA,NA,NA,NA,FALSE,-27.1,6.4,17.6,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718274,"2023-05-07",0,"2023-05-07T03:40:30.672Z","2023-05-07T03:40:34.090Z",TRUE,"pitch","66f9d303-956a-4fff-8072-1530d2d0aae3",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.44,1.61,NA,74.26,195.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Strikeout","strikeout","Jarred Kelenic called out on strikes.",0,3,0,60,"bottom",8,"2023-05-07T03:40:16.659Z","2023-05-07T03:42:09.368Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,672284,"Jarred Kelenic","/api/v1/people/672284","L","Left",606160,"Rafael Montero","/api/v1/people/606160","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Houston Astros","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.8,83.3,14,0.91,0.4195,6.5159,20.8045,-23.8169,2.5707,4.8133,1.1213,1.5954,5.3531,-129.3605,-3.9216,-1.2892,50.0038,4.9054,4.4616,12,6,24,2403,141,NA,NA,NA,NA,NA,NA,FALSE,-25.7,8.3,-5.6,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718274,"2023-05-07",2,"2023-05-07T03:39:59.310Z","2023-05-07T03:40:07.124Z",TRUE,"pitch","e31589b6-6e9e-4bee-b49b-9649b2d386c6",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,0,NA,NA,3.18,1.45,NA,109.91,186.03,"ground_ball","medium","6",115.52,159.69,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Groundout","field_out","Ty France grounds out, shortstop Jeremy Pena to first baseman David Hensley.",0,3,0,59,"bottom",8,"2023-05-07T03:39:43.480Z","2023-05-07T03:40:07.124Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,664034,"Ty France","/api/v1/people/664034","R","Right",606160,"Rafael Montero","/api/v1/people/606160","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Houston Astros",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.3,88.2,8,0.92,0.393,6.3371,27.6439,-23.6626,-9.1972,4.3143,0.1861,1.9538,7.5856,-138.7422,-3.747,-1.3728,50.0015,4.877,-18.1388,34.8,6,24,2394,213,102.2,-47,2,NA,NA,NA,TRUE,-22.6,7.3,15.4,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718274,"2023-05-07",1,"2023-05-07T03:39:45.825Z","2023-05-07T03:39:49.371Z",TRUE,"pitch","49b2f6db-e381-4404-8dec-58c4036e668f",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.2786,1.5534,NA,131.93,198.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Groundout","field_out","Ty France grounds out, shortstop Jeremy Pena to first baseman David Hensley.",0,3,0,59,"bottom",8,"2023-05-07T03:39:43.480Z","2023-05-07T03:40:07.124Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,664034,"Ty France","/api/v1/people/664034","R","Right",606160,"Rafael Montero","/api/v1/people/606160","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Houston Astros",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.2,87.8,7,0.92,0.3942,6.275,28.9652,-22.0386,-9.7139,5.1765,-0.3916,1.4867,6.1477,-138.5885,-5.3133,-1.3686,50.0055,4.8869,-19.0296,37.2,6,24,2250,218,NA,NA,NA,NA,NA,NA,FALSE,-21.5,8.5,16.4,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718274,"2023-05-07",0,"2023-05-07T03:38:40.733Z","2023-05-07T03:39:45.825Z",FALSE,"action",NA,NA,"Pitching Change: Rafael Montero replaces Hector Neris.","Pitching Substitution",3,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,606160,"/api/v1/people/606160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"59","atBat","Groundout","field_out","Ty France grounds out, shortstop Jeremy Pena to first baseman David Hensley.",0,3,0,59,"bottom",8,"2023-05-07T03:39:43.480Z","2023-05-07T03:40:07.124Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,664034,"Ty France","/api/v1/people/664034","R","Right",606160,"Rafael Montero","/api/v1/people/606160","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Houston Astros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718274,"2023-05-07",3,"2023-05-07T03:36:32.871Z","2023-05-07T03:36:37.981Z",TRUE,"pitch","c4ad5543-08fe-4c2f-b8dd-69a5fb0f3d37",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,3,2,NA,NA,3.5535,1.7035,NA,139.06,177.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Strikeout","strikeout","Jose Abreu called out on strikes.",0,3,0,58,"top",8,"2023-05-07T03:35:50.810Z","2023-05-07T03:36:37.981Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,547989,"José Abreu","/api/v1/people/547989","R","Right",642048,"Tayler Saucedo","/api/v1/people/642048","L","Left","vs_LHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Seattle Mariners",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",76.6,70.9,7,2,0.4911,6.6967,20.2025,-38.6274,-7.1106,-5.1202,-0.5788,2.2603,-3.3179,-111.5589,1.1439,1.852,50.0042,5.7247,-8.9566,13.2,13.2,24,2482,304,NA,NA,NA,NA,NA,NA,TRUE,-55.2,-8.6,13.7,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718274,"2023-05-07",1,"2023-05-07T03:36:15.909Z","2023-05-07T03:36:19.483Z",TRUE,"pitch","51e0bfc8-1b2a-4452-a0f1-1e261d5b1563",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.5785,1.7285,NA,139.34,191.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Strikeout","strikeout","Jose Abreu called out on strikes.",0,3,0,58,"top",8,"2023-05-07T03:35:50.810Z","2023-05-07T03:36:37.981Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,547989,"José Abreu","/api/v1/people/547989","R","Right",642048,"Tayler Saucedo","/api/v1/people/642048","L","Left","vs_LHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Seattle Mariners",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.9,77.3,7,2,0.4515,6.7419,20.9875,-33.9218,-2.4048,-1.1679,-0.5862,1.7643,-5.3786,-120.7914,-1.4669,1.9717,50.0035,5.3307,-3.5944,7.2,9.6,24,2431,283,NA,NA,NA,NA,NA,NA,FALSE,-41.5,-2.2,5.5,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718274,"2023-05-07",0,"2023-05-07T03:36:05.071Z","2023-05-07T03:36:08.348Z",TRUE,"pitch","290959a6-da34-4cb1-83b1-6d4ae4f30c3f",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.5785,1.7285,NA,122.24,192.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Strikeout","strikeout","Jose Abreu called out on strikes.",0,3,0,58,"top",8,"2023-05-07T03:35:50.810Z","2023-05-07T03:36:37.981Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,547989,"José Abreu","/api/v1/people/547989","R","Right",642048,"Tayler Saucedo","/api/v1/people/642048","L","Left","vs_LHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Seattle Mariners",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.7,84.9,8,2,0.4067,6.8169,29.1408,-23.7371,10.9591,4.5972,-0.1373,1.7197,-8.7062,-134.6494,-5.2428,1.7134,50.0067,5.3709,20.1348,36,7.2,24,2355,122,NA,NA,NA,NA,NA,NA,FALSE,-24.6,7.3,-18,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718274,"2023-05-07",2,"2023-05-07T03:36:26.492Z","2023-05-07T03:36:32.871Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",3,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,547989,"/api/v1/people/547989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"58","atBat","Strikeout","strikeout","Jose Abreu called out on strikes.",0,3,0,58,"top",8,"2023-05-07T03:35:50.810Z","2023-05-07T03:36:37.981Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,547989,"José Abreu","/api/v1/people/547989","R","Right",642048,"Tayler Saucedo","/api/v1/people/642048","L","Left","vs_LHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Seattle Mariners",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718274,"2023-05-07",4,"2023-05-07T03:35:41.910Z","2023-05-07T03:35:46.361Z",TRUE,"pitch","4ef91421-7f25-478e-af91-78b1ecda74d6",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,1,NA,NA,3.6535,1.8285,NA,139.43,184.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Strikeout","strikeout","Yordan Alvarez called out on strikes.",0,3,0,57,"top",8,"2023-05-07T03:34:34.481Z","2023-05-07T03:35:46.361Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,670541,"Yordan Alvarez","/api/v1/people/670541","L","Left",642048,"Tayler Saucedo","/api/v1/people/642048","L","Left","vs_LHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Seattle Mariners","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.2,85.6,7,0.92,0.4039,6.7727,28.2057,-25.7617,10.3105,3.4431,-0.5884,2.0199,-9.9714,-135.363,-4.1179,1.7949,50.0067,5.3542,19.2307,32.4,7.2,24,2345,129,NA,NA,NA,NA,NA,NA,TRUE,-25.9,5.5,-16.7,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718274,"2023-05-07",3,"2023-05-07T03:35:24.060Z","2023-05-07T03:35:29.326Z",TRUE,"pitch","94f57a96-92bc-4aec-b025-275bef1a8c88",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.44,1.72,NA,111.25,195.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Strikeout","strikeout","Yordan Alvarez called out on strikes.",0,3,0,57,"top",8,"2023-05-07T03:34:34.481Z","2023-05-07T03:35:46.361Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,670541,"Yordan Alvarez","/api/v1/people/670541","L","Left",642048,"Tayler Saucedo","/api/v1/people/642048","L","Left","vs_LHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Seattle Mariners","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",76,70.3,8,0.91,0.4955,6.7025,20.469,-38.3745,-7.4801,-5.0172,0.1508,1.6197,-1.9628,-110.7025,-0.1888,2.0214,50.0024,5.7361,-9.2471,14.4,13.2,24,2516,300,NA,NA,NA,NA,NA,NA,FALSE,-56.2,-8.8,14,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718274,"2023-05-07",2,"2023-05-07T03:35:10.841Z","2023-05-07T03:35:14.436Z",TRUE,"pitch","65d319a3-6ab7-46b7-ae8f-efc3d7ae3aae",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.6285,1.8535,NA,159.79,183.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Strikeout","strikeout","Yordan Alvarez called out on strikes.",0,3,0,57,"top",8,"2023-05-07T03:34:34.481Z","2023-05-07T03:35:46.361Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,670541,"Yordan Alvarez","/api/v1/people/670541","L","Left",642048,"Tayler Saucedo","/api/v1/people/642048","L","Left","vs_LHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Seattle Mariners","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",80.9,74.7,13,2,0.465,6.7661,22.2445,-31.074,-4.055,0.7871,-1.1225,2.0483,-5.9915,-117.7674,-1.3518,1.981,50.0049,5.5024,-5.7002,12,9.6,24,2426,278,NA,NA,NA,NA,NA,NA,FALSE,-40.3,1.3,8.8,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718274,"2023-05-07",1,"2023-05-07T03:34:59.722Z","2023-05-07T03:35:03.345Z",TRUE,"pitch","71fb4884-f94b-4931-989e-7dcd524e79c2",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,1,NA,NA,3.6535,1.8035,NA,104.7,189.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Strikeout","strikeout","Yordan Alvarez called out on strikes.",0,3,0,57,"top",8,"2023-05-07T03:34:34.481Z","2023-05-07T03:35:46.361Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,670541,"Yordan Alvarez","/api/v1/people/670541","L","Left",642048,"Tayler Saucedo","/api/v1/people/642048","L","Left","vs_LHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Seattle Mariners","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",75.4,69.7,9,0.91,0.499,6.6141,20.0066,-36.967,-6.9642,-3.9354,0.3228,1.8418,-2.0593,-109.8806,0.3132,2.1774,50.0002,5.6346,-8.4893,13.2,13.2,24,2383,300,NA,NA,NA,NA,NA,NA,FALSE,-54.7,-6.7,13.2,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
