"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link"
718706,"2023-04-05",4,"2023-04-05T04:12:34.677Z","2023-04-05T04:12:41.003Z",TRUE,"pitch","792252f2-cbfb-4200-975f-ba5522672f59",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.52,1.7,NA,157.3,210.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Taylor Ward strikes out swinging.",0,2,11,73,"top",9,"2023-04-05T04:11:07.109Z","2023-04-05T04:12:41.003Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,621493,"Taylor Ward","/api/v1/people/621493","R","Right",642100,"Gabe Speier","/api/v1/people/642100","L","Left","vs_LHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Seattle Mariners","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.3,78.1,13,0.9,0.4458,6.0061,23.3306,-33.5375,-2.5727,-0.8872,-1.0573,1.0503,-5.014,-122.6698,-3.4735,1.3442,50.0048,5.3315,-3.9376,8.4,9.6,24,2179,272,NA,NA,NA,NA,NA,NA,TRUE,-40.6,-2.2,5.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718706,"2023-04-05",3,"2023-04-05T04:12:08.196Z","2023-04-05T04:12:11.590Z",TRUE,"pitch","06b18087-58cb-4751-a609-19a99ce235db",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.52,1.7,NA,119.34,147.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Taylor Ward strikes out swinging.",0,2,11,73,"top",9,"2023-04-05T04:11:07.109Z","2023-04-05T04:12:41.003Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,621493,"Taylor Ward","/api/v1/people/621493","R","Right",642100,"Gabe Speier","/api/v1/people/642100","L","Left","vs_LHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Seattle Mariners","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.7,85.5,2,0.9,0.4018,5.7042,30.4954,-13.6414,6.1589,9.8509,-0.0614,3.3829,-5.8331,-136.4053,-2.7593,1.3064,50.0008,5.3503,11.5847,36,3.6,24,2215,134,NA,NA,NA,NA,NA,NA,FALSE,-13.7,17.4,-9.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718706,"2023-04-05",2,"2023-04-05T04:11:51.044Z","2023-04-05T04:11:54.819Z",TRUE,"pitch","75ec142f-f2c8-46cb-b32f-b32513344d07",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.2843,1.7004,NA,88.13,147.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Taylor Ward strikes out swinging.",0,2,11,73,"top",9,"2023-04-05T04:11:07.109Z","2023-04-05T04:12:41.003Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,621493,"Taylor Ward","/api/v1/people/621493","R","Right",642100,"Gabe Speier","/api/v1/people/642100","L","Left","vs_LHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Seattle Mariners","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.2,85.2,3,0.91,0.404,5.9115,29.7309,-27.7181,11.1005,2.3963,0.7573,3.3875,-5.7925,-135.598,-0.401,1.4792,50.0051,5.4716,20.6679,34.8,7.2,24,2001,134,NA,NA,NA,NA,NA,NA,FALSE,-27,4.4,-18.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718706,"2023-04-05",1,"2023-04-05T04:11:32.676Z","2023-04-05T04:11:36.839Z",TRUE,"pitch","8af637f0-84dd-4336-a7e3-3730b6012849",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.3518,1.7004,NA,102.77,154.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Taylor Ward strikes out swinging.",0,2,11,73,"top",9,"2023-04-05T04:11:07.109Z","2023-04-05T04:12:41.003Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,621493,"Taylor Ward","/api/v1/people/621493","R","Right",642100,"Gabe Speier","/api/v1/people/642100","L","Left","vs_LHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Seattle Mariners","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.6,84,3,0.92,0.4083,5.9164,31.6906,-27.9621,12.6477,2.3193,0.3734,3.1242,-6.9929,-134.6203,-0.7128,1.3738,50.0061,5.3877,23.0085,37.2,8.4,24,1970,131,NA,NA,NA,NA,NA,NA,FALSE,-28,4.2,-21.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718706,"2023-04-05",0,"2023-04-05T04:11:19.418Z","2023-04-05T04:11:22.687Z",TRUE,"pitch","25a353a0-2592-4283-b6bb-3d86a21c1e2e",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.4025,1.7004,NA,85.23,140.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Taylor Ward strikes out swinging.",0,2,11,73,"top",9,"2023-04-05T04:11:07.109Z","2023-04-05T04:12:41.003Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,621493,"Taylor Ward","/api/v1/people/621493","R","Right",642100,"Gabe Speier","/api/v1/people/642100","L","Left","vs_LHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Seattle Mariners","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.8,85.1,12,0.82,0.4025,5.8004,32.2022,-17.9263,7.8659,7.6138,0.8334,3.6247,-4.5091,-136.4745,-1.2664,1.4918,50.0055,5.3391,14.7252,37.2,4.8,24,2297,137,NA,NA,NA,NA,NA,NA,FALSE,-17.6,13.7,-13.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718706,"2023-04-05",3,"2023-04-05T04:10:45.706Z","2023-04-05T04:10:53.299Z",TRUE,"pitch","be3cb8b4-cf09-462b-950d-7207540e475c",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,1,NA,NA,3.28,1.51,NA,118.78,172.73,"ground_ball","medium","6",117.04,152.09,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","David Fletcher grounds out, shortstop J. P. Crawford to first baseman Ty France.",0,2,11,72,"top",9,"2023-04-05T04:09:31.927Z","2023-04-05T04:10:53.299Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,664058,"David Fletcher","/api/v1/people/664058","R","Right",642100,"Gabe Speier","/api/v1/people/642100","L","Left","vs_LHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Seattle Mariners","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94,85.9,5,0.92,0.4012,5.8727,30.7815,-28.9761,11.0883,1.6915,-0.0468,2.4464,-7.6339,-136.6623,-2.5063,1.3456,50.0001,5.3705,20.921,33.6,7.2,24,2062,132,96.7,-26,7,NA,NA,NA,TRUE,-28.3,2.8,-18.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718706,"2023-04-05",2,"2023-04-05T04:10:25.268Z","2023-04-05T04:10:30.303Z",TRUE,"pitch","94c1d9e3-f90a-418c-a2c5-20b5ce6a3215",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.002,1.5104,NA,187.41,215.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","David Fletcher grounds out, shortstop J. P. Crawford to first baseman Ty France.",0,2,11,72,"top",9,"2023-04-05T04:09:31.927Z","2023-04-05T04:10:53.299Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,664058,"David Fletcher","/api/v1/people/664058","R","Right",642100,"Gabe Speier","/api/v1/people/642100","L","Left","vs_LHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Seattle Mariners","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.4,78.1,13,0.89,0.4458,6.2025,23.6458,-30.2504,-2.6021,1.2569,-1.8473,0.869,-6.7154,-122.7418,-4.4196,1.2591,50.0035,5.2606,-3.9802,9.6,8.4,24,2204,264,NA,NA,NA,NA,NA,NA,FALSE,-36.8,1.4,6.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718706,"2023-04-05",1,"2023-04-05T04:10:03.204Z","2023-04-05T04:10:06.262Z",TRUE,"pitch","8cf861e1-cd64-496c-886a-46851b8533ff",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.28,1.51,NA,113.29,177.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","David Fletcher grounds out, shortstop J. P. Crawford to first baseman Ty France.",0,2,11,72,"top",9,"2023-04-05T04:09:31.927Z","2023-04-05T04:10:53.299Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,664058,"David Fletcher","/api/v1/people/664058","R","Right",642100,"Gabe Speier","/api/v1/people/642100","L","Left","vs_LHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Seattle Mariners","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.5,85.2,5,0.9,0.4034,5.7664,30.7906,-16.7529,7.1083,8.2674,0.0974,2.277,-5.7804,-135.969,-5.0127,1.331,50.0055,5.3132,13.2648,33.6,4.8,24,2369,136,NA,NA,NA,NA,NA,NA,FALSE,-17.4,14,-11.6,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718706,"2023-04-05",0,"2023-04-05T04:09:48.312Z","2023-04-05T04:09:51.628Z",TRUE,"pitch","1863168c-f186-4da2-b1e1-5e7bacefbc23",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.1499,1.5104,NA,97.1,166.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","David Fletcher grounds out, shortstop J. P. Crawford to first baseman Ty France.",0,2,11,72,"top",9,"2023-04-05T04:09:31.927Z","2023-04-05T04:10:53.299Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,664058,"David Fletcher","/api/v1/people/664058","R","Right",642100,"Gabe Speier","/api/v1/people/642100","L","Left","vs_LHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Seattle Mariners","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.9,85.6,3,0.91,0.4014,5.8982,31.1678,-22.2144,10.9516,5.2891,0.5222,2.6593,-6.2297,-136.6532,-2.9491,1.4129,50.0068,5.2851,20.6395,39.6,6,24,2107,133,NA,NA,NA,NA,NA,NA,FALSE,-22,9.1,-18.5,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718706,"2023-04-05",1,"2023-04-05T04:09:14.853Z","2023-04-05T04:09:22.659Z",TRUE,"pitch","37a17b17-96ff-4328-a148-feafa7ce01c8",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.42,1.65,NA,117.13,178.17,"ground_ball","medium","6",116.32,149.52,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Groundout","field_out","Matt Thaiss grounds out, shortstop J. P. Crawford to first baseman Ty France.",0,2,11,71,"top",9,"2023-04-05T04:09:12.661Z","2023-04-05T04:09:22.659Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,642136,"Matt Thaiss","/api/v1/people/642136","L","Left",642100,"Gabe Speier","/api/v1/people/642100","L","Left","vs_LHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Seattle Mariners",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.7,85.9,5,0.91,0.4015,5.9511,29.1746,-22.0149,10.9328,5.3902,-0.0033,2.2449,-7.2516,-136.2691,-4.2988,1.268,50.0061,5.3586,20.6215,39.6,6,24,2047,133,101.9,-17,7,NA,NA,NA,TRUE,-22.1,9,-18.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
