"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","isSubstitution","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718602,"2023-04-12",0,"2023-04-12T22:29:24.414Z","2023-04-12T22:29:33.013Z",TRUE,"pitch","d62e2c9c-4dca-4c72-b51b-5e41d439cdcc",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.54,1.74,NA,133.86,143.57,"line_drive","medium","8",106.38,74.4,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Lineout","field_out","Luis Garcia lines out to center fielder Brett Phillips.",0,2,3,67,"top",9,"2023-04-12T22:29:12.808Z","2023-04-12T22:29:33.013Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,671277,"Luis García Jr.","/api/v1/people/671277","L","Left",650671,"José Quijada","/api/v1/people/650671","L","Left","vs_LHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Los Angeles Angels","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.9,85.5,1,0.9,0.3994,6.7041,34.7621,-15.4579,4.3061,8.8081,-0.4424,3.5262,-8.0411,-137.884,-1.6757,1.9713,50.0029,5.2011,8.173,21.6,3.6,24,2185,146,86,27,315,NA,NA,NA,TRUE,-15.1,15.7,-5.9,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718602,"2023-04-12",2,"2023-04-12T22:28:51.634Z","2023-04-12T22:29:02.032Z",TRUE,"pitch","d4bba9c5-7de9-4820-90f7-3006d8a28e43",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.22,1.52,NA,135.56,146.21,"popup","medium","3",171.28,169.52,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Pop Out","field_out","Keibert Ruiz pops out to first baseman Brandon Drury in foul territory.",0,2,3,66,"top",9,"2023-04-12T22:27:59.196Z","2023-04-12T22:29:02.032Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,660688,"Keibert Ruiz","/api/v1/people/660688","R","Right",650671,"José Quijada","/api/v1/people/650671","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Los Angeles Angels","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.1,85.5,11,0.9,0.4012,6.7372,32.0464,-17.0244,2.5328,8.0374,-0.487,3.4285,-7.4584,-136.8787,-1.8001,1.952,50.0053,5.2686,4.7768,9.6,3.6,24,2143,142,70.9,67,137,NA,NA,NA,TRUE,-16.7,14.3,-2.9,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718602,"2023-04-12",1,"2023-04-12T22:28:34.884Z","2023-04-12T22:28:39.382Z",TRUE,"pitch","89b026cd-ea28-4495-a589-672b5eedbb5f",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.1736,1.611,NA,102.63,145.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Pop Out","field_out","Keibert Ruiz pops out to first baseman Brandon Drury in foul territory.",0,2,3,66,"top",9,"2023-04-12T22:27:59.196Z","2023-04-12T22:29:02.032Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,660688,"Keibert Ruiz","/api/v1/people/660688","R","Right",650671,"José Quijada","/api/v1/people/650671","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Los Angeles Angels","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.9,85.9,12,0.91,0.3982,6.7271,33.3389,-13.9981,1.5399,9.5054,0.3769,3.4575,-5.4232,-138.0407,-2.1424,2.1748,50.0047,5.1963,2.9462,6,3.6,24,2105,143,NA,NA,NA,NA,NA,NA,FALSE,-13.7,16.9,-1.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718602,"2023-04-12",0,"2023-04-12T22:28:19.758Z","2023-04-12T22:28:23.235Z",TRUE,"pitch","f638ddf6-1384-4d45-bdca-85f7cebf148f",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.0666,1.5033,NA,51.47,202.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Pop Out","field_out","Keibert Ruiz pops out to first baseman Brandon Drury in foul territory.",0,2,3,66,"top",9,"2023-04-12T22:27:59.196Z","2023-04-12T22:29:02.032Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,660688,"Keibert Ruiz","/api/v1/people/660688","R","Right",650671,"José Quijada","/api/v1/people/650671","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Los Angeles Angels","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.1,79.5,14,0.9,0.4333,6.5721,27.5431,-25.873,9.3313,3.9046,1.7192,1.3554,-4.1657,-126.7305,-3.9344,2.1779,50.0059,5.0109,15.0779,27.6,7.2,24,1574,107,NA,NA,NA,NA,NA,NA,FALSE,-29.9,6.4,-15.8,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718602,"2023-04-12",3,"2023-04-12T22:27:47.144Z","2023-04-12T22:27:52.156Z",TRUE,"pitch","c11e71ac-9b2d-4001-9c63-386ce9393716",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,0,NA,NA,3.56,1.69,NA,101.6,153.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Joey Meneses strikes out swinging.",0,2,3,65,"top",9,"2023-04-12T22:27:06.617Z","2023-04-12T22:27:52.156Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,608841,"Joey Meneses","/api/v1/people/608841","R","Right",650671,"José Quijada","/api/v1/people/650671","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.8,86.6,3,0.9,0.3969,6.574,30.9175,-15.3875,1.9277,8.7077,0.4041,3.1409,-5.406,-138.0314,-2.7051,2.1382,50.0066,5.1706,3.7183,8.4,3.6,24,2195,146,NA,NA,NA,NA,NA,NA,TRUE,-15,15.4,-2.4,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718602,"2023-04-12",2,"2023-04-12T22:27:24.929Z","2023-04-12T22:27:28.891Z",TRUE,"pitch","215c6440-e440-4656-a6ae-f7947a57c57e",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.56,1.69,NA,130.66,135.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Joey Meneses strikes out swinging.",0,2,3,65,"top",9,"2023-04-12T22:27:06.617Z","2023-04-12T22:27:52.156Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,608841,"Joey Meneses","/api/v1/people/608841","R","Right",650671,"José Quijada","/api/v1/people/650671","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.5,86,11,0.91,0.3989,6.5138,31.2397,-13.6537,3.5044,9.7054,-0.3583,3.8373,-7.7318,-137.4526,-1.4688,2.0392,50.0019,5.3083,6.6874,19.2,3.6,24,2151,151,NA,NA,NA,NA,NA,NA,FALSE,-13.3,17.4,-4.7,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718602,"2023-04-12",1,"2023-04-12T22:27:08.826Z","2023-04-12T22:27:12.815Z",TRUE,"pitch","4034ba3f-3aea-4e7b-b493-40680379c861",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.5146,1.8174,NA,135.61,171.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Joey Meneses strikes out swinging.",0,2,3,65,"top",9,"2023-04-12T22:27:06.617Z","2023-04-12T22:27:52.156Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,608841,"Joey Meneses","/api/v1/people/608841","R","Right",650671,"José Quijada","/api/v1/people/650671","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.3,86.4,4,0.9,0.3992,6.9259,29.5706,-13.874,4.1187,9.5933,-0.4882,2.4855,-8.1791,-137.0666,-4.7888,1.9959,50.0019,5.1987,7.8566,22.8,3.6,24,2209,150,NA,NA,NA,NA,NA,NA,FALSE,-14.2,16.6,-5.8,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718602,"2023-04-12",0,"2023-04-12T22:25:47.309Z","2023-04-12T22:27:08.826Z",FALSE,"action",NA,NA,"Pitching Change: Jose Quijada replaces Ryan Tepera.","Pitching Substitution",2,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,650671,"/api/v1/people/650671",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"65","atBat","Strikeout","strikeout","Joey Meneses strikes out swinging.",0,2,3,65,"top",9,"2023-04-12T22:27:06.617Z","2023-04-12T22:27:52.156Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,608841,"Joey Meneses","/api/v1/people/608841","R","Right",650671,"José Quijada","/api/v1/people/650671","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Los Angeles Angels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718602,"2023-04-12",5,"2023-04-12T22:24:09.720Z","2023-04-12T22:24:14.733Z",TRUE,"pitch","1138b383-153b-44bf-ab39-a88828e9805e",6,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,3,2,NA,NA,3.0616,1.6334,NA,97.88,149.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Logan O'Hoppe called out on strikes.",0,2,3,64,"bottom",8,"2023-04-12T22:22:27.207Z","2023-04-12T22:24:14.733Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,681351,"Logan O'Hoppe","/api/v1/people/681351","R","Right",541640,"Erasmo Ramírez","/api/v1/people/541640","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels","Washington Nationals","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.2,84.9,12,2,0.405,6.1558,30.3007,-25.6811,-10.0462,3.5078,0.5017,3.306,9.196,-135.3808,-0.3529,-1.6384,50.0032,5.2397,-18.5985,32.4,7.2,24,2218,214,NA,NA,NA,NA,NA,NA,TRUE,-25.2,6.5,16.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718602,"2023-04-12",4,"2023-04-12T22:23:52.567Z","2023-04-12T22:23:55.684Z",TRUE,"pitch","d4413175-7f89-401d-8e38-371082a8ca61",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,2.9994,1.5033,NA,46.92,210.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Logan O'Hoppe called out on strikes.",0,2,3,64,"bottom",8,"2023-04-12T22:22:27.207Z","2023-04-12T22:24:14.733Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,681351,"Logan O'Hoppe","/api/v1/people/681351","R","Right",541640,"Erasmo Ramírez","/api/v1/people/541640","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels","Washington Nationals","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90,82.6,14,2,0.4193,6.5692,27.9299,-22.538,-0.7125,5.5762,1.8384,1.0379,8.9567,-130.7072,-6.0097,-1.5422,50.0025,5.0629,-1.2327,1.2,6,24,2297,227,NA,NA,NA,NA,NA,NA,FALSE,-25,8.9,-0.7,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
