"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718609,"2023-04-12",4,"2023-04-12T22:15:58.713Z","2023-04-12T22:16:06.948Z",TRUE,"pitch","e94d9b7d-f707-4a2a-8dbd-5d8bf641d89f",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.75,1.83,NA,149.16,163.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Nick Castellanos strikes out swinging.",0,2,2,64,"bottom",8,"2023-04-12T22:14:47.297Z","2023-04-12T22:16:33.734Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,592206,"Nick Castellanos","/api/v1/people/592206","R","Right",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Miami Marlins","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.2,84.9,11,0.9,0.4056,6.3111,30.9226,-25.771,-10.4192,3.4736,-0.8436,2.7938,9.4708,-135.3048,-3.9389,-3.0442,50.0065,6.0852,-19.2251,32.4,7.2,24,2133,231,NA,NA,NA,NA,NA,NA,FALSE,-26.2,5.5,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718609,"2023-04-12",3,"2023-04-12T22:15:39.787Z","2023-04-12T22:15:47.864Z",TRUE,"pitch","95e0aaf9-06c5-4958-b122-83b3c0532b4e",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.75,1.83,NA,139.31,141.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Nick Castellanos strikes out swinging.",0,2,2,64,"bottom",8,"2023-04-12T22:14:47.297Z","2023-04-12T22:16:33.734Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,592206,"Nick Castellanos","/api/v1/people/592206","R","Right",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Miami Marlins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,86.5,1,0.91,0.3998,6.3711,27.8814,-19.5003,-7.0346,6.6552,-0.5853,3.6094,9.6176,-136.5931,-3.2356,-3.2252,50.003,6.1375,-13.3976,30,4.8,24,2309,227,NA,NA,NA,NA,NA,NA,FALSE,-19.2,11.6,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718609,"2023-04-12",2,"2023-04-12T22:15:21.341Z","2023-04-12T22:15:25.540Z",TRUE,"pitch","334e0d38-588d-491a-a06d-5c2cfeffae06",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.75,1.83,NA,152.39,178.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Nick Castellanos strikes out swinging.",0,2,2,64,"bottom",8,"2023-04-12T22:14:47.297Z","2023-04-12T22:16:33.734Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,592206,"Nick Castellanos","/api/v1/people/592206","R","Right",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Miami Marlins","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93,85.3,13,0.91,0.4053,6.2855,28.9678,-24.2178,-9.7515,4.2982,-0.9284,2.2185,9.1435,-135.0702,-5.9092,-3.0878,50.0011,6.1335,-18.046,32.4,7.2,24,2109,230,NA,NA,NA,NA,NA,NA,FALSE,-25,6.7,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718609,"2023-04-12",1,"2023-04-12T22:15:05.029Z","2023-04-12T22:15:09.383Z",TRUE,"pitch","bae917bd-5fff-4218-8d82-99ebaacb927f",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.8272,1.7922,NA,64.35,200.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Nick Castellanos strikes out swinging.",0,2,2,64,"bottom",8,"2023-04-12T22:14:47.297Z","2023-04-12T22:16:33.734Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,592206,"Nick Castellanos","/api/v1/people/592206","R","Right",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Miami Marlins","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.8,77.7,14,0.89,0.4441,6.4592,29.256,-30.0674,-0.9009,1.3771,1.3812,1.4117,11.2554,-124.2429,-4.8268,-3.1276,50.005,5.9337,-1.3821,2.4,8.4,24,1957,346,NA,NA,NA,NA,NA,NA,FALSE,-36.7,1.3,-1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718609,"2023-04-12",0,"2023-04-12T22:14:51.310Z","2023-04-12T22:14:54.875Z",TRUE,"pitch","a7221cd1-c3e4-42c6-b76a-321d02ea2730",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.7255,1.8435,NA,99.89,172.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Nick Castellanos strikes out swinging.",0,2,2,64,"bottom",8,"2023-04-12T22:14:47.297Z","2023-04-12T22:16:33.734Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,592206,"Nick Castellanos","/api/v1/people/592206","R","Right",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Miami Marlins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.6,85.2,6,2,0.4068,6.3147,27.0787,-17.2539,-8.7514,8.1125,0.4489,2.445,12.3298,-134.2723,-6.2931,-3.0501,50.0059,6.0325,-16.1015,36,4.8,24,2258,230,NA,NA,NA,NA,NA,NA,FALSE,-18.4,13.6,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718609,"2023-04-12",5,"2023-04-12T22:14:20.328Z","2023-04-12T22:14:23.795Z",TRUE,"pitch","71a3d8c6-3850-448f-851d-94be10d852d2",6,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",3,3,1,NA,NA,3.37,1.64,NA,144.81,156.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Kyle Schwarber strikes out on a foul tip.",0,2,2,63,"bottom",8,"2023-04-12T22:12:55.351Z","2023-04-12T22:14:23.795Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,656941,"Kyle Schwarber","/api/v1/people/656941","L","Left",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Miami Marlins","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.5,85.1,1,2,0.4063,6.5222,26.8515,-17.0472,-8.3172,8.2047,-0.7295,3.0556,9.7264,-134.3699,-4.8452,-3.3015,50.0038,6.0789,-15.3368,37.2,4.8,24,2192,237,NA,NA,NA,NA,NA,NA,TRUE,-17.8,14,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718609,"2023-04-12",4,"2023-04-12T22:14:00.746Z","2023-04-12T22:14:03.746Z",TRUE,"pitch","9c81d909-90cf-4133-b08a-a4c7eaf91725",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.37,1.64,NA,129.63,175.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Kyle Schwarber strikes out on a foul tip.",0,2,2,63,"bottom",8,"2023-04-12T22:12:55.351Z","2023-04-12T22:14:23.795Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,656941,"Kyle Schwarber","/api/v1/people/656941","L","Left",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Miami Marlins","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93,85.3,4,2,0.4056,6.2146,28.6373,-24.1498,-11.8932,4.3436,-0.3314,2.3337,11.3865,-134.9082,-5.7441,-3.0563,50.006,6.1869,-21.9843,38.4,7.2,24,2238,229,NA,NA,NA,NA,NA,NA,FALSE,-25,6.8,19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718609,"2023-04-12",3,"2023-04-12T22:13:42.927Z","2023-04-12T22:13:47.233Z",TRUE,"pitch","4ae7f65f-783c-4a5b-92b4-82e967975714",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,1,NA,NA,3.3182,1.6125,NA,141.01,211.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Kyle Schwarber strikes out on a foul tip.",0,2,2,63,"bottom",8,"2023-04-12T22:12:55.351Z","2023-04-12T22:14:23.795Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,656941,"Kyle Schwarber","/api/v1/people/656941","L","Left",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Miami Marlins","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.2,79.5,13,2,0.4373,6.2594,24.2762,-28.0559,-12.2744,2.5908,-0.6298,1.0273,10.0849,-125.0696,-6.3273,-3.1117,50.0048,5.879,-19.5264,31.2,8.4,24,2091,253,NA,NA,NA,NA,NA,NA,FALSE,-33.5,3.5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718609,"2023-04-12",2,"2023-04-12T22:13:26.884Z","2023-04-12T22:13:31.438Z",TRUE,"pitch","6540f6f5-7211-4236-88da-2b7a54eeafc6",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.3946,1.6639,NA,169.11,198.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Kyle Schwarber strikes out on a foul tip.",0,2,2,63,"bottom",8,"2023-04-12T22:12:55.351Z","2023-04-12T22:14:23.795Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,656941,"Kyle Schwarber","/api/v1/people/656941","L","Left",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Miami Marlins","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.1,86.5,13,2,0.4006,6.2848,28.9896,-21.9437,-11.7595,5.4022,-1.3671,1.5069,9.1263,-136.5175,-8.1783,-3.2193,50.0051,6.0426,-22.2832,40.8,7.2,24,2248,231,NA,NA,NA,NA,NA,NA,FALSE,-22.8,8.3,19.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718609,"2023-04-12",1,"2023-04-12T22:13:10.065Z","2023-04-12T22:13:15.217Z",TRUE,"pitch","66c07cf4-5189-4c00-89c3-2d08d458a1ad",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.3691,1.5868,NA,133.12,207.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Kyle Schwarber strikes out on a foul tip.",0,2,2,63,"bottom",8,"2023-04-12T22:12:55.351Z","2023-04-12T22:14:23.795Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,656941,"Kyle Schwarber","/api/v1/people/656941","L","Left",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Miami Marlins","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.9,77.8,13,2,0.4455,6.1018,25.959,-27.05,-1.2509,3.3513,-0.423,1.1719,8.3626,-123.2614,-5.6842,-3.7064,50.0033,5.8102,-1.9137,1.2,7.2,24,1919,237,NA,NA,NA,NA,NA,NA,FALSE,-33.5,4.8,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718609,"2023-04-12",0,"2023-04-12T22:12:55.351Z","2023-04-12T22:12:58.412Z",TRUE,"pitch","396e7d7a-408d-4d77-a4a6-8b6f71e161ea",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.3691,1.5868,NA,140.61,176.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Kyle Schwarber strikes out on a foul tip.",0,2,2,63,"bottom",8,"2023-04-12T22:12:55.351Z","2023-04-12T22:14:23.795Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,656941,"Kyle Schwarber","/api/v1/people/656941","L","Left",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Miami Marlins","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.4,79.5,4,2,0.4359,6.1906,24.1331,-27.3338,-11.3433,3.0237,-0.6193,2.3031,10.3434,-125.3952,-3.9239,-3.3137,50.0019,6.1052,-18.1565,30,8.4,24,2037,249,NA,NA,NA,NA,NA,NA,FALSE,-31.9,4.8,18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718609,"2023-04-12",3,"2023-04-12T22:12:21.834Z","2023-04-12T22:12:30.155Z",TRUE,"pitch","9af6c0b2-d050-4f42-94ef-176e452fe8a8",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,0,NA,NA,3.37,1.65,NA,148.69,172.11,"ground_ball","medium","5",99.67,167.9,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Groundout","field_out","Trea Turner grounds out, third baseman Jean Segura to first baseman Yuli Gurriel.",0,2,2,62,"bottom",8,"2023-04-12T22:11:51.766Z","2023-04-12T22:12:30.155Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,607208,"Trea Turner","/api/v1/people/607208","R","Right",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Miami Marlins",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.8,85.5,13,0.91,0.4051,6.5183,27.2986,-21.7215,-10.5476,5.6368,-0.8314,2.4691,10.0196,-134.8226,-5.8972,-3.2124,50.0027,6.2017,-19.5601,37.2,6,24,2163,228,77.3,-33,5,NA,NA,NA,TRUE,-22.6,9.2,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718609,"2023-04-12",2,"2023-04-12T22:12:07.815Z","2023-04-12T22:12:14.103Z",TRUE,"pitch","9c49aaa3-e6d6-4fe2-852c-952434ca1504",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.3436,1.6895,NA,71.93,204.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Groundout","field_out","Trea Turner grounds out, third baseman Jean Segura to first baseman Yuli Gurriel.",0,2,2,62,"bottom",8,"2023-04-12T22:11:51.766Z","2023-04-12T22:12:30.155Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,607208,"Trea Turner","/api/v1/people/607208","R","Right",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Miami Marlins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.6,76.5,14,0.9,0.4507,6.1902,28.8487,-27.3211,-0.7168,3.2602,1.1823,1.2739,10.646,-122.493,-5.7303,-3.1656,50.0021,6.0409,-1.0673,2.4,8.4,24,1950,196,NA,NA,NA,NA,NA,NA,FALSE,-34.8,4.4,-1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718609,"2023-04-12",1,"2023-04-12T22:11:54.095Z","2023-04-12T22:11:57.376Z",TRUE,"pitch","4ad65429-c1b3-4dbf-b926-8b39815c6764",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.3436,1.6895,NA,91.91,187.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Groundout","field_out","Trea Turner grounds out, third baseman Jean Segura to first baseman Yuli Gurriel.",0,2,2,62,"bottom",8,"2023-04-12T22:11:51.766Z","2023-04-12T22:12:30.155Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,607208,"Trea Turner","/api/v1/people/607208","R","Right",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Miami Marlins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.2,76.4,9,0.9,0.451,6.0518,27.5209,-26.7409,-1.7545,3.6472,0.6581,1.9142,9.579,-122.1787,-4.4273,-3.1114,50.0013,6.0894,-2.6131,1.2,7.2,24,1894,222,NA,NA,NA,NA,NA,NA,FALSE,-33.6,5.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718609,"2023-04-12",0,"2023-04-12T22:10:35.907Z","2023-04-12T22:11:54.095Z",FALSE,"action",NA,NA,"Pitching Change: Dylan Floro replaces Andrew Nardi.","Pitching Substitution",2,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,571670,"/api/v1/people/571670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"62","atBat","Groundout","field_out","Trea Turner grounds out, third baseman Jean Segura to first baseman Yuli Gurriel.",0,2,2,62,"bottom",8,"2023-04-12T22:11:51.766Z","2023-04-12T22:12:30.155Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,607208,"Trea Turner","/api/v1/people/607208","R","Right",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Miami Marlins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718609,"2023-04-12",1,"2023-04-12T22:08:46.696Z","2023-04-12T22:08:55.075Z",TRUE,"pitch","762fe7b9-34b5-46d9-b39a-819955c3f490",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,2,NA,NA,3.39,1.58,NA,158.52,163.18,"popup","medium","3",138.19,181.73,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Pop Out","field_out","Garrett Hampson pops out to first baseman Alec Bohm.",0,2,2,61,"top",8,"2023-04-12T22:08:29.596Z","2023-04-12T22:08:55.075Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,641658,"Garrett Hampson","/api/v1/people/641658","R","Right",622554,"Seranthony Domínguez","/api/v1/people/622554","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Philadelphia Phillies","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.6,90.7,11,2,0.3806,6.4885,31.3854,-17.9719,-8.753,6.7597,-1.0892,2.8001,4.8947,-143.5835,-4.3131,-1.6734,50.0005,5.4306,-18.3825,42,4.8,24,2361,210,68.4,74,68,NA,NA,NA,TRUE,-16.3,11.6,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
