"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717218,"2023-07-29",1,"2023-07-29T22:28:56.327Z","2023-07-29T22:30:31.604Z",FALSE,"action",NA,NA,"Pitching Change: Tyler Holton replaces Jason Foley.","Pitching Substitution",4,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,663947,"/api/v1/people/663947",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"62","atBat","Strikeout","strikeout","Yuli Gurriel strikes out swinging.",0,4,0,62,"bottom",8,"2023-07-29T22:31:01.327Z","2023-07-29T22:32:02.445Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,493329,"Yuli Gurriel","/api/v1/people/493329","R","Right",663947,"Tyler Holton","/api/v1/people/663947","L","Left","vs_LHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","Detroit Tigers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717218,"2023-07-29",2,"2023-07-29T22:30:31.604Z","2023-07-29T22:31:03.577Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Yuli Gurriel replaces Joey Wendle.","Offensive Substitution",4,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,493329,"/api/v1/people/493329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","601","62","atBat","Strikeout","strikeout","Yuli Gurriel strikes out swinging.",0,4,0,62,"bottom",8,"2023-07-29T22:31:01.327Z","2023-07-29T22:32:02.445Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,493329,"Yuli Gurriel","/api/v1/people/493329","R","Right",663947,"Tyler Holton","/api/v1/people/663947","L","Left","vs_LHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","Detroit Tigers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,621563,"/api/v1/people/621563",NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717218,"2023-07-29",6,"2023-07-29T22:28:03.807Z","2023-07-29T22:28:08.783Z",TRUE,"pitch","0dfdb42c-cf10-4451-80f1-6f3e8835baa0",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,1,NA,NA,3.36,1.54,NA,139.83,181.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Jon Berti strikes out swinging.",0,4,0,61,"bottom",8,"2023-07-29T22:26:08.358Z","2023-07-29T22:28:08.783Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,542932,"Jon Berti","/api/v1/people/542932","R","Right",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_RHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","Detroit Tigers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99.1,90.2,4,0.91,0.3812,6.8807,35.3254,-24.4493,-11.3987,3.6982,-0.5989,2.1295,7.4826,-144.0188,-5.4544,-1.758,50.0003,5.5724,-23.7972,40.8,6,24,1975,233,NA,NA,NA,NA,NA,NA,TRUE,-22.3,5.6,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,650559,"Bryan De La Cruz","/api/v1/people/650559",NA,NA,NA,NA
717218,"2023-07-29",4,"2023-07-29T22:27:22.449Z","2023-07-29T22:27:26.453Z",TRUE,"pitch","f2c70f14-7bda-447a-9384-845efed00afc",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.36,1.54,NA,105.99,174.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Jon Berti strikes out swinging.",0,4,0,61,"bottom",8,"2023-07-29T22:26:08.358Z","2023-07-29T22:28:08.783Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,542932,"Jon Berti","/api/v1/people/542932","R","Right",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_RHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","Detroit Tigers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.8,89.1,6,0.91,0.3862,6.7127,33.7606,-19.1593,-9.7621,6.3934,0.2887,2.384,8.4,-142.0474,-5.8024,-1.4444,50.001,5.6788,-19.8671,40.8,6,24,2010,230,NA,NA,NA,NA,NA,NA,FALSE,-18.2,10.4,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717218,"2023-07-29",3,"2023-07-29T22:26:56.740Z","2023-07-29T22:27:00.586Z",TRUE,"pitch","e54d9a32-4fe7-4288-bf6e-c004f246553e",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.3807,1.5818,NA,157.41,134.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Jon Berti strikes out swinging.",0,4,0,61,"bottom",8,"2023-07-29T22:26:08.358Z","2023-07-29T22:28:08.783Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,542932,"Jon Berti","/api/v1/people/542932","R","Right",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_RHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","Detroit Tigers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.8,89.2,11,0.91,0.3851,6.6021,33.559,-22.1444,-9.4451,4.9005,-1.0602,3.867,5.5804,-142.3886,-1.3001,-1.8212,50.0047,5.7345,-19.3416,38.4,6,24,1977,230,NA,NA,NA,NA,NA,NA,FALSE,-19.8,8.8,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717218,"2023-07-29",2,"2023-07-29T22:26:31.216Z","2023-07-29T22:26:34.216Z",TRUE,"pitch","7376c435-62cf-4455-af31-527e5eca34b9",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.36,1.54,NA,138.47,144.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Jon Berti strikes out swinging.",0,4,0,61,"bottom",8,"2023-07-29T22:26:08.358Z","2023-07-29T22:28:08.783Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,542932,"Jon Berti","/api/v1/people/542932","R","Right",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_RHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","Detroit Tigers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.8,89.1,1,0.91,0.3854,6.7073,33.361,-16.5063,-9.9365,7.6605,-0.5633,3.4805,6.6238,-142.2622,-3.1388,-1.6338,50.0008,5.6476,-20.3161,48,4.8,24,1999,233,NA,NA,NA,NA,NA,NA,FALSE,-15.2,13.4,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717218,"2023-07-29",1,"2023-07-29T22:26:10.419Z","2023-07-29T22:26:13.537Z",TRUE,"pitch","1c10052e-2ca8-46f6-b03c-2252bd46b193",1,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,0,1,NA,NA,3.2999,1.5407,NA,65,229.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Jon Berti strikes out swinging.",0,4,0,61,"bottom",8,"2023-07-29T22:26:08.358Z","2023-07-29T22:28:08.783Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,542932,"Jon Berti","/api/v1/people/542932","R","Right",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_RHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","Detroit Tigers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.7,82.2,14,0.91,0.4218,7.0137,29.3033,-28.3398,1.1773,2.2499,1.3642,0.3445,6.9252,-130.2278,-8.0715,-1.491,50.0046,5.6518,2.0053,6,7.2,24,2207,161,NA,NA,NA,NA,NA,NA,FALSE,-32,2.3,-3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717218,"2023-07-29",0,"2023-07-29T22:25:26.223Z","2023-07-29T22:26:10.419Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",4,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Jon Berti strikes out swinging.",0,4,0,61,"bottom",8,"2023-07-29T22:26:08.358Z","2023-07-29T22:28:08.783Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,542932,"Jon Berti","/api/v1/people/542932","R","Right",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_RHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","Detroit Tigers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717218,"2023-07-29",5,"2023-07-29T22:27:46.440Z","2023-07-29T22:28:03.807Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",4,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,2,1,542932,"/api/v1/people/542932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Jon Berti strikes out swinging.",0,4,0,61,"bottom",8,"2023-07-29T22:26:08.358Z","2023-07-29T22:28:08.783Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,542932,"Jon Berti","/api/v1/people/542932","R","Right",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_RHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","Detroit Tigers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717218,"2023-07-29",11,"2023-07-29T22:24:53.714Z","2023-07-29T22:25:02.888Z",TRUE,"pitch","19dff956-7e87-4078-8c92-692d43baa666",11,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,0,NA,NA,3.48,1.71,NA,123.63,175.26,"ground_ball","medium","6",113.29,153.97,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Groundout","field_out","Garrett Cooper grounds out, shortstop Javier Baez to first baseman Spencer Torkelson. Bryan De La Cruz to 3rd.",0,4,0,60,"bottom",8,"2023-07-29T22:20:09.774Z","2023-07-29T22:25:02.888Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,643265,"Garrett Cooper","/api/v1/people/643265","R","Right",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_RHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","Detroit Tigers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.5,89.2,5,0.91,0.3865,6.8454,32.8226,-27.3344,-11.3751,2.3794,-0.1739,2.3526,8.0128,-141.7758,-4.3338,-1.5608,50.0024,5.6485,-23.1248,37.2,7.2,24,1862,235,81.6,-16,8,NA,NA,NA,TRUE,-25.3,3.6,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,650559,"Bryan De La Cruz","/api/v1/people/650559",NA,NA,NA,NA
717218,"2023-07-29",10,"2023-07-29T22:24:07.847Z","2023-07-29T22:24:12.166Z",TRUE,"pitch","3770cc89-ec81-4118-95da-6b14855352fa",10,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.48,1.71,NA,175.26,161.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Groundout","field_out","Garrett Cooper grounds out, shortstop Javier Baez to first baseman Spencer Torkelson. Bryan De La Cruz to 3rd.",0,4,0,60,"bottom",8,"2023-07-29T22:20:09.774Z","2023-07-29T22:25:02.888Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,643265,"Garrett Cooper","/api/v1/people/643265","R","Right",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_RHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","Detroit Tigers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99.5,91,11,0.91,0.3783,6.6233,34.4246,-21.2326,-9.7348,5.1581,-1.5285,2.8565,4.2604,-144.8845,-4.4196,-1.7547,50.0064,5.7026,-20.6624,42,6,24,2038,229,NA,NA,NA,NA,NA,NA,FALSE,-19,8.6,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717218,"2023-07-29",8,"2023-07-29T22:23:34.601Z","2023-07-29T22:23:41.094Z",TRUE,"pitch","acd1f569-557d-4a54-9b08-6676658ab17d",9,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.4805,1.6902,NA,78.96,241.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Groundout","field_out","Garrett Cooper grounds out, shortstop Javier Baez to first baseman Spencer Torkelson. Bryan De La Cruz to 3rd.",0,4,0,60,"bottom",8,"2023-07-29T22:20:09.774Z","2023-07-29T22:25:02.888Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,643265,"Garrett Cooper","/api/v1/people/643265","R","Right",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_RHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","Detroit Tigers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.3,82.6,14,0.92,0.4196,6.8848,30.4381,-27.4582,2.3277,2.7402,0.998,-0.1095,5.6103,-131.0676,-9.44,-1.4817,50.0022,5.6235,4.0071,9.6,7.2,24,2201,155,NA,NA,NA,NA,NA,NA,FALSE,-31.1,2.9,-5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717218,"2023-07-29",7,"2023-07-29T22:23:13.681Z","2023-07-29T22:23:17.983Z",TRUE,"pitch","df60fd51-d309-41a5-af98-5dcb2879f69d",8,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,3.4402,1.6902,NA,102.15,197.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Groundout","field_out","Garrett Cooper grounds out, shortstop Javier Baez to first baseman Spencer Torkelson. Bryan De La Cruz to 3rd.",0,4,0,60,"bottom",8,"2023-07-29T22:20:09.774Z","2023-07-29T22:25:02.888Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,643265,"Garrett Cooper","/api/v1/people/643265","R","Right",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_RHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","Detroit Tigers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.3,88.7,14,0.91,0.3886,7.0392,33.911,-26.1234,-11.8573,3.0097,0.3895,1.5323,9.5673,-141.2506,-6.3665,-1.5108,50.001,5.5087,-23.819,38.4,7.2,24,1995,236,NA,NA,NA,NA,NA,NA,FALSE,-25,4.2,19.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717218,"2023-07-29",6,"2023-07-29T22:22:48.080Z","2023-07-29T22:22:52.075Z",TRUE,"pitch","ed7b872e-3aa8-48aa-abd8-e0629548f3e1",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.48,1.71,NA,145.78,197.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Groundout","field_out","Garrett Cooper grounds out, shortstop Javier Baez to first baseman Spencer Torkelson. Bryan De La Cruz to 3rd.",0,4,0,60,"bottom",8,"2023-07-29T22:20:09.774Z","2023-07-29T22:25:02.888Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,643265,"Garrett Cooper","/api/v1/people/643265","R","Right",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_RHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","Detroit Tigers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",91.8,83.8,13,0.92,0.4112,7.0021,30.2504,-24.1788,-9.9145,4.4544,-0.7551,1.5145,6.3076,-133.4856,-5.5361,-1.8675,50.0014,5.3692,-17.7894,32.4,7.2,24,1710,242,NA,NA,NA,NA,NA,NA,FALSE,-25.7,7,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717218,"2023-07-29",5,"2023-07-29T22:22:22.871Z","2023-07-29T22:22:26.528Z",TRUE,"pitch","2110830d-eb4a-4cae-9b79-245f0a050d9e",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.48,1.71,NA,116.21,168.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Groundout","field_out","Garrett Cooper grounds out, shortstop Javier Baez to first baseman Spencer Torkelson. Bryan De La Cruz to 3rd.",0,4,0,60,"bottom",8,"2023-07-29T22:20:09.774Z","2023-07-29T22:25:02.888Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,643265,"Garrett Cooper","/api/v1/people/643265","R","Right",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_RHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","Detroit Tigers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.3,89.6,5,0.91,0.3839,6.7581,33.9957,-23.657,-10.7379,4.1363,0.0206,2.6004,8.3049,-142.8607,-4.3055,-1.5341,50.0048,5.6207,-22.1196,39.6,6,24,2005,232,NA,NA,NA,NA,NA,NA,FALSE,-21.7,6.7,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717218,"2023-07-29",4,"2023-07-29T22:21:56.493Z","2023-07-29T22:22:00.431Z",TRUE,"pitch","672eae3d-6727-4a10-a3ab-f7a5d4be2aee",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.48,1.71,NA,138.34,200.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Groundout","field_out","Garrett Cooper grounds out, shortstop Javier Baez to first baseman Spencer Torkelson. Bryan De La Cruz to 3rd.",0,4,0,60,"bottom",8,"2023-07-29T22:20:09.774Z","2023-07-29T22:25:02.888Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,643265,"Garrett Cooper","/api/v1/people/643265","R","Right",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_RHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","Detroit Tigers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.4,89.9,13,0.91,0.3835,6.8516,33.9585,-24.0592,-9.8744,3.9296,-0.5599,1.4176,6.6518,-143.0026,-7.2704,-1.6371,50.0004,5.5095,-20.3831,36,6,24,2069,230,NA,NA,NA,NA,NA,NA,FALSE,-22.7,5.8,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
