"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType"
717152,"2023-08-03",2,"2023-08-03T02:32:58.891Z","2023-08-03T02:33:06.803Z",TRUE,"pitch","f8c99c25-9ad4-4c4a-916d-d8544d140801",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.45,1.64,NA,150.01,166.1,"ground_ball","medium","6",114.88,165.26,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Grounded Into DP","grounded_into_double_play","Eloy Jimenez grounds into a double play, shortstop Josh H. Smith to second baseman Marcus Semien to first baseman Sam Huff. Yoan Moncada out at 2nd. Eloy Jimenez out at 1st.",0,1,11,76,"top",9,"2023-08-03T02:32:07.203Z","2023-08-03T02:33:06.803Z",TRUE,FALSE,FALSE,TRUE,24,1,1,3,650391,"Eloy Jiménez","/api/v1/people/650391","R","Right",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Texas Rangers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.4,85.9,11,0.91,0.4017,6.802,28.1103,-14.1278,-3.5196,9.5733,-0.866,2.6919,3.6746,-136.031,-5.1796,-1.773,50.0068,5.5902,-6.6385,21.6,3.6,24,2612,218,87,5,98,NA,NA,NA,TRUE,-14.6,16.6,5.6,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717152,"2023-08-03",1,"2023-08-03T02:32:43.637Z","2023-08-03T02:32:48.033Z",TRUE,"pitch","fa661577-6391-4a51-90c4-41fa673fe06f",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.5178,1.64,NA,64.37,196.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Grounded Into DP","grounded_into_double_play","Eloy Jimenez grounds into a double play, shortstop Josh H. Smith to second baseman Marcus Semien to first baseman Sam Huff. Yoan Moncada out at 2nd. Eloy Jimenez out at 1st.",0,1,11,76,"top",9,"2023-08-03T02:32:07.203Z","2023-08-03T02:33:06.803Z",TRUE,FALSE,FALSE,TRUE,24,1,1,3,650391,"Eloy Jiménez","/api/v1/people/650391","R","Right",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Texas Rangers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.3,80.8,14,0.91,0.4305,6.8245,25.2089,-30.2155,2.9876,1.1946,1.3806,1.5768,6.8945,-127.0677,-3.9419,-1.7523,50.0031,5.5399,4.9019,10.8,7.2,24,2920,45,NA,NA,NA,NA,NA,NA,FALSE,-34.3,1.6,-7,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717152,"2023-08-03",0,"2023-08-03T02:32:26.179Z","2023-08-03T02:32:30.288Z",TRUE,"pitch","e6b6fc46-a22f-472c-9fa3-14c607b4c26f",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.45,1.64,NA,74.77,189.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Grounded Into DP","grounded_into_double_play","Eloy Jimenez grounds into a double play, shortstop Josh H. Smith to second baseman Marcus Semien to first baseman Sam Huff. Yoan Moncada out at 2nd. Eloy Jimenez out at 1st.",0,1,11,76,"top",9,"2023-08-03T02:32:07.203Z","2023-08-03T02:33:06.803Z",TRUE,FALSE,FALSE,TRUE,24,1,1,3,650391,"Eloy Jiménez","/api/v1/people/650391","R","Right",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Texas Rangers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.1,81.7,14,0.45,0.4232,6.8691,27.8633,-24.9172,0.1387,4.2833,1.1079,1.8188,7.0879,-129.5833,-4.7879,-1.6845,50.0058,5.6015,0.2345,3.6,6,24,2801,105,NA,NA,NA,NA,NA,NA,FALSE,-27.7,6.8,-1.9,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717152,"2023-08-03",6,"2023-08-03T02:31:59.945Z","2023-08-03T02:32:06.722Z",TRUE,"pitch","f29171bd-1852-41fb-8db6-44ec657c3587",7,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,3,0,NA,NA,3.4904,1.6928,NA,152.45,188.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Gavin Sheets called out on strikes.",0,1,11,75,"top",9,"2023-08-03T02:29:55.892Z","2023-08-03T02:32:06.722Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,657757,"Gavin Sheets","/api/v1/people/657757","L","Left",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Texas Rangers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.6,86.1,13,0.9,0.4015,6.9887,28.4295,-15.9154,-3.9469,8.6121,-0.93,1.8628,3.9373,-136.1573,-6.7444,-1.8784,50.0016,5.4631,-7.4493,21.6,3.6,24,2434,223,NA,NA,NA,NA,NA,NA,TRUE,-16.7,14.4,6.4,NA,NA,NA,NA,TRUE,TRUE,660162,"Yoán Moncada","/api/v1/people/660162",NA,NA,NA,NA,NA,NA,NA,NA,NA
717152,"2023-08-03",5,"2023-08-03T02:31:41.348Z","2023-08-03T02:31:47.261Z",TRUE,"pitch","c49aed23-46da-45cd-8887-ab14e7c82b33",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,0,NA,NA,3.4236,1.7385,NA,166.33,182.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Gavin Sheets called out on strikes.",0,1,11,75,"top",9,"2023-08-03T02:29:55.892Z","2023-08-03T02:32:06.722Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,657757,"Gavin Sheets","/api/v1/people/657757","L","Left",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Texas Rangers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.4,85.9,13,0.9,0.4021,6.6755,28.5504,-15.3763,-4.1512,8.9265,-1.2942,2.0991,2.8525,-135.9878,-6.1465,-1.8151,50.0002,5.4469,-7.809,24,3.6,24,2522,221,NA,NA,NA,NA,NA,NA,FALSE,-16.1,15.1,7,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717152,"2023-08-03",4,"2023-08-03T02:31:24.710Z","2023-08-03T02:31:29.452Z",TRUE,"pitch","45db6642-9149-407b-8108-18f36723fbb2",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.4686,1.6962,NA,156.9,180.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Gavin Sheets called out on strikes.",0,1,11,75,"top",9,"2023-08-03T02:29:55.892Z","2023-08-03T02:32:06.722Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,657757,"Gavin Sheets","/api/v1/people/657757","L","Left",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Texas Rangers","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.5,74.7,13,0.91,0.4633,6.7216,24.91,-41.8475,8.9671,-6.8547,-1.0466,2.1573,-0.8366,-118.7045,0.3747,-1.8509,50.0009,5.8397,12.6623,16.8,12,24,3216,46,NA,NA,NA,NA,NA,NA,FALSE,-53.4,-12,-16,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717152,"2023-08-03",3,"2023-08-03T02:31:05.445Z","2023-08-03T02:31:11.866Z",TRUE,"pitch","289fcc9e-5f92-4d8f-9291-39f6b205f0a8",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.75,1.77,NA,74.57,187.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Gavin Sheets called out on strikes.",0,1,11,75,"top",9,"2023-08-03T02:29:55.892Z","2023-08-03T02:32:06.722Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,657757,"Gavin Sheets","/api/v1/people/657757","L","Left",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Texas Rangers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87,80,14,0.9,0.4328,6.9228,26.1059,-28.8559,2.083,2.0497,1.113,1.9168,6.2693,-126.6083,-3.4017,-1.6671,50.0061,5.5899,3.3779,8.4,7.2,24,2839,75,NA,NA,NA,NA,NA,NA,FALSE,-33,3.1,-5.2,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717152,"2023-08-03",2,"2023-08-03T02:30:47.764Z","2023-08-03T02:30:51.768Z",TRUE,"pitch","aa39177b-cedf-4d54-983f-02fdee9d370f",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,0,NA,NA,3.4764,1.704,NA,136.66,195.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Gavin Sheets called out on strikes.",0,1,11,75,"top",9,"2023-08-03T02:29:55.892Z","2023-08-03T02:32:06.722Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,657757,"Gavin Sheets","/api/v1/people/657757","L","Left",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Texas Rangers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.2,79.7,7,0.9,0.4354,7.0764,23.8615,-28.7948,-6.4701,2.1077,-0.5159,1.617,4.9692,-125.485,-4.1836,-1.6749,50.0046,5.6348,-10.3859,18,8.4,24,2136,231,NA,NA,NA,NA,NA,NA,FALSE,-33.5,3.1,10.7,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717152,"2023-08-03",1,"2023-08-03T02:30:29.293Z","2023-08-03T02:30:32.400Z",TRUE,"pitch","0d370e03-9c63-4df4-93c9-09f218938f4d",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,0,NA,NA,3.75,1.77,NA,102.73,186.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Gavin Sheets called out on strikes.",0,1,11,75,"top",9,"2023-08-03T02:29:55.892Z","2023-08-03T02:32:06.722Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,657757,"Gavin Sheets","/api/v1/people/657757","L","Left",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Texas Rangers","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",80.8,74.2,9,0.9,0.4671,6.5273,24.3678,-40.6986,7.971,-6.133,0.3743,1.922,2.4874,-117.6941,-0.2219,-1.7347,50.0048,5.8179,11.0741,15.6,12,24,3288,39,NA,NA,NA,NA,NA,NA,FALSE,-52.9,-10.8,-15.1,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717152,"2023-08-03",0,"2023-08-03T02:30:15.546Z","2023-08-03T02:30:19.889Z",TRUE,"pitch","b4e04c98-6812-4fc6-8ca1-d9d800105646",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.4343,1.6181,NA,156.98,161.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Gavin Sheets called out on strikes.",0,1,11,75,"top",9,"2023-08-03T02:29:55.892Z","2023-08-03T02:32:06.722Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,657757,"Gavin Sheets","/api/v1/people/657757","L","Left",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Texas Rangers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.9,85.6,11,0.89,0.4035,6.7059,27.4652,-16.5227,-4.2393,8.3774,-1.0487,2.8672,3.7621,-135.3369,-4.2793,-1.901,50.0057,5.614,-7.9242,22.8,3.6,24,2480,212,NA,NA,NA,NA,NA,NA,FALSE,-16.9,14.5,7,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
