"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","details.disengagementNum","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718447,"2023-04-24",3,"2023-04-25T00:33:25.178Z","2023-04-25T00:33:29.288Z",TRUE,"pitch","7533f832-0c8b-45c9-9eb1-1552afe718db",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,1,NA,NA,3.0063,1.423,NA,139.51,189.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Forceout","force_out","Adam Frazier grounds into a force out, fielded by shortstop Enrique Hernandez. Cedric Mullins out at 2nd. Adam Frazier to 1st.",0,4,5,54,"bottom",7,"2023-04-25T00:32:07.759Z","2023-04-25T00:33:55.990Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,624428,"Adam Frazier","/api/v1/people/624428","L","Left",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.6,83.1,7,2,0.4139,6.1937,30.7659,-25.8338,10.8273,3.5833,-0.5906,1.8435,-11.7755,-132.7818,-3.3914,2.5135,50.004,5.0356,19.1655,32.4,7.2,24,1983,126,NA,NA,NA,NA,NA,NA,FALSE,-27.2,5.9,-16.8,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718447,"2023-04-24",2,"2023-04-25T00:33:04.626Z","2023-04-25T00:33:08.155Z",TRUE,"pitch","a0cb5fc7-d205-4683-b3c8-b26625725863",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.0063,1.4464,NA,187.97,176.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Forceout","force_out","Adam Frazier grounds into a force out, fielded by shortstop Enrique Hernandez. Cedric Mullins out at 2nd. Adam Frazier to 1st.",0,4,5,54,"bottom",7,"2023-04-25T00:32:07.759Z","2023-04-25T00:33:55.990Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,624428,"Adam Frazier","/api/v1/people/624428","L","Left",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Boston Red Sox",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",78.7,71.7,11,2,0.4822,5.8199,24.3728,-32.3039,-10.9176,-0.1025,-1.8618,2.3044,-7.4461,-114.3231,1.0385,2.8748,50.0014,5.0567,-14.2056,26.4,10.8,24,2732,301,NA,NA,NA,NA,NA,NA,FALSE,-44.4,0.5,21.8,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718447,"2023-04-24",0,"2023-04-25T00:32:29.248Z","2023-04-25T00:32:33.958Z",TRUE,"pitch","296d3d3c-7d0d-4cc7-a99d-ed8133b56ff2",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.0762,1.4698,NA,87.08,157.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Forceout","force_out","Adam Frazier grounds into a force out, fielded by shortstop Enrique Hernandez. Cedric Mullins out at 2nd. Adam Frazier to 1st.",0,4,5,54,"bottom",7,"2023-04-25T00:32:07.759Z","2023-04-25T00:33:55.990Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,624428,"Adam Frazier","/api/v1/people/624428","L","Left",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.3,81.8,3,2,0.4191,6.12,29.9294,-29.1431,11.247,1.7569,0.785,3.0016,-8.5423,-131.1168,0.3119,2.6378,50.0029,5.0708,19.4157,31.2,8.4,24,1990,132,NA,NA,NA,NA,NA,NA,FALSE,-30.4,3.5,-18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718447,"2023-04-24",1,"2023-04-25T00:32:47.092Z","2023-04-25T00:32:50.092Z",FALSE,"pickoff","480b4e7b-bfb9-4c9c-95c8-99874be7f0b1",NA,"Pickoff Attempt 1B",NA,NA,NA,NA,FALSE,"1",NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Forceout","force_out","Adam Frazier grounds into a force out, fielded by shortstop Enrique Hernandez. Cedric Mullins out at 2nd. Adam Frazier to 1st.",0,4,5,54,"bottom",7,"2023-04-25T00:32:07.759Z","2023-04-25T00:33:55.990Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,624428,"Adam Frazier","/api/v1/people/624428","L","Left",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718447,"2023-04-24",7,"2023-04-25T00:31:47.464Z","2023-04-25T00:31:57.365Z",TRUE,"pitch","920f0158-47e8-4efb-963d-d263de2e6b7d",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,0,NA,NA,3.35,1.64,NA,112.77,194.74,"line_drive","medium","9",185,114.62,NA,NA,TRUE,NA,NA,NA,NA,NA,"53","atBat","Lineout","field_out","Jorge Mateo lines out to right fielder Alex Verdugo.",0,4,5,53,"bottom",7,"2023-04-25T00:30:03.400Z","2023-04-25T00:31:57.365Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,622761,"Jorge Mateo","/api/v1/people/622761","R","Right",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.9,82.7,8,2,0.4162,6.2062,29.8044,-24.0845,10.298,4.6188,0.1111,1.631,-9.615,-131.9422,-4.3019,2.4762,50.0029,5.0718,18.0371,32.4,7.2,24,2112,135,102.7,15,299,NA,NA,NA,TRUE,-25.9,7.6,-16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,656775,"Cedric Mullins","/api/v1/people/656775",NA,NA,NA,NA,NA,NA
718447,"2023-04-24",5,"2023-04-25T00:31:24.855Z","2023-04-25T00:31:28.143Z",TRUE,"pitch","6796ecd3-ed0b-4dd9-b4d4-0b7cd6bda8b4",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.35,1.64,NA,106.34,164.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Lineout","field_out","Jorge Mateo lines out to right fielder Alex Verdugo.",0,4,5,53,"bottom",7,"2023-04-25T00:30:03.400Z","2023-04-25T00:31:57.365Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,622761,"Jorge Mateo","/api/v1/people/622761","R","Right",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.7,83.6,6,2,0.4116,6.1165,29.0319,-25.2438,10.0831,3.8663,0.2797,2.741,-9.2515,-133.1656,-1.5086,2.4915,50.0047,5.144,18.082,32.4,7.2,24,2144,129,NA,NA,NA,NA,NA,NA,FALSE,-25.8,6.8,-16.2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718447,"2023-04-24",4,"2023-04-25T00:31:03.633Z","2023-04-25T00:31:06.926Z",TRUE,"pitch","1309986b-f428-4da4-9a03-83f4461c0e2b",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.4195,1.7331,NA,75.01,164.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Lineout","field_out","Jorge Mateo lines out to right fielder Alex Verdugo.",0,4,5,53,"bottom",7,"2023-04-25T00:30:03.400Z","2023-04-25T00:31:57.365Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,622761,"Jorge Mateo","/api/v1/people/622761","R","Right",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.2,82.8,12,2,0.4142,6.0273,30.1726,-24.6415,10.2327,4.2629,1.1015,2.7671,-7.3988,-132.5747,-1.4938,2.6088,50.0039,5.1484,18.0901,33.6,7.2,24,2223,133,NA,NA,NA,NA,NA,NA,FALSE,-25.6,7.6,-16.8,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718447,"2023-04-24",2,"2023-04-25T00:30:25.751Z","2023-04-25T00:30:34.356Z",TRUE,"pitch","bce38e7d-e63d-43fa-ba23-26664ae4cb8b",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.4427,1.7331,NA,111.49,125.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Lineout","field_out","Jorge Mateo lines out to right fielder Alex Verdugo.",0,4,5,53,"bottom",7,"2023-04-25T00:30:03.400Z","2023-04-25T00:31:57.365Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,622761,"Jorge Mateo","/api/v1/people/622761","R","Right",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.9,83.2,12,2,0.4116,5.8876,30.5366,-25.8445,10.5221,3.5337,0.1445,4.1813,-9.5868,-133.4369,1.9932,2.4287,50.0027,5.2952,18.8461,33.6,7.2,24,2166,133,NA,NA,NA,NA,NA,NA,FALSE,-25.6,7.1,-16.8,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718447,"2023-04-24",1,"2023-04-25T00:30:05.782Z","2023-04-25T00:30:10.009Z",TRUE,"pitch","b893a7c9-406c-41c2-be8c-312b1122650a",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.3496,1.663,NA,100.33,165.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Lineout","field_out","Jorge Mateo lines out to right fielder Alex Verdugo.",0,4,5,53,"bottom",7,"2023-04-25T00:30:03.400Z","2023-04-25T00:31:57.365Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,622761,"Jorge Mateo","/api/v1/people/622761","R","Right",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.7,83.8,6,2,0.411,6.0098,28.5482,-25.1476,10.4017,3.9065,0.4374,2.7121,-9.2438,-133.2458,-1.6825,2.5996,50.0032,5.1683,18.7102,33.6,7.2,24,2195,138,NA,NA,NA,NA,NA,NA,FALSE,-25.7,7,-16.8,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718447,"2023-04-24",0,"2023-04-25T00:29:45.391Z","2023-04-25T00:29:51.135Z",FALSE,"pickoff","c6631aa7-5599-479f-9193-9735d05aaffb",NA,"Pickoff Attempt 1B",NA,NA,NA,NA,FALSE,"1",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Lineout","field_out","Jorge Mateo lines out to right fielder Alex Verdugo.",0,4,5,53,"bottom",7,"2023-04-25T00:30:03.400Z","2023-04-25T00:31:57.365Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,622761,"Jorge Mateo","/api/v1/people/622761","R","Right",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718447,"2023-04-24",3,"2023-04-25T00:30:42.406Z","2023-04-25T00:30:46.390Z",FALSE,"pickoff","c0968054-4de7-4b55-a03b-f11a90b6e590",NA,"Pickoff Attempt 1B",NA,NA,NA,NA,FALSE,"1",NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Lineout","field_out","Jorge Mateo lines out to right fielder Alex Verdugo.",0,4,5,53,"bottom",7,"2023-04-25T00:30:03.400Z","2023-04-25T00:31:57.365Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,622761,"Jorge Mateo","/api/v1/people/622761","R","Right",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718447,"2023-04-24",6,"2023-04-25T00:31:42.251Z","2023-04-25T00:31:47.464Z",FALSE,"action",NA,NA,"Red Sox shortstop Yu Chang left the game due to an injured wrist.","Injury",4,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,2,0,644374,"/api/v1/people/644374",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"injury",NA,NA,NA,NA,NA,NA,"53","atBat","Lineout","field_out","Jorge Mateo lines out to right fielder Alex Verdugo.",0,4,5,53,"bottom",7,"2023-04-25T00:30:03.400Z","2023-04-25T00:31:57.365Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,622761,"Jorge Mateo","/api/v1/people/622761","R","Right",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wrist",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718447,"2023-04-24",3,"2023-04-25T00:28:57.077Z","2023-04-25T00:29:08.911Z",TRUE,"pitch","cff99207-c31c-420a-891a-714ac0c6b600",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,0,NA,NA,3.21,1.51,NA,104.32,183.27,"ground_ball","medium","6",150.51,152.48,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Single","single","Cedric Mullins singles on a ground ball to shortstop Enrique Hernandez.",0,4,5,52,"bottom",7,"2023-04-25T00:28:54.726Z","2023-04-25T00:29:08.911Z",TRUE,FALSE,FALSE,FALSE,33,0,0,0,656775,"Cedric Mullins","/api/v1/people/656775","L","Left",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.1,83.8,6,2,0.4104,6.1362,30.6879,-26.5577,10.4091,3.1199,0.3325,2.0558,-9.6662,-133.7945,-2.7682,2.6517,50.0044,5.0208,18.7463,31.2,7.2,24,1995,126,79.7,9,128,NA,NA,NA,FALSE,-27.4,5.2,-16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,656775,"Cedric Mullins","/api/v1/people/656775",NA,NA,NA,NA,NA,NA
718447,"2023-04-24",0,"2023-04-25T00:27:38.322Z","2023-04-25T00:27:38.356Z",FALSE,"action",NA,NA,"Defensive switch from second base to shortstop for Enrique Hernandez.","Defensive Switch",4,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,571771,"/api/v1/people/571771",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"6","Shortstop","Infielder","SS","500","52","atBat","Single","single","Cedric Mullins singles on a ground ball to shortstop Enrique Hernandez.",0,4,5,52,"bottom",7,"2023-04-25T00:28:54.726Z","2023-04-25T00:29:08.911Z",TRUE,FALSE,FALSE,FALSE,33,0,0,0,656775,"Cedric Mullins","/api/v1/people/656775","L","Left",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718447,"2023-04-24",1,"2023-04-25T00:27:38.356Z","2023-04-25T00:27:38.360Z",FALSE,"action",NA,NA,"Christian Arroyo remains in the game as the second baseman.","Defensive Switch",4,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,624414,"/api/v1/people/624414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"4","Second Base","Infielder","2B","901","52","atBat","Single","single","Cedric Mullins singles on a ground ball to shortstop Enrique Hernandez.",0,4,5,52,"bottom",7,"2023-04-25T00:28:54.726Z","2023-04-25T00:29:08.911Z",TRUE,FALSE,FALSE,FALSE,33,0,0,0,656775,"Cedric Mullins","/api/v1/people/656775","L","Left",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,644374,"/api/v1/people/644374",NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718447,"2023-04-24",2,"2023-04-25T00:27:38.360Z","2023-04-25T00:28:57.077Z",FALSE,"action",NA,NA,"Pitching Change: Brennan Bernardino replaces Ryan Brasier.","Pitching Substitution",4,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,657514,"/api/v1/people/657514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"52","atBat","Single","single","Cedric Mullins singles on a ground ball to shortstop Enrique Hernandez.",0,4,5,52,"bottom",7,"2023-04-25T00:28:54.726Z","2023-04-25T00:29:08.911Z",TRUE,FALSE,FALSE,FALSE,33,0,0,0,656775,"Cedric Mullins","/api/v1/people/656775","L","Left",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718447,"2023-04-24",8,"2023-04-25T00:26:02.082Z","2023-04-25T00:26:07.647Z",TRUE,"pitch","2750a0c5-d655-4f7a-acee-118dce2b1bb8",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.31,1.54,NA,120.8,170.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Strikeout","strikeout","Yu Chang strikes out swinging.",0,4,5,51,"top",7,"2023-04-25T00:22:07.268Z","2023-04-25T00:26:07.647Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,624414,"Christian Arroyo","/api/v1/people/624414","R","Right",641329,"Bryan Baker","/api/v1/people/641329","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Baltimore Orioles",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,87.2,5,2,0.3954,6.522,30.2524,-8.8818,-1.8618,11.9783,-0.0998,2.5237,1.0581,-138.4146,-8.7834,-0.2447,50.0024,6.3286,-3.6204,18,2.4,24,2339,190,NA,NA,NA,NA,NA,NA,TRUE,-10.1,20.2,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
