"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","details.disengagementNum","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718447,"2023-04-24",2,"2023-04-25T01:05:02.492Z","2023-04-25T01:05:08.245Z",TRUE,"pitch","06763ff4-de8f-4fa5-addd-ffbb2f1d5eef",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,2,NA,NA,3.51,1.74,NA,152.2,177.09,"line_drive","medium","5",94.03,166.47,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Lineout","field_out","Jarren Duran lines out to third baseman Ramon Urias.",0,4,5,67,"top",9,"2023-04-25T01:04:24.720Z","2023-04-25T01:05:08.245Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,680776,"Jarren Duran","/api/v1/people/680776","L","Left",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.4,86.5,13,0.9,0.3969,6.1564,34.2318,-33.8095,-13.2613,-0.8527,-0.9234,2.2846,8.0033,-138.6087,-1.8331,-2.1424,50.0018,5.2366,-25.5118,34.8,8.4,24,2065,261,66.8,13,119,NA,NA,NA,TRUE,-32.2,-1.8,22.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718447,"2023-04-24",0,"2023-04-25T01:04:43.317Z","2023-04-25T01:04:46.735Z",TRUE,"pitch","41613202-ccf6-43a6-97f5-42d310f73d72",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.4863,1.7396,NA,161.17,150.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Lineout","field_out","Jarren Duran lines out to third baseman Ramon Urias.",0,4,5,67,"top",9,"2023-04-25T01:04:24.720Z","2023-04-25T01:05:08.245Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,680776,"Jarren Duran","/api/v1/people/680776","L","Left",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.2,87.4,11,0.9,0.3928,6.3008,33.7865,-35.9471,-12.3524,-1.9231,-1.1587,3.28,7.6503,-139.8584,0.7195,-2.3356,50.0001,5.3912,-24.2803,32.4,8.4,24,1994,258,NA,NA,NA,NA,NA,NA,FALSE,-32.9,-3.1,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718447,"2023-04-24",1,"2023-04-25T01:05:03.276Z","2023-04-25T01:05:04.276Z",FALSE,"action",NA,NA,"Red Sox manager Alex Cora ejected by 3B umpire Quinn Wolcott.","Ejection",4,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,0,2,133321,"/api/v1/people/133321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ejection",NA,NA,NA,NA,NA,NA,"67","atBat","Lineout","field_out","Jarren Duran lines out to third baseman Ramon Urias.",0,4,5,67,"top",9,"2023-04-25T01:04:24.720Z","2023-04-25T01:05:08.245Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,680776,"Jarren Duran","/api/v1/people/680776","L","Left",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,511890,"/api/v1/people/511890",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718447,"2023-04-24",5,"2023-04-25T01:04:09.101Z","2023-04-25T01:04:15.749Z",TRUE,"pitch","ea9167ec-d769-493b-886e-d3dbf7feb82d",5,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",2,3,1,NA,NA,3.69,1.76,NA,108.3,221.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Triston Casas strikes out swinging.",0,4,5,66,"top",9,"2023-04-25T01:02:25.902Z","2023-04-25T01:04:15.749Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,671213,"Triston Casas","/api/v1/people/671213","L","Left",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Baltimore Orioles",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",90.5,82.7,14,0.89,0.4186,6.321,30.0334,-38.2579,-12.0408,-3.5142,0.2281,0.6234,9.608,-131.2653,-5.0854,-1.931,50.0036,5.4619,-20.8312,25.2,10.8,24,1786,268,NA,NA,NA,NA,NA,NA,TRUE,-41.2,-7.4,19.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,606132,"Raimel Tapia","/api/v1/people/606132",NA,NA,NA
718447,"2023-04-24",4,"2023-04-25T01:03:49.460Z","2023-04-25T01:03:53.187Z",TRUE,"pitch","ec9bfef7-7d07-41cf-820d-f157ca24e9c7",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.3406,1.7596,NA,127.97,210.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Triston Casas strikes out swinging.",0,4,5,66,"top",9,"2023-04-25T01:02:25.902Z","2023-04-25T01:04:15.749Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,671213,"Triston Casas","/api/v1/people/671213","L","Left",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Baltimore Orioles",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",90.8,83,13,0.91,0.4161,6.2598,29.5125,-29.1004,-10.2702,1.7547,-0.2879,1.0466,7.5542,-131.9194,-5.9229,-1.8621,50.0043,5.4813,-18.003,28.8,8.4,24,1688,265,NA,NA,NA,NA,NA,NA,FALSE,-31.4,2,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718447,"2023-04-24",2,"2023-04-25T01:03:13.054Z","2023-04-25T01:03:16.283Z",TRUE,"pitch","fb1a1545-ba6f-41f4-adf2-1eb7025f6711",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.69,1.76,NA,132.45,204.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Triston Casas strikes out swinging.",0,4,5,66,"top",9,"2023-04-25T01:02:25.902Z","2023-04-25T01:04:15.749Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,671213,"Triston Casas","/api/v1/people/671213","L","Left",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Baltimore Orioles",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.9,82.6,13,0.9,0.4192,6.4843,27.7115,-33.2387,-11.7836,-0.6152,-0.4053,1.2531,8.5116,-130.6874,-4.3243,-2.1745,50.0044,5.4278,-20.3713,28.8,9.6,24,1735,275,NA,NA,NA,NA,NA,NA,FALSE,-35.8,-1.9,19.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718447,"2023-04-24",1,"2023-04-25T01:02:50.677Z","2023-04-25T01:02:54.272Z",TRUE,"pitch","9b858ce7-61d4-4be4-9277-f3fb4455fb6a",2,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",1,1,1,NA,NA,3.69,1.76,NA,158.91,168.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Triston Casas strikes out swinging.",0,4,5,66,"top",9,"2023-04-25T01:02:25.902Z","2023-04-25T01:04:15.749Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,671213,"Triston Casas","/api/v1/people/671213","L","Left",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.6,86.5,13,0.9,0.3961,5.9431,34.9709,-35.2778,-12.284,-1.6079,-1.0995,2.5856,7.3493,-138.981,-0.9946,-2.2005,50.0037,5.3191,-23.7155,31.2,8.4,24,2017,256,NA,NA,NA,NA,NA,NA,FALSE,-33.2,-2.9,20.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718447,"2023-04-24",0,"2023-04-25T01:02:26.578Z","2023-04-25T01:02:30.077Z",TRUE,"pitch","142b11d7-1ce0-4709-aa97-5488ad905fec",1,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,0,1,NA,NA,3.6896,1.9465,NA,113.93,211.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Triston Casas strikes out swinging.",0,4,5,66,"top",9,"2023-04-25T01:02:25.902Z","2023-04-25T01:04:15.749Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,671213,"Triston Casas","/api/v1/people/671213","L","Left",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Baltimore Orioles",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",90.5,82.9,14,0.91,0.4173,6.2651,28.6406,-30.2196,-12.6851,1.1252,0.0806,1.0221,9.2827,-131.4129,-5.7536,-1.8548,50.0059,5.4933,-22.1228,32.4,8.4,24,1796,264,NA,NA,NA,NA,NA,NA,FALSE,-32.8,0.8,20.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718447,"2023-04-24",3,"2023-04-25T01:03:30.194Z","2023-04-25T01:03:49.460Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",4,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,1,671213,"/api/v1/people/671213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Triston Casas strikes out swinging.",0,4,5,66,"top",9,"2023-04-25T01:02:25.902Z","2023-04-25T01:04:15.749Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,671213,"Triston Casas","/api/v1/people/671213","L","Left",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718447,"2023-04-24",8,"2023-04-25T01:01:54.686Z","2023-04-25T01:01:59.912Z",TRUE,"pitch","0cfbd093-64fb-4e02-885c-5f0225974fce",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,3,0,NA,NA,3.213,1.5964,NA,87.95,177.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Enrique Hernandez called out on strikes.",0,4,5,65,"top",9,"2023-04-25T00:59:55.338Z","2023-04-25T01:01:59.912Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,571771,"Enrique Hernández","/api/v1/people/571771","R","Right",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.3,87,6,0.9,0.3964,6.2769,31.2931,-31.9273,-13.6545,0.1323,0.7621,2.2734,12.1647,-138.2574,-2.2856,-1.9242,50.006,5.2569,-26.3963,36,8.4,24,2137,260,NA,NA,NA,NA,NA,NA,TRUE,-30.4,-0.1,22.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,606132,"Raimel Tapia","/api/v1/people/606132",NA,NA,NA
